election,ideological_universe,ideological_party_count,full_party_count,k,coalition_id,coalition_label,left_index,right_index,left_original_ordinal_position,right_original_ordinal_position,left_endpoint,right_endpoint,omitted_party,party_count,parties,gap_count,votes,national_vote_total,vote_share,seats,total_seats,seat_majority_threshold,seat_share,q_C,d_C,r_C,R_C,vote_majority,seat_majority,inversion,vote_deficit_pp,minimal_seat_majority,minimal_inversion,q_C_exact,d_C_exact,R_C_exact,A_C,A_C_exact,B_C,B_C_exact,V,S,A_over_q,B_over_q,vote_denominator
2014,seat_winning,28,32,1,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB,"PSB--PRB, omitting PSDB",5,21,8,27,PSB,PRB,PSDB,16,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PTN, PRTB, PROS, PRP, PR, PRB",1,49755522,97355354,0.5110712452445091,276,513,257,0.5380116959064327,262.17954881043318,13.820451189566832,-5.179548810433175,1.0527136889672488,true,true,false,,true,false,671699547/2561983,35407761/2561983,235702436/223899849,11.522141111138016,78505555137579941880409275628169270612195057646715407785614150082359467850030203042889321131071283241365067053942875780232551541090498369450209/6813451977401284138844871118966535087271486303912414411391266956857241258320954250702034743599112937159271730359293100615945820374548218870100,2.2983100784288162,40119181532759597642713415454485648937379598788799253826686560825144953073143679718361016795708271238381313776556563515490829301873275532669036041653/17455948137418474141890199443983240462493064295356439210939432291929985530716893334076351078510286160082122465561092815795342720720646169425475408300,97355354,513,0.043947520557635136,0.0087661684096137903,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PRP|PR,"PPS--PR, omitting PROS",6,20,10,26,PPS,PR,PROS,14,"PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PRP, PR",1,48174418,97355354,0.49483070032286053,264,513,257,0.5146198830409356,253.84814926562746,10.151850734372555,3.1518507343725446,1.0399918248911464,false,true,true,0.5169299677139492,true,true,650354643/2561983,26008869/2561983,225454504/216784881,11.776977825940438,80241872855964950774279278285962886806816015667976650224816345364452989949103255110947896082715294283117146354905974949108231975404145456472179/6813451977401284138844871118966535087271486303912414411391266956857241258320954250702034743599112937159271730359293100615945820374548218870100,-1.6251270915678833,-28368134227122692880546283965822028161239261555337648373338084920928724959708545777409243969965260894562585399462897231517201327822683230233203654057/17455948137418474141890199443983240462493064295356439210939432291929985530716893334076351078510286160082122465561092815795342720720646169425475408300,97355354,513,0.04639379038220591,-0.0064019654910595601,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,"PPS--PR, omitting SOLIDARIEDADE",6,20,10,26,PPS,PR,SOLIDARIEDADE,14,"PPS, PV, PTB, PT DO B, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR",1,47461834,97355354,0.48751128777160013,260,513,257,0.50682261208577,250.09329062683085,9.9067093731691429,6.906709373169122,1.0396120557586295,false,true,true,1.2488712228399876,true,true,640734759/2561983,25380821/2561983,666115580/640734759,10.902474532204433,37141743330007715736482242719291147217821021631229890998022042384438835122398454345970359204137335251583101565372168941367098735983904011616309/3406725988700642069422435559483267543635743151956207205695633478428620629160477125351017371799556468579635865179646550307972910187274109435050,-0.99576515903528973,-8691012486584138636619575329418025202426268320066954902114452416607578657758309067523444703358391971444767158452143564276348414599969701887371004697/8727974068709237070945099721991620231246532147678219605469716145964992765358446667038175539255143080041061232780546407897671360360323084712737704150,97355354,513,0.043593630620312122,-0.0039815748616826773,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB,"PPS--PRB, omitting PR",6,21,10,27,PPS,PRB,PR,15,"PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PRB",1,48940840,97355354,0.5027031178994018,262,513,257,0.5107212475633528,257.88669948239311,4.1133005176068691,-0.8866994823931122,1.0159500297063118,true,true,false,,true,false,660701340/2561983,10538206/2561983,335619773/330350670,6.4108852905082649,21840129529753171738789475787289312120023244537746764077699069496151109407504204768166400904507316591851730456299175330165008042960491445883859/3406725988700642069422435559483267543635743151956207205695633478428620629160477125351017371799556468579635865179646550307972910187274109435050,-2.2975847729013954,-20053260318544581731019150598386906805246061812146253359770736268780347247223130039324416914930051709417341797369387755567355830955055612306766212097/8727974068709237070945099721991620231246532147678219605469716145964992765358446667038175539255143080041061232780546407897671360360323084712737704150,97355354,513,0.024859309547082552,-0.0089092798407707733,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PRTB|PROS|PRP|PR|PRB,"PPS--PRB, omitting PSD",6,21,10,27,PPS,PRB,PSD,15,"PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSDB, PTN, PRTB, PROS, PRP, PR, PRB",1,48608406,97355354,0.49928847261959525,260,513,257,0.50682261208577,256.13498645385232,3.8650135461476522,0.8650135461476225,1.0150897524764506,false,true,true,0.07115273804047462,true,true,656213481/2561983,9902099/2561983,666115580/656213481,6.8077821706858392,166252677034324865006133466528318414573818632982090020236952724013027703227568858097833390844153511911924224725686492030371221404342412144387/24420974829395283651773731609199050492012495712947721904628196977982943578211305558071809116842698699495597599854097134824178567650710461900,-2.942768624538187,-184117621829250511770063820982902488047169140996670012192631886057580826575213955220784181190997976959070703537470800526801189156605853678843511321/62566122356338616996022220229330610976677649804144943408385061978243675737336535247585487736596007742229829625666999339768253479285470141309947700,97355354,513,0.026578884302134929,-0.011489131825684359,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,"PV--PR, omitting PHS",7,20,11,26,PV,PR,PHS,13,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR",1,47252778,97355354,0.4853639379709923,260,513,257,0.50682261208577,248.99170017911908,11.008299820880934,8.00829982088095,1.0442115131265894,false,true,true,1.4636062029007704,true,true,637912503/2561983,28203077/2561983,666115580/637912503,11.195628729638127,76280878706203527319776302097568710697655349678913458035684285590005452627498572801175648563730601575088489429226177943490924033331306240936531/6813451977401284138844871118966535087271486303912414411391266956857241258320954250702034743599112937159271730359293100615945820374548218870100,-0.1873289087571928,-3270003715904755066581858553546028649791697602744513058258953936938486322953912594847601703851178516750831538110790063958440627834687700067013203273/17455948137418474141890199443983240462493064295356439210939432291929985530716893334076351078510286160082122465561092815795342720720646169425475408300,97355354,513,0.044963863139149789,-0.00075235001256038886,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,"PV--PR, omitting PMN",7,20,11,26,PV,PR,PMN,13,"PV, PTB, PT DO B, SOLIDARIEDADE, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR",1,47727373,97355354,0.49023881110842654,262,513,257,0.5107212475633528,251.49251009862283,10.507489901377175,5.50748990137717,1.0417805281646624,false,true,true,0.9761188891573482,true,true,1288639071/5123966,53840021/5123966,1342479092/1288639071,10.930239110355229,10638951325702669994253213795359490402545924681243854173422766186949981973768937644458499041470377886024908883654759434766493098274779927466223/973350282485897734120695874138076441038783757701773487341609565265320179760136321528862106228444705308467390051327585802277974339221174124300,-0.4227492089780539,-1054212609579370475431490239972797057419126088065975098930432200097821142097706916174374797041556281998406257383137392224390294266750933661212095059/2493706876774067734555742777711891494641866327908062744419918898847140790102413333439478725501469451440303209365870402256477531531520881346496486900,97355354,513,0.043461489592946267,-0.0016809614282837797,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PR,"PV--PR, omitting PRP",7,20,11,26,PV,PR,PRP,13,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PR",1,47471021,97355354,0.4876056534086456,262,513,257,0.5107212475633528,250.14170019863519,11.858299801364803,6.858299801364808,1.0474063292603681,false,true,true,1.2394346591354406,true,true,1281717567/5123966,60761525/5123966,1342479092/1281717567,12.316495200731604,55945232386718780056618829626520749906646721831773801608971879733992488855428788316241441248939142982352630922168564937316446103188438691813841/4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400,-0.45819539936680137,-5332156752100419874287776444088145118539289391289417544855019362948216525797973467513212500592155452347901019197037598666364749007152070108948839203/11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200,97355354,513,0.04923807262424134,-0.0018317433638731673,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PROS|PRP|PR,"PV--PR, omitting PRTB",7,20,11,26,PV,PR,PRTB,13,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PROS, PRP, PR",1,47741656,97355354,0.49038552106749056,264,513,257,0.5146198830409356,251.56777230762265,12.432227692377349,5.432227692377353,1.0494189998120067,false,true,true,0.9614478932509414,true,true,644512356/2561983,31851156/2561983,56363626/53709363,13.015891216788482,12354855077830521989083020473833486650175424013019206258730816819156805586027370988286730849708804165209109246778244434821846906035674312837/949213148147295087607254265668227234225618041782169742461864998169022187004869636486769955920745742150915537804303859099463056613896380450,-0.58366352441113178,-1419392617974867403744561695149187747707683893928578622729268159172570199953886455280401760384714952010342997959887324279162469419949601476775571/2431867948929851510433296105319481814223051587539208583301676273604065969729296925895284351979699938713029042290483813847219660172840090474432350,97355354,513,0.051739104327212314,-0.0023201045152056086,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,"PV--PR, omitting PT DO B",7,20,11,26,PV,PR,PT DO B,13,"PV, PTB, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR",1,47383349,97355354,0.4867051174196336,264,513,257,0.5146198830409356,249.67972523627205,14.320274763727941,7.3202747637279515,1.0573545759479535,false,true,true,1.3294882580366405,true,true,1279350423/5123966,73376601/5123966,450909008/426450141,14.71851838554506,40113567279363660990581091059305621991909662645776803502632268505794681499405971088999751356473260681034883940352925861367335794711160647248537/2725380790960513655537948447586614034908594521564965764556506782742896503328381700280813897439645174863708692143717240246378328149819287548040,-0.39824362181712064,-2780688003398941646902173616826799857454687394385998125822957087721774337381690029905415325669551030605004020326522759893648921493304446261348862851/6982379254967389656756079777593296184997225718142575684375772916771994212286757333630540431404114464032848986224437126318137088288258467770190163320,97355354,513,0.058949593811099078,-0.0015950178631455255,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PRTB|PROS|PRP|PR,"PV--PR, omitting PTN",7,20,11,26,PV,PR,PTN,13,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PRTB, PROS, PRP, PR",1,47472664,97355354,0.48762252972753817,261,513,257,0.5087719298245614,250.15035775022707,10.849642249772931,6.849642249772927,1.0433724834429627,false,true,true,1.2377470272461863,true,true,640880964/2561983,27796599/2561983,74297507/71208996,10.711475077338591,102072896568639433468110429083840537234890305062793585082065103986569865010100686152105003024482718206415115592272395102293364709747597125697/9529303464896900893489330236316832289890190634842537638309464275324812948700635315667181459579178933089890531971039301560763385139228278140,0.13816717243433893,3373201393437168804134661921969193005673414674582349385190815059205197816866344704810628528483837713721500980658851457365752551424409490033468709/24413913478906956841804474746829706940549740273225789106208996212489490252750899767938952557357043580534437014770759182930549259749155481713951620,97355354,513,0.042820146945517883,0.00055233649744485924,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB,"PV--PRB, omitting PTB",7,21,11,27,PV,PRB,PTB,14,"PV, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB",1,48706477,97355354,0.500295823483935,261,513,257,0.5087719298245614,256.6517574472586,4.3482425527413726,0.34824255274133975,1.0169421888865691,true,true,false,,true,false,1315074879/5123966,22280247/5123966,148595014/146119431,6.8775237823969722,93719356029594019259330092722574147478238418619260625110768350031768793216433400181747823169224410998700410914608260849996908521765059319815811/13626903954802568277689742237933070174542972607824828822782533913714482516641908501404069487198225874318543460718586201231891640749096437740200,-2.5292812296555995,-88302003939628345513430265729917895600164427541143534651004588277723429177036025916493575756589158942879422363718366930138504668754645141523781998513/34911896274836948283780398887966480924986128590712878421878864583859971061433786668152702157020572320164244931122185631590685441441292338850950816600,97355354,513,0.0267971037907671,-0.0098549149041980023,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL,"PV--PSL, omitting PR",7,24,11,30,PV,PSL,PR,17,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PRB, PTC, PSDC, PSL",1,48641914,97355354,0.49963265502583454,257,513,257,0.5009746588693957,256.31155202825312,0.6884479717468851,0.6884479717468821,1.0026859810504014,false,true,true,0.03673449741654622,true,true,656665839/2561983,1763792/2561983,658429631/656665839,1.495894653934019,25103956620272786253390150532585990391286990200007817805246122651586629827713469847185875238096274740788965400747065965146478834387855714091/16781901422170650588287859898932352431703168236237473919682923539057244478623040026359691486697322505318403276747027341418585764469330588350,-0.80744668218713389,-34716126620663117601401837045068561660422022503856862484392493974479013292455349605329797233418764392930178792001977454008501060876612208866979253/42994946151277029906133496167446405080032178067380392145171015497364496381076091955853081474163266404143158782170179349249612612612428988732698050,97355354,513,0.0058362357923263915,-0.0031502547419248951,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP,"PV--PP, omitting PMDB",7,25,11,32,PV,PP,PMDB,18,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP",1,49915275,97355354,0.512712171946907,264,513,257,0.5146198830409356,263.02134420876331,0.97865579123670998,-6.02134420876331,1.003720822711863,true,true,false,,true,false,1347712425/5123966,5014599/5123966,450909008/449237475,5.274638161056723,225319710398295952438500811021414086680857373520820831669406306314266988228930472459962759140384353128729375157665960410154906305300602944007/42717567256434383315641825197282351644335337328604479068283805372145713218313192794370123784320457286265026522628796869065491036831023315800,-4.2959823698200132,-470159532582083158046130532826842084400216847268651770717212125802266420624299919487664955371394535788177812886888589174080426176872048288102203781/109441681112341530670157990244409031112809180535150089096798948538745990788193688614898752843324678119637131445524092888999013923013455607683231400,97355354,513,0.020054030888345616,-0.016333208176482587,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,PTB--PR,8,20,12,26,PTB,PR,,13,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR",0,46191382,97355354,0.4744616510767348,257,513,257,0.5009746588693957,243.39882700236495,13.601172997635034,13.601172997635047,1.0558801912282958,false,true,true,2.5538348923265204,true,true,623583657/2561983,34845974/2561983,658429631/623583657,12.507073279630276,15493880576109030913827003299966264087181502354767594743742035762602993302349267211241207153390164735860617864416576972562893412635183987679307/1238809450436597116153612930721188197685724782529529892980230355792225683331082591036733589745293261301685769156235109202899240068099676158200,1.0940997180047587,3472463260846408410264528794516856020794098995805106198655437482765740973754454701461270086727161185219355130056595431273788290049432966510463101019/3173808752257904389434581717087861902271466235519352583807169507623633732857616969832063832456415665469476811920198693780971403767390212622813710600,97355354,513,0.051385100880164687,0.0044950903481310858,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB,"PTB--PRB, omitting PHS",8,21,12,27,PTB,PRB,PHS,13,"PTB, PT DO B, SOLIDARIEDADE, PMN, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB",1,49673138,97355354,0.5102250257340752,273,513,257,0.5321637426900585,261.74543820158055,11.254561798419427,-4.745438201580612,1.0429981201420284,true,true,false,,true,false,670587363/2561983,28833996/2561983,233140453/223529121,12.457592004618576,146343456685391138587328612418249255944717850917894001846483828802920037253925831352314278038776251119718615781775149844994551903240712167831/11747330995519455411801501929252646702192217765366231743778046477340071135036128018451784040688125753722882293722919138993010035128531411845,-1.203030206199148,-36206953253724450145317061007080385492592475570479963897490962152553784056577488045969523770552840942107485250762168163280781687864415266863086253/30096462305893920934293447317212483556022524647166274501619710848155147466753264369097157031914286482900211147519125544474728828828700292112888635,97355354,513,0.047594304184298671,-0.0045961840422702868,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB,"PTB--PRB, omitting PMN",8,21,12,27,PTB,PRB,PMN,13,"PTB, PT DO B, SOLIDARIEDADE, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB",1,50147733,97355354,0.5150998988715094,275,513,257,0.5360623781676414,264.24624812108431,10.753751878915669,-7.246248121084307,1.0406959491587107,true,true,false,,true,false,1353988791/5123966,55101859/5123966,1409090650/1353988791,12.192202385335678,65410224764757498441454165096482118557561005214308694684437557814439403776504703066437894479568715965765881818729704732260919494859658510763/5364922816851404833736118991312232352182272680245995599520682643194678156158231693466169089448120422960056480597868583162162063287045841630,-1.438450506420009,-9885636786736621789654515161563060762931425529368382557007413193790337175017708222454860496992268977819036893312294967053206618501547122181913972/6872420526542706355074881670859543489170497754077338272023398540129915563274367454360768141145781952788237191165784573147772724693167783238376145,97355354,513,0.046139547759061844,-0.0054435986003512704,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PRP|PR|PRB,"PTB--PRB, omitting PROS",8,21,12,27,PTB,PRB,PROS,13,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PRP, PR, PRB",1,48639089,97355354,0.49960363761812215,267,513,257,0.52046783625731,256.29666609809669,10.70333390190333,0.7033339019033633,1.0417615026557023,false,true,true,0.03963623818778217,true,true,1313255403/5123966,54843519/5123966,456032974/437751801,12.547213938181825,42744919808990954247649657845955166635283313422956316450435315981547479007004394657549087389511624773303405248424957840067633922747555926995369/3406725988700642069422435559483267543635743151956207205695633478428620629160477125351017371799556468579635865179646550307972910187274109435050,-1.8438800362784946,-8046668571224673806485940770377824413013972428285411980941465349367441049612424700652316053816820641761048398022413382210056442316010493503377243126/4363987034354618535472549860995810115623266073839109802734858072982496382679223333519087769627571540020530616390273203948835680180161542356368852075,97355354,513,0.048955821896565062,-0.0071943192408626799,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PR|PRB,"PTB--PRB, omitting PRP",8,21,12,27,PTB,PRB,PRP,13,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PR, PRB",1,49891381,97355354,0.5124667411717285,275,513,257,0.5360623781676414,262.8954382210967,12.104561778903294,-5.895438221096754,1.0460432552987979,true,true,false,,true,false,1347067287/5123966,62023363/5123966,1409090650/1347067287,13.578458475712051,2681628253663811685385580798399912539427567727568862766629975499034113109070191068334167958613575030373253742245108880364654644212491734902209/197491361663805337357822351274392321370188008809055490185254114691514239371621862339189412857945302526355702329254872481621617981870962865800,-1.4738966968087566,-745746791287132053018368159324429351122344125074434559987487917564203861407477990524189589390078330672271345974690546920114778974997137967449277747/505969511229520989620005780985021462680958385372650411911287892519709725528025893741343509522037280002380361320611385965082397702047715055810881400,97355354,513,0.051649654203175951,-0.0056063989043780979,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PROS|PRP|PR|PRB,"PTB--PRB, omitting PRTB",8,21,12,27,PTB,PRB,PRTB,13,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PROS, PRP, PR, PRB",1,50162016,97355354,0.5152466088305734,277,513,257,0.5399610136452242,264.32151033008415,12.678489669915843,-7.321510330084152,1.0479661668627838,true,true,false,,true,false,677187216/2561983,32482075/2561983,709669291/677187216,14.277854491768929,1024015535999903367352760148065185525528844183357020269057327770985218099750346087758829334083888635497045198921869973892180349074446074041573/71720547130539833040472327568068790392331434778025414856750178493234118508641623691600365722095925654308123477466243164378377056574191777580,-1.5993648218530869,-293878204032410781492426322929910153567975718092138982697226220611404392896105552082288904411694243738965809965129880888634115332874435727514440759/183746822499141833072528415199823583815716466266909886430941392546631426639125192990277379773792485895601289111169398061003607586533117572899741140,97355354,513,0.054016997988316481,-0.0060508311255327027,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB,"PTB--PRB, omitting PT DO B",8,21,12,27,PTB,PRB,PT DO B,13,"PTB, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB",1,49803709,97355354,0.5115662051827166,277,513,257,0.5399610136452242,262.43346325873358,14.566536741266432,-5.433463258733582,1.0555056377353267,true,true,false,,true,false,1344700143/5123966,74638439/5123966,1419338582/1344700143,15.980481660525509,7024660927079515195956581984082575014842268417284327212377871379366120821180215297139742650964050050124872101618433781937048745633948931259793/439577546929115105731927168965582908856224922833058994283307545603692984407803500045292564103168576590920756797373748426835214217712788314200,-1.4139449192590758,-1592370914822760008706933604685651263196687529941862020441496569732073824084855196553436154660861084269936771493391894869582906765157049701093482619/1126190202414095105928399964127950997580197696474608981350931115608386163272057634456538779258728139360136933262005988115828562627138462543579058600,97355354,513,0.06089346023974971,-0.0053878225044230177,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PRTB|PROS|PRP|PR|PRB,"PTB--PRB, omitting PTN",8,21,12,27,PTB,PRB,PTN,13,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PRTB, PROS, PRP, PR, PRB",1,49893024,97355354,0.512483617490621,274,513,257,0.5341130604288499,262.90409577268855,11.095904227311422,-5.9040957726885495,1.0422051402230916,true,true,false,,true,false,673555824/2561983,28427518/2561983,350991671/336777912,11.97343835231904,20395111804475131997643312474990460468306892993340619092238221116521405615500099995480427465316191897983778843169542866186417959504459690319701/1703362994350321034711217779741633771817871575978103602847816739214310314580238562675508685899778234289817932589823275153986455093637054717525,-0.87753412500761629,-3829547543736962580686438389088155484213861683951871547968592836052747997700398501968780671300881316090159176540047169681974919214555092334911674133/4363987034354618535472549860995810115623266073839109802734858072982496382679223333519087769627571540020530616390273203948835680180161542356368852075,97355354,513,0.045542989039894913,-0.0033378488168033238,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB,"PTB--PRB, omitting SOLIDARIEDADE",8,21,12,27,PTB,PRB,SOLIDARIEDADE,13,"PTB, PT DO B, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB",1,47926505,97355354,0.49228422506686176,263,513,257,0.5126705653021443,252.54180745930009,10.458192540699919,4.458192540699912,1.0414117276102308,false,true,true,0.7715774933138277,true,true,1294015635/5123966,53587423/5123966,1347603058/1294015635,11.67271064444582,4678320789531317011410854284972337699964273790611515568946963021618802253511908405652411594387213280391521604275781094927131373062280848279481/400791292788310831696757124645090299251263900230142024199486291579837721077703191217766749623477231597604219432899594153879165904385189345300,-1.2145181037459012,-1247092060643781154037448810266195287980539105761053491450393018220952738485751244720406450118753271492420147619473142698571839449488126326767489873/1026820478671674949522952908469602380146650840903319953584672487760587384159817254945667710500605068240124850915358400929137807101214480554439729900,97355354,513,0.046220904023295262,-0.0048091764130643363,all_valid_federal_deputy_votes
2014,seat_winning,28,32,1,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP,"PTB--PP, omitting PSDB",8,25,12,32,PTB,PP,PSDB,17,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PTN, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP",1,47614045,97355354,0.48907474569914255,267,513,257,0.52046783625731,250.89534454366012,16.104655456339874,6.104655456339856,1.0641887376811705,false,true,true,1.0925254300857432,true,true,1285579215/5123966,82519707/5123966,456032974/428526405,10.005907005310975,3408738343551471448642157249170000625073782701541630757366340357769266562809313798579621791733327654159347094051981155069463783744020055080393/340672598870064206942243555948326754363574315195620720569563347842862062916047712535101737179955646857963586517964655030797291018727410943505,6.0987484510288983,10645943666432170475248144248093419487486313908580805959229863044294501760476034449163992213580294284942372684010439898280808365123405998376565154397/1745594813741847414189019944398324046249306429535643921093943229192998553071689333407635107851028616008212246556109281579534272072064616942547540830,97355354,513,0.039880799795269914,0.024307937885900514,all_valid_federal_deputy_votes
