"cabinet_party_set_id","election_year","coalition_parties","coalition_party_count","A_C","B_C","q_C","gross_positive_A","gross_negative_A","large_party_positive_A","large_party_share_gross_positive_A","large_positive_minus_all_negative_A","descriptive_vote_share_benchmark","top_three_by_q_parties","top_three_by_q_share_gross_positive_A","A_C_exact","B_C_exact","gross_positive_A_exact","gross_negative_A_exact","large_party_positive_A_exact","benchmark_note","positive_party_1","positive_A_i_1","positive_party_2","positive_A_i_2","positive_party_3","positive_A_i_3","negative_party_1","negative_A_i_1","negative_party_2","negative_A_i_2","negative_party_3","negative_A_i_3","cabinet_periods","coalition_ids","cabinet_observation_count","total_cabinet_days"
"2014:PMDB|PP|PRB|PSD|PSDB|PTB|PV",2014,"PMDB, PP, PRB, PSD, PSDB, PTB, PV",7,14.319579123634586,-2.4481890714757704,235.12860994784117,15.864656085317058,-1.5450769616824724,11.780183549766228,0.7425426360593431,10.235106588083754,0.05,"PSDB, PMDB, PP",0.44969409997913756,"817051591929472928629075945745249419173685686825612250705188282822878780641317096334190846385221907108723048232243816816255607825479917069//57058352405129167410686288806539837598160036712494677347262142471922765369652583079607030646828735279195321494986208258934996653389510425","-715764939240206016587307180805302326582113542971468083805868172477356240485883251371517389592444194504929948663780848363476903311720508295731079//292365057739900079420664580510890705498493690673574501908341411113288204380077267512081718395308447393597334699378501587702119062081636174345550","21618614475058966336686584449536346578161773729050371978499617903242339134956027074807195627037526931506864891326825982594470619681772211685311//1362690395480256827768974223793307017454297260782482882278253391371448251664190850140406948719822587431854346071858620123189164074909643774020","-619253392930153548822217965550000544025924318237167635958243899280358512990539898033975340390324487403969871830907721135861085691332541257831//400791292788310831696757124645090299251263900230142024199486291579837721077703191217766749623477231597604219432899594153879165904385189345300","7296701354664071056093377806682214854442775310335659197144655829595065803719549460878257378435404581410783589161138022562230186050048362498309//619404725218298558076806465360594098842862391264764946490115177896112841665541295518366794872646630650842884578117554601449620034049838079100","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PSD",4.645941310001025,"PTB",4.084472535550831,"PMDB",3.9086952162479633,"PV",-1.4035201183314603,"PRB",-0.14155684335101232,,,"[""2018.3""]","[""2014/2018.3""]",1,90
"2014:PMDB|PP|PRB|PSD|PSDB|PV",2014,"PMDB, PP, PRB, PSD, PSDB, PV",6,10.235106588083754,-2.738440919342003,214.50333433125826,11.780183549766228,-1.5450769616824724,11.780183549766228,1.0,10.235106588083754,0.05,"PSDB, PMDB, PP",0.6056138437594021,"2490585972196148974537480373541226933943921964416442905617895279920701040002709492967258942005497646773254702130253106745531913921352813789224//243337570621474433530173968534519110259695939425443371835402391316330044940034080382215526557111176327116847512831896450569493584805293531075","-1707217238050663281288871382762682780952345113896455848880208192526508180536136915853379431836429778346289279636643607423771707701315792625465766442//623426719193516933638935694427972873660466581977015686104979724711785197525603333359869681375367362860075802341467600564119382882880220336624121725","7296701354664071056093377806682214854442775310335659197144655829595065803719549460878257378435404581410783589161138022562230186050048362498309//619404725218298558076806465360594098842862391264764946490115177896112841665541295518366794872646630650842884578117554601449620034049838079100","-619253392930153548822217965550000544025924318237167635958243899280358512990539898033975340390324487403969871830907721135861085691332541257831//400791292788310831696757124645090299251263900230142024199486291579837721077703191217766749623477231597604219432899594153879165904385189345300","7296701354664071056093377806682214854442775310335659197144655829595065803719549460878257378435404581410783589161138022562230186050048362498309//619404725218298558076806465360594098842862391264764946490115177896112841665541295518366794872646630650842884578117554601449620034049838079100","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PSD",4.645941310001025,"PMDB",3.9086952162479633,"PP",2.644600533192068,"PV",-1.4035201183314603,"PRB",-0.14155684335101232,,,"[""2018.4""]","[""2014/2018.4""]",1,180
"2018:DEM|MDB|NOVO|PP|PSL",2018,"DEM, MDB, NOVO, PP, PSL",5,8.929052747817424,-3.5258436845767878,154.59679093675936,16.2325879755856,-7.303535227768172,11.65705874817316,0.7181269410463569,4.3535235204049885,0.05,"PSL, MDB, PP",0.7181269410463569,"3700709276026635871246170810583136274925807445528320716034935023962445309239438027960742717850600106132535700287797551677790844542560345272905646442813//414457096463140461330406544150513340721881040917599455803651759146856876085850627163945277851148865655468240782979599956850811845181212110644919860240","-4786484515776024503086602816489404576171725417847234060895658335537221426983349381580137782835454591927964314828652943084525764867241995026614248606693645853//1357543029123412076295290714388314383674321858737492242299554638488032732483549411308569331078936128435113525042148539209465999226971240375690447589379893520","2770234056653285646883526071068177633051007473507026148571847900294277491622235460982141411025190677184473000817817900798903919456738343176781367132533//170658804425999013488990929944329022650186310966070364154444842001646948976526728832212761468120121152251628557697482335173863700956969692618496413040","-2118901403091940489829674753407706583738647493092119951347686913726560019290193664097120496247404076920829111188832145183683071896662941709494371615337//290119967524198322931284580905359338505316728642319619062556231402799813260095439014761694495804205958827768548085719969795568291626848477451443902168","1989379709086864280815936499214223073126968632591334615263386117566638675507546310002663959331561928239293845334926077424128503037389619787540136958157//170658804425999013488990929944329022650186310966070364154444842001646948976526728832212761468120121152251628557697482335173863700956969692618496413040","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"DEM",4.575529227412437,"MDB",4.338282118829407,"NOVO",-4.882279731577308,"PSL",-2.4212554961908648,,,"[""2019.1""]","[""2018/2019.1""]",1,406
"2018:DEM|MDB|NOVO|PP|PSDB|PSL",2018,"DEM, MDB, NOVO, PP, PSDB, PSL",6,9.349769373369428,-4.705440813799558,185.35567144043014,16.6533046011376,-7.303535227768172,12.077775373725164,0.7252479710783721,4.77424014595699,0.05,"PSL, PSDB, MDB",0.2857690325352194,"1937539133543344520857262555335891959286101350811820246198628710397298105403201592032125055634087331271846995740168145651082420233642131490041492998159//207228548231570230665203272075256670360940520458799727901825879573428438042925313581972638925574432827734120391489799978425405922590606055322459930120","-3193919187863192229504836191325085918341386494002356795895823897172270843568658655492369609617321206898940876002610991870948656364172252266577994525111465471//678771514561706038147645357194157191837160929368746121149777319244016366241774705654284665539468064217556762521074269604732999613485620187845223794689946760","198010499592320607337288620117948988800786450173306077705974061814867924871093274300905556317013374618910446935453588077672068041957455975227559910359//11890162603450750939806745119072104037103144616488508977973616041098353002462927828473839938352631391755236415905152457778506897197821658911944422220","-2118901403091940489829674753407706583738647493092119951347686913726560019290193664097120496247404076920829111188832145183683071896662941709494371615337//290119967524198322931284580905359338505316728642319619062556231402799813260095439014761694495804205958827768548085719969795568291626848477451443902168","8760009497974266241787350146815581437170808386679981723503455194114478448649260840692459765639893668736525852260378623395200630777172740084605926290801//725299918810495807328211452263398346263291821605799047656390578506999533150238597536904236239510514897069421370214299924488920729067121193628609755420","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"DEM",4.575529227412437,"MDB",4.338282118829407,"NOVO",-4.882279731577308,"PSL",-2.4212554961908648,,,"[""2020.1"",""2020.3""]","[""2018/2020.1"",""2018/2020.3""]",2,8
"2018:DEM|NOVO|PP|PSDB|PSL",2018,"DEM, NOVO, PP, PSDB, PSL",5,5.01148725454002,-5.967486830784428,156.9559995762444,12.315022482308192,-7.303535227768172,7.739493254895756,0.6284595311144857,0.43595802712758375,0.05,"PSL, PSDB, PP",0.6284595311144857,"14539325195350844887983898498633640248570209425502119683941022590942284355250627382756854013552676869625082387583523732238274371792199711623970139925403//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","-56707841039620142336474647141471642415065953002452808997589660141502920138864342835632993325021348133906878484357997806765650557461715418845563954373968425963//9502801203863884534067035000718200685720253011162445696096882469416229127384845879159985317552552899045794675295039774466261994588798682629833133125659254640","5104048460895749969468663718958672297993812050917617028202555961172554935450366289104008425146673948404767642781692169153586441536975589816987693725539//414457096463140461330406544150513340721881040917599455803651759146856876085850627163945277851148865655468240782979599956850811845181212110644919860240","-2118901403091940489829674753407706583738647493092119951347686913726560019290193664097120496247404076920829111188832145183683071896662941709494371615337//290119967524198322931284580905359338505316728642319619062556231402799813260095439014761694495804205958827768548085719969795568291626848477451443902168","22453815317641086563131623311193478567248024060856563131174041421838024674202848457076942297235028906765327856262684186703923011629900831101812943114381//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"DEM",4.575529227412437,"PSDB",0.42071662555200234,"NOVO",-4.882279731577308,"PSL",-2.4212554961908648,,,"[""2020.2"",""2020.4""]","[""2018/2020.2"",""2018/2020.4""]",2,78
"2018:DEM|PP|PSDB|PSL",2018,"DEM, PP, PSDB, PSL",4,9.893766986117328,-4.503090250268795,142.60932326415147,12.315022482308192,-2.4212554961908648,7.739493254895756,0.6284595311144857,5.318237758704891,0.05,"PSL, PSDB, PP",0.6284595311144857,"4783965594507241020259007484781387987280119966607596062589260326123940450485020262154172024809336139819449113736635622686121481907308856875776475221371//483533279206997204885474301508932230842194547737199365104260385671333022100159065024602824159673676598046280913476199949659280486044747462419073170280","-1426399048378734277406602725063975312214166139731226947872345695959845023897471269887710668465096719092986807256781424693725056730174146418620495741611546395//316760040128796151135567833357273356190675100372081523203229415647207637579494862638666177251751763301526489176501325815542066486293289420994437770855308488","5104048460895749969468663718958672297993812050917617028202555961172554935450366289104008425146673948404767642781692169153586441536975589816987693725539//414457096463140461330406544150513340721881040917599455803651759146856876085850627163945277851148865655468240782979599956850811845181212110644919860240","-7024545659226803664726601124022378162275964556777742821882329771464241845242442450803026827170700799916678817052031447958376199314975987464255004750547//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","22453815317641086563131623311193478567248024060856563131174041421838024674202848457076942297235028906765327856262684186703923011629900831101812943114381//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"DEM",4.575529227412437,"PSDB",0.42071662555200234,"PSL",-2.4212554961908648,,,,,"[""2020.5""]","[""2018/2020.5""]",1,41
"2018:DEM|PP|PSD|PSDB|PSL",2018,"DEM, PP, PSD, PSDB, PSL",5,14.157264067397003,-3.77998417530203,172.62272010790502,16.578519563587868,-2.4212554961908648,12.002990336175431,0.7240085756835687,9.581734839984566,0.05,"PSL, PSDB, PSD",0.2825471652559269,"3309673643404285689360274753620781526875169945921043560779675294853094828502346112602043396931872670529602897423835984941904518671507202927510944383//233779184145204128067110862937437017329022343789137485143075126029653354762365381961935289682356330345550176106434907308457347535557492729614378648","-14472376378584432651002113173402414494562789094044631237441208957199530595917745683346266156684849784557768478663754987970023086167080011564381225673681471//3828687028148221004861819097791378197308724017390187629370218561408633814417746123755030345508683682129651359909363325731773567521675536917740988366502520","608830323719923912274526719195649074820212956780479663432381014944191755277931110230308675735382792926443680684580202798574826278840257921451466133463//36724046522050420624213238089285992215862877043331597349690662202886052311404485951235657531114456450484527664314648097442476998940107402209043531920","-7024545659226803664726601124022378162275964556777742821882329771464241845242442450803026827170700799916678817052031447958376199314975987464255004750547//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","2321538111016321723102572539662603292805877552672742489660949991614752586200456142769551246953570127274733675391511668247748613126630138545170994105279//193413311682798881954189720603572892336877819094879746041704154268533208840063626009841129663869470639218512365390479979863712194417898984967629268112","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"DEM",4.575529227412437,"PSD",4.2634970812796755,"PSL",-2.4212554961908648,,,,,"[""2020.6""]","[""2018/2020.6""]",1,1
"2018:DEM|PP|PSD|PSL",2018,"DEM, PP, PSD, PSL",4,13.736547441845001,-2.60038704607926,141.86383960423427,16.157802938035864,-2.4212554961908648,11.58227371062343,0.7168223152021784,9.161018214432564,0.05,"PSL, PSD, PP",0.7168223152021784,"419499652391861191701921364124351213084169391960135917418310669803177373797319570154387440021068609962044883354547719955351759002529862782949152030721//30538943949915612940135219042669404053191234593928380953953287516084190869483730422606494157453074311455554584009023154715322978065984050258046726544","-1300576902736528534122408312276811681680395238964022000792481811585157532525793120012274870847235916430682068621445083975789287623103948534579053632493285021//500147431782309712319317631616747404511592263745391878741941182600854164599202414692630806186976468370831298699738935498224315504673614875254375427666276560","129494510045451980321572184297888793937215626499974185018292385090514067281734258606270258644122151232903156728547140452256335095456665612829901789141//8014363743762384611361452511197771781914826758075127598413155563613254509947387818087339626955917291680325098013417678723634483194111836393686295640","-7024545659226803664726601124022378162275964556777742821882329771464241845242442450803026827170700799916678817052031447958376199314975987464255004750547//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","373360985864716151702890088825761287628482183304709987893088812182180360911534289431319077226450333491587745472498931626062346949182051713636928163385//32235551947133146992364953433928815389479636515813291006950692378088868140010604334973521610644911773203085394231746663310618699069649830827938211352","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"DEM",4.575529227412437,"PSD",4.2634970812796755,"PSL",-2.4212554961908648,,,,,"[""2020.7""]","[""2018/2020.7""]",1,93
"2018:DEM|PSD|PSL",2018,"DEM, PSD, PSL",3,6.417770812501248,-4.045479696073178,113.62770888357193,8.839026308692112,-2.4212554961908648,4.2634970812796755,0.48234917878760497,1.8422415850888112,0.05,"PSL, PSD, DEM",1.0,"18619234597006098841829386381240420181272834968023587458101728987288882147511266800314416258689510934507044100767120386425112065083503557228597876678649//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","-38443389326051094535280006788372982586235079291392837770820645472535613670746964330405777873611689901388298247414823609953418852536917461592217151547938235137//9502801203863884534067035000718200685720253011162445696096882469416229127384845879159985317552552899045794675295039774466261994588798682629833133125659254640","64757020849072986127666635114299995817042423042427601717131461512002838365539669826054149206717706400059906358129171298948202687874948345183971922801//7326261806166624316446580325892912588518099208139384319761520995020197304547864621584891275146570857546155771416306059843322431606738597915440502580","-7024545659226803664726601124022378162275964556777742821882329771464241845242442450803026827170700799916678817052031447958376199314975987464255004750547//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","3092314086900934820851741195936392706210034807308643553435052113095816029700998421116581601767130750588919318652497709253076546317387811768937992116201//725299918810495807328211452263398346263291821605799047656390578506999533150238597536904236239510514897069421370214299924488920729067121193628609755420","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","DEM",4.575529227412437,"PSD",4.2634970812796755,,,"PSL",-2.4212554961908648,,,,,"[""2020.8""]","[""2018/2020.8""]",1,81
"2018:DEM|PSC|PSD|PSL",2018,"DEM, PSC, PSD, PSL",4,3.3446540578149824,-2.9505451459112666,122.60589108809629,8.839026308692112,-5.49437225087713,4.2634970812796755,0.48234917878760497,-1.2308751695974542,0.05,"PSL, PSD, DEM",1.0,"9703509266329608192046892034002346096880761895658949164119762380627082243536664414618244294514617671171522024663482828642325107837572150402028290769449//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","-28038443964620323752592739195018565346017543025470277553022027369360954961296311724486597798397262003012902255619363350006149472761657099450907066468021961969//9502801203863884534067035000718200685720253011162445696096882469416229127384845879159985317552552899045794675295039774466261994588798682629833133125659254640","64757020849072986127666635114299995817042423042427601717131461512002838365539669826054149206717706400059906358129171298948202687874948345183971922801//7326261806166624316446580325892912588518099208139384319761520995020197304547864621584891275146570857546155771416306059843322431606738597915440502580","-1226174691531022639577622728558496326666772125318644701220330490625080134555157295115322983949661081788630837935051461980089473581608261099294199281519//223169205787844863793295831465661029619474406647938168509658639540615240969304183857508995766003235352944437344681323053688898685866806521116495309360","3092314086900934820851741195936392706210034807308643553435052113095816029700998421116581601767130750588919318652497709253076546317387811768937992116201//725299918810495807328211452263398346263291821605799047656390578506999533150238597536904236239510514897069421370214299924488920729067121193628609755420","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","DEM",4.575529227412437,"PSD",4.2634970812796755,,,"PSC",-3.073116754686265,"PSL",-2.4212554961908648,,,"[""2020.9""]","[""2018/2020.9""]",1,65
"2018:DEM|PRB|PSC|PSD|PSL",2018,"DEM, PRB, PSC, PSD, PSL",5,7.726026876017899,-4.354244754779226,148.62821787876132,13.22039912689503,-5.49437225087713,8.644869899482593,0.6539038508978016,3.1504976486054628,0.05,"PSL, PSD, PRB",0.6539038508978016,"219752418270725134896709184673410509890824831537928672017749374717673700822503549473816185766958260236684547106986477308910648697242038949669386146627//28443134070999835581498488324054837108364385161011727359074140333607824829421121472035460244686686858708604759616247055862310616826161615436416068840","-405661983310137613343268492522975170896885667250790632740208591668615529339419729119166620471393942168328528730917566879914902931158513580609775563348538879//93164717684940044451637598046256869467845617756494565648008651660943422817498489011372405074044636265154849757794507592806490143027438064998364050251561320","38355017653517258073973432307948324255532170446011105661674732599328759233112406882828449739575336607394024698068289691250049323679595367157101977615701//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","-1226174691531022639577622728558496326666772125318644701220330490625080134555157295115322983949661081788630837935051461980089473581608261099294199281519//223169205787844863793295831465661029619474406647938168509658639540615240969304183857508995766003235352944437344681323053688898685866806521116495309360","25080493744888094850824409586431096736823510150444349595430882292958899359162691316177333060783647875325979054859128693878867244550667069540001064651309//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","DEM",4.575529227412437,"PRB",4.381372818202917,"PSD",4.2634970812796755,"PSC",-3.073116754686265,"PSL",-2.4212554961908648,,,"[""2021.1""]","[""2018/2021.1""]",1,47
"2018:DEM|PR|PRB|PSC|PSD|PSL",2018,"DEM, PR, PRB, PSC, PSD, PSL",6,14.094407727474627,-4.998230106715732,175.9038223792411,19.588779978351756,-5.49437225087713,15.01325075093932,0.7664209188898434,9.51887850006219,0.05,"PSL, PSD, PR",0.5427534509288512,"340755759347312391066085803663235465286998401491698370167434189091445490011556853487324055868680709412318639748959637219306282774503559154024309001255//24176663960349860244273715075446611542109727386859968255213019283566651105007953251230141207983683829902314045673809997482964024302237373120953658514","-1979049461470290459771163880172740364886915148902942479143206687856295204198865795676104802457790121549207844899933971199120465799074647111411656002359264681//395950050160995188919459791696591695238343875465101904004036769559009546974368578298332721564689704126908111470626657269427583107866611776243047213569135610","56830962111580781242439391910848708081107845808146185535956399069099500550603867254978085495587279192730437663030825472057917089501334492773741670810347//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","-1226174691531022639577622728558496326666772125318644701220330490625080134555157295115322983949661081788630837935051461980089473581608261099294199281519//223169205787844863793295831465661029619474406647938168509658639540615240969304183857508995766003235352944437344681323053688898685866806521116495309360","8711287640590323603858073837866296112479837102515885893942509752545928135330830337665393763359118092132478403964332894937347002074481239031328151569191//580239935048396645862569161810718677010633457284639238125112462805599626520190878029523388991608411917655537096171439939591136583253696954902887804336","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PR",6.3683808514567275,"DEM",4.575529227412437,"PRB",4.381372818202917,"PSC",-3.073116754686265,"PSL",-2.4212554961908648,,,"[""2021.2""]","[""2018/2021.2""]",1,119
"2018:DEM|PP|PR|PRB|PSC|PSD|PSL",2018,"DEM, PP, PR, PRB, PSC, PSD, PSL",7,21.41318435681838,-3.5531374567218146,204.13995309990344,26.90755660769551,-5.49437225087713,22.332027380283073,0.8299537451830968,16.837655129405945,0.05,"PSL, PSD, PP",0.43044687704237405,"31061961750949100648891719825080600448081532723596564558364943667493213582310457391415638623776846070682728293895034737825029486548630252817244323195223//1450599837620991614656422904526796692526583643211598095312781157013999066300477195073808472479021029794138842740428599848977841458134242387257219510840","-16882379450614959323776842134516104061489196911297099871836734728066732174007942023026979965736377713987824666995524147182734395739924545619332305763028266303//4751400601931942267033517500359100342860126505581222848048441234708114563692422939579992658776276449522897337647519887233130997294399341314916566562829627320","26021398163933831870764178373807217714277034358778503410864727904370822971279319873110158679633095401539219160315246160463740709886055966641771079016731//967066558413994409770948603017864461684389095474398730208520771342666044200318130049205648319347353196092561826952399899318560972089494924838146340560","-1226174691531022639577622728558496326666772125318644701220330490625080134555157295115322983949661081788630837935051461980089473581608261099294199281519//223169205787844863793295831465661029619474406647938168509658639540615240969304183857508995766003235352944437344681323053688898685866806521116495309360","64789670583172332389143512399904425624122442780768754166350333406742609039888244052679359360107597472549611837736577484020040050529239602308212324085801//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"PR",6.3683808514567275,"DEM",4.575529227412437,"PSC",-3.073116754686265,"PSL",-2.4212554961908648,,,"[""2021.3""]","[""2018/2021.3""]",1,239
"2018:DEM|PP|PR|PRB|PSC|PSL",2018,"DEM, PP, PR, PRB, PSC, PSL",6,17.149687275538703,-4.276243531688579,174.12655625614988,22.644059526415834,-5.49437225087713,18.0685302990034,0.7979368839728243,12.574158048126268,0.05,"PSL, PP, PR",0.6044480436395904,"24877333577147231007188237433207815035661463108979277451494839441301581522908460549182475420242584569504889656590039319318876393913854629279368338962821//1450599837620991614656422904526796692526583643211598095312781157013999066300477195073808472479021029794138842740428599848977841458134242387257219510840","-20318146090472692564982260562283337356949267741556116724257379851579790062936088678309923692266929917746436093825525577517811596759190447547242640826162756717//4751400601931942267033517500359100342860126505581222848048441234708114563692422939579992658776276449522897337647519887233130997294399341314916566562829627320","65694938144197756328885570337676082317990963847100936018853975260729204795033965934864149631830763202261980206335747644378915944388616652849561268585389//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","-1226174691531022639577622728558496326666772125318644701220330490625080134555157295115322983949661081788630837935051461980089473581608261099294199281519//223169205787844863793295831465661029619474406647938168509658639540615240969304183857508995766003235352944437344681323053688898685866806521116495309360","17473471411856197701912182538719618266427434517178059984203374984786448307028083456071010984346358156731311521042195549002577955086562785077486785206999//967066558413994409770948603017864461684389095474398730208520771342666044200318130049205648319347353196092561826952399899318560972089494924838146340560","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"PR",6.3683808514567275,"DEM",4.575529227412437,"PSC",-3.073116754686265,"PSL",-2.4212554961908648,,,"[""2022.1"",""2022.3""]","[""2018/2022.1"",""2018/2022.3""]",2,5
"2018:DEM|PP|PR|PSC|PSL",2018,"DEM, PP, PR, PSC, PSL",5,12.768314457335787,-2.8725439228206198,148.10422946548482,18.262686708212918,-5.49437225087713,13.687157480800481,0.7494602354781252,8.19278522992335,0.05,"PSL, PP, PR",0.7494602354781252,"1122528174454851710513910001931215277555744099901478167312091061879622054710855256565271035962728614122408410088816387326399749349896770790742047931489//87915141673999491797358963910714951062217190497672611837138251940242367654574375459018695301758850290553869256995672718119869179280863174985286030960","-165437659684434377706326509589344076535962063327284039163851580135283339966955616430008787241508725680825845531617107171457288286677997632261789337326039453//57592734568872027479194151519504246580122745522196640582405348299492297741726338661575668591227593327550270759363877421007648452053325349271715958337328816","13245925186728350190367031383747639101501898231472790159290825355038392388668817075788285744528909582322919606521652446878088721276875207596328043099721//725299918810495807328211452263398346263291821605799047656390578506999533150238597536904236239510514897069421370214299924488920729067121193628609755420","-1226174691531022639577622728558496326666772125318644701220330490625080134555157295115322983949661081788630837935051461980089473581608261099294199281519//223169205787844863793295831465661029619474406647938168509658639540615240969304183857508995766003235352944437344681323053688898685866806521116495309360","15296293081003173165762366260968154424999588840648846136717816299608516826165467155817421532867469028206330039629217561687662868250605752221961193927//1117565360262705404203715642932817174519710048699228116573791338223419927812386128716339347056256571490091558351639907433727150584078769173541771580","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"PR",6.3683808514567275,"DEM",4.575529227412437,"PSC",-3.073116754686265,"PSL",-2.4212554961908648,,,"[""2022.2""]","[""2018/2022.2""]",1,1
"2018:DEM|PP|PR|PRB|PSL",2018,"DEM, PP, PR, PRB, PSL",5,20.22280403022497,-5.371178081850491,165.14837405162552,22.644059526415834,-2.4212554961908648,18.0685302990034,0.7979368839728243,15.647274802812534,0.05,"PSL, PP, PR",0.6044480436395904,"29335196242485476332079484606826852077857499645161596598485822744632481474895761742030561402330031201172650694641858098210269872536820332692653131917421//1450599837620991614656422904526796692526583643211598095312781157013999066300477195073808472479021029794138842740428599848977841458134242387257219510840","-25520618771188077956325894358960545977058035874517396833156688903167119417661414981269513729874143866934134089723255707491446286646820628617897683366120893301//4751400601931942267033517500359100342860126505581222848048441234708114563692422939579992658776276449522897337647519887233130997294399341314916566562829627320","65694938144197756328885570337676082317990963847100936018853975260729204795033965934864149631830763202261980206335747644378915944388616652849561268585389//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","-7024545659226803664726601124022378162275964556777742821882329771464241845242442450803026827170700799916678817052031447958376199314975987464255004750547//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680","17473471411856197701912182538719618266427434517178059984203374984786448307028083456071010984346358156731311521042195549002577955086562785077486785206999//967066558413994409770948603017864461684389095474398730208520771342666044200318130049205648319347353196092561826952399899318560972089494924838146340560","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"PR",6.3683808514567275,"DEM",4.575529227412437,"PSL",-2.4212554961908648,,,,,"[""2022.4""]","[""2018/2022.4""]",1,1
"2018:PP|PRB|PSD",2018,"PP, PRB, PSD",3,15.963646528826347,0.7644991160927233,84.27185435508093,15.963646528826347,0.0,15.963646528826347,1.0,15.963646528826347,0.05,"PSD, PP, PRB",1.0,"9262745225021761844135510559400808359709353483726734858413733387394373544479356736105944720819130977442639774554808340642434456941500095338314526178231//580239935048396645862569161810718677010633457284639238125112462805599626520190878029523388991608411917655537096171439939591136583253696954902887804336","7264883120758806060944438668323125139762916377484086474125532318605907299288687715070045290890391798565954122333141403338406163519962957519745761663305796877//9502801203863884534067035000718200685720253011162445696096882469416229127384845879159985317552552899045794675295039774466261994588798682629833133125659254640","9262745225021761844135510559400808359709353483726734858413733387394373544479356736105944720819130977442639774554808340642434456941500095338314526178231//580239935048396645862569161810718677010633457284639238125112462805599626520190878029523388991608411917655537096171439939591136583253696954902887804336","0//1","9262745225021761844135510559400808359709353483726734858413733387394373544479356736105944720819130977442639774554808340642434456941500095338314526178231//580239935048396645862569161810718677010633457284639238125112462805599626520190878029523388991608411917655537096171439939591136583253696954902887804336","5% is a descriptive national-vote benchmark, not an electoral threshold or theoretical cutoff.","PP",7.318776629343754,"PRB",4.381372818202917,"PSD",4.2634970812796755,,,,,,,"[""2022.5""]","[""2018/2022.5""]",1,41
