election,ideological_universe,ideological_party_count,full_party_count,k,coalition_id,coalition_label,left_index,right_index,left_original_ordinal_position,right_original_ordinal_position,left_endpoint,right_endpoint,omitted_party,party_count,parties,gap_count,votes,national_vote_total,vote_share,seats,total_seats,seat_majority_threshold,seat_share,q_C,d_C,r_C,R_C,vote_majority,seat_majority,inversion,vote_deficit_pp,minimal_seat_majority,minimal_inversion
2014,seat_winning,28,32,0,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN,PSB--PTN,5,16,8,21,PSB,PTN,,12,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",0,47627762,97355354,0.4892156419050153,260,513,257,0.50682261208577,250.96762429727286,9.032375702727137,6.032375702727137,1.0359902028320125,false,true,true,1.0784358094984654,true,true
2014,seat_winning,28,32,0,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB,PSB--PRTB,5,17,8,23,PSB,PRTB,,13,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB",0,48081952,97355354,0.49388092204975187,261,513,257,0.5087719298245614,253.3609130115227,7.639086988477288,3.6390869884772883,1.0301510082896246,false,true,true,0.6119077950248126,false,false
2014,seat_winning,28,32,0,PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,PV--PR,7,20,11,26,PV,PR,,14,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR",0,48195846,97355354,0.4950508012122271,265,513,257,0.5165692007797271,253.9610610218725,11.038938978127504,3.0389389781275042,1.043467053310101,false,true,true,0.4949198787772886,false,false
2014,seat_winning,28,32,0,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR,PTB--PR,8,20,12,26,PTB,PR,,13,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR",0,46191382,97355354,0.4744616510767348,257,513,257,0.5009746588693957,243.39882700236495,13.601172997635047,13.601172997635047,1.0558801912282958,false,true,true,2.5538348923265204,true,true
2014,seat_winning,28,32,0,PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC,PT DO B--PSDC,9,23,13,29,PT DO B,PSDC,,15,"PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB, PTC, PSDC",0,47550066,97355354,0.4884175758839108,257,513,257,0.5009746588693957,250.55821642844626,6.441783571553742,6.441783571553742,1.0257097279162402,false,true,true,1.1582424116089172,true,true
2014,seat_winning,28,32,0,PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL,PT DO B--PSL,9,24,13,30,PT DO B,PSL,,16,"PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL",0,48358776,97355354,0.49672436094269656,258,513,257,0.5029239766081871,254.81959716360333,3.1804028363966665,2.1804028363966665,1.0124809978188403,false,true,true,0.32756390573034366,false,false
2014,seat_winning,28,32,0,SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL,SOLIDARIEDADE--PSL,10,24,14,30,SOLIDARIEDADE,PSL,,15,"SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL",0,47546279,97355354,0.48837867715010314,257,513,257,0.5009746588693957,250.53826137800291,6.461738621997085,6.461738621997085,1.025791424377484,false,true,true,1.1621322849896885,true,true
2014,seat_winning,28,32,1,PSOL|PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB,"PSOL--PMDB, omitting PCdoB",1,13,4,18,PSOL,PMDB,PCdoB,12,"PSOL, PT, PDT, PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB",1,48675894,97355354,0.4999816856502828,260,513,257,0.50682261208577,256.49060473859504,3.5093952614049613,0.5093952614049613,1.0136823540378082,false,true,true,0.001831434971720114,true,true
2014,seat_winning,28,32,1,PSOL|PCdoB|PT|PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB,"PSOL--PMDB, omitting PPS",1,13,4,18,PSOL,PMDB,PPS,12,"PSOL, PCdoB, PT, PDT, PSB, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB",1,48633220,97355354,0.4995433533116217,260,513,257,0.50682261208577,256.2657402488619,3.7342597511380973,0.7342597511380973,1.0145718259003786,false,true,true,0.045664668837829936,true,true
2014,seat_winning,28,32,1,PSOL|PCdoB|PT|PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB,"PSOL--PMDB, omitting PV",1,13,4,18,PSOL,PMDB,PV,12,"PSOL, PCdoB, PT, PDT, PSB, PPS, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB",1,48584445,97355354,0.4990423536439506,262,513,257,0.5107212475633528,256.00872741934666,5.9912725806533444,0.9912725806533444,1.0234026106885001,false,true,true,0.09576463560493664,false,false
