election_year,ideological_universe,ideological_party_count,left_original_ordinal_position,right_original_ordinal_position,k,gap_count,coalition_id,q_C,d_C,R_C,minimal_seat_majority,inversion,start_index,end_index,start_party,end_party,parties,interval_size,votes,national_vote_total,vote_share,seats,seat_share,quota,seat_diff,required_diff,representation_ratio,vote_majority,seat_majority,majority_status,coalition_inversion,left_removed_seats,right_removed_seats,minimal_connected_winning,minimal_connected_inversion,endpoint_minimal_connected_winning,minimal_ideological_interval_inversion,old_sweep_equivalent
2022,seat_winning,23,4,4,0,0,PSOL,18.0617753157133,-6.061775315713302,0.6643865173962326,false,false,1,1,PSOL,PSOL,PSOL,1,3852246,109413508,0.035208139016984996,12,0.023391812865497075,18.0617753157133,-6.061775315713302,238.9382246842867,0.6643865173962326,false,false,neither,false,0,0,false,false,false,false,false
2022,seat_winning,23,4,6,0,0,PSOL|PCdoB,23.47579838131138,-5.475798381311382,0.766747085983216,false,false,1,2,PSOL,PCdoB,"PSOL, PCdoB",2,5006958,109413508,0.04576179021698125,18,0.03508771929824561,23.47579838131138,-5.475798381311382,233.5242016186886,0.766747085983216,false,false,neither,false,6,12,false,false,false,false,false
2022,seat_winning,23,4,7,0,0,PSOL|PCdoB|PT,85.537843535736,1.4621564642639981,1.0170936792865621,false,false,1,3,PSOL,PT,"PSOL, PCdoB, PT",3,18243656,109413508,0.16674043574217545,87,0.1695906432748538,85.537843535736,1.4621564642639981,171.462156464264,1.0170936792865621,false,false,neither,false,75,18,false,false,false,false,false
2022,seat_winning,23,4,8,0,0,PSOL|PCdoB|PT|PSB,105.11242099101693,-4.112420991016933,0.960875974958579,false,false,1,4,PSOL,PSB,"PSOL, PCdoB, PT, PSB",4,22418555,109413508,0.20489750680510124,101,0.1968810916179337,105.11242099101693,-4.112420991016933,151.88757900898307,0.960875974958579,false,false,neither,false,89,87,false,false,false,false,false
2022,seat_winning,23,4,9,0,0,PSOL|PCdoB|PT|PSB|REDE,108.78323301726145,-5.783233017261452,0.9468370919225779,false,false,1,5,PSOL,REDE,"PSOL, PCdoB, PT, PSB, REDE",5,23201472,109413508,0.21205308580362855,103,0.20077972709551656,108.78323301726145,-5.783233017261452,148.21676698273853,0.9468370919225779,false,false,neither,false,91,101,false,false,false,false,false
2022,seat_winning,23,4,10,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT,126.7330484184823,-6.733048418482298,0.946872197090618,false,false,1,6,PSOL,PDT,"PSOL, PCdoB, PT, PSB, REDE, PDT",6,27029839,109413508,0.24704297937325984,120,0.23391812865497075,126.7330484184823,-6.733048418482298,130.2669515815177,0.946872197090618,false,false,neither,false,108,103,false,false,false,false,false
2022,seat_winning,23,4,11,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT|PV,131.20871621262705,-5.208716212627053,0.9603020564259909,false,false,1,7,PSOL,PV,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV",7,27984417,109413508,0.2557674779973237,126,0.24561403508771928,131.20871621262705,-5.208716212627053,125.79128378737295,0.9603020564259909,false,false,neither,false,114,120,false,false,false,false,false
2022,seat_winning,23,4,12,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT|PV|SOLIDARIEDADE,139.1912063362414,-9.191206336241407,0.9339670473575867,false,false,1,8,PSOL,SOLIDARIEDADE,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE",8,29686936,109413508,0.2713278875950125,130,0.253411306042885,139.1912063362414,-9.191206336241407,117.80879366375859,0.9339670473575867,false,false,neither,false,118,126,false,false,false,false,false
2022,seat_winning,23,4,13,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA,146.7591601760909,-11.759160176090887,0.9198744380794937,false,false,1,9,PSOL,CIDADANIA,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA",9,31301042,109413508,0.28608023426138574,135,0.2631578947368421,146.7591601760909,-11.759160176090887,110.24083982390911,0.9198744380794937,false,false,neither,false,123,130,false,false,false,false,false
2022,seat_winning,23,4,14,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE,157.03907674726963,-15.039076747269633,0.9042335381818837,false,false,1,10,PSOL,AVANTE,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE",10,33493560,109413508,0.3061190579868804,142,0.27680311890838205,157.03907674726963,-15.039076747269633,99.96092325273037,0.9042335381818837,false,false,neither,false,130,135,false,false,false,false,false
2022,seat_winning,23,4,15,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE|MDB,194.31792110166143,-10.317921101661426,0.9469018552526435,false,false,1,11,PSOL,MDB,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB",11,41444455,109413508,0.3787873705685408,184,0.3586744639376218,194.31792110166143,-10.317921101661426,62.682078898338574,0.9469018552526435,false,false,neither,false,172,142,false,false,false,false,false
2022,seat_winning,23,4,17,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE|MDB|PSDB,209.83290023019828,-12.832900230198277,0.9388422872861221,false,false,1,12,PSOL,PSDB,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB",12,44753516,109413508,0.40903099460077635,197,0.3840155945419103,209.83290023019828,-12.832900230198277,47.16709976980172,0.9388422872861221,false,false,neither,false,185,184,false,false,false,false,false
2022,seat_winning,23,4,18,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE|MDB|PSDB|PSD,248.7202323866629,-9.7202323866629,0.9609190121230197,false,false,1,13,PSOL,PSD,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD",13,53047472,109413508,0.484834760987647,239,0.46588693957115007,248.7202323866629,-9.7202323866629,8.2797676133371,0.9609190121230197,false,false,neither,false,227,197,false,false,false,false,false
2022,seat_winning,23,4,20,0,0,PSOL|PCdoB|PT|PSB|REDE|PDT|PV|SOLIDARIEDADE|CIDADANIA|AVANTE|MDB|PSDB|PSD|PODE,265.6558913548408,-14.655891354840776,0.9448312955526943,false,false,1,14,PSOL,PODE,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE",14,56659538,109413508,0.5178477414324382,251,0.48927875243664715,265.6558913548408,-14.655891354840776,-8.655891354840776,0.9448312955526943,true,false,votes_only,false,239,239,false,false,false,false,false
