election_year,coalition_year,period,period_start,period_end,period_days,days_overlapping_mandate,share_of_mandate,historical_parties,administration_id,composition_status,source_periods,parties,votes,national_vote_total,vote_share,seats,seat_share,quota,seat_diff,required_diff,representation_ratio,vote_majority,seat_majority,majority_status,coalition_inversion
2014,2015,2015.1,2015-01-01,2015-03-18,77,77,0.05270362765229295,"MDB, PCdoB, PDT, PL, PP, PROS, PSD, PT, PTB, REPUBLICANOS",dilma_2,established,"[""dilma_2-2015-01-01""]","PCdoB, PDT, PMDB, PP, PR, PRB, PROS, PSD, PT, PTB",58136873,97355354,0.5971615387480385,329,0.6413255360623782,306.3438693777437,22.656130622256285,-49.343869377743715,1.0739565334481027,true,true,votes+seats,false
2014,2015,2015.2,2015-03-19,2016-03-17,365,365,0.24982888432580425,"MDB, PCdoB, PDT, PL, PP, PSD, PT, PTB, REPUBLICANOS",dilma_2,established,"[""dilma_2-2015-03-19""]","PCdoB, PDT, PMDB, PP, PR, PRB, PSD, PT, PTB",56159756,97355354,0.5768532873908506,318,0.6198830409356725,295.9257364315064,22.07426356849362,-38.92573643150638,1.0745939296618185,true,true,votes+seats,false
2014,2016,2016.1,2016-03-18,2016-03-30,13,13,0.00889801505817933,"MDB, PCdoB, PDT, PL, PP, PROS, PSD, PT, PTB",dilma_2,established,"[""dilma_2-2016-03-18""]","PCdoB, PDT, PMDB, PP, PR, PROS, PSD, PT, PTB",53712049,97355354,0.5517113008494633,308,0.6003898635477583,283.0278973357747,24.972102664225304,-26.027897335774696,1.0882319478019484,true,true,votes+seats,false
2014,2016,2016.2,2016-03-31,2016-04-13,14,14,0.009582477754962354,"MDB, PCdoB, PDT, PL, PP, PSD, PT, PTB",dilma_2,established,"[""dilma_2-2016-03-31""]","PCdoB, PDT, PMDB, PP, PR, PSD, PT, PTB",51734932,97355354,0.5314030494922755,297,0.5789473684210527,272.6097643895373,24.390235610462696,-15.609764389537304,1.0894694130457154,true,true,votes+seats,false
2014,2016,2016.3,2016-04-14,2016-04-18,5,5,0.0034223134839151265,"MDB, PCdoB, PDT, PL, PSD, PT, PTB",dilma_2,established,"[""dilma_2-2016-04-14""]","PCdoB, PDT, PMDB, PR, PSD, PT, PTB",45305141,97355354,0.4653584948188879,259,0.5048732943469786,238.7289078420895,20.271092157910488,18.271092157910488,1.0849125995722273,false,true,seats_only,true
2014,2016,2016.4,2016-04-19,2016-05-11,23,23,0.01574264202600958,"MDB, PCdoB, PDT, PL, PT, PTB",dilma_2,established,"[""dilma_2-2016-04-19""]","PCdoB, PDT, PMDB, PR, PT, PTB",39337188,97355354,0.4040577778598597,223,0.4346978557504873,207.28164004210802,15.718359957891977,49.71835995789198,1.0758309320338206,false,false,neither,false
2014,2016,2016.5,2016-05-12,2016-10-09,151,151,0.10335386721423682,"CIDADANIA, DEM, MDB, PL, PP, PSB, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2016-05-12""]","DEM, PMDB, PP, PPS, PR, PRB, PSB, PSD, PSDB, PTB, PV",62566462,97355354,0.6426607210528966,346,0.6744639376218323,329.68494990013596,16.315050099864038,-72.68494990013596,1.0494867906612237,true,true,votes+seats,false
2014,2016,2016.6,2016-10-10,2016-10-10,1,1,0.0006844626967830253,"CIDADANIA, DEM, MDB, PL, PP, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2016-10-10""]","DEM, PMDB, PP, PPS, PR, PRB, PSD, PSDB, PTB, PV",56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437324,-39.657270559562676,1.0517187035783666,true,true,votes+seats,false
2014,2016,2016.7,2016-10-11,2016-10-24,14,14,0.009582477754962354,"CIDADANIA, DEM, MDB, PL, PP, PSB, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2016-10-11""]","DEM, PMDB, PP, PPS, PR, PRB, PSB, PSD, PSDB, PTB, PV",62566462,97355354,0.6426607210528966,346,0.6744639376218323,329.68494990013596,16.315050099864038,-72.68494990013596,1.0494867906612237,true,true,votes+seats,false
2014,2016,2016.8,2016-10-25,2016-10-25,1,1,0.0006844626967830253,"CIDADANIA, DEM, MDB, PL, PP, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2016-10-25""]","DEM, PMDB, PP, PPS, PR, PRB, PSD, PSDB, PTB, PV",56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437324,-39.657270559562676,1.0517187035783666,true,true,votes+seats,false
2014,2016,2016.9,2016-10-26,2017-04-25,182,182,0.12457221081451061,"CIDADANIA, DEM, MDB, PL, PP, PSB, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,mixed,"[""temer-2016-10-26""]","DEM, PMDB, PP, PPS, PR, PRB, PSB, PSD, PSDB, PTB, PV",62566462,97355354,0.6426607210528966,346,0.6744639376218323,329.68494990013596,16.315050099864038,-72.68494990013596,1.0494867906612237,true,true,votes+seats,false
2014,2017,2017.1,2017-04-26,2017-04-26,1,1,0.0006844626967830253,"CIDADANIA, DEM, MDB, PL, PP, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2017-04-26""]","DEM, PMDB, PP, PPS, PR, PRB, PSD, PSDB, PTB, PV",56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437324,-39.657270559562676,1.0517187035783666,true,true,votes+seats,false
2014,2017,2017.2,2017-04-27,2017-08-01,97,97,0.06639288158795345,"CIDADANIA, DEM, MDB, PL, PP, PSB, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2017-04-27""]","DEM, PMDB, PP, PPS, PR, PRB, PSB, PSD, PSDB, PTB, PV",62566462,97355354,0.6426607210528966,346,0.6744639376218323,329.68494990013596,16.315050099864038,-72.68494990013596,1.0494867906612237,true,true,votes+seats,false
2014,2017,2017.3,2017-08-02,2017-08-02,1,1,0.0006844626967830253,"CIDADANIA, DEM, MDB, PL, PP, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,provisional,"[""temer-2017-08-02""]","DEM, PMDB, PP, PPS, PR, PRB, PSD, PSDB, PTB, PV",56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437324,-39.657270559562676,1.0517187035783666,true,true,votes+seats,false
2014,2017,2017.4,2017-08-03,2017-10-17,76,76,0.05201916495550993,"CIDADANIA, DEM, MDB, PL, PP, PSB, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2017-08-03""]","DEM, PMDB, PP, PPS, PR, PRB, PSB, PSD, PSDB, PTB, PV",62566462,97355354,0.6426607210528966,346,0.6744639376218323,329.68494990013596,16.315050099864038,-72.68494990013596,1.0494867906612237,true,true,votes+seats,false
2014,2017,2017.5,2017-10-18,2018-03-20,154,154,0.1054072553045859,"CIDADANIA, DEM, MDB, PL, PP, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,mixed,"[""temer-2017-10-18""]","DEM, PMDB, PP, PPS, PR, PRB, PSD, PSDB, PTB, PV",56298584,97355354,0.578279279843202,312,0.6081871345029239,296.6572705595627,15.342729440437324,-39.657270559562676,1.0517187035783666,true,true,votes+seats,false
2014,2018,2018.1,2018-03-21,2018-04-01,12,12,0.008213552361396304,"DEM, MDB, PL, PP, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2018-03-21""]","DEM, PMDB, PP, PR, PRB, PSD, PSDB, PTB, PV",54342895,97355354,0.5581911293753808,302,0.5886939571150097,286.35204936957035,15.647950630429648,-29.352049369570352,1.0546458482308054,true,true,votes+seats,false
2014,2018,2018.2,2018-04-02,2018-04-05,4,4,0.0027378507871321013,"DEM, MDB, PP, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2018-04-02""]","DEM, PMDB, PP, PRB, PSD, PSDB, PTB, PV",48707376,97355354,0.5003050576961592,268,0.5224171539961013,256.65649459812965,11.343505401870345,0.3435054018703454,1.0441972271912772,true,true,votes+seats,false
2014,2018,2018.3,2018-04-06,2018-07-04,90,90,0.061601642710472276,"MDB, PP, PSD, PSDB, PTB, PV, REPUBLICANOS",temer,established,"[""temer-2018-04-06"",""temer-2018-05-15""]","PMDB, PP, PRB, PSD, PSDB, PTB, PV",44621889,97355354,0.4583403702686963,247,0.48148148148148145,235.1286099478412,11.871390052158802,21.8713900521588,1.0504889220192823,false,false,neither,false
