"case_id","case_domain","election_year","case_order","case_label","case_display","electoral_unit","v_Cd","V_d","s_Cd","S_d","a_Cd","b_Cd","d_Cd"
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","PB",1132600,1936819,7,12,-0.017279363740235924,1.0492069760624099,1.031927612322174
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","PE",2709680,4483227,18,25,2.889901849716733,0.8318301055694651,3.7217319552861983
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","PI",978952,1733434,7,10,1.3525279877976317,0.4890256056493193,1.8415535934469511
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","PR",3197405,5665222,17,30,0.06824516320807905,0.08349023082068695,0.15173539402876599
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","RJ",3294240,7673438,20,46,0.2520017754753476,2.3894755489253217,2.6414773244006695
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","RN",730523,1580871,4,8,0.3031872935868898,-0.15257290621585723,0.15061438737103253
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","RO",438428,798475,6,8,1.6073465042737718,2.0824203677156206,3.689766871989393
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","RR",100879,238099,5,8,1.61051915379737,2.8579135016886346,4.468432655486004
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","RS",2423551,5942063,12,31,-0.643770522123377,-0.12678201472015396,-0.770552536843531
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","SC",2007579,3391619,11,16,1.5292239487984942,-1.1078720116466865,0.4213519371518078
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","SE",541002,1052826,5,8,0.889144075089331,1.2601238942921988,2.1492679693815298
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","SP",10160916,21266194,33,70,-0.44576467232453537,-20.095717062722105,-20.54148173504664
"ideological/2014/05-17","ideological",2014,2,"5-17 PSB-PRTB","Ideological 2014/5-17 PSB-PRTB","TO",423689,733225,5,8,0.3772552763476423,2.3901766308898376,2.7674319072374796
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","AC",147498,399201,3,8,0.04413566098281317,2.1786448961090956,2.222780557091909
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","AL",1015155,1384584,6,9,-0.5986570695602433,1.2494441747049692,0.6507871051447258
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","AM",1069696,1658407,5,8,-0.1601132894398058,-0.47649554051730164,-0.6366088299571074
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","AP",164140,386084,3,8,-0.4011251437511008,2.5362130814930763,2.1350879377419756
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","BA",2466418,6646541,14,39,-0.47223480604422663,1.4758007937966824,1.0035659877524559
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","CE",2375908,4367020,12,22,0.03074499315322577,-0.5502496112556878,-0.5195046181024621
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","DF",650439,1454063,6,8,2.4213985226224723,0.15120695524369618,2.5726054778661687
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","ES",726622,1794470,5,10,0.9507709797321772,0.2203991646442687,1.171170144376446
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","GO",2120980,3032760,13,17,1.1109418483493583,0.7128598708657965,1.8238017192151548
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","MA",1386029,3130492,7,18,-0.9695210848646155,0.6660411242247518,-0.3034799606398637
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","MG",5022068,10118666,27,53,0.6951882787711344,-0.1582514606892034,0.536936818081931
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","MS",634202,1276893,3,8,-0.9734073254376052,0.6315713335516325,-0.3418359918859727
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","MT",683402,1454612,3,8,-0.7585390468386072,0.15745074921914595,-0.6010882976194611
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","PA",2050844,3756049,11,17,1.7178133192618095,-1.524440061125436,0.19337325813637327
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","PB",1140562,1936819,8,12,0.9333902651719134,1.0565827362102191,1.9899730013821326
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","PE",1745006,4483227,12,25,2.2692524826425253,0.5356900169759344,2.8049424996184595
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","PI",721277,1733434,4,10,-0.16097180509901154,0.36030665626703257,0.19933485116802102
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","PR",2869851,5665222,15,30,-0.1972032163964625,0.07493718262496596,-0.12226603377149653
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","RJ",4257834,7673438,28,46,2.4755396472871745,3.088418037053432,5.563957684340607
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","RN",985439,1580871,6,8,1.0131845039854612,-0.20581322166235444,0.8073712823231067
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","RO",504375,798475,7,8,1.9466169886345848,2.3956516759115893,4.342268664546173
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","RR",124115,238099,5,8,0.8298018891301517,3.5161920148106627,4.345993903940815
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","RS",2077029,5942063,10,31,-0.8359502415238613,-0.10865458216154174,-0.9446048236854031
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","SC",1935232,3391619,11,16,1.8705217183887695,-1.067947696625159,0.8025740217636105
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","SE",545215,1052826,4,8,-0.1428688121303995,1.2699369854945475,1.127068173364148
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","SP",10374481,21266194,33,70,-1.148737192936357,-20.518094515158506,-21.66683170809486
"ideological/2014/07-20","ideological",2014,3,"7-20 PV-PR","Ideological 2014/7-20 PV-PR","TO",402029,733225,4,8,-0.386418902792458,2.2679850568223636,1.8815661540299058
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","AC",143140,399201,3,8,0.13147011154781676,2.1142742981535747,2.2457444097013917
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","AL",1012947,1384584,6,9,-0.5843047442408694,1.2467265870087567,0.6624218427678872
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","AM",1066903,1658407,5,8,-0.14664011910224692,-0.4752514000842582,-0.6218915191865051
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","AP",155017,386084,3,8,-0.21208856103853047,2.395248831813161,2.1831602707746303
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","BA",2400361,6646541,14,39,-0.08463123901590316,1.4362750633504129,1.3516438243345097
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","CE",2322181,4367020,12,22,0.30140874097210457,-0.5378066796001126,-0.23639793862800806
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","DF",633235,1454063,6,8,2.516051917970542,0.14720755720942616,2.663259475179968
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","ES",648196,1794470,4,10,0.38781367200343275,0.19661097093916288,0.5844246429425957
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","GO",2120980,3032760,13,17,1.1109418483493583,0.7128598708657965,1.8238017192151548
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","MA",1200112,3130492,5,18,-1.90051787386775,0.5767007369078246,-1.3238171369599252
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","MG",4860284,10118666,26,53,0.5425877284614394,-0.153153450404169,0.3894342780572705
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","MS",630856,1276893,3,8,-0.9524439400952155,0.628239212741443,-0.3242047273537724
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","MT",683402,1454612,3,8,-0.7585390468386072,0.15745074921914595,-0.6010882976194611
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","PA",2042095,3756049,11,17,1.7574115779639723,-1.5179367258669834,0.23947485209698893
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","PB",1136017,1936819,8,12,0.9615498402277136,1.052372383299921,2.0139222235276346
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","PE",1721325,4483227,12,25,2.401305800487015,0.5284203140110122,2.9297261144980276
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","PI",715128,1733434,4,10,-0.12549886525821,0.3572349852871095,0.23173612002889948
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","PR",2595999,5665222,14,30,0.25297119865735185,0.06778639419162492,0.32075759284897676
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","RJ",4186889,7673438,28,46,2.900834019900858,3.0369581122093083,5.937792132110166
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","RN",978739,1580871,6,8,1.0470898637523238,-0.2044138975183559,0.842675966233968
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","RO",494890,798475,7,8,2.0416481417702497,2.350600362610927,4.392248504381176
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","RR",119197,238099,5,8,0.9950440783035628,3.3768645174989853,4.371908595802548
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","RS",2058070,5942063,10,31,-0.7370403174789631,-0.10766278945031783,-0.844703106929281
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","SC",1924797,3391619,11,16,1.9197489458574208,-1.062189196241596,0.8575597496158249
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","SE",543246,1052826,4,8,-0.1279071755446769,1.265350710493972,1.137443534949295
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","SP",9419108,21266194,30,70,-1.0040226285907108,-18.628608813538296,-19.632631442129007
"ideological/2014/08-20","ideological",2014,4,"8-20 PTB-PR","Ideological 2014/8-20 PTB-PR","TO",378268,733225,4,8,-0.1271696955232023,2.1339410128972833,2.006771317374081
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","AC",161114,399201,4,8,0.7712706130495665,2.37976239536618,3.1510330084157467
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","AL",999515,1384584,6,9,-0.4969947652146782,1.2301945951901307,0.7331998299754526
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","AM",1057532,1658407,5,8,-0.10143529302517416,-0.47107709288839356,-0.5725123859135677
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","AP",173699,386084,3,8,-0.599196029879508,2.6839141954567194,2.084718165577211
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","BA",2497804,6646541,15,39,0.34360113027212197,1.4945808561032754,1.8381819863753974
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","CE",2400889,4367020,12,22,-0.09510329698512945,-0.5560350985467691,-0.6511383955318986
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","DF",692944,1454063,6,8,2.1875434558200024,0.16108805344450103,2.348631509264503
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","ES",735127,1794470,4,10,-0.09662463011362686,0.22297890334650936,0.1263542732328825
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","GO",2062763,3032760,12,17,0.437274627731835,0.6932931785338584,1.1305678062656934
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","MA",1371432,3130492,6,18,-1.8855898689407289,0.6590266950242742,-1.2265631739164546
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","MG",4895068,10118666,27,53,1.3603945421264028,-0.15424953648038567,1.2061450056460172
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","MS",673535,1276893,3,8,-1.219836744347412,0.6707411804814535,-0.5490955638659585
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","MT",698646,1454612,3,8,-0.8423772112425857,0.16096285369220378,-0.6814143575503818
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","PA",2021923,3756049,10,17,0.8487107063832234,-1.5029424089355041,-0.6542317025522808
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","PB",1058096,1936819,7,12,0.4443270124880022,0.9801886849229485,1.4245156974109507
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","PE",1342726,4483227,8,25,0.5125027128896217,0.4121962410066376,0.9246989538962592
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","PI",536225,1733434,2,10,-1.093426112560386,0.26786579463477905,-0.8255603179256068
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","PR",2438305,5665222,13,30,0.0880346789587416,0.06366870861252644,0.15170338757126803
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","RJ",4498298,7673438,29,46,2.0340288147242473,3.2628384946997415,5.296867309423989
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","RN",1057554,1580871,6,8,0.6482464413604905,-0.22087475310182525,0.4273716882586653
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","RO",430308,798475,6,8,1.6887015874009832,2.0438524537460503,3.7325540411470333
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","RR",150993,238099,6,8,0.9267153578973453,4.277648800647032,5.204364158544378
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","RS",1727593,5942063,8,31,-1.012927496729671,-0.09037471097428317,-1.1033022077039543
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","SC",1958079,3391619,11,16,1.7627407441696723,-1.0805556945420987,0.6821850496275736
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","SE",467532,1052826,4,8,0.4474129628257661,1.0889945777394914,1.5364075405652575
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","SP",11016977,21266194,36,70,-0.26358294295631834,-21.788788794092678,-22.052371737048997
"ideological/2014/09-23","ideological",2014,5,"9-23 PT DO B-PSDC","Ideological 2014/9-23 PT DO B-PSDC","TO",425389,733225,5,8,0.35870708172798255,2.399766920636592,2.7584740023645744
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","AC",161232,399201,4,8,0.7689058895143048,2.381505334916146,3.1504112244304507
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","AL",1000068,1384584,6,9,-0.5005893466918584,1.230875222905713,0.7302858762138547
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","AM",1060934,1658407,5,8,-0.11784622230851655,-0.47259251206247654,-0.5904387343709931
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","AP",173699,386084,3,8,-0.599196029879508,2.6839141954567194,2.084718165577211
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","BA",2520287,6646541,15,39,0.2116773220837726,1.5080337376695514,1.7197110597533238
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","CE",2548894,4367020,13,22,0.15928298931536838,-0.5903123911498068,-0.4310294018344384
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","DF",693987,1454063,6,8,2.181805052463339,0.16133051869384674,2.3431355711571857
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","ES",738645,1794470,4,10,-0.1162293044743016,0.22404598397607817,0.10781667950177655
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","GO",2062763,3032760,12,17,0.437274627731835,0.6932931785338584,1.1305678062656934
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","MA",1526761,3130492,6,18,-2.778715294592671,0.7336683524388785,-2.0450469421537925
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","MG",4979180,10118666,27,53,0.919828957690668,-0.15690000773276422,0.7629289499579037
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","MS",678714,1276893,3,8,-1.252284255611081,0.6758986980176075,-0.5763855575934735
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","MT",699664,1454612,3,8,-0.8479759551000542,0.16119739333754443,-0.6867785617625097
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","PA",2031172,3756049,10,17,0.8068494314105061,-1.5098174058271983,-0.7029679744166921
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","PB",1065737,1936819,7,12,0.3969854694733994,0.9872670802117468,1.3842525496851463
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","PE",1439870,4483227,8,25,-0.029205302341371517,0.4420179556649884,0.4128126533236169
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","PI",536724,1733434,2,10,-1.096304791529415,0.26811506505582017,-0.8281897264735949
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","PR",2448097,5665222,13,30,0.03618145943795318,0.06392439606538154,0.10010585550333471
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","RJ",4640724,7673438,29,46,1.1802269074175096,3.366147131754491,4.546374039172001
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","RN",1065173,1580871,6,8,0.6096904807539641,-0.22246601439333644,0.3872244663606277
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","RO",431154,798475,6,8,1.680225429725414,2.047870736408397,3.728096166133811
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","RR",151141,238099,6,8,0.9217426364663438,4.28184165741851,5.203584293884854
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","RS",1739226,5942063,8,31,-1.0736173615123232,-0.09098326230133984,-1.164600623813663
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","SC",1958903,3391619,11,16,1.7588535150911704,-1.0810104146490518,0.6778431004421185
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","SE",469276,1052826,4,8,0.4341610104613678,1.0930567735754506,1.5272177840368184
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","SP",11108948,21266194,36,70,-0.5663155334706342,-21.970684126558336,-22.536999660028968
"ideological/2014/09-24","ideological",2014,6,"9-24 PT DO B-PSL","Ideological 2014/9-24 PT DO B-PSL","TO",427803,733225,5,8,0.33236864536806576,2.4133851320769835,2.7457537774450493
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","AC",159677,399201,4,8,0.8000681361018634,2.358536936609392,3.1586050727112553
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","AL",972288,1384584,6,9,-0.3200152536790834,1.1966838342278223,0.876668580548739
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","AM",1060645,1658407,5,8,-0.11645211338350597,-0.47246377715909327,-0.5889158905425992
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","AP",162528,386084,3,8,-0.36772308616777694,2.5113052254715895,2.143582139303813
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","BA",2507962,6646541,15,39,0.2839968940235229,1.5006589760583628,1.7846558700818858
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","CE",2492994,4367020,13,22,0.44089379027345876,-0.5773662024635475,-0.13647241219008868
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","DF",693419,1454063,6,8,2.184930088998895,0.16119847625700265,2.3461285652558974
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","ES",735022,1794470,4,10,-0.0960394991278762,0.2229470547205558,0.12690755559267958
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","GO",2062763,3032760,12,17,0.437274627731835,0.6932931785338584,1.1305678062656934
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","MA",1426353,3130492,6,18,-2.2013798470016854,0.6854183827765129,-1.5159614642251724
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","MG",4578324,10118666,26,53,2.019450390002002,-0.1442685484363088,1.8751818415656933
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","MS",674736,1276893,3,8,-1.227361258930858,0.6719371987399824,-0.5554240601908755
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","MT",696435,1454612,3,8,-0.8302172675600091,0.16045345570021147,-0.6697638118597977
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","PA",2016232,3756049,10,17,0.8744683575746749,-1.498712156225954,-0.6242437986512791
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","PB",1050201,1936819,7,12,0.4932422699281657,0.9728749915837178,1.4661172615118836
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","PE",1435940,4483227,8,25,-0.007290284431281307,0.44081150607873176,0.43352122164745044
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","PI",535220,1733434,2,10,-1.087628372352221,0.26736375701324344,-0.8202646153389777
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","PR",2441172,5665222,13,30,0.0728525731207003,0.06374357135020368,0.13659614447090399
"ideological/2014/10-24","ideological",2014,7,"10-24 SOLIDARIEDADE-PSL","Ideological 2014/10-24 SOLIDARIEDADE-PSL","RJ",4563247,7673438,29,46,1.6446786955208343,3.309949223555912,4.954627919076747
