case_id,baseline_case_id,source_case_id,source_case_ids,analysis_variant,case_domain,ideological_universe,k,gap_count,case_order,registry_order,focal_order,election_year,case_label,case_display,cabinet_period,source_periods,period_start,period_end,period_days,ideology_start_index,ideology_end_index,start_party,end_party,minimal_inversion,minimal_status,observed_coalition,synthetic_ideological_interval,main_text_focal,appendix_minimal,shared_numerical_vector,numerical_vector_group,coalition_parties,coalition_party_count,v_C,V,vote_share,vote_share_pct,s_C,S,seat_share,q_C,A_C,B_C,d_C,r_C,R_C,A_minus_r_C,d_minus_r_C,seat_margin,vote_majority,seat_majority,coalition_inversion,A_accounting_sufficient,positive_B_required,component_sign_pattern,threshold_interpretation,q_C_exact,A_C_exact,B_C_exact,d_C_exact,r_C_exact,R_C_exact,A_minus_r_C_exact,d_minus_r_C_exact,seat_margin_exact,accounting_qualification,interpretation
cabinet/2014/2016.3,cabinet/2014/2016.3,cabinet/2014/2016.3,cabinet/2014/2016.3,focal,cabinet,not_applicable,,,1,1,1,2014,Cabinet 2014/2016.3,Cabinet 2014/2016.3,2016.3,"[""dilma_2-2016-04-14""]",2016-04-14,2016-04-18,5,,,,,,not applicable,true,false,true,false,false,cabinet/2014/2016.3,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,45305141,97355354,0.4653584948188879,46.535849481888796,259,513,0.5048732943469786,238.7289078420895,15.742022264747815,4.529069893162678,20.271092157910495,18.271092157910495,1.0849125995722273,-2.5290698931626783,2.0,2,false,true,true,false,true,"A+, B+",positive B required to meet threshold,1223238807//5123966,156809229134562928813399523283499884240476286195819201320895447051775796982795316155461584816935572490790366513578714139824186443362830099234//9961187101463865700065601051120665332268254830281307618993080346282516459533558846055606350291100785320572705203644883941441257857526635775,231167278262547196950160273644546282577386366252631248920198459481667007589955744769541269003599521392336013662613231039621328595460300375234102881//51040784027539398075702337555506551059921240629697190675261497929619840733090331386188161048275690526555913641991499461389890996259199325805483650,103868387//5123966,93620455//5123966,189586742//174748401,-129085710207468400798755598533533180457543884993236867569675463622427326123775081997164946907048140339224186378630232116841546602941901723623135581//51040784027539398075702337555506551059921240629697190675261497929619840733090331386188161048275690526555913641991499461389890996259199325805483650,2//1,2//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
cabinet/2022/2023.1,cabinet/2022/2023.1,cabinet/2022/2023.1,cabinet/2022/2023.1,focal,cabinet,not_applicable,,,2,2,2,2022,Cabinet 2022/2023.1,Cabinet 2022/2023.1,2023.1,"[""lula_3-2023-01-01""]",2023-01-01,2023-09-12,255,,,,,,not applicable,true,false,true,false,false,cabinet/2022/2023.1,"MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO",9,53490123,109413508,0.48888043147286714,48.888043147286716,263,513,0.5126705653021443,250.79566134558084,13.196247377886202,-0.9919087234670415,12.20433865441916,6.20433865441916,1.0486624792029489,6.991908723467041,6.0,6,false,true,true,true,false,"A+, B-",A accounting-sufficient; B offsets,27440433099//109413508,10497487268074346792160899000840248410623615841056399283426289338360898340882412403622135690913235639511058447948596679249499892666036156185733268203//795490336568383810430275798306058116106485073201320908094873835108126063543250118510510096546683857514751193534681368057738706123762929289374450650,-43166572363286509472550572054050582048605050788637235552479576699515170429576631121182046488300368470720107817100720813128065010845452413539741612395078937//43518694152023777294791732250083138067540916704296655394202871558296815959248952593825322266295683308830544915908204070718169192190992126953202885594690100,1335319505//109413508,678838457//109413508,28775752604//27440433099,304278737275429173241300965554549410453850551014417167917696806049296066185070346684133980086074468323703377312549945237437080163991405175258958925963219537//43518694152023777294791732250083138067540916704296655394202871558296815959248952593825322266295683308830544915908204070718169192190992126953202885594690100,6//1,6//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2014/11-24,ideological/2014/11-24,ideological/2014/11-24,ideological/2014/11-24,focal,ideological,all_parties,0,0,3,7,3,2014,Ideological 2014/PTB-PR,Ideological 2014/PTB-PR,,,,,,11,24,PTB,PR,true,endpoint-minimal,false,true,true,true,false,ideological/2014/11-24,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR",14,46332636,97355354,0.47591256254894826,47.59125625489482,257,513,0.5009746588693957,244.14314458761046,11.620538081371619,1.2363173310179254,12.856855412389544,12.856855412389544,1.052661136294064,-1.2363173310179254,0.0,0,false,true,true,false,true,"A+, B+",positive B required to meet threshold,625490586//2561983,455034357293036646048617865961440540941287600020868682543435802014415815317952155408916057616316570087629039773320670269710678990454168123331//39157769985064851372671673097508822340640725884554105812593488257800237116787093394839280135627085845742940979076397129976700117095104706150,124029259837014561729167864294643165572987369379727286387099190078354537624787307780812828115003108708975681136570092722569199616500182184470701377//100321541019646403114311491057374945186741748823887581672065702827183824889177547896990523439714288276334037158397085148249096096095667640376295450,32939045//2561983,32939045//2561983,658429631//625490586,-124029259837014561729167864294643165572987369379727286387099190078354537624787307780812828115003108708975681136570092722569199616500182184470701377//100321541019646403114311491057374945186741748823887581672065702827183824889177547896990523439714288276334037158397085148249096096095667640376295450,0//1,0//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2022/15-29,ideological/2022/15-29,ideological/2022/15-29,ideological/2022/15-29,focal,ideological,all_parties,0,0,4,11,4,2022,Ideological 2022/MDB-UNIÃO,Ideological 2022/MDB-UNIÃO,,,,,,15,29,MDB,UNIÃO,true,endpoint-minimal,false,true,true,true,false,ideological/2022/15-29,"MDB, PMN, PSDB, PSD, PMB, PODE, PROS, PRTB, AGIR, PTB, PP, DC, REPUBLICANOS, PSC, UNIÃO",15,54687303,109413508,0.49982222487556105,49.98222248755611,265,513,0.5165692007797271,256.40880136116283,-1.292353253885488,9.883551892722659,8.591198638837172,0.5911986388371717,1.0335058648269102,-1.8835518927226598,8.0,8,false,true,true,false,true,"A-, B+",positive B required to meet threshold,28054586439//109413508,-514027262449306416908215125002712684891601018278457738463940764456595119470460515056764069931814187539102955156141066038348568447711101491109928656//397745168284191905215137899153029058053242536600660454047436917554063031771625059255255048273341928757375596767340684028869353061881464644687225325,430119271955053148238466294023718294434989786489981928896040843571876234466456092316508059812364348176144005913905968269128178418692233980984947791193194073//43518694152023777294791732250083138067540916704296655394202871558296815959248952593825322266295683308830544915908204070718169192190992126953202885594690100,939993181//109413508,64685117//109413508,28994579620//28054586439,-81969718738862929880132436023053189894662452855608685742417871105501706792464471565905481681998881705499646586640335703382824881164296965359324706435673273//43518694152023777294791732250083138067540916704296655394202871558296815959248952593825322266295683308830544915908204070718169192190992126953202885594690100,8//1,8//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2022/25-32,ideological/2022/25-32,ideological/2022/25-32,ideological/2022/25-32,focal,ideological,all_parties,0,0,5,16,5,2022,Ideological 2022/PP-PL,Ideological 2022/PP-PL,,,,,,25,32,PP,PL,true,endpoint-minimal,false,true,true,true,false,ideological/2022/25-32,"PP, DC, REPUBLICANOS, PSC, UNIÃO, PATRIOTA, NOVO, PL",8,49618909,109413508,0.4534989317772354,45.34989317772354,258,513,0.5029239766081871,232.64495200172175,22.820505594331628,2.534542403946611,25.355047998278238,24.355047998278238,1.108986022607061,-1.5345424039466107,1.0,1,false,true,true,false,true,"A+, B+",positive B required to meet threshold,25454500317//109413508,9076745837947775954241611737208468179663212224840264779445993142203334876243032256925393776636637416995826425401583435937428476069075140937371736952//397745168284191905215137899153029058053242536600660454047436917554063031771625059255255048273341928757375596767340684028869353061881464644687225325,110299975692687656717083093590004800855756650860883352576461504890768492508922607001535107131470924356699853739691480904828548854217744853758825042395570159//43518694152023777294791732250083138067540916704296655394202871558296815959248952593825322266295683308830544915908204070718169192190992126953202885594690100,2774184747//109413508,2664771239//109413508,9409561688//8484833439,-66781281540663879422291361339921662788215734156586697182258633332471676549673654407709784865175241047869308823783276834110379662026752726805622156800880059//43518694152023777294791732250083138067540916704296655394202871558296815959248952593825322266295683308830544915908204070718169192190992126953202885594690100,1//1,1//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
