transition_id,date,from_period_id,to_period_id,transition_type,comparison_status,entering_party_ids,leaving_party_ids,before_labels,after_labels,event_ids,supporting_service_ids,evidence_ids,decision_ids,primary_assumption_ids
transition-2017-04-27,2017-04-27,temer-2017-04-26,temer-2017-04-27,membership_change,primary_sets_comparable,PSB,,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSB;PSD;PSDB;PTB;PV,affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26-end;service-C041-paulo-pedrosa-2017-04-26-end;service-b3978937568f-start,service-b3978937568f,C041;C067;LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034,C041;C067;R10;R30,
transition-2017-08-02,2017-08-02,temer-2017-04-27,temer-2017-08-02,membership_change,primary_sets_comparable_provisional,,PSB,DEM;PMDB;PP;PPS;PR;PRB;PSB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,affiliation-C035-ivani-dos-santos-2017-08-02-2017-08-02-start;affiliation-C041-paulo-pedrosa-2017-08-02-2017-08-02-start;service-C035-ivani-dos-santos-2017-08-02-start;service-C041-paulo-pedrosa-2017-08-02-start;service-b3978937568f-end;service-f103a0f5f74a-end,service-b3978937568f,C035;C041;C067;LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-003;OFF-012;OFF-013;OFF-031–OFF-034;V5W1E001;V5W1E002;V5W1E003,C035;C041;C067;OFFICE-ADJUDICATION;R10;R30;V5W1D001,V5A002
transition-2017-08-03,2017-08-03,temer-2017-08-02,temer-2017-08-03,membership_change,primary_sets_comparable_provisional,PSB,,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSB;PSD;PSDB;PTB;PV,affiliation-C035-ivani-dos-santos-2017-08-02-2017-08-02-end;affiliation-C041-paulo-pedrosa-2017-08-02-2017-08-02-end;service-16051aed1729-start;service-C035-ivani-dos-santos-2017-08-02-end;service-C041-paulo-pedrosa-2017-08-02-end;service-f103a0f5f74a-b-start,service-16051aed1729,C035;C041;C067;LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-003;OFF-012;OFF-013;OFF-031–OFF-034;V5W1E001;V5W1E002;V5W1E003,C035;C041;C067;OFFICE-ADJUDICATION;R10;R30;V5W1D001,V5A002
transition-2017-10-18,2017-10-18,temer-2017-08-03,temer-2017-10-18,membership_change,primary_sets_comparable,,PSB,DEM;PMDB;PP;PPS;PR;PRB;PSB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,affiliation-C041-paulo-pedrosa-2017-10-18-2017-10-18-start;service-16051aed1729-end;service-C041-paulo-pedrosa-2017-10-18-start,service-16051aed1729,C041;C067;LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034,C041;C067;R10;R30,
transition-2018-03-21,2018-03-21,temer-2017-10-18,temer-2018-03-21,membership_change,primary_sets_comparable,,CIDADANIA,DEM;PMDB;PP;PPS;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PR;PRB;PSD;PSDB;PTB;PV,affiliation-9d5e7111e45b-end;affiliation-C007-coelho-mdb-start;affiliation-c97971ff1dd1-start;affiliation-fc4ede1b1df9-end,service-michel_temer-0-67,AFF-004;C006;C007;NEW-COELHO,C006;C007;PERSON-CONTINUITY-REVIEW;R10;R11;R30,
transition-2018-04-02,2018-04-02,temer-2018-03-21,temer-2018-04-02,membership_change,primary_sets_comparable,,PL,DEM;PMDB;PP;PR;PRB;PSD;PSDB;PTB;PV,DEM;PMDB;PP;PRB;PSD;PSDB;PTB;PV,affiliation-1cb53fca27f3-end;affiliation-425de9b86c8c-start;affiliation-44ba3dbfd202-end;affiliation-6180c2397d82-start;affiliation-eb8404d6b3ec-end;service-michel_temer-0-48-end;service-michel_temer-0-49-start;service-michel_temer-0-61-end;service-michel_temer-0-62-start,service-michel_temer-0-61,AFF-008;C001;LEG-149db8d513f8;LEG-1b538294c425;LEG-38ee851b91b5;LEG-3df9b9d5037a;LEG-7f67dc077f97;R13,C001;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R03;R05;R13,
transition-2018-04-06,2018-04-06,temer-2018-04-02,temer-2018-04-06,membership_change,primary_sets_comparable,,DEM,DEM;PMDB;PP;PRB;PSD;PSDB;PTB;PV,PMDB;PP;PRB;PSD;PSDB;PTB;PV,affiliation-10d430b823de-end;affiliation-11c0600943a0-start;affiliation-2076c877abd6-end;affiliation-252c2cfa75af-start;affiliation-25d6775c96e2-start;affiliation-477914b72f6e-start;affiliation-484b12eea4d6-end;affiliation-54b3734919e3-start;affiliation-7afe4fc6c00c-end;affiliation-C007-coelho-mdb-end;affiliation-C041-paulo-pedrosa-2018-04-06-2018-04-06-start;affiliation-C046-maria-helena-guimaraes-de-castro-2018-04-06-start;affiliation-C051-mario-ramos-ribeiro-2018-04-06-start;affiliation-C053-alberto-alves-start;affiliation-a69642f0ced0-end;affiliation-e38dd461bf29-end;affiliation-f3c1e451ad50-end;service-28d6cde4b48d-end;service-C041-paulo-pedrosa-2018-04-06-start;service-C046-maria-helena-guimaraes-de-castro-start;service-C051-mario-ramos-ribeiro-start;service-C052-person-97d87d5bc202-start;service-C053-person-9cf6aaca0bc9-start;service-c8d1b1f769cc-start;service-michel_temer-0-20-end;service-michel_temer-0-24-end;service-michel_temer-0-25-start;service-michel_temer-0-28-end;service-michel_temer-0-29-start;service-michel_temer-0-30-end;service-michel_temer-0-31-start;service-michel_temer-0-32-end;service-michel_temer-0-38-end;service-michel_temer-0-43-end;service-michel_temer-0-65-end,service-michel_temer-0-20,AFF-003;ATLAS-586;ATLAS-590;C006;C007;C019;C041;C046;C051;C052;C053;C067;C069;LEG-0e05a77ccc65;LEG-2f8bf5705498;LEG-43b835cc62f8;LEG-6de03bbf7354;LEG-839c037f9735;LEG-8e386223a64d;LEG-989e2fecd8ae;LEG-aa24caf1c8cd;LEG-b9d4dcb53939;LEG-d0da31186ebc;LEG-d2b6ba0c63b5;LEG-d4d6ed48816a;LEG-e96dc186b8a7;LEG-fbbfb4d9d59f;NEW-COELHO;NEW-COELHO-SERVICE;OFF-015;OFF-017;OFF-031–OFF-034,C006;C007;C019;C041;C046;C051;C052;C053;C067;C069;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R08;R09;R10;R30,
transition-2018-05-15,2018-05-15,temer-2018-04-06,temer-2018-05-15,historical_label_change,primary_sets_comparable,,,PMDB;PP;PRB;PSD;PSDB;PTB;PV,MDB;PP;PRB;PSD;PSDB;PTB;PV,organization-2,,AFF-045,,
transition-2018-07-05,2018-07-05,temer-2018-05-15,temer-2018-07-05,membership_change,primary_sets_comparable,,PTB,MDB;PP;PRB;PSD;PSDB;PTB;PV,MDB;PP;PRB;PSD;PSDB;PV,affiliation-caf2c75c07e1-end;service-C012-padilha-trabalho-start;service-michel_temer-0-59-end,service-michel_temer-0-59,AFF-009;C012;LEG-03cf04d9b8ec,C012;PERSON-CONTINUITY-REVIEW;R06,
transition-2019-01-01,2019-01-01,temer-2018-07-05,bolsonaro-2019-01-01,administration_boundary,primary_sets_comparable_provisional,DEM;NOVO;PSL,PSD;PSDB;PV;REPUBLICANOS,MDB;PP;PRB;PSD;PSDB;PV,DEM;MDB;NOVO;PP;PSL,affiliation-06b7bbeb61ed-start;affiliation-0acad5fe7baf-end;affiliation-0dfac208e513-end;affiliation-0e608e299231-start;affiliation-1126c806f45a-end;affiliation-11917984b5cf-end;affiliation-17061ef0b2d7-start;affiliation-1fffe4c27ba3-end;affiliation-22a173c7a425-start;affiliation-252c2cfa75af-end;affiliation-25d6775c96e2-end;affiliation-2b3c0586acbe-start;affiliation-2c211f0d3d26-end;affiliation-3d8eb9706bec-end;affiliation-3e99f909d3bf-end;affiliation-425de9b86c8c-end;affiliation-4a320856a00d-start;affiliation-4cdc01dd2bee-end;affiliation-51cf0912575d-start;affiliation-522bab7d8ba8-end;affiliation-547801fecb22-start;affiliation-54b3734919e3-end;affiliation-5dbeed312323-start;affiliation-5de619f5e1fe-start;affiliation-612e9fe95c16-end;affiliation-6dedfae20e54-start;affiliation-798c9988ae51-start;affiliation-7ed04e5ce20c-end;affiliation-8012d8e03cf8-end;affiliation-9314ed6419d2-end;affiliation-96e96ef8deed-end;affiliation-C034-carlos-henrique-menezes-sobral-2018-12-31-end;affiliation-aa6f615987f5-end;affiliation-b2eb8d8beb97-start;affiliation-b460623960a1-start;affiliation-c0420f5557c9-end;affiliation-c1d3c17bc72b-start;affiliation-c28f7caff6cf-end;affiliation-c393ce25bc55-end;affiliation-c647d64230b6-start;affiliation-c67117c71f67-end;affiliation-c7723c64ec1a-end;affiliation-c85401b074ed-start;affiliation-c97971ff1dd1-end;affiliation-c97f93e89378-start;affiliation-cdaef6c4fd6d-end;affiliation-e76b47696a14-start;affiliation-ec3c8c4a6df8-end;affiliation-f5cefac1ad86-start;affiliation-f9b696359ce8-end;affiliation-fd306c6edc6b-start;service-207a1e9e526c-start;service-3e4783281846-end;service-C034-carlos-henrique-menezes-sobral-end;service-c8d1b1f769cc-end;service-jair_bolsonaro-0-1-start;service-jair_bolsonaro-0-12-start;service-jair_bolsonaro-0-15-start;service-jair_bolsonaro-0-17-start;service-jair_bolsonaro-0-18-start;service-jair_bolsonaro-0-21-start;service-jair_bolsonaro-0-24-start;service-jair_bolsonaro-0-25-start;service-jair_bolsonaro-0-29-start;service-jair_bolsonaro-0-33-start;service-jair_bolsonaro-0-39-start;service-jair_bolsonaro-0-45-start;service-jair_bolsonaro-0-49-start;service-jair_bolsonaro-0-5-start;service-jair_bolsonaro-0-51-start;service-jair_bolsonaro-0-54-start;service-jair_bolsonaro-0-58-start;service-jair_bolsonaro-0-61-start;service-jair_bolsonaro-0-63-start;service-jair_bolsonaro-0-65-start;service-jair_bolsonaro-0-8-start;service-michel_temer-0-13-end;service-michel_temer-0-15-end;service-michel_temer-0-19-end;service-michel_temer-0-2-end;service-michel_temer-0-21-end;service-michel_temer-0-23-end;service-michel_temer-0-25-end;service-michel_temer-0-29-end;service-michel_temer-0-3-end;service-michel_temer-0-31-end;service-michel_temer-0-33-end;service-michel_temer-0-37-end;service-michel_temer-0-4-end;service-michel_temer-0-41-end;service-michel_temer-0-44-end;service-michel_temer-0-47-end;service-michel_temer-0-49-end;service-michel_temer-0-5-end;service-michel_temer-0-55-end;service-michel_temer-0-56-end;service-michel_temer-0-60-end;service-michel_temer-0-62-end;service-michel_temer-0-66-end;service-michel_temer-0-67-end;service-michel_temer-0-8-end;service-michel_temer-0-9-end,service-3e4783281846;service-c8d1b1f769cc;service-jair_bolsonaro-0-1;service-jair_bolsonaro-0-15;service-jair_bolsonaro-0-25;service-jair_bolsonaro-0-33;service-jair_bolsonaro-0-58;service-jair_bolsonaro-0-65;service-jair_bolsonaro-0-8;service-michel_temer-0-2;service-michel_temer-0-47;service-michel_temer-0-9,AFF-002;AFF-004;AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-020;AFF-021;AFF-023;AFF-028;AFF-029;AFF-030;AFF-044;AFF-054;AFF-055;AFF-056;ATLAS-562;ATLAS-565;ATLAS-567;ATLAS-579;ATLAS-583;ATLAS-586;ATLAS-588;ATLAS-590;ATLAS-599;ATLAS-605;BOL-E01;BOL-E02;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E14;BOL-E15;BOL-E16;BOL-E18;BOL-E19;BOL-E22;BOL-E23;C034;C041;C049;C052;C056;LEG-083b3c9ae8ee;LEG-0a433c253eb3;LEG-0b81a0214570;LEG-0d5fe63fcadb;LEG-1b538294c425;LEG-24bdcc54c414;LEG-27cb82daf344;LEG-2fc1de1192dc;LEG-300fa8e71e1b;LEG-310d8d95dc92;LEG-3711a94038ea;LEG-38ee851b91b5;LEG-3ef836b8a40d;LEG-422e9936450e;LEG-4e7ce6988315;LEG-5041fedb5f1c;LEG-509151491adc;LEG-583e1fef9251;LEG-61f568dd5701;LEG-65320282090a;LEG-68fffc6a2b22;LEG-7cd94731dd90;LEG-80fb13f63f08;LEG-8174e12a8374;LEG-8259181f231d;LEG-839c037f9735;LEG-8553657ff23b;LEG-8693fc5ad84e;LEG-87ae07a227bd;LEG-8e386223a64d;LEG-92e9b59b9825;LEG-9c027191b36e;LEG-a7368f6c8a7a;LEG-b0900f041b01;LEG-b6119274bf0c;LEG-b90af80ef12a;LEG-ba6b7e4f1910;LEG-c9ecc2f3d167;LEG-d0cbe95249e0;LEG-d0da31186ebc;LEG-d2b6ba0c63b5;LEG-df0a18aba9ff;LEG-f0e3878b0b42;LEG-f2b0ba61be8c;LEG-f3dd9541904a;LEG-f764ca51f313;LEG-fbbfb4d9d59f;LEG-fc6bc5c9fcd6;NEW-CASIMIRO;NEW-FONSECA;OFF-013;OFF-015;OFF-017;OFF-019;OFF-020;OFF-031;OFF-031–OFF-034;OFF-032;OFF-049;OFF-050;V5W2E001;V5W2E002;V5W2E003;V5W6E03;V5W6E07;V5W6E09;V5W6E10,BOL-A01;C034;C041;C049;C052;C056;OFFICE-ADJUDICATION;OFFICE-CAPACITY-2018;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R03;R04;R07;R08;R11;R12;R13;R14;R15;R17;R18;R20;R30;V5W2D001;V5W2D002;V5W6D02,V5A004
