transition_id,date,from_period_id,to_period_id,transition_type,comparison_status,entering_party_ids,leaving_party_ids,before_labels,after_labels,event_ids,supporting_service_ids,evidence_ids,decision_ids,primary_assumption_ids
transition-2020-02-11,2020-02-11,bolsonaro-2019-01-01,bolsonaro-2020-02-11,membership_change,primary_sets_comparable,PSDB,,DEM;MDB;NOVO;PP;PSL,DEM;MDB;NOVO;PP;PSDB;PSL,affiliation-92b6d60a8748-start;affiliation-e76b47696a14-end;service-jair_bolsonaro-0-51-end;service-jair_bolsonaro-0-52-start,service-jair_bolsonaro-0-52,AFF-024;AFF-025;BOL-E12;BOL-E13;LEG-1f0c8beb2f9f;LEG-8693fc5ad84e;V5W6E04;V5W6E05;V5W6E06;V5W6E08;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R16;V5W6D03,
transition-2020-02-18,2020-02-18,bolsonaro-2020-02-11,bolsonaro-2020-02-18,membership_change,primary_sets_comparable_provisional,,MDB,DEM;MDB;NOVO;PP;PSDB;PSL,DEM;NOVO;PP;PSDB;PSL,affiliation-17061ef0b2d7-end;affiliation-28a1f589ea28-start;affiliation-3c864edbf9c2-start;affiliation-C054-welington-coimbra-2020-02-14-end;affiliation-C057-marcos-paulo-cardoso-coelho-da-silva-2020-02-14-end;service-C054-welington-coimbra-end;service-C057-marcos-paulo-cardoso-coelho-da-silva-end;service-jair_bolsonaro-0-2-start;service-jair_bolsonaro-0-55-start,service-C054-welington-coimbra,C049;C054;C057;LEG-2652bfa0305c;LEG-62197e617b7c;LEG-df0a18aba9ff;OFF-031–OFF-034;V5W3E003,C049;C054;C057;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30;V5W3D003,V5A005
transition-2020-04-16,2020-04-16,bolsonaro-2020-02-18,bolsonaro-2020-04-16,membership_change,primary_sets_comparable,MDB,,DEM;NOVO;PP;PSDB;PSL,DEM;MDB;NOVO;PP;PSDB;PSL,affiliation-798c9988ae51-end;affiliation-C062-joao-gabbardo-dos-reis-2020-04-16-start;service-C062-joao-gabbardo-dos-reis-start;service-jair_bolsonaro-0-25-end,service-C062-joao-gabbardo-dos-reis,C062;C066;LEG-61f568dd5701,C062;C066;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,
transition-2020-04-17,2020-04-17,bolsonaro-2020-04-16,bolsonaro-2020-04-17,membership_change,primary_sets_comparable,,MDB,DEM;MDB;NOVO;PP;PSDB;PSL,DEM;NOVO;PP;PSDB;PSL,affiliation-93eef935bb56-start;affiliation-C062-joao-gabbardo-dos-reis-2020-04-16-end;service-C062-joao-gabbardo-dos-reis-end;service-jair_bolsonaro-0-26-start,service-C062-joao-gabbardo-dos-reis,C062;C066;LEG-23516089df3e,C062;C066;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW,
transition-2020-05-07,2020-05-07,bolsonaro-2020-04-17,bolsonaro-2020-05-07,membership_change,primary_sets_comparable,,NOVO,DEM;NOVO;PP;PSDB;PSL,DEM;PP;PSDB;PSL,affiliation-ae3aebc4df36-start;affiliation-f5cefac1ad86-end,service-jair_bolsonaro-0-65,AFF-020;AFF-021;AFF-023;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E23,PERSON-CONTINUITY-REVIEW;R15,
transition-2020-06-17,2020-06-17,bolsonaro-2020-05-07,bolsonaro-2020-06-17,membership_change,primary_sets_comparable,PSD,,DEM;PP;PSDB;PSL,DEM;PP;PSD;PSDB;PSL,affiliation-c2505d9199a7-start;service-jair_bolsonaro-0-10-start,service-jair_bolsonaro-0-10,AFF-026;LEG-c3b41de7e8c0,PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21,
transition-2020-06-18,2020-06-18,bolsonaro-2020-06-17,bolsonaro-2020-06-18,membership_change,primary_sets_comparable,,PSDB,DEM;PP;PSD;PSDB;PSL,DEM;PP;PSD;PSL,affiliation-55eb812b0488-start;affiliation-92b6d60a8748-end,service-jair_bolsonaro-0-52,AFF-024;AFF-025;BOL-E12;BOL-E13;V5W6E04;V5W6E05;V5W6E06;V5W6E08;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R16;V5W6D03,
transition-2020-09-19,2020-09-19,bolsonaro-2020-06-18,bolsonaro-2020-09-19,membership_change,primary_sets_comparable,,PP,DEM;PP;PSD;PSL,DEM;PSD;PSL,affiliation-b2eb8d8beb97-end;affiliation-f17728f50dd7-start,service-jair_bolsonaro-0-63,AFF-013;AFF-014;AFF-015;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E18;V5W6E03;V5W6E07;V5W6E09;V5W6E10,PERSON-CONTINUITY-REVIEW;R17;V5W6D02,
transition-2020-12-09,2020-12-09,bolsonaro-2020-09-19,bolsonaro-2020-12-09,membership_change,primary_sets_comparable,PSC,,DEM;PSD;PSL,DEM;PSC;PSD;PSL,affiliation-204e64daf583-start;affiliation-a99569d65145-end;service-jair_bolsonaro-0-58-end;service-jair_bolsonaro-0-59-start,service-jair_bolsonaro-0-59,AFF-032;ATLAS-659;BOL-E20;C013;LEG-3711a94038ea;LEG-6a60736fa9a9,C013;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R24,
transition-2021-02-12,2021-02-12,bolsonaro-2020-12-09,bolsonaro-2021-02-12,membership_change,primary_sets_comparable,REPUBLICANOS,,DEM;PSC;PSD;PSL,DEM;PSC;PSD;PSL;REPUBLICANOS,affiliation-28a1f589ea28-end;affiliation-660b8d65bada-start;affiliation-c0eb8bb3e167-start;affiliation-e330badabc4e-end;service-jair_bolsonaro-0-36-end;service-jair_bolsonaro-0-37-start;service-jair_bolsonaro-0-55-end;service-jair_bolsonaro-0-56-start,service-jair_bolsonaro-0-56,AFF-012;BOL-E22;C026;C028;LEG-2652bfa0305c;LEG-607f4976d0f0;LEG-79030362edda;LEG-e0e860c3a1e2;OFF-031–OFF-034,C026;C028;OFFICE-CAPACITY-2020;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R23;R30,
transition-2021-03-31,2021-03-31,bolsonaro-2021-02-12,bolsonaro-2021-03-31,membership_change,primary_sets_comparable_provisional,PL,,DEM;PSC;PSD;PSL;REPUBLICANOS,DEM;PL;PSC;PSD;PSL;REPUBLICANOS,affiliation-18b79f294f7c-start;affiliation-C059-jonathas-2021-end;affiliation-C063-otavio-brandelli-2021-03-30-end;affiliation-ba139ab01c35-start;service-C059-person-jonathas-assuncao-salvador-nery-de-castro-end;service-C063-otavio-brandelli-end;service-jair_bolsonaro-0-22-start;service-jair_bolsonaro-0-47-start,service-jair_bolsonaro-0-47,ATLAS-626;C036;C059;C063;C072;LEG-9dd6c6a98b8f;LEG-f997e70b3675;OFF-026;OFF-027;OFF-028;V5W4E002;V5W4E003,C036;C059;C063;C072;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R22;V5W4D002;V5W4D003,V5A008;V5A009;V5A010
transition-2021-07-28,2021-07-28,bolsonaro-2021-03-31,bolsonaro-2021-07-28,membership_change,primary_sets_comparable,PP,,DEM;PL;PSC;PSD;PSL;REPUBLICANOS,DEM;PL;PP;PSC;PSD;PSL;REPUBLICANOS,affiliation-660b8d65bada-end;affiliation-a111766803f9-start;affiliation-e22f954d36b0-start;service-9652707b0ac0-start;service-jair_bolsonaro-0-3-end;service-jair_bolsonaro-0-37-end;service-jair_bolsonaro-0-38-start;service-jair_bolsonaro-0-4-start,service-jair_bolsonaro-0-4,ATLAS-636;C010;C036;LEG-607f4976d0f0;LEG-d1a5739ab53a;LEG-e62d7a3cb75d;LEG-ebe4d4a81d54;OFF-023;OFF-024;OFF-031–OFF-034,BOL-A02;C010;C036;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R30,
transition-2022-02-08,2022-02-08,bolsonaro-2021-07-28,bolsonaro-2022-02-08,membership_change,primary_sets_comparable,UNIAO,DEM;PSL,DEM;PL;PP;PSC;PSD;PSL;REPUBLICANOS,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,affiliation-06b7bbeb61ed-end;affiliation-369b3a1eac9a-start;affiliation-a31752d0ffc0-end;affiliation-abe479fc17e2-start;organization-10;organization-9,service-9652707b0ac0;service-jair_bolsonaro-0-15;service-jair_bolsonaro-0-8,AFF-012;AFF-028;AFF-029;AFF-030;AFF-044;BOL-E10;BOL-E14;BOL-E15;BOL-E16;BOL-E22,BOL-A01;PERSON-CONTINUITY-REVIEW;R14,
transition-2022-03-24,2022-03-24,bolsonaro-2022-02-08,bolsonaro-2022-03-24,membership_change,primary_sets_comparable,,PSD,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,PL;PP;PSC;REPUBLICANOS;UNIAO,affiliation-5336bbd1fbcc-start;affiliation-c2505d9199a7-end,service-jair_bolsonaro-0-10,AFF-026,PERSON-CONTINUITY-REVIEW;R21,
transition-2022-03-27,2022-03-27,bolsonaro-2022-03-24,bolsonaro-2022-03-27,membership_change,primary_sets_comparable,,REPUBLICANOS,PL;PP;PSC;REPUBLICANOS;UNIAO,PL;PP;PSC;UNIAO,affiliation-1a549179e1fd-start;affiliation-369b3a1eac9a-end;affiliation-a804f5ab2b02-start;affiliation-c0eb8bb3e167-end,service-jair_bolsonaro-0-56,AFF-012;AFF-044;BOL-E10;BOL-E22,PERSON-CONTINUITY-REVIEW;R14;R23,
transition-2022-03-28,2022-03-28,bolsonaro-2022-03-27,bolsonaro-2022-03-28,membership_change,primary_sets_comparable,REPUBLICANOS,,PL;PP;PSC;UNIAO,PL;PP;PSC;REPUBLICANOS;UNIAO,affiliation-034b56f974be-start;affiliation-0e608e299231-end;affiliation-157a954f295a-start;affiliation-70aaac34ef3d-end;affiliation-9be8f2d57a25-start;affiliation-f17728f50dd7-end;service-jair_bolsonaro-0-43-end;service-jair_bolsonaro-0-44-start,service-jair_bolsonaro-0-49;service-jair_bolsonaro-0-63,AFF-013;AFF-014;AFF-015;AFF-016;AFF-055;AFF-056;ATLAS-634;ATLAS-635;BOL-E01;BOL-E02;BOL-E18;BOL-E19;C022;C048;LEG-50bddd305e20;LEG-ae1c28478e53;V5W6E03;V5W6E07;V5W6E09;V5W6E10,C022;C048;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R17;R18;V5W6D02,
transition-2022-03-30,2022-03-30,bolsonaro-2022-03-28,bolsonaro-2022-03-30,membership_change,primary_sets_comparable,,PSC,PL;PP;PSC;REPUBLICANOS;UNIAO,PL;PP;REPUBLICANOS;UNIAO,affiliation-204e64daf583-end;affiliation-ec48fcd55307-start,service-jair_bolsonaro-0-59,AFF-032;BOL-E20;C013,C013;PERSON-CONTINUITY-REVIEW;R24,
transition-2022-03-31,2022-03-31,bolsonaro-2022-03-30,bolsonaro-2022-03-31,membership_change,primary_sets_comparable,PSD,PL;UNIAO,PL;PP;REPUBLICANOS;UNIAO,PP;PSD;REPUBLICANOS,affiliation-034b56f974be-end;affiliation-157a954f295a-end;affiliation-173dac1efde4-start;affiliation-1a549179e1fd-end;affiliation-1ff82b1cd2c5-start;affiliation-20ee72e20ccc-start;affiliation-21245128bf6f-start;affiliation-22af2be40aed-end;affiliation-2d168441b52e-start;affiliation-5335e0e06ea0-end;affiliation-7659aa9e6014-start;affiliation-a804f5ab2b02-end;affiliation-c1f76f80514c-end;affiliation-c73c38b305e8-start;affiliation-c7bd6a5e7b1c-start;affiliation-cbf6a26ba015-start;affiliation-e22f954d36b0-end;affiliation-ec48fcd55307-end;service-9652707b0ac0-end;service-df493137b62f-start;service-jair_bolsonaro-0-15-end;service-jair_bolsonaro-0-16-start;service-jair_bolsonaro-0-47-end;service-jair_bolsonaro-0-48-start;service-jair_bolsonaro-0-49-end;service-jair_bolsonaro-0-50-start;service-jair_bolsonaro-0-52-end;service-jair_bolsonaro-0-53-start;service-jair_bolsonaro-0-56-end;service-jair_bolsonaro-0-57-start;service-jair_bolsonaro-0-59-end;service-jair_bolsonaro-0-60-start;service-jair_bolsonaro-0-63-end;service-jair_bolsonaro-0-64-start;service-jair_bolsonaro-0-8-end;service-jair_bolsonaro-0-9-start,service-9652707b0ac0;service-jair_bolsonaro-0-16;service-jair_bolsonaro-0-47;service-jair_bolsonaro-0-52;service-jair_bolsonaro-0-56;service-jair_bolsonaro-0-59;service-jair_bolsonaro-0-8,AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-024;AFF-025;AFF-028;AFF-029;AFF-030;AFF-032;AFF-044;AFF-055;AFF-056;ATLAS-636;ATLAS-637;BOL-E01;BOL-E02;BOL-E10;BOL-E12;BOL-E13;BOL-E14;BOL-E15;BOL-E16;BOL-E17;BOL-E18;BOL-E19;BOL-E20;BOL-E21;BOL-E22;C037;C039;LEG-0561fae55600;LEG-1f0c8beb2f9f;LEG-27cb82daf344;LEG-310d8d95dc92;LEG-342db9e7f38f;LEG-3a3c01153d10;LEG-6a60736fa9a9;LEG-6e56717fdb65;LEG-7a6d44294d17;LEG-8c8c4650eaeb;LEG-b0900f041b01;LEG-b90af80ef12a;LEG-c4002690b590;LEG-e0e4ca4ca8d3;LEG-e0e860c3a1e2;LEG-f997e70b3675;OFF-023;OFF-024;OFF-025;OFF-026;OFF-027;OFF-028;OFF-031–OFF-034;V5W6E03;V5W6E04;V5W6E05;V5W6E06;V5W6E07;V5W6E08;V5W6E09;V5W6E10,BOL-A01;C037;C039;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R17;R18;R22;R23;R24;R25;R30;V5W6D02;V5W6D03,
transition-2022-05-11,2022-05-11,bolsonaro-2022-03-31,bolsonaro-2022-05-11,membership_change,primary_sets_comparable,UNIAO,,PP;PSD;REPUBLICANOS,PP;PSD;REPUBLICANOS;UNIAO,affiliation-2b3c0586acbe-end;affiliation-66214824b17e-start;service-jair_bolsonaro-0-61-end;service-jair_bolsonaro-0-62-start,service-jair_bolsonaro-0-62,AFF-044;BOL-E07;BOL-E08;C061;LEG-5b2c802041f5;LEG-68fffc6a2b22;V5W6E01;V5W6E02,C061;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R26;V5W6D01,
transition-2022-12-30,2022-12-30,bolsonaro-2022-05-11,bolsonaro-2022-12-30,membership_change,primary_sets_comparable_provisional,NOVO,PP,PP;PSD;REPUBLICANOS;UNIAO,NOVO;PSD;REPUBLICANOS;UNIAO,affiliation-C036-jonathas-assuncao-salvador-nery-de-castro-2022-12-30-start;affiliation-C044-helder-melillo-lopes-cunha-silva-2022-12-30-start;service-C036-jonathas-assuncao-salvador-nery-de-castro-start;service-C044-helder-melillo-lopes-cunha-silva-start;service-jair_bolsonaro-0-4-end;service-jair_bolsonaro-0-53-end,service-C044-helder-melillo-lopes-cunha-silva;service-jair_bolsonaro-0-4,C010;C036;C037;C044;C071;LEG-c4002690b590;LEG-d1a5739ab53a;V5W5E001;V5W5E004,C010;C036;C037;C044;C071;POPULATION-REVIEW;V5W5D001;V5W5D004,V5A011;V5A012
transition-2023-01-01,2023-01-01,bolsonaro-2022-12-30,lula_3-2023-01-01,administration_boundary,primary_sets_comparable_provisional,MDB;PCdoB;PDT;PSB;PSOL;PT;REDE,NOVO;REPUBLICANOS,NOVO;PSD;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PSB;PSD;PSOL;PT;REDE;UNIAO,affiliation-017d672040b0-start;affiliation-03c9fed66d5d-start;affiliation-09d1f6259269-start;affiliation-0e1f4321662d-start;affiliation-11634b1466ac-start;affiliation-15b98927b738-start;affiliation-170b4b064d8f-end;affiliation-173dac1efde4-end;affiliation-1ff82b1cd2c5-end;affiliation-20ee72e20ccc-end;affiliation-21245128bf6f-end;affiliation-23117927af6d-start;affiliation-23c362e943ca-end;affiliation-25ce9907d287-start;affiliation-2d168441b52e-end;affiliation-32357545734c-start;affiliation-33e0643beee0-start;affiliation-3abb361cc0b0-end;affiliation-49705e8c67b1-end;affiliation-4a283cc0a199-start;affiliation-4b9ed27b1ca1-start;affiliation-4d1f83056735-start;affiliation-51cf0912575d-end;affiliation-58fa25c5e787-start;affiliation-61c96e16970e-start;affiliation-66214824b17e-end;affiliation-7659aa9e6014-end;affiliation-76841ffb1b2c-end;affiliation-7a8a481bf349-start;affiliation-7d9b15c431f8-end;affiliation-880fc068e5ce-end;affiliation-8def2e98c4c4-end;affiliation-91bb99c33095-end;affiliation-9af82354ae39-start;affiliation-9be8f2d57a25-end;affiliation-9e265f24c459-start;affiliation-C036-jonathas-assuncao-salvador-nery-de-castro-2022-12-30-end;affiliation-C044-helder-melillo-lopes-cunha-silva-2022-12-30-end;affiliation-a111766803f9-end;affiliation-a198796370f1-start;affiliation-a5a55f674fc5-end;affiliation-b0b11d18926e-start;affiliation-b460623960a1-end;affiliation-b4a5bfd222ea-start;affiliation-b82239160ecd-start;affiliation-ba139ab01c35-end;affiliation-c26dca6ad1e7-start;affiliation-c73c38b305e8-end;affiliation-c7bd6a5e7b1c-end;affiliation-c7e9e8691f3f-start;affiliation-c9cbe3bd838f-start;affiliation-cb4f91ba02c2-start;affiliation-cbf6a26ba015-end;affiliation-cfaa63900d22-start;affiliation-d6416c0874e3-start;affiliation-d7b373e5a258-start;affiliation-df5b36b41551-start;affiliation-e01d874b01f1-start;affiliation-e029d75a963e-start;affiliation-e4d954cf8b7a-start;affiliation-e59294a899c0-start;affiliation-ea3c15cc1fb5-start;affiliation-f502a06a7d7c-start;affiliation-fc4f41ad7a8c-start;service-C036-jonathas-assuncao-salvador-nery-de-castro-end;service-C044-helder-melillo-lopes-cunha-silva-end;service-df493137b62f-end;service-jair_bolsonaro-0-11-end;service-jair_bolsonaro-0-14-end;service-jair_bolsonaro-0-16-end;service-jair_bolsonaro-0-17-end;service-jair_bolsonaro-0-20-end;service-jair_bolsonaro-0-22-end;service-jair_bolsonaro-0-24-end;service-jair_bolsonaro-0-28-end;service-jair_bolsonaro-0-32-end;service-jair_bolsonaro-0-38-end;service-jair_bolsonaro-0-44-end;service-jair_bolsonaro-0-48-end;service-jair_bolsonaro-0-5-end;service-jair_bolsonaro-0-50-end;service-jair_bolsonaro-0-57-end;service-jair_bolsonaro-0-60-end;service-jair_bolsonaro-0-62-end;service-jair_bolsonaro-0-64-end;service-jair_bolsonaro-0-66-end;service-jair_bolsonaro-0-9-end;service-lula_2023_presente-2-10-start;service-lula_2023_presente-2-11-start;service-lula_2023_presente-2-12-start;service-lula_2023_presente-2-13-start;service-lula_2023_presente-2-16-start;service-lula_2023_presente-2-18-start;service-lula_2023_presente-2-2-start;service-lula_2023_presente-2-20-start;service-lula_2023_presente-2-22-start;service-lula_2023_presente-2-23-start;service-lula_2023_presente-2-24-start;service-lula_2023_presente-2-25-start;service-lula_2023_presente-2-29-start;service-lula_2023_presente-2-3-start;service-lula_2023_presente-2-30-start;service-lula_2023_presente-2-31-start;service-lula_2023_presente-2-33-start;service-lula_2023_presente-2-34-start;service-lula_2023_presente-2-35-start;service-lula_2023_presente-2-37-start;service-lula_2023_presente-2-38-start;service-lula_2023_presente-2-4-start;service-lula_2023_presente-2-40-start;service-lula_2023_presente-2-41-start;service-lula_2023_presente-2-43-start;service-lula_2023_presente-2-44-start;service-lula_2023_presente-2-45-start;service-lula_2023_presente-2-49-start;service-lula_2023_presente-2-5-start;service-lula_2023_presente-2-50-start;service-lula_2023_presente-2-51-start;service-lula_2023_presente-2-52-start;service-lula_2023_presente-2-56-start;service-lula_2023_presente-2-58-start;service-lula_2023_presente-2-62-start;service-lula_2023_presente-2-8-start;service-lula_2023_presente-2-9-start,service-C044-helder-melillo-lopes-cunha-silva;service-jair_bolsonaro-0-64;service-lula_2023_presente-2-10;service-lula_2023_presente-2-11;service-lula_2023_presente-2-12;service-lula_2023_presente-2-16;service-lula_2023_presente-2-20;service-lula_2023_presente-2-24;service-lula_2023_presente-2-25;service-lula_2023_presente-2-29;service-lula_2023_presente-2-3;service-lula_2023_presente-2-31;service-lula_2023_presente-2-34;service-lula_2023_presente-2-35;service-lula_2023_presente-2-37;service-lula_2023_presente-2-38;service-lula_2023_presente-2-4;service-lula_2023_presente-2-43;service-lula_2023_presente-2-44;service-lula_2023_presente-2-51;service-lula_2023_presente-2-56;service-lula_2023_presente-2-58;service-lula_2023_presente-2-62,AFF-010;AFF-011;AFF-017;AFF-018;AFF-019;AFF-033;AFF-038;AFF-044;ATLAS-626;ATLAS-635;ATLAS-637;ATLAS-650;BOL-E07;BOL-E08;BOL-E09;BOL-E10;BOL-E11;BOL-E17;BOL-E18;BOL-E21;BOL-E22;C010;C014;C022;C028;C036;C039;C044;C048;C061;C064;C071;C072;LEG-026719312f03;LEG-0561fae55600;LEG-0619874c39e2;LEG-0806dae15b5e;LEG-08b47ecd20aa;LEG-08ce7329060f;LEG-0a3ec5a276d9;LEG-0a433c253eb3;LEG-1d889ee6861c;LEG-24bdcc54c414;LEG-2f545a0a2af9;LEG-2ffad066f860;LEG-300fa8e71e1b;LEG-342db9e7f38f;LEG-36e8fd8df999;LEG-3a3c01153d10;LEG-3b78d99c4156;LEG-3d0e51476ed5;LEG-3f060ebf15da;LEG-49030b7594f1;LEG-5b2c802041f5;LEG-5e67e9e2f44e;LEG-6121a2ab7c3d;LEG-6861963d73aa;LEG-6a7f76111362;LEG-6e56717fdb65;LEG-70db330a83a1;LEG-78e62eb293bf;LEG-7a6d44294d17;LEG-83c787ba4f24;LEG-84371a57fbec;LEG-880bd4a97d76;LEG-88618295577b;LEG-89a6204c7ce1;LEG-8c2a099615fd;LEG-8c8c4650eaeb;LEG-8ccea40b6f1d;LEG-90750f1c9b17;LEG-9dd6c6a98b8f;LEG-a4d9f014f208;LEG-a79dfb4e75e8;LEG-acfd621740b2;LEG-ae1c28478e53;LEG-b2f5b4a75ce6;LEG-b5c3c93f0a0d;LEG-ba6b7e4f1910;LEG-c4002690b590;LEG-caa1bb9ce390;LEG-ce9aa704d046;LEG-d183433abf9b;LEG-d1a5739ab53a;LEG-da6ce3b869d1;LEG-de8718bf31f7;LEG-e020f6e27e56;LEG-e0e4ca4ca8d3;LEG-e62d7a3cb75d;LEG-eba4482fcf14;LEG-ebab6522a877;LEG-edf408f36c08;LEG-eedd92e5054e;LEG-f48fe3f88953;LEG-f9f4e4420917;OFF-025;OFF-033;OFF-034;OFF-051;V5W5E001;V5W5E002;V5W5E003;V5W5E004;V5W6E01;V5W6E02,ATLAS-694;ATLAS-706;BOL-A02;C010;C014;C022;C028;C036;C039;C044;C048;C061;C064;C071;C072;OFF-037;OFF-038;OFF-039;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R19;R20;R25;R26;R28;R29;V5W5D001;V5W5D002;V5W5D003;V5W5D004;V5W6D01,V5A011;V5A012
transition-2023-09-13,2023-09-13,lula_3-2023-01-01,lula_3-2023-09-13,membership_change,primary_sets_comparable,PP;REPUBLICANOS,,MDB;PCdoB;PDT;PSB;PSD;PSOL;PT;REDE;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,affiliation-32357545734c-end;affiliation-462c7a44cd52-start;affiliation-8934ca8cc30e-start;affiliation-e8ad9dbd1791-start;affiliation-f502a06a7d7c-end;service-lula_2023_presente-2-17-start;service-lula_2023_presente-2-18-end;service-lula_2023_presente-2-19-start;service-lula_2023_presente-2-35-end;service-lula_2023_presente-2-36-start,service-lula_2023_presente-2-19;service-lula_2023_presente-2-36,LEG-1c9c47573abc;LEG-2c6bb68fa80b;LEG-6121a2ab7c3d;LEG-71a45c6619da;LEG-d183433abf9b,ATLAS-694;ATLAS-706;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R29,
transition-2023-12-04,2023-12-04,lula_3-2023-09-13,lula_3-2023-12-04,membership_change,primary_sets_comparable,PSDB,,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIAO,service-C073-vacancy-0-end;service-C073-vacancy-1-start,service-C073-vacancy-1,C073;V5W7E004,C073;V5W7D001,
transition-2023-12-06,2023-12-06,lula_3-2023-12-04,lula_3-2023-12-06,membership_change,primary_sets_comparable,,PSDB,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,service-C073-sabino-1-start;service-C073-vacancy-1-end,service-C073-vacancy-1,AFF-034;C073;LEG-68b75f23e045;V5W7E004,C073;OFF-041;R27;V5W7D001,
transition-2024-12-03,2024-12-03,lula_3-2023-12-06,lula_3-2024-12-03,membership_change,primary_sets_comparable,PSDB,,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIAO,service-C073-sabino-1-end;service-C073-vacancy-2-start,service-C073-vacancy-2,AFF-034;C073;LEG-68b75f23e045;V5W7E004,C073;OFF-041;R27;V5W7D001,
transition-2024-12-06,2024-12-06,lula_3-2024-12-03,lula_3-2024-12-06,membership_change,primary_sets_comparable,,PSDB,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,service-C073-sabino-2-start;service-C073-vacancy-2-end,service-C073-vacancy-2,AFF-034;C073;LEG-68b75f23e045,C073;OFF-041;R27,
transition-2025-10-08,2025-10-08,lula_3-2024-12-06,lula_3-2025-10-08,membership_change,primary_sets_comparable,PSDB,UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,service-C073-sabino-3-end;service-C073-vacancy-4-start,service-C073-sabino-3;service-C073-vacancy-4,AFF-034;C073;LEG-68b75f23e045,C073;OFF-041;R27,
transition-2025-10-09,2025-10-09,lula_3-2025-10-08,lula_3-2025-10-09,membership_change,primary_sets_comparable,UNIAO,PSDB,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,service-C073-sabino-4-start;service-C073-vacancy-4-end,service-C073-sabino-4;service-C073-vacancy-4,AFF-034;C073;LEG-68b75f23e045,C073;OFF-041;R27,
transition-2025-11-13,2025-11-13,lula_3-2025-10-09,lula_3-2025-11-13,membership_change,primary_sets_comparable,PSDB,UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,service-C073-sabino-4-end;service-C073-vacancy-5-start,service-C073-sabino-4;service-C073-vacancy-5,AFF-034;C073;LEG-68b75f23e045;V5W7E001;V5W7E002;V5W7E003,C073;OFF-041;R27;V5W7D002,
