administration_id,start_inclusive,end_exclusive,comparison_status,comparison_basis,change_dimensions,explanation_decision_ids,evidence_ids,prior_party_ids,prior_source_labels_raw,prior_labels_under_dated_convention,primary_party_ids,primary_labels,label_normalization,added_party_ids,removed_party_ids,prior_source_period_ids,new_period_ids
temer,2018-03-21,2018-04-02,membership_corrected,previous_continuous_reconstruction,date;historical_party_recognition;label_normalization;office_scope;personal_affiliation,C001;C006;C007;C012;C041;R05;R06;R07;R10;R11, CODE-04; LEG record for Quintella; OFF-050; office_audit/occupancy_discrepancies.csv;AFF-004;AFF-008;AFF-009;C001;C006;C007;C012;C041;LEG-2f8bf5705498;OFF-049,CIDADANIA;DEM;MDB;PP;PSB;PSD;PSDB;PV,DEM;MDB;PP;PPS;PSB;PSD;PSDB;PV,DEM;PMDB;PP;PPS;PSB;PSD;PSDB;PV,DEM;MDB;PL;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PR;PRB;PSD;PSDB;PTB;PV,true,PL;PTB;REPUBLICANOS,CIDADANIA;PSB,2017.1,temer-2018-03-21
temer,2018-04-02,2018-04-06,membership_corrected,previous_continuous_reconstruction,date;historical_party_recognition;label_normalization;office_scope;personal_affiliation,C006;C007;C012;C041;R06;R07;R10;R11, OFF-050; office_audit/occupancy_discrepancies.csv;AFF-004;AFF-009;C006;C007;C012;C041;LEG-2f8bf5705498;OFF-049,CIDADANIA;DEM;MDB;PP;PSB;PSD;PSDB;PV,DEM;MDB;PP;PPS;PSB;PSD;PSDB;PV,DEM;PMDB;PP;PPS;PSB;PSD;PSDB;PV,DEM;MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,DEM;PMDB;PP;PRB;PSD;PSDB;PTB;PV,true,PTB;REPUBLICANOS,CIDADANIA;PSB,2017.1,temer-2018-04-02
temer,2018-04-06,2018-04-07,membership_corrected,previous_continuous_reconstruction,date;historical_membership_correction;historical_party_recognition;label_normalization;office_scope;personal_affiliation,C006;C007;C012;C041;R06;R07;R10;R11, OFF-050; office_audit/occupancy_discrepancies.csv;AFF-004;AFF-009;C006;C007;C012;C041;LEG-2f8bf5705498;OFF-049,CIDADANIA;DEM;MDB;PP;PSB;PSD;PSDB;PV,DEM;MDB;PP;PPS;PSB;PSD;PSDB;PV,DEM;PMDB;PP;PPS;PSB;PSD;PSDB;PV,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,PMDB;PP;PRB;PSD;PSDB;PTB;PV,true,PTB;REPUBLICANOS,CIDADANIA;DEM;PSB,2017.1,temer-2018-04-06
temer,2018-04-07,2018-05-15,membership_corrected,previous_continuous_reconstruction,date;historical_party_recognition;label_normalization;office_scope;personal_affiliation,C012;R06;R07;R08;R11, OFF-017; OFF-050; office_audit/occupancy_discrepancies.csv;AFF-004;AFF-009;C012;OFF-015;OFF-049,CIDADANIA;MDB;PP;PSD;PSDB,MDB;PP;PPS;PSD;PSDB,PMDB;PP;PPS;PSD;PSDB,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,PMDB;PP;PRB;PSD;PSDB;PTB;PV,true,PTB;PV;REPUBLICANOS,CIDADANIA,2018.1,temer-2018-04-06
temer,2018-05-15,2018-05-28,membership_corrected,previous_continuous_reconstruction,date;historical_party_recognition;office_scope;personal_affiliation,C012;R06;R07;R08;R11, OFF-017; OFF-050; office_audit/occupancy_discrepancies.csv;AFF-004;AFF-009;C012;OFF-015;OFF-049,CIDADANIA;MDB;PP;PSD;PSDB,MDB;PP;PPS;PSD;PSDB,MDB;PP;PPS;PSD;PSDB,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,MDB;PP;PRB;PSD;PSDB;PTB;PV,false,PTB;PV;REPUBLICANOS,CIDADANIA,2018.1,temer-2018-05-15
temer,2018-05-28,2018-07-05,membership_corrected,previous_continuous_reconstruction,date;historical_party_recognition;label_normalization;office_scope;personal_affiliation,C012;R06;R07;R08;R11;R12, OFF-017; OFF-050; office_audit/occupancy_discrepancies.csv;AFF-004;AFF-009;C012;LEG-f0e3878b0b42;OFF-015;OFF-049,CIDADANIA;MDB;PODEMOS;PP;PSD;PSDB,MDB;PODE;PP;PPS;PSD;PSDB,MDB;PODEMOS;PP;PPS;PSD;PSDB,MDB;PP;PSD;PSDB;PTB;PV;REPUBLICANOS,MDB;PP;PRB;PSD;PSDB;PTB;PV,true,PTB;PV;REPUBLICANOS,CIDADANIA;PODEMOS,2018.2,temer-2018-05-15
temer,2018-07-05,2018-12-31,membership_corrected,previous_continuous_reconstruction,date;historical_party_recognition;label_normalization;office_scope;personal_affiliation,R07;R08;R11;R12, OFF-017; OFF-050;AFF-004;LEG-f0e3878b0b42;OFF-015;OFF-049,CIDADANIA;MDB;PODEMOS;PP;PSD;PSDB,MDB;PODE;PP;PPS;PSD;PSDB,MDB;PODEMOS;PP;PPS;PSD;PSDB,MDB;PP;PSD;PSDB;PV;REPUBLICANOS,MDB;PP;PRB;PSD;PSDB;PV,true,PV;REPUBLICANOS,CIDADANIA;PODEMOS,2018.2,temer-2018-07-05
temer,2018-12-31,2019-01-01,unassessable_current_dependency,previous_continuous_reconstruction,label_normalization,,,CIDADANIA;MDB;PODEMOS;PP;PSD;PSDB,MDB;PODE;PP;PPS;PSD;PSDB,MDB;PODEMOS;PP;PPS;PSD;PSDB,MDB;PP;PSD;PSDB;PV;REPUBLICANOS,MDB;PP;PRB;PSD;PSDB;PV,true,,,2018.2,temer-2018-07-05
bolsonaro,2019-01-01,2019-05-07,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C010;C065;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-026;AFF-032;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;C010;C065;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;MDB;NOVO;PATRIOTA;PL;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PR;PRB;PSL,DEM;MDB;NOVO;PP;PSL,DEM;MDB;NOVO;PP;PSL,true,PP,PATRIOTA;PL;REPUBLICANOS,2019.1,bolsonaro-2019-01-01
bolsonaro,2019-05-07,2019-08-15,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C010;C065;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-026;AFF-032;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;C010;C065;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;MDB;NOVO;PATRIOTA;PL;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PRB;PSL,DEM;MDB;NOVO;PP;PSL,DEM;MDB;NOVO;PP;PSL,true,PP,PATRIOTA;PL;REPUBLICANOS,2019.1,bolsonaro-2019-01-01
bolsonaro,2019-08-15,2020-02-11,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-026;AFF-032;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;C010;C065;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;MDB;NOVO;PATRIOTA;PL;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PSL;REPUBLICANOS,DEM;MDB;NOVO;PP;PSL,DEM;MDB;NOVO;PP;PSL,false,PP,PATRIOTA;PL;REPUBLICANOS,2019.1,bolsonaro-2019-01-01
bolsonaro,2020-02-11,2020-02-14,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-026;AFF-032;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;C010;C065;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;MDB;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;MDB;NOVO;PP;PSDB;PSL,DEM;MDB;NOVO;PP;PSDB;PSL,false,PP,PATRIOTA;PL;REPUBLICANOS,2020.1,bolsonaro-2020-02-11
bolsonaro,2020-02-14,2020-02-15,unassessable_current_dependency,previous_continuous_reconstruction,,,,DEM;MDB;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;MDB;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;MDB;NOVO;PP;PSDB;PSL,DEM;MDB;NOVO;PP;PSDB;PSL,false,,,2020.1,bolsonaro-2020-02-11
bolsonaro,2020-02-15,2020-02-18,unassessable_current_dependency,previous_continuous_reconstruction,,,,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;MDB;NOVO;PP;PSDB;PSL,DEM;MDB;NOVO;PP;PSDB;PSL,false,,,2020.2,bolsonaro-2020-02-11
bolsonaro,2020-02-18,2020-04-16,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-026;AFF-032;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;C010;C065;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PP;PSDB;PSL,DEM;NOVO;PP;PSDB;PSL,false,PP,PATRIOTA;PL;REPUBLICANOS,2020.2,bolsonaro-2020-02-18
bolsonaro,2020-04-16,2020-04-17,membership_corrected,previous_continuous_reconstruction,date;office_scope;organizational_event;personal_affiliation,C010;C062;C065;C066;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-026;AFF-032;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;C010;C062;C065;C066;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;MDB;NOVO;PP;PSDB;PSL,DEM;MDB;NOVO;PP;PSDB;PSL,false,MDB;PP,PATRIOTA;PL;REPUBLICANOS,2020.2,bolsonaro-2020-04-16
bolsonaro,2020-04-17,2020-04-24,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-026;AFF-032;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;C010;C065;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PP;PSDB;PSL,DEM;NOVO;PP;PSDB;PSL,false,PP,PATRIOTA;PL;REPUBLICANOS,2020.2,bolsonaro-2020-04-17
bolsonaro,2020-04-24,2020-04-29,unassessable_current_dependency,previous_continuous_reconstruction,,,,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PP;PSDB;PSL,DEM;NOVO;PP;PSDB;PSL,false,,,2020.2,bolsonaro-2020-04-17
bolsonaro,2020-04-29,2020-05-07,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-026;AFF-032;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;C010;C065;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PP;PSDB;PSL,DEM;NOVO;PP;PSDB;PSL,false,PP,PATRIOTA;PL;REPUBLICANOS,2020.2,bolsonaro-2020-04-17
bolsonaro,2020-05-07,2020-06-17,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;C071;R15;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-020;AFF-021;AFF-023;AFF-026;AFF-032;AFF-054;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;BOL-E23;C010;C065;C071;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSDB;PSL;REPUBLICANOS,DEM;PP;PSDB;PSL,DEM;PP;PSDB;PSL,false,PP,NOVO;PATRIOTA;PL;REPUBLICANOS,2020.2,bolsonaro-2020-05-07
bolsonaro,2020-06-17,2020-06-18,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;C071;R15;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-020;AFF-021;AFF-023;AFF-026;AFF-032;AFF-054;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E18;BOL-E19;BOL-E20;BOL-E22;BOL-E23;C010;C065;C071;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;PP;PSD;PSDB;PSL,DEM;PP;PSD;PSDB;PSL,false,PP,NOVO;PATRIOTA;PL;REPUBLICANOS,2020.3,bolsonaro-2020-06-17
bolsonaro,2020-06-18,2020-09-19,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;C071;R15;R16;R17;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-013;AFF-014;AFF-015;AFF-016;AFF-020;AFF-021;AFF-023;AFF-024;AFF-025;AFF-026;AFF-032;AFF-054;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E18;BOL-E19;BOL-E20;BOL-E22;BOL-E23;C010;C065;C071;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;PP;PSD;PSL,DEM;PP;PSD;PSL,false,PP,NOVO;PATRIOTA;PL;PSDB;REPUBLICANOS,2020.3,bolsonaro-2020-06-18
bolsonaro,2020-09-19,2020-12-09,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C065;C071;R15;R16;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-015;AFF-016;AFF-020;AFF-021;AFF-023;AFF-024;AFF-025;AFF-026;AFF-032;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E19;BOL-E20;BOL-E22;BOL-E23;C065;C071;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSD;PSDB;PSL;REPUBLICANOS,DEM;PSD;PSL,DEM;PSD;PSL,false,,NOVO;PATRIOTA;PL;PSDB;REPUBLICANOS,2020.3,bolsonaro-2020-09-19
bolsonaro,2020-12-09,2020-12-10,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C065;C071;R15;R16;R18;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-015;AFF-016;AFF-020;AFF-021;AFF-023;AFF-024;AFF-025;AFF-026;AFF-032;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E19;BOL-E20;BOL-E22;BOL-E23;C065;C071;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PSC;PSD;PSL,DEM;PSC;PSD;PSL,false,,NOVO;PATRIOTA;PL;PSDB;REPUBLICANOS,2020.4,bolsonaro-2020-12-09
bolsonaro,2020-12-10,2021-02-12,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C065;C071;R14;R15;R16;R18;R19;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-015;AFF-016;AFF-017;AFF-018;AFF-019;AFF-020;AFF-021;AFF-023;AFF-024;AFF-025;AFF-026;AFF-032;AFF-044;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E19;BOL-E20;BOL-E22;BOL-E23;C065;C071;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028;OFF-051,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;REPUBLICANOS,DEM;PSC;PSD;PSL,DEM;PSC;PSD;PSL,false,PSL,NOVO;PATRIOTA;PL;PSDB;REPUBLICANOS,2020.5,bolsonaro-2020-12-09
bolsonaro,2021-02-12,2021-03-29,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C065;C071;R14;R15;R16;R19;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-017;AFF-018;AFF-019;AFF-020;AFF-021;AFF-023;AFF-024;AFF-025;AFF-026;AFF-032;AFF-044;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E20;BOL-E22;BOL-E23;C065;C071;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028;OFF-051,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;REPUBLICANOS,DEM;PSC;PSD;PSL;REPUBLICANOS,DEM;PSC;PSD;PSL;REPUBLICANOS,false,PSL,NOVO;PATRIOTA;PL;PSDB,2020.5,bolsonaro-2021-02-12
bolsonaro,2021-03-29,2021-03-30,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C065;C071;R15;R16;R20;R21;R22;R23;R24,AFF-010;AFF-011;AFF-012;AFF-020;AFF-021;AFF-023;AFF-024;AFF-025;AFF-026;AFF-032;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E20;BOL-E22;BOL-E23;C065;C071;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PSC;PSD;PSL;REPUBLICANOS,DEM;PSC;PSD;PSL;REPUBLICANOS,false,,NOVO;PATRIOTA;PL;PSDB,2021.1,bolsonaro-2021-02-12
bolsonaro,2021-03-30,2021-03-31,unassessable_current_dependency,previous_continuous_reconstruction,,,,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PSC;PSD;PSL;REPUBLICANOS,DEM;PSC;PSD;PSL;REPUBLICANOS,false,,,2021.1,bolsonaro-2021-02-12
bolsonaro,2021-03-31,2021-04-01,unassessable_current_dependency,previous_continuous_reconstruction,,,,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PL;PSC;PSD;PSL;REPUBLICANOS,DEM;PL;PSC;PSD;PSL;REPUBLICANOS,false,,,2021.1,bolsonaro-2021-03-31
bolsonaro,2021-04-01,2021-06-24,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C065;C071;R15;R16;R20,AFF-010;AFF-011;AFF-020;AFF-021;AFF-023;AFF-024;AFF-025;AFF-054;BOL-E03;BOL-E04;BOL-E05;BOL-E06;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E23;C065;C071;LEG-ba6b7e4f1910,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;NOVO;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PL;PSC;PSD;PSL;REPUBLICANOS,DEM;PL;PSC;PSD;PSL;REPUBLICANOS,false,,NOVO;PATRIOTA;PSDB,2021.1,bolsonaro-2021-03-31
bolsonaro,2021-06-24,2021-07-28,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C065;R16;R20,AFF-010;AFF-011;AFF-024;AFF-025;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;C065;LEG-ba6b7e4f1910,DEM;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PL;PSC;PSD;PSL;REPUBLICANOS,DEM;PL;PSC;PSD;PSL;REPUBLICANOS,false,,PATRIOTA;PSDB,2021.2,bolsonaro-2021-03-31
bolsonaro,2021-07-28,2021-08-04,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C010;C065;R16;R17;R20,AFF-010;AFF-011;AFF-013;AFF-014;AFF-015;AFF-024;AFF-025;AFF-055;AFF-056;BOL-E01;BOL-E02;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E18;C010;C065;LEG-ba6b7e4f1910,DEM;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PATRIOTA;PL;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PL;PP;PSC;PSD;PSL;REPUBLICANOS,DEM;PL;PP;PSC;PSD;PSL;REPUBLICANOS,false,PP,PATRIOTA;PSDB,2021.2,bolsonaro-2021-07-28
bolsonaro,2021-08-04,2022-02-08,membership_corrected,previous_continuous_reconstruction,date;organizational_event;personal_affiliation,C065;R16;R20,AFF-010;AFF-011;AFF-024;AFF-025;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;C065;LEG-ba6b7e4f1910,DEM;PATRIOTA;PL;PP;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PATRIOTA;PL;PP;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PATRIOTA;PL;PP;PSC;PSD;PSDB;PSL;REPUBLICANOS,DEM;PL;PP;PSC;PSD;PSL;REPUBLICANOS,DEM;PL;PP;PSC;PSD;PSL;REPUBLICANOS,false,,PATRIOTA;PSDB,2021.3,bolsonaro-2021-07-28
bolsonaro,2022-02-08,2022-03-24,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C065;R16;R20,AFF-010;AFF-011;AFF-024;AFF-025;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;C065;LEG-ba6b7e4f1910,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIAO,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIÃO,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIAO,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,PL;PP;PSC;PSD;REPUBLICANOS;UNIAO,true,,PATRIOTA;PSDB,2022.1,bolsonaro-2022-02-08
