event_id,date,event_type,record_id,person_id,person_name,office_id,party_id,state,date_status,evidence_ids,decision_ids
affiliation-046ac4ccc1d3-start,2015-01-01,affiliations_start,affiliation-046ac4ccc1d3,person-5fd0956c528c,Cid Gomes,,PROS,PARTY,adjudicated_continuity,LEG-8702e7355c32,PERSON-CONTINUITY-REVIEW;R01
affiliation-0ce85cff52a7-start,2015-01-01,affiliations_start,affiliation-0ce85cff52a7,person-22683c1aec2c,Alexandre Tombini,,,UNAFFILIATED,adjudicated_continuity,LEG-3a3bd99ec9c2,PERSON-CONTINUITY-REVIEW
affiliation-17b5cdf8e9ca-start,2015-01-01,affiliations_start,affiliation-17b5cdf8e9ca,person-5139ef661a7d,Kátia Abreu,,MDB,PARTY,adjudicated_continuity,LEG-bbe559c76692,PERSON-CONTINUITY-REVIEW
affiliation-1e430540f85f-start,2015-01-01,affiliations_start,affiliation-1e430540f85f,person-36c135f51965,George Hilton,,REPUBLICANOS,PARTY,supported_date,AFF-001,PERSON-CONTINUITY-REVIEW;R02
affiliation-270df0f8e42e-start,2015-01-01,affiliations_start,affiliation-270df0f8e42e,person-ab2d74d8fcaf,Eleonora Menicucci,,PT,PARTY,adjudicated_continuity,C024;LEG-92ed8875155b,C024;PERSON-CONTINUITY-REVIEW
affiliation-29b39d7f6cbc-start,2015-01-01,affiliations_start,affiliation-29b39d7f6cbc,person-ca40dc0291e1,José Eduardo Cardozo,,PT,PARTY,adjudicated_continuity,LEG-8f31809fa406,PERSON-CONTINUITY-REVIEW
affiliation-30498ddd5bfa-start,2015-01-01,affiliations_start,affiliation-30498ddd5bfa,person-16ea0c2b585a,Vinicius Lages,,MDB,PARTY,adjudicated_continuity,LEG-858a83513dbd,PERSON-CONTINUITY-REVIEW
affiliation-35e1570fff93-start,2015-01-01,affiliations_start,affiliation-35e1570fff93,person-ae882a0b01e7,Guilherme Afif Domingos,,PSD,PARTY,adjudicated_continuity,C024;LEG-ea956fb419a3,C024;PERSON-CONTINUITY-REVIEW
affiliation-39707084a306-start,2015-01-01,affiliations_start,affiliation-39707084a306,person-0c933c9fd291,Gilberto Kassab,,PSD,PARTY,adjudicated_continuity,LEG-79221ce8a4c6,PERSON-CONTINUITY-REVIEW;R04
affiliation-3ac2b844c253-start,2015-01-01,affiliations_start,affiliation-3ac2b844c253,person-a0d1dbbd1239,Marcelo Neri,,,UNAFFILIATED,adjudicated_continuity,LEG-165ae748c303,PERSON-CONTINUITY-REVIEW
affiliation-3fe827923a90-start,2015-01-01,affiliations_start,affiliation-3fe827923a90,person-03e5816de50d,Carlos Eduardo Gabas,,PT,PARTY,adjudicated_continuity,LEG-b3f068a0416e,PERSON-CONTINUITY-REVIEW
affiliation-518560e30e49-start,2015-01-01,affiliations_start,affiliation-518560e30e49,person-2f002dc5bdc9,Eliseu Padilha,,MDB,PARTY,adjudicated_continuity,LEG-d2f12b350683,PERSON-CONTINUITY-REVIEW
affiliation-70dd8e5afcf8-start,2015-01-01,affiliations_start,affiliation-70dd8e5afcf8,person-493daa3b8149,Valdir Moysés Simão,,,UNAFFILIATED,adjudicated_continuity,LEG-8a829ddf0700,PERSON-CONTINUITY-REVIEW
affiliation-71a21ce067a9-start,2015-01-01,affiliations_start,affiliation-71a21ce067a9,person-86b811c075f6,Eduardo Braga,,MDB,PARTY,adjudicated_continuity,LEG-328a5753236c,PERSON-CONTINUITY-REVIEW
affiliation-72fe9140fcd2-start,2015-01-01,affiliations_start,affiliation-72fe9140fcd2,person-b178a128a47e,Arthur Chioro,,PT,PARTY,adjudicated_continuity,C024;LEG-03d0c552eee1,C024;PERSON-CONTINUITY-REVIEW
affiliation-7af3673c6018-start,2015-01-01,affiliations_start,affiliation-7af3673c6018,person-15675a9ecd53,Ricardo Berzoini,,PT,PARTY,adjudicated_continuity,C024;C032;LEG-a0ba08a78c10;LEG-fc4f25515b67,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-7b274d41a3ea-start,2015-01-01,affiliations_start,affiliation-7b274d41a3ea,person-bab2d25de60e,Edson Coelho Araújo,,MDB,PARTY,adjudicated_continuity,C024;LEG-7313721f7d0a,C024;PERSON-CONTINUITY-REVIEW
affiliation-7d9b15c431f8-start,2015-01-01,affiliations_start,affiliation-7d9b15c431f8,person-a9747949f291,Mauro Vieira,,,UNAFFILIATED,adjudicated_continuity,LEG-2f545a0a2af9,PERSON-CONTINUITY-REVIEW
affiliation-7dc2db2ea744-start,2015-01-01,affiliations_start,affiliation-7dc2db2ea744,person-e97a73d54d22,Juca Ferreira,,PT,PARTY,adjudicated_continuity,LEG-e0ac31b0f981,PERSON-CONTINUITY-REVIEW
affiliation-813232b2bc21-start,2015-01-01,affiliations_start,affiliation-813232b2bc21,person-3b1d01f95a61,Miguel Rossetto,,PT,PARTY,adjudicated_continuity,C024;C032;LEG-06075cf8fce5;LEG-8670a70acb8c,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-868ac39afc7e-start,2015-01-01,affiliations_start,affiliation-868ac39afc7e,person-aa911998b3f6,Nilma Lino Gomes,,,UNAFFILIATED,adjudicated_continuity,C024;C032;LEG-761e73bcf196;LEG-bcc69be0973d,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-8853da98c38a-start,2015-01-01,affiliations_start,affiliation-8853da98c38a,person-9e9d2c2a173e,Jaques Wagner,,PT,PARTY,adjudicated_continuity,C024;C032;LEG-8fea2cf59c34;LEG-d44eb314acd9,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-893e7cb6ee58-start,2015-01-01,affiliations_start,affiliation-893e7cb6ee58,person-90757367fdcf,Patrus Ananias,,PT,PARTY,adjudicated_continuity,LEG-9fb226a0f1d8,PERSON-CONTINUITY-REVIEW
affiliation-8a2657d18d9b-start,2015-01-01,affiliations_start,affiliation-8a2657d18d9b,person-d18354f64c86,Joaquim Levy,,,UNAFFILIATED,adjudicated_continuity,LEG-2df1ae3ab2c1,PERSON-CONTINUITY-REVIEW
affiliation-C075-ana-psdb-start,2015-01-01,affiliations_start,affiliation-C075-ana-psdb,person-ana-carla-machado-lopes,Ana Carla Machado Lopes,,PSDB,PARTY,historical_entry_and_adjudicated_continuity,C073;C075;V5W7E005,C073;C075;V5W7D003
affiliation-a2d9361f450f-start,2015-01-01,affiliations_start,affiliation-a2d9361f450f,person-8dc226f411d7,Ideli Salvatti,,PT,PARTY,adjudicated_continuity,LEG-d13b06a2d6ea,PERSON-CONTINUITY-REVIEW
affiliation-a4eb3d8313a7-start,2015-01-01,affiliations_start,affiliation-a4eb3d8313a7,person-6e762df38945,Armando Monteiro,,PTB,PARTY,adjudicated_continuity,LEG-ba4b75fca9f5,PERSON-CONTINUITY-REVIEW
affiliation-af9da88352fc-start,2015-01-01,affiliations_start,affiliation-af9da88352fc,person-c804f816babb,Izabella Teixeira,,,UNAFFILIATED,adjudicated_continuity,LEG-85c2f5b66096,PERSON-CONTINUITY-REVIEW
affiliation-b6d91490f7a6-start,2015-01-01,affiliations_start,affiliation-b6d91490f7a6,person-aa5f8262ea48,Luís Inácio Adams,,,UNAFFILIATED,adjudicated_continuity,LEG-6acbef0c8e72,PERSON-CONTINUITY-REVIEW
affiliation-c3648fda53b0-start,2015-01-01,affiliations_start,affiliation-c3648fda53b0,person-1524cb7ccc12,José Elito Carvalho Siqueira,,,UNAFFILIATED,adjudicated_continuity,C024;LEG-3274ba9a4075,C024;PERSON-CONTINUITY-REVIEW
affiliation-c6da526a7bf3-start,2015-01-01,affiliations_start,affiliation-c6da526a7bf3,person-38f714851a92,Antonio Carlos Rodrigues,,PL,PARTY,adjudicated_continuity,LEG-650019f21afb,PERSON-CONTINUITY-REVIEW
affiliation-cb70210091eb-start,2015-01-01,affiliations_start,affiliation-cb70210091eb,person-a4e239dfc327,Pepe Vargas,,PT,PARTY,adjudicated_continuity,LEG-7fd64bd02e06,PERSON-CONTINUITY-REVIEW
affiliation-d0f4c906643d-start,2015-01-01,affiliations_start,affiliation-d0f4c906643d,person-052252ad8b69,Aloizio Mercadante,,PT,PARTY,adjudicated_continuity,C024;C032;LEG-85841e849f8e;LEG-d255b4dea116,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-d5b00c2a9cef-start,2015-01-01,affiliations_start,affiliation-d5b00c2a9cef,person-69c3d0fe4619,Helder Barbalho,,MDB,PARTY,adjudicated_continuity,C024;C032;LEG-1591c82663db;LEG-ed798dddc06b,C024;C032;PERSON-CONTINUITY-REVIEW
affiliation-e0a60b031086-start,2015-01-01,affiliations_start,affiliation-e0a60b031086,person-d1c3d895582d,Aldo Rebelo,,PCdoB,PARTY,adjudicated_continuity,C024;LEG-9551d742d972,C024;PERSON-CONTINUITY-REVIEW
affiliation-e21f6f6e3198-start,2015-01-01,affiliations_start,affiliation-e21f6f6e3198,person-3978546739e7,Manoel Dias,,PDT,PARTY,adjudicated_continuity,C024;LEG-8912d93c02b7,C024;PERSON-CONTINUITY-REVIEW
affiliation-e4422f7ef01f-start,2015-01-01,affiliations_start,affiliation-e4422f7ef01f,person-06d7d8eceb28,Tereza Campello,,PT,PARTY,adjudicated_continuity,LEG-af4dca441a45,PERSON-CONTINUITY-REVIEW
affiliation-eb8404d6b3ec-start,2015-01-01,affiliations_start,affiliation-eb8404d6b3ec,person-57a1c7594de5,Gilberto Occhi,,PP,PARTY,adjudicated_continuity,LEG-3df9b9d5037a,PERSON-CONTINUITY-REVIEW;R03
affiliation-f6f095f8698d-start,2015-01-01,affiliations_start,affiliation-f6f095f8698d,person-df9f2930b81a,Nelson Barbosa,,,UNAFFILIATED,adjudicated_continuity,LEG-50db413117de,PERSON-CONTINUITY-REVIEW
affiliation-fea11883b765-start,2015-01-01,affiliations_start,affiliation-fea11883b765,person-47c2eec4ae3b,Thomas Traumann,,,UNAFFILIATED,adjudicated_continuity,LEG-645dc7ca47f1,PERSON-CONTINUITY-REVIEW
service-dilma_rousseff-1-1-start,2015-01-01,services_start,service-dilma_rousseff-1-1,person-aa5f8262ea48,Luís Inácio Adams,dilma_2-agu,,,adjudicated_source_boundary,LEG-6acbef0c8e72,POPULATION-REVIEW
service-dilma_rousseff-1-11-start,2015-01-01,services_start,service-dilma_rousseff-1-11,person-22683c1aec2c,Alexandre Tombini,dilma_2-banco-central,,,adjudicated_source_boundary,LEG-3a3bd99ec9c2,POPULATION-REVIEW
service-dilma_rousseff-1-12-start,2015-01-01,services_start,service-dilma_rousseff-1-12,person-052252ad8b69,Aloizio Mercadante,dilma_2-casa-civil,,,adjudicated_source_boundary,C024;LEG-d255b4dea116,C024;POPULATION-REVIEW
service-dilma_rousseff-1-16-start,2015-01-01,services_start,service-dilma_rousseff-1-16,person-d1c3d895582d,Aldo Rebelo,dilma_2-ciencia-tecnologia,,,adjudicated_source_boundary,C024;LEG-9551d742d972,C024;POPULATION-REVIEW
service-dilma_rousseff-1-19-start,2015-01-01,services_start,service-dilma_rousseff-1-19,person-0c933c9fd291,Gilberto Kassab,dilma_2-cidades,,,adjudicated_effective_publication,LEG-79221ce8a4c6,R04
service-dilma_rousseff-1-21-start,2015-01-01,services_start,service-dilma_rousseff-1-21,person-47c2eec4ae3b,Thomas Traumann,dilma_2-comunicacao-social,,,adjudicated_source_boundary,LEG-645dc7ca47f1,POPULATION-REVIEW
service-dilma_rousseff-1-23-start,2015-01-01,services_start,service-dilma_rousseff-1-23,person-15675a9ecd53,Ricardo Berzoini,dilma_2-comunicacoes,,,adjudicated_source_boundary,C024;LEG-a0ba08a78c10,C024;POPULATION-REVIEW
service-dilma_rousseff-1-25-start,2015-01-01,services_start,service-dilma_rousseff-1-25,person-493daa3b8149,Valdir Moysés Simão,dilma_2-cgu,,,adjudicated_source_boundary,LEG-8a829ddf0700,POPULATION-REVIEW
service-dilma_rousseff-1-28-start,2015-01-01,services_start,service-dilma_rousseff-1-28,person-e97a73d54d22,Juca Ferreira,dilma_2-cultura,,,adjudicated_source_boundary,LEG-e0ac31b0f981,POPULATION-REVIEW
service-dilma_rousseff-1-29-start,2015-01-01,services_start,service-dilma_rousseff-1-29,person-9e9d2c2a173e,Jaques Wagner,dilma_2-defesa,,,adjudicated_source_boundary,C024;LEG-d44eb314acd9,C024;POPULATION-REVIEW
service-dilma_rousseff-1-3-start,2015-01-01,services_start,service-dilma_rousseff-1-3,person-5139ef661a7d,Kátia Abreu,dilma_2-agricultura,,,adjudicated_source_boundary,LEG-bbe559c76692,POPULATION-REVIEW
service-dilma_rousseff-1-31-start,2015-01-01,services_start,service-dilma_rousseff-1-31,person-90757367fdcf,Patrus Ananias,dilma_2-desenvolvimento-agrario,,,adjudicated_source_boundary,LEG-9fb226a0f1d8,POPULATION-REVIEW
service-dilma_rousseff-1-34-start,2015-01-01,services_start,service-dilma_rousseff-1-34,person-6e762df38945,Armando Monteiro,dilma_2-industria-comercio,,,adjudicated_source_boundary,LEG-ba4b75fca9f5,POPULATION-REVIEW
service-dilma_rousseff-1-35-start,2015-01-01,services_start,service-dilma_rousseff-1-35,person-06d7d8eceb28,Tereza Campello,dilma_2-desenvolvimento-social,,,adjudicated_source_boundary,LEG-af4dca441a45,POPULATION-REVIEW
service-dilma_rousseff-1-36-start,2015-01-01,services_start,service-dilma_rousseff-1-36,person-8dc226f411d7,Ideli Salvatti,dilma_2-direitos-humanos,,,adjudicated_source_boundary,LEG-d13b06a2d6ea,POPULATION-REVIEW
service-dilma_rousseff-1-39-start,2015-01-01,services_start,service-dilma_rousseff-1-39,person-5fd0956c528c,Cid Gomes,dilma_2-educacao,,,adjudicated_effective_publication,LEG-8702e7355c32,R01
service-dilma_rousseff-1-4-start,2015-01-01,services_start,service-dilma_rousseff-1-4,person-a0d1dbbd1239,Marcelo Neri,dilma_2-assuntos-estrategicos,,,adjudicated_source_boundary,LEG-165ae748c303,POPULATION-REVIEW
service-dilma_rousseff-1-43-start,2015-01-01,services_start,service-dilma_rousseff-1-43,person-36c135f51965,George Hilton,dilma_2-esporte,,,adjudicated_effective_successor,AFF-001;LEG-16d934587913,R02
service-dilma_rousseff-1-45-start,2015-01-01,services_start,service-dilma_rousseff-1-45,person-d18354f64c86,Joaquim Levy,dilma_2-fazenda,,,adjudicated_source_boundary,LEG-2df1ae3ab2c1,POPULATION-REVIEW
service-dilma_rousseff-1-47-start,2015-01-01,services_start,service-dilma_rousseff-1-47,person-1524cb7ccc12,José Elito Carvalho Siqueira,dilma_2-gsi,,,adjudicated_source_boundary,C024;LEG-3274ba9a4075,C024;POPULATION-REVIEW
service-dilma_rousseff-1-48-start,2015-01-01,services_start,service-dilma_rousseff-1-48,person-aa911998b3f6,Nilma Lino Gomes,dilma_2-politicas-de-promocao-da-igualdade-racial,,,adjudicated_source_boundary,C024;LEG-761e73bcf196,C024;POPULATION-REVIEW
service-dilma_rousseff-1-49-start,2015-01-01,services_start,service-dilma_rousseff-1-49,person-57a1c7594de5,Gilberto Occhi,dilma_2-integracao,,,adjudicated_effective_publication,LEG-3df9b9d5037a,R03
service-dilma_rousseff-1-51-start,2015-01-01,services_start,service-dilma_rousseff-1-51,person-ca40dc0291e1,José Eduardo Cardozo,dilma_2-justica,,,adjudicated_source_boundary,LEG-8f31809fa406,POPULATION-REVIEW
service-dilma_rousseff-1-54-start,2015-01-01,services_start,service-dilma_rousseff-1-54,person-c804f816babb,Izabella Teixeira,dilma_2-meio-ambiente,,,adjudicated_source_boundary,LEG-85c2f5b66096,POPULATION-REVIEW
service-dilma_rousseff-1-55-start,2015-01-01,services_start,service-dilma_rousseff-1-55,person-ae882a0b01e7,Guilherme Afif Domingos,dilma_2-micro-e-pequena-empresa,,,adjudicated_source_boundary,C024;LEG-ea956fb419a3,C024;POPULATION-REVIEW
service-dilma_rousseff-1-56-start,2015-01-01,services_start,service-dilma_rousseff-1-56,person-86b811c075f6,Eduardo Braga,dilma_2-minas-e-energia,,,adjudicated_source_boundary,C009;LEG-328a5753236c,C009;POPULATION-REVIEW
service-dilma_rousseff-1-58-start,2015-01-01,services_start,service-dilma_rousseff-1-58,person-69c3d0fe4619,Helder Barbalho,dilma_2-pesca-e-aquicultura,,,adjudicated_source_boundary,C024;LEG-1591c82663db,C024;POPULATION-REVIEW
service-dilma_rousseff-1-59-start,2015-01-01,services_start,service-dilma_rousseff-1-59,person-df9f2930b81a,Nelson Barbosa,dilma_2-planejamento,,,adjudicated_source_boundary,C030;LEG-50db413117de,C030;POPULATION-REVIEW
service-dilma_rousseff-1-61-start,2015-01-01,services_start,service-dilma_rousseff-1-61,person-ab2d74d8fcaf,Eleonora Menicucci,dilma_2-politicas-para-as-mulheres,,,adjudicated_source_boundary,C024;LEG-92ed8875155b,C024;POPULATION-REVIEW
service-dilma_rousseff-1-62-start,2015-01-01,services_start,service-dilma_rousseff-1-62,person-bab2d25de60e,Edson Coelho Araújo,dilma_2-portos,,,adjudicated_source_boundary,C024;LEG-7313721f7d0a,C024;POPULATION-REVIEW
service-dilma_rousseff-1-65-start,2015-01-01,services_start,service-dilma_rousseff-1-65,person-03e5816de50d,Carlos Eduardo Gabas,dilma_2-previdencia-social,,,adjudicated_source_boundary,C024;LEG-b3f068a0416e,C024;POPULATION-REVIEW
service-dilma_rousseff-1-66-start,2015-01-01,services_start,service-dilma_rousseff-1-66,person-a9747949f291,Mauro Vieira,dilma_2-relacoes-exteriores,,,adjudicated_source_boundary,LEG-2f545a0a2af9,POPULATION-REVIEW
service-dilma_rousseff-1-67-start,2015-01-01,services_start,service-dilma_rousseff-1-67,person-a4e239dfc327,Pepe Vargas,dilma_2-relacoes-institucionais,,,adjudicated_source_boundary,LEG-7fd64bd02e06,POPULATION-REVIEW
service-dilma_rousseff-1-68-start,2015-01-01,services_start,service-dilma_rousseff-1-68,person-b178a128a47e,Arthur Chioro,dilma_2-saude,,,adjudicated_source_boundary,C024;LEG-03d0c552eee1,C024;POPULATION-REVIEW
service-dilma_rousseff-1-7-start,2015-01-01,services_start,service-dilma_rousseff-1-7,person-2f002dc5bdc9,Eliseu Padilha,dilma_2-aviacao-civil,,,adjudicated_source_boundary,C021;LEG-d2f12b350683,C021;POPULATION-REVIEW
service-dilma_rousseff-1-70-start,2015-01-01,services_start,service-dilma_rousseff-1-70,person-3b1d01f95a61,Miguel Rossetto,dilma_2-secretaria-geral,,,adjudicated_source_boundary,C024;LEG-06075cf8fce5,C024;POPULATION-REVIEW
service-dilma_rousseff-1-72-start,2015-01-01,services_start,service-dilma_rousseff-1-72,person-3978546739e7,Manoel Dias,dilma_2-trabalho,,,adjudicated_source_boundary,C024;LEG-8912d93c02b7,C024;POPULATION-REVIEW
service-dilma_rousseff-1-74-start,2015-01-01,services_start,service-dilma_rousseff-1-74,person-38f714851a92,Antonio Carlos Rodrigues,dilma_2-transportes,,,adjudicated_source_boundary,LEG-650019f21afb,POPULATION-REVIEW
service-dilma_rousseff-1-75-start,2015-01-01,services_start,service-dilma_rousseff-1-75,person-16ea0c2b585a,Vinicius Lages,dilma_2-turismo,,,adjudicated_source_boundary,LEG-858a83513dbd,POPULATION-REVIEW
affiliation-3ac2b844c253-end,2015-02-05,affiliations_end,affiliation-3ac2b844c253,person-a0d1dbbd1239,Marcelo Neri,,,UNAFFILIATED,adjudicated_continuity,LEG-165ae748c303,PERSON-CONTINUITY-REVIEW
affiliation-56398b55c5be-start,2015-02-05,affiliations_start,affiliation-56398b55c5be,person-dbf349570fa7,Roberto Mangabeira Unger,,MDB,PARTY,adjudicated_continuity,LEG-7076a873efe6,PERSON-CONTINUITY-REVIEW
service-dilma_rousseff-1-4-end,2015-02-05,services_end,service-dilma_rousseff-1-4,person-a0d1dbbd1239,Marcelo Neri,dilma_2-assuntos-estrategicos,,,adjudicated_source_boundary,LEG-165ae748c303,POPULATION-REVIEW
service-dilma_rousseff-1-5-start,2015-02-05,services_start,service-dilma_rousseff-1-5,person-dbf349570fa7,Roberto Mangabeira Unger,dilma_2-assuntos-estrategicos,,,adjudicated_source_boundary,LEG-7076a873efe6,POPULATION-REVIEW
affiliation-046ac4ccc1d3-end,2015-03-19,affiliations_end,affiliation-046ac4ccc1d3,person-5fd0956c528c,Cid Gomes,,PROS,PARTY,adjudicated_continuity,LEG-8702e7355c32,PERSON-CONTINUITY-REVIEW;R01
affiliation-8fb8dd8f1887-start,2015-03-19,affiliations_start,affiliation-8fb8dd8f1887,person-42c80e28db4f,Luiz Cláudio Costa,,PT,PARTY,supported_date,NEW-COSTA,PERSON-CONTINUITY-REVIEW
service-dilma_rousseff-1-39-end,2015-03-19,services_end,service-dilma_rousseff-1-39,person-5fd0956c528c,Cid Gomes,dilma_2-educacao,,,adjudicated_effective_publication,LEG-8702e7355c32,R01
service-dilma_rousseff-1-40-start,2015-03-19,services_start,service-dilma_rousseff-1-40,person-42c80e28db4f,Luiz Cláudio Costa,dilma_2-educacao,,,adjudicated_source_boundary,LEG-71604753d832,POPULATION-REVIEW
affiliation-fea11883b765-end,2015-03-25,affiliations_end,affiliation-fea11883b765,person-47c2eec4ae3b,Thomas Traumann,,,UNAFFILIATED,adjudicated_continuity,LEG-645dc7ca47f1,PERSON-CONTINUITY-REVIEW
service-C029-messias-secom-start,2015-03-25,services_start,service-C029-messias-secom,person-C029-roberto-bocorny-messias,Roberto Bocorny Messias,dilma_2-comunicacao-social,,,supported_succession,C029,C029
service-dilma_rousseff-1-21-end,2015-03-25,services_end,service-dilma_rousseff-1-21,person-47c2eec4ae3b,Thomas Traumann,dilma_2-comunicacao-social,,,adjudicated_source_boundary,LEG-645dc7ca47f1,POPULATION-REVIEW
affiliation-0a61bf84ff67-start,2015-03-31,affiliations_start,affiliation-0a61bf84ff67,person-9fe6d70bf384,Edinho Silva,,PT,PARTY,adjudicated_continuity,LEG-89bba1651520,PERSON-CONTINUITY-REVIEW
affiliation-C029-messias-none-end,2015-03-31,affiliations_end,affiliation-C029-messias-none,person-C029-roberto-bocorny-messias,Roberto Bocorny Messias,,,UNAFFILIATED,adjudicated_continuity,C029,C029
service-C029-messias-secom-end,2015-03-31,services_end,service-C029-messias-secom,person-C029-roberto-bocorny-messias,Roberto Bocorny Messias,dilma_2-comunicacao-social,,,supported_succession,C029,C029
service-dilma_rousseff-1-22-start,2015-03-31,services_start,service-dilma_rousseff-1-22,person-9fe6d70bf384,Edinho Silva,dilma_2-comunicacao-social,,,adjudicated_source_boundary,LEG-89bba1651520,POPULATION-REVIEW
affiliation-8fb8dd8f1887-end,2015-04-06,affiliations_end,affiliation-8fb8dd8f1887,person-42c80e28db4f,Luiz Cláudio Costa,,PT,PARTY,supported_date,NEW-COSTA,PERSON-CONTINUITY-REVIEW
affiliation-a81911cad39b-start,2015-04-06,affiliations_start,affiliation-a81911cad39b,person-aafdc596ffb6,Renato Janine Ribeiro,,,UNAFFILIATED,adjudicated_continuity,C024;LEG-5819c21b71da,C024;PERSON-CONTINUITY-REVIEW
service-dilma_rousseff-1-40-end,2015-04-06,services_end,service-dilma_rousseff-1-40,person-42c80e28db4f,Luiz Cláudio Costa,dilma_2-educacao,,,adjudicated_source_boundary,LEG-71604753d832,POPULATION-REVIEW
service-dilma_rousseff-1-41-start,2015-04-06,services_start,service-dilma_rousseff-1-41,person-aafdc596ffb6,Renato Janine Ribeiro,dilma_2-educacao,,,adjudicated_source_boundary,C024;LEG-5819c21b71da,C024;POPULATION-REVIEW
service-dilma_rousseff-1-67-end,2015-04-07,services_end,service-dilma_rousseff-1-67,person-a4e239dfc327,Pepe Vargas,dilma_2-relacoes-institucionais,,,adjudicated_source_boundary,LEG-7fd64bd02e06,POPULATION-REVIEW
affiliation-cb70210091eb-end,2015-04-10,affiliations_end,affiliation-cb70210091eb,person-a4e239dfc327,Pepe Vargas,,PT,PARTY,adjudicated_continuity,LEG-7fd64bd02e06,PERSON-CONTINUITY-REVIEW
affiliation-1e682eb55f9d-start,2015-04-16,affiliations_start,affiliation-1e682eb55f9d,person-5d5c6255c599,Henrique Eduardo Alves,,MDB,PARTY,adjudicated_continuity,LEG-7f1bb5c8a3de,PERSON-CONTINUITY-REVIEW
affiliation-30498ddd5bfa-end,2015-04-16,affiliations_end,affiliation-30498ddd5bfa,person-16ea0c2b585a,Vinicius Lages,,MDB,PARTY,adjudicated_continuity,LEG-858a83513dbd,PERSON-CONTINUITY-REVIEW
affiliation-a2d9361f450f-end,2015-04-16,affiliations_end,affiliation-a2d9361f450f,person-8dc226f411d7,Ideli Salvatti,,PT,PARTY,adjudicated_continuity,LEG-d13b06a2d6ea,PERSON-CONTINUITY-REVIEW
affiliation-ec96137176df-start,2015-04-16,affiliations_start,affiliation-ec96137176df,person-a4e239dfc327,Pepe Vargas,,PT,PARTY,adjudicated_continuity,C024;LEG-b81907f65c5f,C024;PERSON-CONTINUITY-REVIEW
service-dilma_rousseff-1-36-end,2015-04-16,services_end,service-dilma_rousseff-1-36,person-8dc226f411d7,Ideli Salvatti,dilma_2-direitos-humanos,,,adjudicated_source_boundary,LEG-d13b06a2d6ea,POPULATION-REVIEW
service-dilma_rousseff-1-37-start,2015-04-16,services_start,service-dilma_rousseff-1-37,person-a4e239dfc327,Pepe Vargas,dilma_2-direitos-humanos,,,adjudicated_source_boundary,C024;LEG-b81907f65c5f,C024;POPULATION-REVIEW
service-dilma_rousseff-1-75-end,2015-04-16,services_end,service-dilma_rousseff-1-75,person-16ea0c2b585a,Vinicius Lages,dilma_2-turismo,,,adjudicated_source_boundary,LEG-858a83513dbd,POPULATION-REVIEW
service-dilma_rousseff-1-76-start,2015-04-16,services_start,service-dilma_rousseff-1-76,person-5d5c6255c599,Henrique Eduardo Alves,dilma_2-turismo,,,adjudicated_source_boundary,LEG-7f1bb5c8a3de,POPULATION-REVIEW
affiliation-56398b55c5be-end,2015-09-14,affiliations_end,affiliation-56398b55c5be,person-dbf349570fa7,Roberto Mangabeira Unger,,MDB,PARTY,adjudicated_continuity,LEG-7076a873efe6,PERSON-CONTINUITY-REVIEW
affiliation-f0ad6d190b88-start,2015-09-14,affiliations_start,affiliation-f0ad6d190b88,person-df16b033f6c7,Vitor Pinto Chaves,,,UNAFFILIATED,adjudicated_continuity,C018;C024,C018;C024;PERSON-CONTINUITY-REVIEW
service-dilma_rousseff-1-5-end,2015-09-14,services_end,service-dilma_rousseff-1-5,person-dbf349570fa7,Roberto Mangabeira Unger,dilma_2-assuntos-estrategicos,,,adjudicated_source_boundary,LEG-7076a873efe6,POPULATION-REVIEW
service-dilma_rousseff-1-6-start,2015-09-14,services_start,service-dilma_rousseff-1-6,person-df16b033f6c7,Vitor Pinto Chaves,dilma_2-assuntos-estrategicos,,,adjudicated_source_boundary,C024;LEG-f2d52d14d0bb,C024;POPULATION-REVIEW
affiliation-92273432096c-start,2015-10-01,affiliations_start,affiliation-92273432096c,person-3d3adfcdf05f,Marcelo Castro,,MDB,PARTY,adjudicated_continuity,LEG-575314f66abd,PERSON-CONTINUITY-REVIEW
affiliation-1f505a8145c2-start,2015-10-02,affiliations_start,affiliation-1f505a8145c2,person-4a62f5bd6174,Celso Pansera,,MDB,PARTY,adjudicated_continuity,LEG-c63d31861f21,PERSON-CONTINUITY-REVIEW
affiliation-f8a6b0559344-start,2015-10-02,affiliations_start,affiliation-f8a6b0559344,person-d4b727e131c9,André Figueiredo,,PDT,PARTY,adjudicated_continuity,LEG-86c922df0c71,PERSON-CONTINUITY-REVIEW
affiliation-0b6f459ac1e7-start,2015-10-05,affiliations_start,affiliation-0b6f459ac1e7,person-69c3d0fe4619,Helder Barbalho,,MDB,PARTY,adjudicated_continuity,ATLAS-547,PERSON-CONTINUITY-REVIEW
affiliation-1f505a8145c2-end,2015-10-05,affiliations_end,affiliation-1f505a8145c2,person-4a62f5bd6174,Celso Pansera,,MDB,PARTY,adjudicated_continuity,LEG-c63d31861f21,PERSON-CONTINUITY-REVIEW
