event_id,date,event_type,record_id,person_id,person_name,office_id,party_id,state,date_status,evidence_ids,decision_ids
service-dilma_rousseff-1-46-end,2016-05-12,services_end,service-dilma_rousseff-1-46,person-df9f2930b81a,Nelson Barbosa,dilma_2-fazenda,,,adjudicated_source_boundary,LEG-e5f7ea3a676b,POPULATION-REVIEW
service-dilma_rousseff-1-50-end,2016-05-12,services_end,service-dilma_rousseff-1-50,person-ffd279a48828,Josélio de Andrade Moura,dilma_2-integracao,,,adjudicated_source_boundary,LEG-69449ca60500,POPULATION-REVIEW
service-dilma_rousseff-1-53-end,2016-05-12,services_end,service-dilma_rousseff-1-53,person-9d960627aeac,Eugênio Aragão,dilma_2-justica,,,adjudicated_source_boundary,LEG-6b43a38603cc,OFF-011
service-dilma_rousseff-1-54-end,2016-05-12,services_end,service-dilma_rousseff-1-54,person-c804f816babb,Izabella Teixeira,dilma_2-meio-ambiente,,,adjudicated_source_boundary,LEG-85c2f5b66096,POPULATION-REVIEW
service-dilma_rousseff-1-57-end,2016-05-12,services_end,service-dilma_rousseff-1-57,person-9b5ce7be473f,Marco Antônio Martins Almeida,dilma_2-minas-e-energia,,,adjudicated_source_boundary,C009;LEG-eb980c56cacd,C009;POPULATION-REVIEW
service-dilma_rousseff-1-60-end,2016-05-12,services_end,service-dilma_rousseff-1-60,person-493daa3b8149,Valdir Moysés Simão,dilma_2-planejamento,,,adjudicated_source_boundary,LEG-3a0fd99272c8,POPULATION-REVIEW
service-dilma_rousseff-1-64-end,2016-05-12,services_end,service-dilma_rousseff-1-64,person-c1f238f4da7e,Maurício Muniz Barreto de Carvalho,dilma_2-portos,,,adjudicated_source_boundary,C009;LEG-a4defbba80f9,C009;POPULATION-REVIEW
service-dilma_rousseff-1-66-end,2016-05-12,services_end,service-dilma_rousseff-1-66,person-a9747949f291,Mauro Vieira,dilma_2-relacoes-exteriores,,,adjudicated_source_boundary,LEG-2f545a0a2af9,POPULATION-REVIEW
service-dilma_rousseff-1-69-end,2016-05-12,services_end,service-dilma_rousseff-1-69,person-3d3adfcdf05f,Marcelo Castro,dilma_2-saude,,,adjudicated_source_boundary,C024;LEG-575314f66abd,C024;POPULATION-REVIEW
service-dilma_rousseff-1-71-end,2016-05-12,services_end,service-dilma_rousseff-1-71,person-15675a9ecd53,Ricardo Berzoini,dilma_2-secretaria-governo,,,adjudicated_source_boundary,LEG-fc4f25515b67,OFF-005;OFF-006;OFF-007
service-dilma_rousseff-1-73-end,2016-05-12,services_end,service-dilma_rousseff-1-73,person-3b1d01f95a61,Miguel Rossetto,dilma_2-trabalho,,,adjudicated_source_boundary,C024;LEG-8670a70acb8c,C024;POPULATION-REVIEW
service-dilma_rousseff-1-74-end,2016-05-12,services_end,service-dilma_rousseff-1-74,person-38f714851a92,Antonio Carlos Rodrigues,dilma_2-transportes,,,adjudicated_source_boundary,LEG-650019f21afb,POPULATION-REVIEW
service-dilma_rousseff-1-78-end,2016-05-12,services_end,service-dilma_rousseff-1-78,person-d63b83da527a,Alessandro Teixeira,dilma_2-turismo,,,adjudicated_source_boundary,LEG-46405e3b602b,POPULATION-REVIEW
service-eabeba688ae4-start,2016-05-12,services_start,service-eabeba688ae4,person-a25fdc2c76f8,Marcos Pereira,temer-industria-comercio,,,adjudicated_source_boundary,ATLAS-578;OFF-003;OFF-012;OFF-049,OFFICE-ADJUDICATION;R07
service-f6b7136b576a-end,2016-05-12,services_end,service-f6b7136b576a,person-03e5816de50d,Carlos Eduardo Gabas,dilma_2-aviacao-civil,,,adjudicated_source_boundary,ATLAS-554,OFFICE-ADJUDICATION
service-michel_temer-0-1-start,2016-05-12,services_start,service-michel_temer-0-1,person-85a79785a4b2,Fábio Medina Osório,temer-agu,,,adjudicated_source_boundary,LEG-7d94ee1b94f6,POPULATION-REVIEW
service-michel_temer-0-16-start,2016-05-12,services_start,service-michel_temer-0-16,person-f98100adea6c,Fabiano Silveira,temer-cgu,,,adjudicated_source_boundary,LEG-2f2c95a35e85,POPULATION-REVIEW
service-michel_temer-0-20-start,2016-05-12,services_start,service-michel_temer-0-20,person-82f55f78ebd6,Mendonça Filho,temer-educacao,,,adjudicated_source_boundary,LEG-6de03bbf7354,POPULATION-REVIEW
service-michel_temer-0-22-start,2016-05-12,services_start,service-michel_temer-0-22,person-d8e018a87929,Raul Jungmann,temer-defesa,,,adjudicated_source_boundary,AFF-004;LEG-5f81e43d920a,POPULATION-REVIEW;R11
service-michel_temer-0-24-start,2016-05-12,services_start,service-michel_temer-0-24,person-95ad6fa20856,Osmar Terra,temer-desenvolvimento-social,,,adjudicated_source_boundary,LEG-839c037f9735,POPULATION-REVIEW
service-michel_temer-0-28-start,2016-05-12,services_start,service-michel_temer-0-28,person-59b200bc0126,Leonardo Picciani,temer-esporte,,,adjudicated_source_boundary,LEG-43b835cc62f8,POPULATION-REVIEW
service-michel_temer-0-3-start,2016-05-12,services_start,service-michel_temer-0-3,person-ead656f02bfe,Blairo Maggi,temer-agricultura,,,adjudicated_source_boundary,LEG-80fb13f63f08,POPULATION-REVIEW
service-michel_temer-0-30-start,2016-05-12,services_start,service-michel_temer-0-30,person-e1227ba12162,Henrique Meirelles,temer-fazenda,,,adjudicated_source_boundary,AFF-003;LEG-aa24caf1c8cd,POPULATION-REVIEW;R09
service-michel_temer-0-32-start,2016-05-12,services_start,service-michel_temer-0-32,person-69c3d0fe4619,Helder Barbalho,temer-integracao,,,adjudicated_source_boundary,LEG-d4d6ed48816a,POPULATION-REVIEW
service-michel_temer-0-34-start,2016-05-12,services_start,service-michel_temer-0-34,person-b4682cd5afd5,Alexandre de Moraes,temer-justica,,,adjudicated_source_boundary,LEG-5cd7ab190ecc,POPULATION-REVIEW
service-michel_temer-0-38-start,2016-05-12,services_start,service-michel_temer-0-38,person-81ec7a04357e,Sarney Filho,temer-meio-ambiente,,,adjudicated_source_boundary,LEG-0e05a77ccc65;OFF-015,POPULATION-REVIEW;R08
service-michel_temer-0-42-start,2016-05-12,services_start,service-michel_temer-0-42,person-3501522a16bc,Romero Jucá,temer-planejamento,,,adjudicated_source_boundary,LEG-5584b8519f7d,POPULATION-REVIEW
service-michel_temer-0-45-start,2016-05-12,services_start,service-michel_temer-0-45,person-957fc85102e7,José Serra,temer-relacoes-exteriores,,,adjudicated_source_boundary,LEG-576bc18c4ce8,POPULATION-REVIEW
service-michel_temer-0-48-start,2016-05-12,services_start,service-michel_temer-0-48,person-f531e7e77d22,Ricardo Barros,temer-saude,,,adjudicated_source_boundary,LEG-7f67dc077f97,POPULATION-REVIEW
service-michel_temer-0-5-start,2016-05-12,services_start,service-michel_temer-0-5,person-2f002dc5bdc9,Eliseu Padilha,temer-casa-civil,,,adjudicated_source_boundary,LEG-f764ca51f313,POPULATION-REVIEW
service-michel_temer-0-56-start,2016-05-12,services_start,service-michel_temer-0-56,person-1a6fb01c17d6,Sérgio Etchegoyen,temer-gsi,,,adjudicated_source_boundary,LEG-8259181f231d,POPULATION-REVIEW
service-michel_temer-0-57-start,2016-05-12,services_start,service-michel_temer-0-57,person-4597724356b9,Ronaldo Nogueira,temer-trabalho,,,adjudicated_source_boundary,AFF-009;LEG-9fcbb2439062,R06
service-michel_temer-0-6-start,2016-05-12,services_start,service-michel_temer-0-6,person-27563f8cf17b,Bruno Araújo,temer-cidades,,,adjudicated_source_boundary,LEG-24485aa54403,POPULATION-REVIEW
service-michel_temer-0-61-start,2016-05-12,services_start,service-michel_temer-0-61,person-6e11e60e71b7,Maurício Quintella Lessa,temer-transportes-portos-e-aviacao-civil,,,adjudicated_source_boundary,AFF-008;LEG-149db8d513f8,POPULATION-REVIEW;R05
service-michel_temer-0-63-start,2016-05-12,services_start,service-michel_temer-0-63,person-5d5c6255c599,Henrique Eduardo Alves,temer-turismo,,,supported_effective_or_last_service_date,C045;LEG-0ac27f4dceb2,C045;POPULATION-REVIEW
service-michel_temer-0-9-start,2016-05-12,services_start,service-michel_temer-0-9,person-0c933c9fd291,Gilberto Kassab,temer-ciencia-tecnologia,,,adjudicated_source_boundary,LEG-9c027191b36e,POPULATION-REVIEW;R04
affiliation-0582c89d9bcd-end,2016-05-23,affiliations_end,affiliation-0582c89d9bcd,person-3501522a16bc,Romero Jucá,,MDB,PARTY,adjudicated_continuity,LEG-5584b8519f7d,PERSON-CONTINUITY-REVIEW
affiliation-484b12eea4d6-start,2016-05-23,affiliations_start,affiliation-484b12eea4d6,person-8c343d996b0d,Dyogo Oliveira,,,UNAFFILIATED,adjudicated_continuity,C052;LEG-e96dc186b8a7,C052;PERSON-CONTINUITY-REVIEW
service-michel_temer-0-42-end,2016-05-23,services_end,service-michel_temer-0-42,person-3501522a16bc,Romero Jucá,temer-planejamento,,,adjudicated_source_boundary,LEG-5584b8519f7d,POPULATION-REVIEW
service-michel_temer-0-43-start,2016-05-23,services_start,service-michel_temer-0-43,person-8c343d996b0d,Dyogo Oliveira,temer-planejamento,,,adjudicated_source_boundary,C052;LEG-e96dc186b8a7,C052;POPULATION-REVIEW
affiliation-1a01e6c71c60-start,2016-05-24,affiliations_start,affiliation-1a01e6c71c60,person-f8bcbd6bbf95,Marcelo Calero,,MDB,PARTY,adjudicated_continuity,C047;LEG-689fffcf6dc3,C047;PERSON-CONTINUITY-REVIEW
service-michel_temer-0-10-start,2016-05-24,services_start,service-michel_temer-0-10,person-f8bcbd6bbf95,Marcelo Calero,temer-cultura,,,supported_effective_or_last_service_date,C047;LEG-689fffcf6dc3,C047;POPULATION-REVIEW
affiliation-3b75f0d560cb-end,2016-05-30,affiliations_end,affiliation-3b75f0d560cb,person-f98100adea6c,Fabiano Silveira,,,UNAFFILIATED,adjudicated_continuity,LEG-2f2c95a35e85,PERSON-CONTINUITY-REVIEW
affiliation-b15099e16f67-end,2016-05-30,affiliations_end,affiliation-b15099e16f67,person-e1c3de3fc615,Carlos Higino Ribeiro de Alencar,,,UNAFFILIATED,adjudicated_continuity,LEG-f1564ca79a01,PERSON-CONTINUITY-REVIEW
affiliation-f5366afa80a8-start,2016-05-30,affiliations_start,affiliation-f5366afa80a8,person-e1c3de3fc615,Carlos Higino Ribeiro de Alencar,,,UNAFFILIATED,adjudicated_continuity,C033;LEG-10ae0d5a66c3,C033;PERSON-CONTINUITY-REVIEW
service-michel_temer-0-16-end,2016-05-30,services_end,service-michel_temer-0-16,person-f98100adea6c,Fabiano Silveira,temer-cgu,,,adjudicated_source_boundary,LEG-2f2c95a35e85,POPULATION-REVIEW
service-michel_temer-0-17-start,2016-05-30,services_start,service-michel_temer-0-17,person-e1c3de3fc615,Carlos Higino Ribeiro de Alencar,temer-cgu,,,supported_effective_or_last_service_date,C033;LEG-10ae0d5a66c3,C033;POPULATION-REVIEW
affiliation-f488c4e65995-start,2016-06-02,affiliations_start,affiliation-f488c4e65995,person-30bed103385a,Torquato Jardim,,,UNAFFILIATED,adjudicated_continuity,LEG-220a8c056a08,PERSON-CONTINUITY-REVIEW
affiliation-f5366afa80a8-end,2016-06-02,affiliations_end,affiliation-f5366afa80a8,person-e1c3de3fc615,Carlos Higino Ribeiro de Alencar,,,UNAFFILIATED,adjudicated_continuity,C033;LEG-10ae0d5a66c3,C033;PERSON-CONTINUITY-REVIEW
service-michel_temer-0-17-end,2016-06-02,services_end,service-michel_temer-0-17,person-e1c3de3fc615,Carlos Higino Ribeiro de Alencar,temer-cgu,,,supported_effective_or_last_service_date,C033;LEG-10ae0d5a66c3,C033;POPULATION-REVIEW
service-michel_temer-0-18-start,2016-06-02,services_start,service-michel_temer-0-18,person-30bed103385a,Torquato Jardim,temer-cgu,,,adjudicated_source_boundary,LEG-220a8c056a08,POPULATION-REVIEW
affiliation-612e9fe95c16-start,2016-06-09,affiliations_start,affiliation-612e9fe95c16,person-82d2816ba9d8,Ilan Goldfajn,,,UNAFFILIATED,adjudicated_continuity,LEG-3ef836b8a40d,PERSON-CONTINUITY-REVIEW
affiliation-b83c74e2afd9-end,2016-06-09,affiliations_end,affiliation-b83c74e2afd9,person-22683c1aec2c,Alexandre Tombini,,,UNAFFILIATED,adjudicated_continuity,OFF-019;OFF-020,PERSON-CONTINUITY-REVIEW
service-924bb8bb9eee-end,2016-06-09,services_end,service-924bb8bb9eee,person-22683c1aec2c,Alexandre Tombini,temer-banco-central,,,adjudicated_source_boundary,OFF-019;OFF-020,OFFICE-ADJUDICATION
service-michel_temer-0-4-start,2016-06-09,services_start,service-michel_temer-0-4,person-82d2816ba9d8,Ilan Goldfajn,temer-banco-central,,,adjudicated_source_boundary,LEG-3ef836b8a40d,POPULATION-REVIEW
affiliation-398de098c7cd-end,2016-06-17,affiliations_end,affiliation-398de098c7cd,person-5d5c6255c599,Henrique Eduardo Alves,,MDB,PARTY,adjudicated_continuity,C045;LEG-0ac27f4dceb2,C045;PERSON-CONTINUITY-REVIEW
service-michel_temer-0-63-end,2016-06-17,services_end,service-michel_temer-0-63,person-5d5c6255c599,Henrique Eduardo Alves,temer-turismo,,,supported_effective_or_last_service_date,C045;LEG-0ac27f4dceb2,C045;POPULATION-REVIEW
service-michel_temer-0-64-start,2016-06-17,services_start,service-michel_temer-0-64,person-9cf6aaca0bc9,Alberto Alves,temer-turismo,,,adjudicated_source_boundary,LEG-b9d4dcb53939,POPULATION-REVIEW
affiliation-2e45b1403cc5-end,2016-09-09,affiliations_end,affiliation-2e45b1403cc5,person-85a79785a4b2,Fábio Medina Osório,,,UNAFFILIATED,adjudicated_continuity,LEG-7d94ee1b94f6,PERSON-CONTINUITY-REVIEW
affiliation-7ed04e5ce20c-start,2016-09-09,affiliations_start,affiliation-7ed04e5ce20c,person-3cb227b769ce,Grace Mendonça,,PSDB,PARTY,adjudicated_continuity,LEG-f2b0ba61be8c,PERSON-CONTINUITY-REVIEW
service-michel_temer-0-1-end,2016-09-09,services_end,service-michel_temer-0-1,person-85a79785a4b2,Fábio Medina Osório,temer-agu,,,adjudicated_source_boundary,LEG-7d94ee1b94f6,POPULATION-REVIEW
service-michel_temer-0-2-start,2016-09-09,services_start,service-michel_temer-0-2,person-3cb227b769ce,Grace Mendonça,temer-agu,,,adjudicated_source_boundary,LEG-f2b0ba61be8c,POPULATION-REVIEW
affiliation-8527ce77d2d2-end,2016-10-05,affiliations_end,affiliation-8527ce77d2d2,person-9cf6aaca0bc9,Alberto Alves,,,UNAFFILIATED,adjudicated_continuity,C019,C019;PERSON-CONTINUITY-REVIEW
affiliation-f3c1e451ad50-start,2016-10-05,affiliations_start,affiliation-f3c1e451ad50,person-31126468e4b1,Marx Beltrão,,MDB,PARTY,adjudicated_continuity,LEG-989e2fecd8ae,PERSON-CONTINUITY-REVIEW
service-michel_temer-0-64-end,2016-10-05,services_end,service-michel_temer-0-64,person-9cf6aaca0bc9,Alberto Alves,temer-turismo,,,adjudicated_source_boundary,LEG-b9d4dcb53939,POPULATION-REVIEW
service-michel_temer-0-65-start,2016-10-05,services_start,service-michel_temer-0-65,person-31126468e4b1,Marx Beltrão,temer-turismo,,,adjudicated_source_boundary,LEG-989e2fecd8ae,POPULATION-REVIEW
affiliation-C041-paulo-pedrosa-2016-10-10-2016-10-10-start,2016-10-10,affiliations_start,affiliation-C041-paulo-pedrosa-2016-10-10-2016-10-10,person-paulo-pedrosa,Paulo Pedrosa,,,UNKNOWN,unresolved_personal_status_with_adjudicated_finite_alternatives,C041;C067,C041;C067
service-C041-paulo-pedrosa-2016-10-10-start,2016-10-10,services_start,service-C041-paulo-pedrosa-2016-10-10,person-paulo-pedrosa,Paulo Pedrosa,temer-minas-e-energia,,,adjudicated_succession,C041,C041
service-a8e3421c44ba-end,2016-10-10,services_end,service-a8e3421c44ba,person-1eca0d922c8e,Fernando Bezerra Coelho Filho,temer-minas-e-energia,,,adjudicated_source_boundary,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034,R10;R30
affiliation-C041-paulo-pedrosa-2016-10-10-2016-10-10-end,2016-10-11,affiliations_end,affiliation-C041-paulo-pedrosa-2016-10-10-2016-10-10,person-paulo-pedrosa,Paulo Pedrosa,,,UNKNOWN,unresolved_personal_status_with_adjudicated_finite_alternatives,C041;C067,C041;C067
service-4c041e5a6768-start,2016-10-11,services_start,service-4c041e5a6768,person-1eca0d922c8e,Fernando Bezerra Coelho Filho,temer-minas-e-energia,,,adjudicated_source_boundary,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034,R10;R30
service-C041-paulo-pedrosa-2016-10-10-end,2016-10-11,services_end,service-C041-paulo-pedrosa-2016-10-10,person-paulo-pedrosa,Paulo Pedrosa,temer-minas-e-energia,,,adjudicated_succession,C041,C041
affiliation-C041-paulo-pedrosa-2016-10-25-2016-10-25-start,2016-10-25,affiliations_start,affiliation-C041-paulo-pedrosa-2016-10-25-2016-10-25,person-paulo-pedrosa,Paulo Pedrosa,,,UNKNOWN,unresolved_personal_status_with_adjudicated_finite_alternatives,C041;C067,C041;C067
service-4c041e5a6768-end,2016-10-25,services_end,service-4c041e5a6768,person-1eca0d922c8e,Fernando Bezerra Coelho Filho,temer-minas-e-energia,,,adjudicated_source_boundary,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034,R10;R30
service-C041-paulo-pedrosa-2016-10-25-start,2016-10-25,services_start,service-C041-paulo-pedrosa-2016-10-25,person-paulo-pedrosa,Paulo Pedrosa,temer-minas-e-energia,,,adjudicated_succession,C041,C041
affiliation-C041-paulo-pedrosa-2016-10-25-2016-10-25-end,2016-10-26,affiliations_end,affiliation-C041-paulo-pedrosa-2016-10-25-2016-10-25,person-paulo-pedrosa,Paulo Pedrosa,,,UNKNOWN,unresolved_personal_status_with_adjudicated_finite_alternatives,C041;C067,C041;C067
service-69e3154c999f-start,2016-10-26,services_start,service-69e3154c999f,person-1eca0d922c8e,Fernando Bezerra Coelho Filho,temer-minas-e-energia,,,adjudicated_source_boundary,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034,R10;R30
service-C041-paulo-pedrosa-2016-10-25-end,2016-10-26,services_end,service-C041-paulo-pedrosa-2016-10-25,person-paulo-pedrosa,Paulo Pedrosa,temer-minas-e-energia,,,adjudicated_succession,C041,C041
affiliation-1a01e6c71c60-end,2016-11-22,affiliations_end,affiliation-1a01e6c71c60,person-f8bcbd6bbf95,Marcelo Calero,,MDB,PARTY,adjudicated_continuity,C047;LEG-689fffcf6dc3,C047;PERSON-CONTINUITY-REVIEW
affiliation-C047-mariana-ribas-da-silva-2016-11-22-start,2016-11-22,affiliations_start,affiliation-C047-mariana-ribas-da-silva-2016-11-22,person-mariana-ribas-da-silva,Mariana Ribas da Silva,,,UNAFFILIATED,retrospectively_supported,C047,C047
service-C047-mariana-ribas-da-silva-start,2016-11-22,services_start,service-C047-mariana-ribas-da-silva,person-mariana-ribas-da-silva,Mariana Ribas da Silva,temer-cultura,,,adjudicated_succession,C047,C047
service-michel_temer-0-10-end,2016-11-22,services_end,service-michel_temer-0-10,person-f8bcbd6bbf95,Marcelo Calero,temer-cultura,,,supported_effective_or_last_service_date,C047;LEG-689fffcf6dc3,C047;POPULATION-REVIEW
affiliation-C047-mariana-ribas-da-silva-2016-11-22-end,2016-11-23,affiliations_end,affiliation-C047-mariana-ribas-da-silva-2016-11-22,person-mariana-ribas-da-silva,Mariana Ribas da Silva,,,UNAFFILIATED,retrospectively_supported,C047,C047
affiliation-ba8fa98c1324-start,2016-11-23,affiliations_start,affiliation-ba8fa98c1324,person-ab37c3a157a5,Roberto Freire,,CIDADANIA,PARTY,adjudicated_continuity,LEG-5229971714f3,PERSON-CONTINUITY-REVIEW
service-C047-mariana-ribas-da-silva-end,2016-11-23,services_end,service-C047-mariana-ribas-da-silva,person-mariana-ribas-da-silva,Mariana Ribas da Silva,temer-cultura,,,adjudicated_succession,C047,C047
service-michel_temer-0-11-start,2016-11-23,services_start,service-michel_temer-0-11,person-ab37c3a157a5,Roberto Freire,temer-cultura,,,adjudicated_source_boundary,LEG-5229971714f3,POPULATION-REVIEW
affiliation-394fa934582e-end,2016-11-25,affiliations_end,affiliation-394fa934582e,person-c662b71943eb,Geddel Vieira Lima,,MDB,PARTY,adjudicated_continuity,OFF-003;OFF-012;OFF-013,PERSON-CONTINUITY-REVIEW
affiliation-C035-ivani-dos-santos-2016-11-25-start,2016-11-25,affiliations_start,affiliation-C035-ivani-dos-santos-2016-11-25,person-ivani-dos-santos,Ivani dos Santos,,,UNKNOWN,unresolved_personal_affiliation,C035;V5W1E001;V5W1E002;V5W1E003,C035;V5W1D001
service-C035-ivani-dos-santos-start,2016-11-25,services_start,service-C035-ivani-dos-santos,person-ivani-dos-santos,Ivani dos Santos,temer-secretaria-governo,,,adjudicated_succession,C035,C035
service-c1cbf25fecd8-end,2016-11-25,services_end,service-c1cbf25fecd8,person-c662b71943eb,Geddel Vieira Lima,temer-secretaria-governo,,,adjudicated_source_boundary,OFF-003;OFF-012;OFF-013,OFFICE-ADJUDICATION
affiliation-052c0590e5d4-start,2017-02-03,affiliations_start,affiliation-052c0590e5d4,person-e88c07c66af0,Antônio Imbassahy,,PSDB,PARTY,adjudicated_continuity,OFF-003;OFF-012;OFF-013,PERSON-CONTINUITY-REVIEW
affiliation-19442b1fa5de-start,2017-02-03,affiliations_start,affiliation-19442b1fa5de,person-4dbf0bdfa625,Moreira Franco,,MDB,PARTY,adjudicated_continuity,LEG-79c599cac5ac,PERSON-CONTINUITY-REVIEW
affiliation-2a1e5c789d5e-start,2017-02-03,affiliations_start,affiliation-2a1e5c789d5e,person-43d3df106f94,Luislinda Valois,,PSDB,PARTY,adjudicated_continuity,LEG-9d878ec47da4,PERSON-CONTINUITY-REVIEW
affiliation-C035-ivani-dos-santos-2016-11-25-end,2017-02-03,affiliations_end,affiliation-C035-ivani-dos-santos-2016-11-25,person-ivani-dos-santos,Ivani dos Santos,,,UNKNOWN,unresolved_personal_affiliation,C035;V5W1E001;V5W1E002;V5W1E003,C035;V5W1D001
service-C035-ivani-dos-santos-end,2017-02-03,services_end,service-C035-ivani-dos-santos,person-ivani-dos-santos,Ivani dos Santos,temer-secretaria-governo,,,adjudicated_succession,C035,C035
service-f103a0f5f74a-start,2017-02-03,services_start,service-f103a0f5f74a,person-e88c07c66af0,Antônio Imbassahy,temer-secretaria-governo,,,adjudicated_source_boundary,C035;OFF-003;OFF-012;OFF-013,C035;OFFICE-ADJUDICATION
service-michel_temer-0-14-start,2017-02-03,services_start,service-michel_temer-0-14,person-43d3df106f94,Luislinda Valois,temer-direitos-humanos,,,supported_effective_or_last_service_date,C040;LEG-9d878ec47da4,C040;POPULATION-REVIEW
service-michel_temer-0-53-start,2017-02-03,services_start,service-michel_temer-0-53,person-4dbf0bdfa625,Moreira Franco,temer-secretaria-geral,,,supported_effective_or_last_service_date,C041;LEG-79c599cac5ac,C041;POPULATION-REVIEW
affiliation-70f5e8999fb8-start,2017-02-22,affiliations_start,affiliation-70f5e8999fb8,person-86d3dadcfd0f,José Levi Mello,,,UNAFFILIATED,historical_tenure_assertion,C026,C026;PERSON-CONTINUITY-REVIEW
affiliation-7f51ac18f31f-start,2017-02-22,affiliations_start,affiliation-7f51ac18f31f,person-37f571ff3c86,Marcos Galvão,,,UNKNOWN,person_level_uncertainty,C027,C027;PERSON-CONTINUITY-REVIEW
affiliation-ad763f0b7d2f-end,2017-02-22,affiliations_end,affiliation-ad763f0b7d2f,person-b4682cd5afd5,Alexandre de Moraes,,PSDB,PARTY,adjudicated_continuity,LEG-5cd7ab190ecc,PERSON-CONTINUITY-REVIEW
affiliation-de4060699ce6-end,2017-02-22,affiliations_end,affiliation-de4060699ce6,person-957fc85102e7,José Serra,,PSDB,PARTY,adjudicated_continuity,LEG-576bc18c4ce8,PERSON-CONTINUITY-REVIEW
service-michel_temer-0-34-end,2017-02-22,services_end,service-michel_temer-0-34,person-b4682cd5afd5,Alexandre de Moraes,temer-justica,,,adjudicated_source_boundary,LEG-5cd7ab190ecc,POPULATION-REVIEW
service-michel_temer-0-35-start,2017-02-22,services_start,service-michel_temer-0-35,person-86d3dadcfd0f,José Levi Mello,temer-justica,,,adjudicated_source_boundary,LEG-8668ded98bde,OFFICE-CAPACITY-2017
service-michel_temer-0-45-end,2017-02-22,services_end,service-michel_temer-0-45,person-957fc85102e7,José Serra,temer-relacoes-exteriores,,,adjudicated_source_boundary,LEG-576bc18c4ce8,POPULATION-REVIEW
service-michel_temer-0-46-start,2017-02-22,services_start,service-michel_temer-0-46,person-37f571ff3c86,Marcos Galvão,temer-relacoes-exteriores,,,adjudicated_source_boundary,LEG-5932ad93e7d8,POPULATION-REVIEW
affiliation-5af68245cb82-start,2017-03-07,affiliations_start,affiliation-5af68245cb82,person-ff3ca3610dba,Aloysio Nunes,,PSDB,PARTY,adjudicated_continuity,LEG-a7368f6c8a7a,PERSON-CONTINUITY-REVIEW
affiliation-70f5e8999fb8-end,2017-03-07,affiliations_end,affiliation-70f5e8999fb8,person-86d3dadcfd0f,José Levi Mello,,,UNAFFILIATED,historical_tenure_assertion,C026,C026;PERSON-CONTINUITY-REVIEW
affiliation-7f51ac18f31f-end,2017-03-07,affiliations_end,affiliation-7f51ac18f31f,person-37f571ff3c86,Marcos Galvão,,,UNKNOWN,person_level_uncertainty,C027,C027;PERSON-CONTINUITY-REVIEW
affiliation-f57de115606c-start,2017-03-07,affiliations_start,affiliation-f57de115606c,person-faaa3fbb69cb,Osmar Serraglio,,MDB,PARTY,adjudicated_continuity,LEG-e8ffefa1056b,PERSON-CONTINUITY-REVIEW
service-michel_temer-0-35-end,2017-03-07,services_end,service-michel_temer-0-35,person-86d3dadcfd0f,José Levi Mello,temer-justica,,,adjudicated_source_boundary,LEG-8668ded98bde,OFFICE-CAPACITY-2017
service-michel_temer-0-36-start,2017-03-07,services_start,service-michel_temer-0-36,person-faaa3fbb69cb,Osmar Serraglio,temer-justica,,,adjudicated_source_boundary,LEG-e8ffefa1056b,POPULATION-REVIEW
service-michel_temer-0-46-end,2017-03-07,services_end,service-michel_temer-0-46,person-37f571ff3c86,Marcos Galvão,temer-relacoes-exteriores,,,adjudicated_source_boundary,LEG-5932ad93e7d8,POPULATION-REVIEW
service-michel_temer-0-47-start,2017-03-07,services_start,service-michel_temer-0-47,person-ff3ca3610dba,Aloysio Nunes,temer-relacoes-exteriores,,,adjudicated_source_boundary,LEG-a7368f6c8a7a,POPULATION-REVIEW
affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26-start,2017-04-26,affiliations_start,affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26,person-paulo-pedrosa,Paulo Pedrosa,,,UNKNOWN,unresolved_personal_status_with_adjudicated_finite_alternatives,C041;C067,C041;C067
service-69e3154c999f-end,2017-04-26,services_end,service-69e3154c999f,person-1eca0d922c8e,Fernando Bezerra Coelho Filho,temer-minas-e-energia,,,adjudicated_source_boundary,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034,R10;R30
service-C041-paulo-pedrosa-2017-04-26-start,2017-04-26,services_start,service-C041-paulo-pedrosa-2017-04-26,person-paulo-pedrosa,Paulo Pedrosa,temer-minas-e-energia,,,adjudicated_succession,C041,C041
affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26-end,2017-04-27,affiliations_end,affiliation-C041-paulo-pedrosa-2017-04-26-2017-04-26,person-paulo-pedrosa,Paulo Pedrosa,,,UNKNOWN,unresolved_personal_status_with_adjudicated_finite_alternatives,C041;C067,C041;C067
service-C041-paulo-pedrosa-2017-04-26-end,2017-04-27,services_end,service-C041-paulo-pedrosa-2017-04-26,person-paulo-pedrosa,Paulo Pedrosa,temer-minas-e-energia,,,adjudicated_succession,C041,C041
