period_id,party_id,membership_status,exhaustive_primary
lula_3-2024-12-06,UNIAO,definitely_represented_core,true
lula_3-2025-10-08,MDB,definitely_represented_core,true
lula_3-2025-10-08,PCdoB,definitely_represented_core,true
lula_3-2025-10-08,PDT,definitely_represented_core,true
lula_3-2025-10-08,PP,definitely_represented_core,true
lula_3-2025-10-08,PSB,definitely_represented_core,true
lula_3-2025-10-08,PSD,definitely_represented_core,true
lula_3-2025-10-08,PSDB,definitely_represented_core,true
lula_3-2025-10-08,PSOL,definitely_represented_core,true
lula_3-2025-10-08,PT,definitely_represented_core,true
lula_3-2025-10-08,REDE,definitely_represented_core,true
lula_3-2025-10-08,REPUBLICANOS,definitely_represented_core,true
lula_3-2025-10-09,MDB,definitely_represented_core,true
lula_3-2025-10-09,PCdoB,definitely_represented_core,true
lula_3-2025-10-09,PDT,definitely_represented_core,true
lula_3-2025-10-09,PP,definitely_represented_core,true
lula_3-2025-10-09,PSB,definitely_represented_core,true
lula_3-2025-10-09,PSD,definitely_represented_core,true
lula_3-2025-10-09,PSOL,definitely_represented_core,true
lula_3-2025-10-09,PT,definitely_represented_core,true
lula_3-2025-10-09,REDE,definitely_represented_core,true
lula_3-2025-10-09,REPUBLICANOS,definitely_represented_core,true
lula_3-2025-10-09,UNIAO,definitely_represented_core,true
lula_3-2025-11-13,MDB,definitely_represented_core,true
lula_3-2025-11-13,PCdoB,definitely_represented_core,true
lula_3-2025-11-13,PDT,definitely_represented_core,true
lula_3-2025-11-13,PP,definitely_represented_core,true
lula_3-2025-11-13,PSB,definitely_represented_core,true
lula_3-2025-11-13,PSD,definitely_represented_core,true
lula_3-2025-11-13,PSDB,definitely_represented_core,true
lula_3-2025-11-13,PSOL,definitely_represented_core,true
lula_3-2025-11-13,PT,definitely_represented_core,true
lula_3-2025-11-13,REDE,definitely_represented_core,true
lula_3-2025-11-13,REPUBLICANOS,definitely_represented_core,true
lula_3-2025-11-17,MDB,definitely_represented_core,true
lula_3-2025-11-17,PCdoB,definitely_represented_core,true
lula_3-2025-11-17,PDT,definitely_represented_core,true
lula_3-2025-11-17,PP,definitely_represented_core,true
lula_3-2025-11-17,PSB,definitely_represented_core,true
lula_3-2025-11-17,PSD,definitely_represented_core,true
lula_3-2025-11-17,PSOL,definitely_represented_core,true
lula_3-2025-11-17,PT,definitely_represented_core,true
lula_3-2025-11-17,REDE,definitely_represented_core,true
lula_3-2025-11-17,REPUBLICANOS,definitely_represented_core,true
lula_3-2025-11-17,UNIAO,definitely_represented_core,true
lula_3-2025-12-08,MDB,definitely_represented_core,true
lula_3-2025-12-08,PCdoB,definitely_represented_core,true
lula_3-2025-12-08,PDT,definitely_represented_core,true
lula_3-2025-12-08,PP,definitely_represented_core,true
lula_3-2025-12-08,PSB,definitely_represented_core,true
lula_3-2025-12-08,PSD,definitely_represented_core,true
lula_3-2025-12-08,PSOL,definitely_represented_core,true
lula_3-2025-12-08,PT,definitely_represented_core,true
lula_3-2025-12-08,REDE,definitely_represented_core,true
lula_3-2025-12-08,REPUBLICANOS,definitely_represented_core,true
lula_3-2025-12-19,MDB,definitely_represented_core,true
lula_3-2025-12-19,PCdoB,definitely_represented_core,true
lula_3-2025-12-19,PDT,definitely_represented_core,true
lula_3-2025-12-19,PP,definitely_represented_core,true
lula_3-2025-12-19,PSB,definitely_represented_core,true
lula_3-2025-12-19,PSD,definitely_represented_core,true
lula_3-2025-12-19,PSDB,definitely_represented_core,true
lula_3-2025-12-19,PSOL,definitely_represented_core,true
lula_3-2025-12-19,PT,definitely_represented_core,true
lula_3-2025-12-19,REDE,definitely_represented_core,true
