office_id,administration_id,start_inclusive,end_exclusive,accounting_state,service_ids,capacities,gap_ids,evidence_ids
lula_3-justica,lula_3,2024-02-01,2026-01-09,OFFICEHOLDER,service-lula_2023_presente-2-26,titular,,LEG-cb17a8bd0c74
lula_3-justica,lula_3,2026-01-09,2026-01-15,OFFICEHOLDER,service-lula_2023_presente-2-27,vacancy_acting,,LEG-f1f3a25b37b6
lula_3-justica,lula_3,2026-01-15,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-28,titular,,LEG-9017e8f64cc4
lula_3-meio-ambiente,lula_3,2023-01-01,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-29,titular,,LEG-1d889ee6861c
lula_3-minas-e-energia,lula_3,2023-01-01,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-30,titular,,LEG-83c787ba4f24
lula_3-mulheres,lula_3,2023-01-01,2025-05-05,OFFICEHOLDER,service-lula_2023_presente-2-31,titular,,LEG-08b47ecd20aa
lula_3-mulheres,lula_3,2025-05-05,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-32,titular,,LEG-84e6fcc03e23
lula_3-pesca-e-aquicultura,lula_3,2023-01-01,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-33,titular,,LEG-edf408f36c08
lula_3-planejamento,lula_3,2023-01-01,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-34,titular,,LEG-89a6204c7ce1
lula_3-portos-e-aeroportos,lula_3,2023-01-01,2023-09-13,OFFICEHOLDER,service-lula_2023_presente-2-35,titular,,LEG-d183433abf9b
lula_3-portos-e-aeroportos,lula_3,2023-09-13,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-36,titular,,LEG-71a45c6619da
lula_3-povos-indigenas,lula_3,2023-01-01,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-37,titular,,LEG-84371a57fbec
lula_3-previdencia-social,lula_3,2023-01-01,2025-05-02,OFFICEHOLDER,service-lula_2023_presente-2-38,titular,,LEG-f9f4e4420917
lula_3-previdencia-social,lula_3,2025-05-02,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-39,titular,,LEG-a42afb06472c
lula_3-relacoes-exteriores,lula_3,2023-01-01,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-40,titular,,LEG-88618295577b
lula_3-relacoes-institucionais,lula_3,2023-01-01,2025-03-10,OFFICEHOLDER,service-lula_2023_presente-2-62,titular,,LEG-36e8fd8df999
lula_3-relacoes-institucionais,lula_3,2025-03-10,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-63,titular,,LEG-21b9236f7995
lula_3-saude,lula_3,2023-01-01,2025-03-10,OFFICEHOLDER,service-lula_2023_presente-2-41,titular,,LEG-eba4482fcf14
lula_3-saude,lula_3,2025-03-10,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-42,titular,,LEG-ae881085444e
lula_3-secretaria-extraordinaria-da-presidencia-da-republica-para-apoio-a-reconstrucao-do-rio-grande-do-sul,lula_3,2024-05-15,2024-09-12,OFFICEHOLDER,service-lula_2023_presente-2-61,titular,,C011;LEG-260dc224b3b3
lula_3-secretaria-geral,lula_3,2023-01-01,2025-10-29,OFFICEHOLDER,service-lula_2023_presente-2-56,titular,,LEG-0a3ec5a276d9
lula_3-secretaria-geral,lula_3,2025-10-29,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-57,titular,,LEG-e65045e234b2
lula_3-trabalho,lula_3,2023-01-01,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-43,titular,,LEG-6861963d73aa
lula_3-transportes,lula_3,2023-01-01,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-44,titular,,LEG-8ccea40b6f1d
lula_3-turismo,lula_3,2023-01-01,2023-07-14,OFFICEHOLDER,service-lula_2023_presente-2-45,titular,,LEG-caa1bb9ce390
lula_3-turismo,lula_3,2023-07-14,2023-07-18,OFFICEHOLDER,service-C038-wallace-nunes-da-silva,vacancy_acting,,C038
lula_3-turismo,lula_3,2023-07-18,2023-11-30,OFFICEHOLDER,service-lula_2023_presente-2-46,titular,,AFF-034;C073;LEG-68b75f23e045
lula_3-turismo,lula_3,2023-11-30,2023-12-04,OFFICEHOLDER,service-C073-vacancy-0,vacancy_acting,,C073
lula_3-turismo,lula_3,2023-12-04,2023-12-06,OFFICEHOLDER,service-C073-vacancy-1,vacancy_acting,,C073;V5W7E004
lula_3-turismo,lula_3,2023-12-06,2024-12-03,OFFICEHOLDER,service-C073-sabino-1,titular,,AFF-034;C073;LEG-68b75f23e045;V5W7E004
lula_3-turismo,lula_3,2024-12-03,2024-12-06,OFFICEHOLDER,service-C073-vacancy-2,vacancy_acting,,C073
lula_3-turismo,lula_3,2024-12-06,2025-02-01,OFFICEHOLDER,service-C073-sabino-2,titular,,AFF-034;C073;LEG-68b75f23e045
lula_3-turismo,lula_3,2025-02-01,2025-02-03,OFFICEHOLDER,service-C073-vacancy-3,vacancy_acting,,C073
lula_3-turismo,lula_3,2025-02-03,2025-10-08,OFFICEHOLDER,service-C073-sabino-3,titular,,AFF-034;C073;LEG-68b75f23e045
lula_3-turismo,lula_3,2025-10-08,2025-10-09,OFFICEHOLDER,service-C073-vacancy-4,vacancy_acting,,C073
lula_3-turismo,lula_3,2025-10-09,2025-11-13,OFFICEHOLDER,service-C073-sabino-4,titular,,AFF-034;C073;LEG-68b75f23e045
lula_3-turismo,lula_3,2025-11-13,2025-11-17,OFFICEHOLDER,service-C073-vacancy-5,vacancy_acting,,C073;V5W7E001;V5W7E002;V5W7E003
lula_3-turismo,lula_3,2025-11-17,2025-12-19,OFFICEHOLDER,service-C073-sabino-5,titular,,AFF-034;C073;LEG-68b75f23e045;V5W7E001;V5W7E002;V5W7E003
lula_3-turismo,lula_3,2025-12-19,2025-12-23,OFFICEHOLDER,service-C073-vacancy-6,vacancy_acting,,C073
lula_3-turismo,lula_3,2025-12-23,2026-03-20,OFFICEHOLDER,service-lula_2023_presente-2-47,titular,,C073;LEG-4f3b9ee61eb5
temer-agricultura,temer,2016-05-12,2019-01-01,OFFICEHOLDER,service-michel_temer-0-3,titular,,LEG-80fb13f63f08
temer-agu,temer,2016-05-12,2016-09-09,OFFICEHOLDER,service-michel_temer-0-1,titular,,LEG-7d94ee1b94f6
temer-agu,temer,2016-09-09,2019-01-01,OFFICEHOLDER,service-michel_temer-0-2,titular,,LEG-f2b0ba61be8c
temer-banco-central,temer,2016-05-12,2016-06-09,OFFICEHOLDER,service-924bb8bb9eee,titular,,OFF-019;OFF-020
temer-banco-central,temer,2016-06-09,2019-01-01,OFFICEHOLDER,service-michel_temer-0-4,titular,,LEG-3ef836b8a40d
temer-casa-civil,temer,2016-05-12,2019-01-01,OFFICEHOLDER,service-michel_temer-0-5,titular,,LEG-f764ca51f313
temer-cgu,temer,2016-05-12,2016-05-30,OFFICEHOLDER,service-michel_temer-0-16,titular,,LEG-2f2c95a35e85
temer-cgu,temer,2016-05-30,2016-06-02,OFFICEHOLDER,service-michel_temer-0-17,vacancy_acting,,C033;LEG-10ae0d5a66c3
temer-cgu,temer,2016-06-02,2017-05-31,OFFICEHOLDER,service-michel_temer-0-18,titular,,LEG-220a8c056a08
temer-cgu,temer,2017-05-31,2019-01-01,OFFICEHOLDER,service-michel_temer-0-19,titular,,LEG-300fa8e71e1b
temer-cidades,temer,2016-05-12,2017-11-13,OFFICEHOLDER,service-michel_temer-0-6,titular,,LEG-24485aa54403
temer-cidades,temer,2017-11-13,2017-11-22,OFFICEHOLDER,service-michel_temer-0-7,titular,,LEG-5bb831c94f66
temer-cidades,temer,2017-11-22,2019-01-01,OFFICEHOLDER,service-michel_temer-0-8,titular,,LEG-f3dd9541904a
temer-ciencia-tecnologia,temer,2016-05-12,2019-01-01,OFFICEHOLDER,service-michel_temer-0-9,titular,,LEG-9c027191b36e
temer-cultura,temer,2016-05-23,2016-05-24,VACANT_PENDING_FIRST_MINISTER,,,gap-2fa6a3c49c36,C050
temer-cultura,temer,2016-05-24,2016-11-22,OFFICEHOLDER,service-michel_temer-0-10,titular,,C047;LEG-689fffcf6dc3
temer-cultura,temer,2016-11-22,2016-11-23,OFFICEHOLDER,service-C047-mariana-ribas-da-silva,vacancy_acting,,C047
temer-cultura,temer,2016-11-23,2017-05-22,OFFICEHOLDER,service-michel_temer-0-11,titular,,LEG-5229971714f3
temer-cultura,temer,2017-05-22,2017-07-25,OFFICEHOLDER,service-michel_temer-0-12,vacancy_acting,,C008;LEG-7139e1851d7d
temer-cultura,temer,2017-07-25,2019-01-01,OFFICEHOLDER,service-michel_temer-0-13,titular,,LEG-5041fedb5f1c
temer-defesa,temer,2016-05-12,2018-02-27,OFFICEHOLDER,service-michel_temer-0-22,titular,,AFF-004;LEG-5f81e43d920a
temer-defesa,temer,2018-02-27,2019-01-01,OFFICEHOLDER,service-michel_temer-0-23,vacancy_acting,,LEG-509151491adc
temer-desenvolvimento-social,temer,2016-05-12,2018-04-06,OFFICEHOLDER,service-michel_temer-0-24,titular,,LEG-839c037f9735
temer-desenvolvimento-social,temer,2018-04-06,2019-01-01,OFFICEHOLDER,service-michel_temer-0-25,titular,,LEG-8e386223a64d
temer-direitos-humanos,temer,2017-02-03,2018-02-20,OFFICEHOLDER,service-michel_temer-0-14,titular,,C040;LEG-9d878ec47da4
temer-direitos-humanos,temer,2018-02-20,2019-01-01,OFFICEHOLDER,service-michel_temer-0-15,titular,,LEG-422e9936450e
temer-educacao,temer,2016-05-12,2018-04-06,OFFICEHOLDER,service-michel_temer-0-20,titular,,LEG-6de03bbf7354
temer-educacao,temer,2018-04-06,2018-04-10,OFFICEHOLDER,service-C046-maria-helena-guimaraes-de-castro,vacancy_acting,,C046
temer-educacao,temer,2018-04-10,2019-01-01,OFFICEHOLDER,service-michel_temer-0-21,titular,,LEG-583e1fef9251
temer-esporte,temer,2016-05-12,2018-04-06,OFFICEHOLDER,service-michel_temer-0-28,titular,,LEG-43b835cc62f8
temer-esporte,temer,2018-04-06,2019-01-01,OFFICEHOLDER,service-michel_temer-0-29,titular,,LEG-d2b6ba0c63b5
temer-fazenda,temer,2016-05-12,2018-04-06,OFFICEHOLDER,service-michel_temer-0-30,titular,,AFF-003;LEG-aa24caf1c8cd
temer-fazenda,temer,2018-04-06,2019-01-01,OFFICEHOLDER,service-michel_temer-0-31,titular,,LEG-fbbfb4d9d59f
temer-gsi,temer,2016-05-12,2019-01-01,OFFICEHOLDER,service-michel_temer-0-56,titular,,LEG-8259181f231d
temer-industria-comercio,temer,2016-05-12,2018-01-04,OFFICEHOLDER,service-eabeba688ae4,titular,,ATLAS-578;OFF-003;OFF-012;OFF-049
temer-industria-comercio,temer,2018-01-04,2019-01-01,OFFICEHOLDER,service-3e4783281846,vacancy_acting,,ATLAS-579;OFF-013;OFF-049;OFF-050
temer-integracao,temer,2016-05-12,2018-04-06,OFFICEHOLDER,service-michel_temer-0-32,titular,,LEG-d4d6ed48816a
temer-integracao,temer,2018-04-06,2018-04-10,OFFICEHOLDER,service-C051-mario-ramos-ribeiro,vacancy_acting,,C051
temer-integracao,temer,2018-04-10,2019-01-01,OFFICEHOLDER,service-michel_temer-0-33,titular,,LEG-8553657ff23b
temer-justica,temer,2016-05-12,2017-02-22,OFFICEHOLDER,service-michel_temer-0-34,titular,,LEG-5cd7ab190ecc
temer-justica,temer,2017-02-22,2017-03-07,OFFICEHOLDER,service-michel_temer-0-35,vacancy_acting,,LEG-8668ded98bde
temer-justica,temer,2017-03-07,2017-05-31,OFFICEHOLDER,service-michel_temer-0-36,titular,,LEG-e8ffefa1056b
temer-justica,temer,2017-05-31,2019-01-01,OFFICEHOLDER,service-michel_temer-0-37,titular,,LEG-fc6bc5c9fcd6
temer-meio-ambiente,temer,2016-05-12,2018-04-06,OFFICEHOLDER,service-michel_temer-0-38,titular,,LEG-0e05a77ccc65;OFF-015
temer-meio-ambiente,temer,2018-04-06,2019-01-01,OFFICEHOLDER,service-c8d1b1f769cc,vacancy_acting,,ATLAS-590;OFF-015;OFF-017
temer-minas-e-energia,temer,2016-05-12,2016-10-10,OFFICEHOLDER,service-a8e3421c44ba,titular,,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034
temer-minas-e-energia,temer,2016-10-10,2016-10-11,OFFICEHOLDER,service-C041-paulo-pedrosa-2016-10-10,vacancy_acting,,C041
temer-minas-e-energia,temer,2016-10-11,2016-10-25,OFFICEHOLDER,service-4c041e5a6768,titular,,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034
temer-minas-e-energia,temer,2016-10-25,2016-10-26,OFFICEHOLDER,service-C041-paulo-pedrosa-2016-10-25,vacancy_acting,,C041
temer-minas-e-energia,temer,2016-10-26,2017-04-26,OFFICEHOLDER,service-69e3154c999f,titular,,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034
temer-minas-e-energia,temer,2017-04-26,2017-04-27,OFFICEHOLDER,service-C041-paulo-pedrosa-2017-04-26,vacancy_acting,,C041
temer-minas-e-energia,temer,2017-04-27,2017-08-02,OFFICEHOLDER,service-b3978937568f,titular,,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034
temer-minas-e-energia,temer,2017-08-02,2017-08-03,OFFICEHOLDER,service-C041-paulo-pedrosa-2017-08-02,vacancy_acting,,C041
temer-minas-e-energia,temer,2017-08-03,2017-10-18,OFFICEHOLDER,service-16051aed1729,titular,,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034
temer-minas-e-energia,temer,2017-10-18,2017-10-26,OFFICEHOLDER,service-C041-paulo-pedrosa-2017-10-18,vacancy_acting,,C041
temer-minas-e-energia,temer,2017-10-26,2018-04-06,OFFICEHOLDER,service-28d6cde4b48d,titular,,LEG-2f8bf5705498;NEW-COELHO-SERVICE;OFF-031–OFF-034
temer-minas-e-energia,temer,2018-04-06,2018-04-10,OFFICEHOLDER,service-C041-paulo-pedrosa-2018-04-06,vacancy_acting,,C041
temer-minas-e-energia,temer,2018-04-10,2019-01-01,OFFICEHOLDER,service-michel_temer-0-41,titular,,C041;LEG-c9ecc2f3d167
temer-planejamento,temer,2016-05-12,2016-05-23,OFFICEHOLDER,service-michel_temer-0-42,titular,,LEG-5584b8519f7d
temer-planejamento,temer,2016-05-23,2018-04-06,OFFICEHOLDER,service-michel_temer-0-43,titular,,C052;LEG-e96dc186b8a7
temer-planejamento,temer,2018-04-06,2018-04-10,OFFICEHOLDER,service-C052-person-97d87d5bc202,vacancy_acting,,C052;LEG-d0da31186ebc
temer-planejamento,temer,2018-04-10,2019-01-01,OFFICEHOLDER,service-michel_temer-0-44,titular,,LEG-d0da31186ebc
temer-relacoes-exteriores,temer,2016-05-12,2017-02-22,OFFICEHOLDER,service-michel_temer-0-45,titular,,LEG-576bc18c4ce8
temer-relacoes-exteriores,temer,2017-02-22,2017-03-07,OFFICEHOLDER,service-michel_temer-0-46,titular,,LEG-5932ad93e7d8
temer-relacoes-exteriores,temer,2017-03-07,2019-01-01,OFFICEHOLDER,service-michel_temer-0-47,titular,,LEG-a7368f6c8a7a
temer-saude,temer,2016-05-12,2018-04-02,OFFICEHOLDER,service-michel_temer-0-48,titular,,LEG-7f67dc077f97
temer-saude,temer,2018-04-02,2019-01-01,OFFICEHOLDER,service-michel_temer-0-49,titular,,LEG-38ee851b91b5
temer-secretaria-geral,temer,2017-02-03,2018-04-10,OFFICEHOLDER,service-michel_temer-0-53,titular,,C041;LEG-79c599cac5ac
temer-secretaria-geral,temer,2018-04-10,2018-05-28,OFFICEHOLDER,service-58f6ac35cb5d,vacancy_acting,,C028;OCC-005
temer-secretaria-geral,temer,2018-05-28,2019-01-01,OFFICEHOLDER,service-michel_temer-0-55,titular,,LEG-f0e3878b0b42
temer-secretaria-governo,temer,2016-05-12,2016-11-25,OFFICEHOLDER,service-c1cbf25fecd8,titular,,OFF-003;OFF-012;OFF-013
temer-secretaria-governo,temer,2016-11-25,2017-02-03,OFFICEHOLDER,service-C035-ivani-dos-santos,vacancy_acting,,C035
temer-secretaria-governo,temer,2017-02-03,2017-08-02,OFFICEHOLDER,service-f103a0f5f74a,titular,,C035;OFF-003;OFF-012;OFF-013
temer-secretaria-governo,temer,2017-08-02,2017-08-03,OFFICEHOLDER,service-C035-ivani-dos-santos-2017-08-02,vacancy_acting,,C035
temer-secretaria-governo,temer,2017-08-03,2017-10-20,OFFICEHOLDER,service-f103a0f5f74a-b,titular,,C035;OFF-003;OFF-012;OFF-013
temer-secretaria-governo,temer,2017-10-20,2017-10-26,OFFICEHOLDER,service-C035-ivani-dos-santos-2017-10-20,vacancy_acting,,C035
temer-secretaria-governo,temer,2017-10-26,2017-12-15,OFFICEHOLDER,service-f103a0f5f74a-c,titular,,C035;OFF-003;OFF-012;OFF-013
temer-secretaria-governo,temer,2017-12-15,2018-12-31,OFFICEHOLDER,service-13f7c2c1b899,titular,,C034;OFF-003;OFF-012;OFF-013
temer-secretaria-governo,temer,2018-12-31,2019-01-01,OFFICEHOLDER,service-C034-carlos-henrique-menezes-sobral,vacancy_acting,,C034;V5W2E003
temer-seguranca-publica,temer,2018-02-27,2019-01-01,OFFICEHOLDER,service-michel_temer-0-67,titular,,AFF-004;LEG-65320282090a
temer-trabalho,temer,2016-05-12,2017-12-29,OFFICEHOLDER,service-michel_temer-0-57,titular,,AFF-009;LEG-9fcbb2439062
temer-trabalho,temer,2017-12-29,2018-07-05,OFFICEHOLDER,service-michel_temer-0-59,vacancy_acting_then_titular,,AFF-009;LEG-03cf04d9b8ec
temer-trabalho,temer,2018-07-05,2018-07-10,OFFICEHOLDER,service-C012-padilha-trabalho,vacancy_acting,,C012
temer-trabalho,temer,2018-07-10,2019-01-01,OFFICEHOLDER,service-michel_temer-0-60,titular,,LEG-2fc1de1192dc
temer-transportes-portos-e-aviacao-civil,temer,2016-05-12,2018-04-02,OFFICEHOLDER,service-michel_temer-0-61,titular,,AFF-008;LEG-149db8d513f8
temer-transportes-portos-e-aviacao-civil,temer,2018-04-02,2019-01-01,OFFICEHOLDER,service-michel_temer-0-62,titular,,LEG-1b538294c425
temer-turismo,temer,2016-05-12,2016-06-17,OFFICEHOLDER,service-michel_temer-0-63,titular,,C045;LEG-0ac27f4dceb2
temer-turismo,temer,2016-06-17,2016-10-05,OFFICEHOLDER,service-michel_temer-0-64,titular,,LEG-b9d4dcb53939
temer-turismo,temer,2016-10-05,2018-04-06,OFFICEHOLDER,service-michel_temer-0-65,titular,,LEG-989e2fecd8ae
temer-turismo,temer,2018-04-06,2018-04-10,OFFICEHOLDER,service-C053-person-9cf6aaca0bc9,vacancy_acting,,C053;LEG-b9d4dcb53939
temer-turismo,temer,2018-04-10,2019-01-01,OFFICEHOLDER,service-michel_temer-0-66,titular,,LEG-8174e12a8374
