election_year,start_index,end_index,start_party,end_party,interval_size,vote_share,seat_share,seats,seat_diff,majority_status,coalition_inversion,minimal_ideological_interval_inversion
2014,3,12,PCB,PT DO B,10,0.3673418618558975,0.35477582846003897,182,-6.446375132075417,neither,false,false
2014,3,13,PCB,SOLIDARIEDADE,11,0.39496952576434574,0.3840155945419103,197,-5.619366717109358,neither,false,false
2014,3,14,PCB,PMN,12,0.3997815158681463,0.3898635477582846,200,-5.087917640359052,neither,false,false
2014,3,15,PCB,PHS,13,0.4094683791093811,0.3996101364522417,205,-5.057278483112498,neither,false,false
2014,3,16,PCB,PMDB,14,0.5203194885409178,0.5263157894736842,270,3.0761023785091766,votes+seats,false,false
2014,3,17,PCB,PSD,15,0.5816202054999461,0.5964912280701754,306,7.628834578527631,votes+seats,false,false
2014,3,18,PCB,PSDB,16,0.695519591043755,0.7017543859649122,360,3.198449794553653,votes+seats,false,false
2014,3,19,PCB,PTN,17,0.702947862528444,0.7095516569200779,364,3.3877465229082304,votes+seats,false,false
2014,3,20,PCB,PPL,18,0.7043987740006574,0.7095516569200779,364,2.6434289376627476,votes+seats,false,false
2014,3,21,PCB,PRTB,19,0.709064054145394,0.7115009746588694,365,1.2501402234128705,votes+seats,false,false
2014,3,22,PCB,PROS,20,0.7293723055025818,0.732943469785575,376,1.832007277175535,votes+seats,false,false
2014,3,23,PCB,PRP,21,0.7368174533061633,0.7387914230019493,379,1.0126464539382027,votes+seats,false,false
2014,3,24,PCB,PR,22,0.794703524985385,0.8050682261208577,413,5.317091682497505,votes+seats,false,false
2014,3,25,PCB,PRB,23,0.8401537628839602,0.8460038986354775,434,3.0011196405284295,votes+seats,false,false
2014,3,26,PCB,PTC,24,0.8436267819436002,0.8499025341130604,436,3.21946086293309,votes+seats,false,false
2014,3,27,PCB,PSDC,25,0.8488646654194283,0.8538011695906432,438,2.532426639833261,votes+seats,false,false
2014,3,28,PCB,PSL,26,0.8571714504782141,0.8557504873294347,439,-0.7289540953238429,votes+seats,false,false
2014,3,29,PCB,PP,27,0.9232160051516016,0.9298245614035088,477,3.390189357228394,votes+seats,false,false
2014,3,30,PCB,PSC,28,0.9491048843600323,0.9551656920077972,490,3.109194323303427,votes+seats,false,false
