election_year,party,votes,vote_share,vote_share_percent,seats,seat_share,representation_ratio,quota,seat_diff
2022,PROS,799661,0.0073086131193234385,0.7308613119323438,3,0.005847953216374269,0.8001454066453056,3.749318530212924,-0.7493185302129239
2022,PDT,3828367,0.034989893569631274,3.4989893569631274,17,0.03313840155945419,0.947084948786925,17.949815401220842,-0.9498154012208424
2022,PRTB,238847,0.0021829754329785313,0.2182975432978531,0,0.0,0.0,1.1198663971179865,-1.1198663971179865
2022,PMN,256578,0.002345030377784798,0.2345030377784798,0,0.0,0.0,1.2030005838036013,-1.2030005838036013
2022,REDE,782917,0.007155578998527311,0.7155578998527311,2,0.003898635477582846,0.5448385767783744,3.6708120262445108,-1.6708120262445108
2022,PSDB,3309061,0.030243624032235582,3.024362403223558,13,0.025341130604288498,0.8378999347855371,15.514979128536854,-2.5149791285368543
2022,CIDADANIA,1614106,0.014752346666373223,1.4752346666373224,5,0.009746588693957114,0.6606805625150928,7.567953839849464,-2.567953839849464
2022,PSC,1944678,0.01777365551609953,1.7773655516099531,6,0.011695906432748537,0.658047323025603,9.11788527975906,-3.1178852797590597
2022,PATRIOTA,1526570,0.013952299198742444,1.3952299198742444,4,0.007797270955165692,0.5588520461106854,7.157529488954874,-3.157529488954874
2022,AVANTE,2192518,0.02003882372549466,2.0038823725494663,7,0.01364522417153996,0.6809393784017194,10.279916571178761,-3.2799165711787612
2022,NOVO,1354754,0.012381962929111093,1.2381962929111094,3,0.005847953216374269,0.4722961334850399,6.351946982633991,-3.351946982633991
2022,SOLIDARIEDADE,1702519,0.015560409597688797,1.5560409597688796,4,0.007797270955165692,0.501096767807695,7.982490123614353,-3.982490123614353
2022,PODE,3612066,0.03301298044479115,3.301298044479115,12,0.023391812865497075,0.7085641026751911,16.93565896817786,-4.9356589681778615
2022,PSB,4174899,0.0381570710629258,3.81570710629258,14,0.02729044834307992,0.7152133951286394,19.574577455280934,-5.574577455280934
2022,PTB,1422652,0.013002526159749854,1.3002526159749854,1,0.001949317738791423,0.14991838623064338,6.670295919951675,-5.670295919951675
2022,PSOL,3852246,0.035208139016984996,3.5208139016984994,12,0.023391812865497075,0.6643865173962326,18.0617753157133,-6.061775315713302
