"election_year","electoral_unit","V_d","S_d","V","S","district_vote_weight","district_seat_weight","district_weight_gap","seat_equivalent_weight_gap","valid_votes_per_seat","sum_a_id","sum_b_id","expected_sum_b_id","b_closure_residual","seat_equivalent_weight_gap_exact"
2018,"BA",6868013,39,98264190,513,0.06989334568371244,0.07602339181286549,0.0061300461291530495,3.1447136642555136,176102.89743589744,0.0,3.1447136642555136,3.1447136642555136,0.0,"103004247//32754730"
2018,"CE",4596080,22,98264190,513,0.04677268494250042,0.042884990253411304,-0.003887694689089116,-1.9943873755027137,208912.72727272726,0.0,-1.9943873755027137,-1.9943873755027137,0.0,"-6532562//3275473"
2018,"DF",1439876,8,98264190,513,0.014653110151317586,0.015594541910331383,0.0009414317590137975,0.4829544923740785,179984.5,0.0,0.4829544923740785,0.4829544923740785,0.0,"7909522//16377365"
2018,"ES",1933018,10,98264190,513,0.0196716423348119,0.01949317738791423,-0.0001784649468976711,-0.09155251775850388,193301.8,0.0,-0.09155251775850388,-0.09155251775850388,0.0,"-1499389//16377365"
2018,"GO",3031931,17,98264190,513,0.030854892306139196,0.03313840155945419,0.0022835092533149935,1.1714402469505931,178348.88235294117,0.0,1.1714402469505931,1.1714402469505931,0.0,"38370209//32754730"
2018,"MA",3270678,18,98264190,513,0.03328453630971771,0.03508771929824561,0.0018031829885278988,0.9250328731148143,181704.33333333334,0.0,0.9250328731148143,0.9250328731148143,0.0,"15149601//16377365"
2018,"MG",10087536,53,98264190,513,0.10265729560280301,0.10331384015594541,0.0006565445531424019,0.3368073557620533,190330.8679245283,0.0,0.3368073557620533,0.3368073557620533,0.0,"5516017//16377365"
2018,"MS",1240027,8,98264190,513,0.012619317372890368,0.015594541910331383,0.0029752245374410156,1.526290187707241,155003.375,0.0,1.526290187707241,1.526290187707241,0.0,"49993223//32754730"
2018,"MT",1408190,8,98264190,513,0.014330652906211307,0.015594541910331383,0.0012638890041200765,0.6483750591135998,176023.75,0.0,0.6483750591135998,0.6483750591135998,0.0,"2123735//3275473"
2018,"PA",3956457,17,98264190,513,0.04026346729159422,0.03313840155945419,-0.007125065732140029,-3.6551587205878358,232732.76470588235,0.0,-3.6551587205878358,-3.6551587205878358,0.0,"-119723737//32754730"
2018,"PB",1989377,12,98264190,513,0.02024518799778434,0.023391812865497075,0.0031466248677127356,1.6142185571366334,165781.41666666666,0.0,1.6142185571366334,1.6142185571366334,0.0,"52873293//32754730"
2018,"PE",4331764,25,98264190,513,0.044082834245110045,0.04873294346978557,0.004650109224675528,2.3855060322585473,173270.56,0.0,2.3855060322585473,2.3855060322585473,0.0,"39068303//16377365"
2018,"PI",1787802,10,98264190,513,0.01819383032618495,0.01949317738791423,0.0012993470617292772,0.6665650426671201,178780.2,0.0,0.6665650426671201,0.6665650426671201,0.0,"10916579//16377365"
2018,"PR",5709044,30,98264190,513,0.058098926984489464,0.05847953216374269,0.0003806051792532225,0.19525045695690363,190301.46666666667,0.0,0.19525045695690363,0.19525045695690363,0.0,"3197688//16377365"
2018,"RJ",7733626,46,98264190,513,0.07870238384909091,0.08966861598440545,0.010966232135314544,5.625677085416366,168122.30434782608,0.0,5.625677085416366,5.625677085416366,0.0,"92133767//16377365"
2018,"RN",1618823,8,98264190,513,0.016474190648699184,0.015594541910331383,-0.0008796487383678012,-0.4512598027826821,202352.875,0.0,-0.4512598027826821,-0.4512598027826821,0.0,"-14780893//32754730"
2018,"RO",783305,8,98264190,513,0.007971418682635047,0.015594541910331383,0.0076231232276963365,3.9106622158082205,97913.125,0.0,3.9106622158082205,3.9106622158082205,0.0,"25618537//6550946"
2018,"RR",270708,8,98264190,513,0.0027548998266815204,0.015594541910331383,0.012839642083649863,6.58673638891238,33838.5,0.0,6.58673638891238,6.58673638891238,0.0,"107873386//16377365"
2018,"RS",5845077,31,98264190,513,0.05948328684132032,0.06042884990253411,0.0009455630612137875,0.48507385040267464,188550.87096774194,0.0,0.48507385040267464,0.48507385040267464,0.0,"15888463//32754730"
2018,"SC",3548458,16,98264190,513,0.03611140538582774,0.031189083820662766,-0.004922321565164971,-2.525150962929629,221778.625,0.0,-2.525150962929629,-2.525150962929629,0.0,"-41355319//16377365"
2018,"SE",953969,8,98264190,513,0.009708206010755291,0.015594541910331383,0.005886335899576092,3.0196903164825355,119246.125,0.0,3.0196903164825355,3.0196903164825355,0.0,"98909141//32754730"
2018,"SP",21131103,70,98264190,513,0.21504378146301312,0.1364522417153996,-0.07859153974761351,-40.31745989052573,301872.9,0.0,-40.31745989052573,-40.31745989052573,0.0,"-1320587513//32754730"
2018,"TO",715942,8,98264190,513,0.007285889193204564,0.015594541910331383,0.00830865271712682,4.2623388438860585,89492.75,0.0,4.2623388438860585,4.2623388438860585,0.0,"69805879//16377365"
2022,"AC",434253,8,109413508,513,0.003968915794199743,0.015594541910331383,0.011625626116131639,5.963946197575532,54281.625,0.0,5.963946197575532,5.963946197575532,0.0,"652536275//109413508"
2022,"AL",1650763,9,109413508,513,0.01508737842497473,0.017543859649122806,0.0024564812241480768,1.2601748679879636,183418.11111111112,0.0,1.2601748679879636,1.2601748679879636,0.0,"137880153//109413508"
2022,"AM",1976477,8,109413508,513,0.01806428690687808,0.015594541910331383,-0.0024697449965466953,-1.2669791832284547,247059.625,0.0,-1.2669791832284547,-1.2669791832284547,0.0,"-138624637//109413508"
2022,"AP",423017,8,109413508,513,0.003866222806785429,0.015594541910331383,0.011728319103545954,6.016627700119074,52877.125,0.0,6.016627700119074,6.016627700119074,0.0,"658300343//109413508"
2022,"BA",7958431,39,109413508,513,0.07273718890358584,0.07602339181286549,0.0032862029092796535,1.6858220924604665,204062.33333333334,0.0,1.6858220924604665,1.6858220924604665,0.0,"184451709//109413508"
2022,"CE",5083860,22,109413508,513,0.04646464676006915,0.042884990253411304,-0.003579656506657848,-1.836363787915474,231084.54545454544,0.0,-1.836363787915474,-1.836363787915474,0.0,"-50230751//27353377"
2022,"DF",1607519,8,109413508,513,0.01469214386216371,0.015594541910331383,0.0009023980481676734,0.46293019871001667,200939.875,0.0,0.46293019871001667,0.46293019871001667,0.0,"50650817//109413508"
2022,"ES",2084430,10,109413508,513,0.019050938390532183,0.01949317738791423,0.00044223899738204606,0.2268686056569907,208443.0,0.0,0.2268686056569907,0.2268686056569907,0.0,"12411245//54706754"
2022,"GO",3439644,17,109413508,513,0.03143710555373108,0.03313840155945419,0.0017012960057231075,0.8727648509359557,202332.0,0.0,0.8727648509359557,0.8727648509359557,0.0,"23873066//27353377"
2022,"MA",3707930,18,109413508,513,0.03388914282868986,0.03508771929824561,0.0011985764695557552,0.6148697288821048,205996.11111111112,0.0,0.6148697288821048,0.6148697288821048,0.0,"33637527//54706754"
2022,"MG",11181098,53,109413508,513,0.10219120293629558,0.10331384015594541,0.0011226372196498358,0.5759128936803671,210964.11320754717,0.0,0.5759128936803671,0.5759128936803671,0.0,"31506325//54706754"
2022,"MS",1374808,8,109413508,513,0.012565249256060777,0.015594541910331383,0.003029292654270606,1.5540271316408207,171851.0,0.0,1.5540271316408207,1.5540271316408207,0.0,"42507890//27353377"
2022,"MT",1730277,8,109413508,513,0.015814107705969905,0.015594541910331383,-0.00021956579563852177,-0.11263725316256197,216284.625,0.0,-0.11263725316256197,-0.11263725316256197,0.0,"-12324037//109413508"
2022,"PA",4521516,17,109413508,513,0.04132502542556263,0.03313840155945419,-0.008186623866108439,-4.199738043313628,265971.5294117647,0.0,-4.199738043313628,-4.199738043313628,0.0,"-114877018//27353377"
2022,"PB",2209355,12,109413508,513,0.02019270783274767,0.023391812865497075,0.0031991050327494046,1.6411408818004447,184112.91666666666,0.0,1.6411408818004447,1.6411408818004447,0.0,"179562981//109413508"
2022,"PE",4969863,25,109413508,513,0.04542275529635701,0.04873294346978557,0.003310188173428562,1.6981265329688542,198794.52,0.0,1.6981265329688542,1.6981265329688542,0.0,"185797981//109413508"
2022,"PI",1957483,10,109413508,513,0.01789068859760899,0.01949317738791423,0.0016024887903052405,0.8220767494265881,195748.3,0.0,0.8220767494265881,0.8220767494265881,0.0,"89946301//109413508"
2022,"PR",6038642,30,109413508,513,0.05519100987055456,0.05847953216374269,0.0032885222931881286,1.6870119364055123,201288.06666666668,0.0,1.6870119364055123,1.6870119364055123,0.0,"92290947//54706754"
2022,"RJ",8575988,46,109413508,513,0.07838143714394022,0.08966861598440545,0.011287178840465234,5.790322745158669,186434.52173913043,0.0,5.790322745158669,5.790322745158669,0.0,"158384881//27353377"
2022,"RN",1864825,8,109413508,513,0.017043827897374426,0.015594541910331383,-0.0014492859870430426,-0.7434837113530808,233103.125,0.0,-0.7434837113530808,-0.7434837113530808,0.0,"-81347161//109413508"
2022,"RO",869148,8,109413508,513,0.007943699236843772,0.015594541910331383,0.007650842673487611,3.9248822914991446,108643.5,0.0,3.9248822914991446,3.9248822914991446,0.0,"107358785//27353377"
2022,"RR",291714,8,109413508,513,0.0026661607449785817,0.015594541910331383,0.012928381165352802,6.632259537825988,36464.25,0.0,6.632259537825988,6.632259537825988,0.0,"362829391//54706754"
2022,"RS",6149822,31,109413508,513,0.056207154970298545,0.06042884990253411,0.004221694932235565,2.1657295002368446,198381.35483870967,0.0,2.1657295002368446,2.1657295002368446,0.0,"118480031//54706754"
2022,"SC",3969848,16,109413508,513,0.036282978880450484,0.031189083820662766,-0.0050938950597877175,-2.613168165671098,248115.5,0.0,-2.613168165671098,-2.613168165671098,0.0,"-71478974//27353377"
2022,"SE",1191617,8,109413508,513,0.01089094958914945,0.015594541910331383,0.004703592321181933,2.4129428607663326,148952.125,0.0,2.4129428607663326,2.4129428607663326,0.0,"264008543//109413508"
2022,"SP",23321040,70,109413508,513,0.21314589419799976,0.1364522417153996,-0.07669365248260016,-39.343843723573876,333157.71428571426,0.0,-39.343843723573876,-39.343843723573876,0.0,"-1076186990//27353377"
2022,"TO",830140,8,109413508,513,0.00758718018619785,0.015594541910331383,0.008007361724133532,4.107776564480503,103767.5,0.0,4.107776564480503,4.107776564480503,0.0,"112361561//27353377"
