"case_id","source_case_id","case_domain","ideological_universe","k","gap_count","case_order","election_year","case_label","cabinet_period","source_periods","period_start","period_end","period_days","ideology_start_index","ideology_end_index","start_party","end_party","coalition_parties","coalition_party_count","minimal_inversion","minimal_status","observed_coalition","synthetic_ideological_interval","composition_equivalence_group","composition_equivalence_count","compositionally_repeated","electoral_unit","v_Cd","V_d","district_coalition_vote_share","s_Cd","S_d","district_coalition_seat_share","within_district_quota","national_quota_contribution","a_Cd","b_Cd","b_Cd_factored","b_crosscheck_residual","d_Cd","a_Cd_exact","b_Cd_exact","d_Cd_exact"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"MG",4477684,10118666,0.44251722509666785,26,53,0.49056603773584906,23.4534129301234,23.594510189958324,2.5465870698766024,-0.14109725983492757,-0.14109725983492757,0.0,2.405489810041675,"12884032//5059333","-1828892119064//12961925137339","6162824//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"MS",825708,1276893,0.6466540266099039,5,8,0.625,5.173232212879231,4.350949245174538,-0.17323221287923107,0.8222829677046924,0.8222829677046924,0.0,0.6490507548254614,"-73733//425631","896666180306//1090459386273","1662857//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"MT",604679,1454612,0.4156977943259096,2,8,0.25,3.3255823546072767,3.186268800378457,-1.3255823546072767,0.13931355422881989,0.13931355422881989,0.0,-1.186268800378457,"-482052//363653","259589299379//1863345607798","-6078401//5123966"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"PA",1908838,3756049,0.5082037002179685,10,17,0.5882352941176471,8.639462903705462,10.058346601050827,1.3605370962945371,-1.4188836973453638,-1.4188836973453638,0.0,-0.058346601050826646,"5110244//3756049","-13653823726519//9622933685167","-149483//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"PB",977061,1936819,0.5044668603519482,8,12,0.6666666666666666,6.0536023242233785,5.148482054720894,1.9463976757766213,0.9051202695024847,0.9051202695024847,0.0,2.851517945279106,"3769820//1936819","8982589785219//9924194704154","14611081//5123966"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"PE",1739512,4483227,0.3880044441202732,10,25,0.4,9.70011110300683,9.166107659574633,0.29988889699317034,0.5340034434321955,0.5340034434321955,0.0,0.8338923404253659,"1344470//4483227","6133537576876//11485951359141","2136418//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"PI",1143169,1733434,0.6594822762216502,6,10,0.6,6.594822762216502,6.023764209208258,-0.594822762216502,0.5710585530082443,0.5710585530082443,0.0,-0.023764209208257822,"-515543//866717","2536087274599//4441028439622","-121767//5123966"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"PR",2410723,5665222,0.42553019104988293,13,30,0.43333333333333335,12.765905731496488,12.70295724054375,0.23409426850351142,0.0629484909527379,0.0629484909527379,0.0,0.2970427594562493,"663098//2832611","913647141939//14514202455226","1522037//5123966"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"RJ",4050400,7673438,0.527846839969255,29,46,0.6304347826086957,24.28095463858573,21.342998763067513,4.719045361414271,2.9379558755182145,2.9379558755182145,0.0,7.657001236932485,"18105651//3836719","28878957086000//9829608853777","19617107//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"RN",768858,1580871,0.48635087872445,3,8,0.375,3.8908070297956,4.051386367512977,-0.8908070297956,-0.16057933771737723,-0.16057933771737723,0.0,-1.0513863675129773,"-469417//526957","-216790917827//1350054875731","-2693634//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"RO",550050,798475,0.6888756692444973,6,8,0.75,5.511005353955978,2.8984091619655556,0.48899464604402143,2.612596191990423,2.612596191990423,0.0,3.1015908380344444,"822//1681","11251650837//4306693423","7946223//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"RR",73580,238099,0.30903111730834654,3,8,0.375,2.4722489384667723,0.38771920032256263,0.5277510615332278,2.0845297381442096,2.0845297381442096,0.0,2.6122807996774373,"125657//238099","1271574793450//610005590317","6692619//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"RS",3758463,5942063,0.6325182011701996,20,31,0.6451612903225806,19.60806423627619,19.804678836666753,0.39193576372381106,-0.19661460039056491,-0.19661460039056491,0.0,0.19532116333324617,"2328907//5942063","-5986310735565//30446928781858","1000819//5123966"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"SC",2153228,3391619,0.6348673008377415,11,16,0.6875,10.157876813403863,11.346124466868048,0.8421231865961359,-1.188247653464183,-1.188247653464183,0.0,-0.34612446686804715,"37093//44047","-134090973374//112847665201","-886765//2561983"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"SE",552311,1052826,0.5245985566465874,4,8,0.5,4.196788453172699,2.9103231754465195,-0.196788453172699,1.2864652777261796,1.2864652777261796,0.0,1.0896768245534807,"-103592//526413","3470011499743//2697322313958","5583467//5123966"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"SP",7751893,21266194,0.3645171768864706,26,70,0.37142857142857144,25.516202382052942,40.8474823993758,0.48379761794705717,-15.331280017322854,-15.331280017322854,0.0,-14.847482399375796,"5144267//10633097","-835303749603437//54483627502702","-76077995//5123966"
"cabinet/2014/2016.2","2014/2016.2","cabinet","not_applicable",,,1,2014,"2016.2","2016.2","[""2016.2""]",2016-04-14,2016-04-15,2,,,,,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",7,,"not applicable",true,false,"2014:PCdoB|PDT|PMDB|PR|PSD|PT|PTB",1,false,"TO",355673,733225,0.4850802959528112,4,8,0.5,3.8806423676224897,1.8741675881533952,0.11935763237751032,2.0064747794690945,2.0064747794690945,0.0,2.1258324118466048,"87516//733225","7538365816469//3757019970350","10892693//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"AC",186885,399201,0.4681476248806992,4,8,0.5,3.7451809990455938,0.9847635601016869,0.2548190009544064,2.760417438943907,2.760417438943907,0.0,3.015236439898313,"33908//133067","1882137585795//681830783722","15449969//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"AL",572320,1384584,0.4133515915249635,3,9,0.3333333333333333,3.720164323724671,3.0157577158006124,-0.7201643237246711,0.7044066079240588,0.7044066079240588,0.0,-0.01575771580061226,"-41547//57691","104113664340//147803361253","-40371//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"AM",1160947,1658407,0.7000374455727695,7,8,0.875,5.600299564582156,6.117442816755615,1.3997004354178437,-0.5171432521734585,-0.5171432521734585,0.0,0.8825571832443853,"2321273//1658407","-4394487402167//8497621082162","4522193//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"AP",131328,386084,0.3401539561338983,2,8,0.25,2.7212316490711865,0.692013959499341,-0.7212316490711865,2.0292176895718455,2.0292176895718455,0.0,1.3079860405006591,"-69614//96521","501795423360//247285161143","3351038//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"BA",2995008,6646541,0.45061152861315384,17,39,0.4358974358974359,17.573849615912998,15.781762798582191,-0.573849615912999,1.7920868173308069,1.7920868173308069,0.0,1.218237201417808,"-3814115//6646541","30516236844768//17028325050803","3121103//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"CE",1532236,4367020,0.35086534982665524,6,22,0.2727272727272727,7.719037696186415,8.073896665200355,-1.7190376961864156,-0.3548589690139391,-0.3548589690139391,0.0,-2.0738966652003548,"-1876768//1091755","-992561029496//2797057750165","-5313288//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"DF",717910,1454063,0.49372688803717585,4,8,0.5,3.949815104297407,3.782923227827819,0.05018489570259335,0.16689187646958734,0.16689187646958734,0.0,0.2170767721721807,"72972//1454063","621719751785//3725284686929","556147//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"ES",997439,1794470,0.5558404431391999,5,10,0.5,5.558404431391999,5.255860987367988,-0.5584044313919988,0.30254344402401073,0.30254344402401073,0.0,-0.255860987367988,"-100204//179447","278182744783//919480326802","-1311023//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"GO",1931006,3032760,0.6367157308853981,12,17,0.7058823529411765,10.824167425051767,10.17515768059351,1.175832574948232,0.649009744458259,0.649009744458259,0.0,1.8248423194064909,"1783009//1516380","2521363774853//3884939781540","4675215//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"MA",1279021,3130492,0.4085686850501455,8,18,0.4444444444444444,7.354236330902618,6.7396167343811415,0.6457636690973815,0.614619596521477,0.614619596521477,0.0,1.2603832656188585,"1010779//1565246","1232353360773//2005066821409","6458161//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"MG",5096393,10118666,0.5036625381250849,27,53,0.5094339622641509,26.694114520629498,26.85470805231729,0.305885479370502,-0.16059353168778903,-0.16059353168778903,0.0,0.14529194768271297,"3095153//10118666","-2081601335278//12961925137339","744471//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"MS",687019,1276893,0.5380396008122842,5,8,0.625,4.3043168064982735,3.620147557575519,0.6956831935017265,0.6841692489227549,0.6841692489227549,0.0,1.3798524424244814,"888313//1276893","4476352675723//6542756317638","7070317//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"MT",811098,1454612,0.5576043646003196,5,8,0.625,4.460834916802557,4.2739639568256305,0.5391650831974437,0.18687095997692552,0.18687095997692552,0.0,0.7260360431743692,"196069//363653","174102591249//931672803899","1860092//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"PA",1869777,3756049,0.4978042086245414,9,17,0.5294117647058824,8.462671546617203,9.852520293850505,0.5373284533827967,-1.3898487472333023,-1.3898487472333023,0.0,-0.8525202938505057,"2018232//3756049","-26748844654077//19245867370334","-4368285//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"PB",1170501,1936819,0.6043419648402871,7,12,0.5833333333333334,7.252103578083445,6.167786242141341,-0.2521035780834451,1.0843173359421037,1.0843173359421037,0.0,0.8322137578586587,"-488279//1936819","10760976362979//9924194704154","4264235//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"PE",2531794,4483227,0.5647258102255363,15,25,0.6,14.118145255638405,13.340923417524628,0.8818547443615949,0.7772218381137768,0.7772218381137768,0.0,1.6590765824753717,"3953555//4483227","8927132227837//11485951359141","4250526//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"PI",854874,1733434,0.4931678967875327,6,10,0.6,4.931678967875327,4.504635276658744,1.0683210321246728,0.4270436912165828,0.4270436912165828,0.0,1.4953647233412555,"925932//866717","948256588827//2220514219811","3831099//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"PR",3028458,5665222,0.5345700486229842,17,30,0.5666666666666667,16.037101458689527,15.95802275034612,0.9628985413104729,0.07907870834340847,0.07907870834340847,0.0,1.0419772496538815,"2727517//2832611","573882191397//7257101227613","2669528//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"RJ",3224104,7673438,0.4201642080121062,20,46,0.43478260869565216,19.327553568556883,16.98895113667811,0.6724464314431159,2.3386024318787717,2.3386024318787717,0.0,3.011048863321888,"2579988//3836719","22987547169860//9829608853777","7714256//2561983"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"RN",797381,1580871,0.5043934641093423,5,8,0.625,4.035147712874738,4.201684203212902,0.9648522871252619,-0.16653649033816384,-0.16653649033816384,0.0,0.7983157967870981,"1525307//1580871","-1349000404609//8100329254386","4090543//5123966"
"cabinet/2014/2017.1","2014/2017.1","cabinet","not_applicable",,,2,2014,"2017.1","2017.1","[""2017.1""]",2017-12-28,2018-04-06,100,,,,,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",8,,"not applicable",true,false,"2014:DEM|PMDB|PP|PPS|PSB|PSD|PSDB|PV",1,false,"RO",355306,798475,0.44498074454428754,4,8,0.5,3.5598459563543003,1.8722337345720093,0.4401540436456996,1.687612221782291,1.687612221782291,0.0,2.1277662654279905,"8572//19475","84202768699//49894618925","5451301//2561983"
