old_period,new_period,change_date,entered_contemporaneous_parties,left_contemporaneous_parties,change_status,old_composition_status,new_composition_status,raw_minister_events,decision_ids,data_version,release_metadata_sha256
temer-2018-07-05,bolsonaro-2019-01-01,2019-01-01,DEM;NOVO;PSL,PSD;PSDB;PV;REPUBLICANOS,identified_set_difference,primary_provisional,primary_adjudicated,"service_end:service-3e4783281846:Marcos Jorge de Lima:Desenvolvimento, Indústria e Comércio | service_end:service-C034-carlos-henrique-menezes-sobral:Carlos Henrique Menezes Sobral:Secretaria de Governo | service_end:service-bc14f461caeb:Onyx Lorenzoni:Transição governamental | service_end:service-c8d1b1f769cc:Edson Duarte:Meio Ambiente | service_end:service-michel_temer-0-13:Sérgio Sá Leitão:Cultura | service_end:service-michel_temer-0-15:Gustavo Rocha:Direitos Humanos | service_end:service-michel_temer-0-19:Wagner Rosário:Fiscalização, Transparência e Controladoria-Geral da União | service_end:service-michel_temer-0-21:Rossieli Soares:Educação | service_end:service-michel_temer-0-23:Joaquim Silva e Luna:Defesa | service_end:service-michel_temer-0-25:Alberto Beltrame:Desenvolvimento Social e Agrário | service_end:service-michel_temer-0-29:Leandro Cruz Fróes da Silva:Esporte | service_end:service-michel_temer-0-2:Grace Mendonça:Advocacia-Geral da União | service_end:service-michel_temer-0-31:Eduardo Guardia:Fazenda e Previdência Social | service_end:service-michel_temer-0-33:Pádua Andrade:Integração Nacional | service_end:service-michel_temer-0-37:Torquato Jardim:Justiça | service_end:service-michel_temer-0-3:Blairo Maggi:Agricultura, Pecuária e Abastecimento | service_end:service-michel_temer-0-41:Moreira Franco:Minas e Energia | service_end:service-michel_temer-0-44:Esteves Colnago:Planejamento, Orçamento e Gestão | service_end:service-michel_temer-0-47:Aloysio Nunes:Relações Exteriores | service_end:service-michel_temer-0-49:Gilberto Occhi:Saúde | service_end:service-michel_temer-0-4:Ilan Goldfajn:Banco Central | service_end:service-michel_temer-0-55:Ronaldo Fonseca:Secretaria-Geral | service_end:service-michel_temer-0-56:Sérgio Etchegoyen:Gabinete de Segurança Institucional | service_end:service-michel_temer-0-5:Eliseu Padilha:Casa Civil | service_end:service-michel_temer-0-60:Caio Vieira de Mello:Trabalho | service_end:service-michel_temer-0-62:Valter Casimiro Silveira:Transportes, Portos e Aviação Civil | service_end:service-michel_temer-0-66:Vinicius Lummertz:Turismo | service_end:service-michel_temer-0-67:Raul Jungmann:Segurança Pública | service_end:service-michel_temer-0-8:Alexandre Baldy:Cidades | service_end:service-michel_temer-0-9:Gilberto Kassab:Ciência, Tecnologia, Inovações e Comunicações | service_start:service-207a1e9e526c:Ilan Goldfajn:Banco Central | service_start:service-jair_bolsonaro-0-12:Sergio Moro:Ministério da Justiça e Segurança Pública | service_start:service-jair_bolsonaro-0-15:Tereza Cristina:Ministério da Agricultura, Pecuária e Abastecimento | service_start:service-jair_bolsonaro-0-17:Augusto Heleno:Gabinete de Segurança Institucional | service_start:service-jair_bolsonaro-0-18:Fernando Azevedo e Silva:Ministério da Defesa | service_start:service-jair_bolsonaro-0-1:Onyx Lorenzoni:Casa Civil | service_start:service-jair_bolsonaro-0-21:Ernesto Araújo:Ministério das Relações Exteriores | service_start:service-jair_bolsonaro-0-24:Wagner Rosário:Controladoria-Geral da União | service_start:service-jair_bolsonaro-0-25:Luiz Henrique Mandetta:Ministério da Saúde | service_start:service-jair_bolsonaro-0-29:André Mendonça:Advocacia-Geral da União | service_start:service-jair_bolsonaro-0-33:Gustavo Bebianno:Secretaria-Geral da Presidência da República | service_start:service-jair_bolsonaro-0-39:Ricardo Vélez Rodríguez:Ministério da Educação | service_start:service-jair_bolsonaro-0-45:Carlos Alberto dos Santos Cruz:Secretaria de Governo | service_start:service-jair_bolsonaro-0-49:Tarcísio de Freitas:Ministério da Infraestrutura | service_start:service-jair_bolsonaro-0-51:Gustavo Canuto:Ministério do Desenvolvimento Regional | service_start:service-jair_bolsonaro-0-54:Osmar Terra:Ministério da Cidadania | service_start:service-jair_bolsonaro-0-58:Marcelo Álvaro Antônio:Ministério do Turismo | service_start:service-jair_bolsonaro-0-5:Paulo Guedes:Ministério da Economia | service_start:service-jair_bolsonaro-0-61:Bento Albuquerque:Ministério de Minas e Energia | service_start:service-jair_bolsonaro-0-63:Damares Alves:Ministério da Mulher, da Família e dos Direitos Humanos | service_start:service-jair_bolsonaro-0-65:Ricardo Salles:Ministério do Meio Ambiente | service_start:service-jair_bolsonaro-0-8:Marcos Pontes:Ministério da Ciência, Tecnologia e Inovações | affiliation_end:affiliation-0acad5fe7baf:PARTY:REPUBLICANOS | affiliation_end:affiliation-0dfac208e513:PARTY:PP | affiliation_end:affiliation-1126c806f45a:UNAFFILIATED: | affiliation_end:affiliation-11917984b5cf:UNAFFILIATED: | affiliation_end:affiliation-1fffe4c27ba3:PARTY:PSDB | affiliation_end:affiliation-252c2cfa75af:PARTY:PV | affiliation_end:affiliation-25d6775c96e2:PARTY:MDB | affiliation_end:affiliation-2c211f0d3d26:PARTY:MDB | affiliation_end:affiliation-3d8eb9706bec:PARTY:PP | affiliation_end:affiliation-3e99f909d3bf:PARTY:PSD | affiliation_end:affiliation-425de9b86c8c:PARTY:PP | affiliation_end:affiliation-4cdc01dd2bee:UNAFFILIATED: | affiliation_end:affiliation-522bab7d8ba8:UNAFFILIATED: | affiliation_end:affiliation-54b3734919e3:UNAFFILIATED: | affiliation_end:affiliation-612e9fe95c16:UNAFFILIATED: | affiliation_end:affiliation-7ed04e5ce20c:PARTY:PSDB | affiliation_end:affiliation-8012d8e03cf8:UNAFFILIATED: | affiliation_end:affiliation-9314ed6419d2:PARTY:MDB | affiliation_end:affiliation-96e96ef8deed:UNAFFILIATED: | affiliation_end:affiliation-C034-carlos-henrique-menezes-sobral-2018-12-31:UNKNOWN: | affiliation_end:affiliation-aa6f615987f5:PARTY:DEM | affiliation_end:affiliation-c0420f5557c9:UNAFFILIATED: | affiliation_end:affiliation-c28f7caff6cf:UNAFFILIATED: | affiliation_end:affiliation-c393ce25bc55:PARTY:MDB | affiliation_end:affiliation-c67117c71f67:PARTY:MDB | affiliation_end:affiliation-c7723c64ec1a:PARTY:MDB | affiliation_end:affiliation-c97971ff1dd1:UNAFFILIATED: | affiliation_end:affiliation-cdaef6c4fd6d:UNAFFILIATED: | affiliation_end:affiliation-ec3c8c4a6df8:UNAFFILIATED: | affiliation_end:affiliation-f9b696359ce8:UNAFFILIATED: | affiliation_start:affiliation-06b7bbeb61ed:PARTY:DEM | affiliation_start:affiliation-0e608e299231:UNAFFILIATED: | affiliation_start:affiliation-17061ef0b2d7:PARTY:DEM | affiliation_start:affiliation-22a173c7a425:UNAFFILIATED: | affiliation_start:affiliation-2b3c0586acbe:UNAFFILIATED: | affiliation_start:affiliation-4a320856a00d:UNAFFILIATED: | affiliation_start:affiliation-51cf0912575d:UNAFFILIATED: | affiliation_start:affiliation-547801fecb22:UNAFFILIATED: | affiliation_start:affiliation-5dbeed312323:UNAFFILIATED: | affiliation_start:affiliation-5de619f5e1fe:PARTY:PSL | affiliation_start:affiliation-6dedfae20e54:PARTY:PSL | affiliation_start:affiliation-798c9988ae51:PARTY:DEM | affiliation_start:affiliation-b2eb8d8beb97:PARTY:PP | affiliation_start:affiliation-b460623960a1:UNAFFILIATED: | affiliation_start:affiliation-c1d3c17bc72b:PARTY:PSL | affiliation_start:affiliation-c647d64230b6:UNAFFILIATED: | affiliation_start:affiliation-c85401b074ed:PARTY:MDB | affiliation_start:affiliation-c97f93e89378:UNAFFILIATED: | affiliation_start:affiliation-e76b47696a14:UNAFFILIATED: | affiliation_start:affiliation-f5cefac1ad86:PARTY:NOVO | affiliation_start:affiliation-fd306c6edc6b:UNAFFILIATED:",BOL-A01;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R15;R17;R30;V5W6D02,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2019-01-01,bolsonaro-2020-02-11,2020-02-11,PSDB,,identified_set_difference,primary_adjudicated,primary_provisional,service_end:service-jair_bolsonaro-0-51:Gustavo Canuto:Ministério do Desenvolvimento Regional | service_start:service-jair_bolsonaro-0-52:Rogério Marinho:Ministério do Desenvolvimento Regional | affiliation_end:affiliation-e76b47696a14:UNAFFILIATED: | affiliation_start:affiliation-92b6d60a8748:PARTY:PSDB,BOL-A01;C054;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R15;R16;R17;R30;V5ROOTD002;V5W6D02;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-02-11,bolsonaro-2020-02-18,2020-02-18,,MDB,identified_set_difference,primary_provisional,primary_adjudicated,service_end:service-C054-welington-coimbra:Welington Coimbra (Lelo Coimbra):Ministério da Cidadania | service_end:service-C057-marcos-paulo-cardoso-coelho-da-silva:Marcos Paulo Cardoso Coelho da Silva:Casa Civil | service_start:service-jair_bolsonaro-0-2:Walter Braga Netto:Casa Civil | service_start:service-jair_bolsonaro-0-55:Onyx Lorenzoni:Ministério da Cidadania | affiliation_end:affiliation-17061ef0b2d7:PARTY:DEM | affiliation_end:affiliation-C054-welington-coimbra-2020-02-14:PARTY:MDB | affiliation_end:affiliation-C057-marcos-paulo-cardoso-coelho-da-silva-2020-02-14:UNKNOWN: | affiliation_start:affiliation-28a1f589ea28:PARTY:DEM | affiliation_start:affiliation-3c864edbf9c2:UNAFFILIATED:,BOL-A01;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R15;R16;R17;R30;V5W6D02;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-02-18,bolsonaro-2020-04-16,2020-04-16,MDB,,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-jair_bolsonaro-0-25:Luiz Henrique Mandetta:Ministério da Saúde | service_start:service-C062-joao-gabbardo-dos-reis:João Gabbardo dos Reis:Ministério da Saúde | affiliation_end:affiliation-798c9988ae51:PARTY:DEM | affiliation_start:affiliation-C062-joao-gabbardo-dos-reis-2020-04-16:PARTY:MDB,BOL-A01;C062;C066;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R15;R16;R17;R30;V5W6D02;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-04-16,bolsonaro-2020-04-17,2020-04-17,,MDB,identified_set_difference,primary_adjudicated,primary_provisional,service_end:service-C062-joao-gabbardo-dos-reis:João Gabbardo dos Reis:Ministério da Saúde | service_start:service-jair_bolsonaro-0-26:Nelson Teich:Ministério da Saúde | affiliation_end:affiliation-C062-joao-gabbardo-dos-reis-2020-04-16:PARTY:MDB | affiliation_start:affiliation-93eef935bb56:UNAFFILIATED:,BOL-A01;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R15;R16;R17;R30;V5ROOTD002;V5W6D02;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-04-17,bolsonaro-2020-05-07,2020-05-07,,NOVO,identified_set_difference,primary_provisional,primary_adjudicated,affiliation_end:affiliation-f5cefac1ad86:PARTY:NOVO | affiliation_start:affiliation-ae3aebc4df36:UNAFFILIATED:,BOL-A01;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R17;R30;V5W6D02;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-05-07,bolsonaro-2020-06-17,2020-06-17,PSD,,identified_set_difference,primary_adjudicated,primary_adjudicated,service_start:service-jair_bolsonaro-0-10:Fábio Faria:Ministério das Comunicações | affiliation_start:affiliation-c2505d9199a7:PARTY:PSD,BOL-A01;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R17;R21;R30;V5W6D02;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-06-17,bolsonaro-2020-06-18,2020-06-18,,PSDB,identified_set_difference,primary_adjudicated,primary_adjudicated,affiliation_end:affiliation-92b6d60a8748:PARTY:PSDB | affiliation_start:affiliation-55eb812b0488:UNAFFILIATED:,BOL-A01;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R17;R21;R30;V5W6D02,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-06-18,bolsonaro-2020-09-19,2020-09-19,,PP,identified_set_difference,primary_adjudicated,primary_adjudicated,affiliation_end:affiliation-b2eb8d8beb97:PARTY:PP | affiliation_start:affiliation-f17728f50dd7:UNAFFILIATED:,BOL-A01;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R21;R30,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-09-19,bolsonaro-2020-12-09,2020-12-09,PSC,,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-jair_bolsonaro-0-58:Marcelo Álvaro Antônio:Ministério do Turismo | service_start:service-jair_bolsonaro-0-59:Gilson Machado Neto:Ministério do Turismo | affiliation_end:affiliation-a99569d65145:PARTY:PSL | affiliation_start:affiliation-204e64daf583:PARTY:PSC,BOL-A01;C013;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R21;R24;R30,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2020-12-09,bolsonaro-2021-02-12,2021-02-12,REPUBLICANOS,,identified_set_difference,primary_adjudicated,primary_provisional,service_end:service-jair_bolsonaro-0-36:Pedro Cesar Nunes Ferreira Marques de Sousa:Secretaria-Geral da Presidência da República | service_end:service-jair_bolsonaro-0-55:Onyx Lorenzoni:Ministério da Cidadania | service_start:service-jair_bolsonaro-0-37:Onyx Lorenzoni:Secretaria-Geral da Presidência da República | service_start:service-jair_bolsonaro-0-56:João Roma:Ministério da Cidadania | affiliation_end:affiliation-28a1f589ea28:PARTY:DEM | affiliation_end:affiliation-e330badabc4e:UNAFFILIATED: | affiliation_start:affiliation-660b8d65bada:PARTY:DEM | affiliation_start:affiliation-c0eb8bb3e167:PARTY:REPUBLICANOS,BOL-A01;C013;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R21;R23;R24;R30;V5ROOTD002,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2021-02-12,bolsonaro-2021-03-31,2021-03-31,PL,,identified_set_difference,primary_provisional,primary_provisional,service_end:service-C059-person-jonathas-assuncao-salvador-nery-de-castro:Jonathas Assunção Salvador Nery de Castro:Secretaria de Governo | service_end:service-C063-otavio-brandelli:Otávio Brandelli:Ministério das Relações Exteriores | service_start:service-jair_bolsonaro-0-22:Carlos França:Ministério das Relações Exteriores | service_start:service-jair_bolsonaro-0-47:Flávia Arruda:Secretaria de Governo | affiliation_end:affiliation-C059-jonathas-2021:UNKNOWN: | affiliation_end:affiliation-C063-otavio-brandelli-2021-03-30:UNKNOWN: | affiliation_start:affiliation-18b79f294f7c:PARTY:PL | affiliation_start:affiliation-ba139ab01c35:UNAFFILIATED:,BOL-A01;C013;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R21;R22;R23;R24;R30;V5ROOTD002,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2021-03-31,bolsonaro-2021-07-28,2021-07-28,PP,,identified_set_difference,primary_provisional,primary_adjudicated,service_end:service-jair_bolsonaro-0-37:Onyx Lorenzoni:Secretaria-Geral da Presidência da República | service_end:service-jair_bolsonaro-0-3:Luiz Eduardo Ramos:Casa Civil | service_start:service-9652707b0ac0:Onyx Lorenzoni:Trabalho | service_start:service-jair_bolsonaro-0-38:Luiz Eduardo Ramos:Secretaria-Geral da Presidência da República | service_start:service-jair_bolsonaro-0-4:Ciro Nogueira:Casa Civil | affiliation_end:affiliation-660b8d65bada:PARTY:DEM | affiliation_start:affiliation-a111766803f9:PARTY:PP | affiliation_start:affiliation-e22f954d36b0:PARTY:DEM,BOL-A01;C010;C013;C036;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R21;R22;R23;R24;R30;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2021-07-28,bolsonaro-2022-02-08,2022-02-08,UNIAO,DEM;PSL,identified_set_difference,primary_adjudicated,primary_adjudicated,affiliation_end:affiliation-06b7bbeb61ed:PARTY:DEM | affiliation_end:affiliation-a31752d0ffc0:PARTY:PSL | affiliation_start:affiliation-369b3a1eac9a:PARTY:UNIAO | affiliation_start:affiliation-abe479fc17e2:PARTY:UNIAO,BOL-A01;C010;C013;C036;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R21;R22;R23;R24;R30;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2022-02-08,bolsonaro-2022-03-24,2022-03-24,,PSD,identified_set_difference,primary_adjudicated,primary_adjudicated,affiliation_end:affiliation-c2505d9199a7:PARTY:PSD | affiliation_start:affiliation-5336bbd1fbcc:PARTY:PP,BOL-A01;C010;C013;C036;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R21;R22;R23;R24;R30;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2022-03-24,bolsonaro-2022-03-27,2022-03-27,,REPUBLICANOS,identified_set_difference,primary_adjudicated,primary_adjudicated,affiliation_end:affiliation-369b3a1eac9a:PARTY:UNIAO | affiliation_end:affiliation-c0eb8bb3e167:PARTY:REPUBLICANOS | affiliation_start:affiliation-1a549179e1fd:PARTY:PL | affiliation_start:affiliation-a804f5ab2b02:PARTY:PL,BOL-A01;C010;C013;C036;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R21;R22;R23;R24;R30;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2022-03-27,bolsonaro-2022-03-28,2022-03-28,REPUBLICANOS,,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-jair_bolsonaro-0-43:Milton Ribeiro:Ministério da Educação | service_start:service-jair_bolsonaro-0-44:Victor Godoy Veiga:Ministério da Educação | affiliation_end:affiliation-0e608e299231:UNAFFILIATED: | affiliation_end:affiliation-70aaac34ef3d:UNAFFILIATED: | affiliation_end:affiliation-f17728f50dd7:UNAFFILIATED: | affiliation_start:affiliation-034b56f974be:PARTY:REPUBLICANOS | affiliation_start:affiliation-157a954f295a:PARTY:REPUBLICANOS | affiliation_start:affiliation-9be8f2d57a25:UNAFFILIATED:,BOL-A01;C010;C013;C036;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R17;R18;R21;R22;R23;R24;R30;V5W6D02;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2022-03-28,bolsonaro-2022-03-30,2022-03-30,,PSC,identified_set_difference,primary_adjudicated,primary_adjudicated,affiliation_end:affiliation-204e64daf583:PARTY:PSC | affiliation_start:affiliation-ec48fcd55307:PARTY:PL,BOL-A01;C010;C036;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R14;R16;R17;R18;R21;R22;R23;R24;R30;V5W6D02;V5W6D03,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2022-03-30,bolsonaro-2022-03-31,2022-03-31,PSD,PL;UNIAO,identified_set_difference,primary_adjudicated,primary_adjudicated,"service_end:service-9652707b0ac0:Onyx Lorenzoni:Trabalho | service_end:service-jair_bolsonaro-0-15:Tereza Cristina:Ministério da Agricultura, Pecuária e Abastecimento | service_end:service-jair_bolsonaro-0-47:Flávia Arruda:Secretaria de Governo | service_end:service-jair_bolsonaro-0-49:Tarcísio de Freitas:Ministério da Infraestrutura | service_end:service-jair_bolsonaro-0-52:Rogério Marinho:Ministério do Desenvolvimento Regional | service_end:service-jair_bolsonaro-0-56:João Roma:Ministério da Cidadania | service_end:service-jair_bolsonaro-0-59:Gilson Machado Neto:Ministério do Turismo | service_end:service-jair_bolsonaro-0-63:Damares Alves:Ministério da Mulher, da Família e dos Direitos Humanos | service_end:service-jair_bolsonaro-0-8:Marcos Pontes:Ministério da Ciência, Tecnologia e Inovações | service_start:service-df493137b62f:José Carlos Oliveira:Trabalho | service_start:service-jair_bolsonaro-0-16:Marcos Montes:Ministério da Agricultura, Pecuária e Abastecimento | service_start:service-jair_bolsonaro-0-48:Célio Faria Júnior:Secretaria de Governo | service_start:service-jair_bolsonaro-0-50:Marcelo Sampaio:Ministério da Infraestrutura | service_start:service-jair_bolsonaro-0-53:Daniel Duarte Ferreira:Ministério do Desenvolvimento Regional | service_start:service-jair_bolsonaro-0-57:Ronaldo Vieira Bento:Ministério da Cidadania | service_start:service-jair_bolsonaro-0-60:Carlos Alberto Gomes de Brito:Ministério do Turismo | service_start:service-jair_bolsonaro-0-64:Cristiane Britto:Ministério da Mulher, da Família e dos Direitos Humanos | service_start:service-jair_bolsonaro-0-9:Paulo César Alvim:Ministério da Ciência, Tecnologia e Inovações | affiliation_end:affiliation-034b56f974be:PARTY:REPUBLICANOS | affiliation_end:affiliation-157a954f295a:PARTY:REPUBLICANOS | affiliation_end:affiliation-1a549179e1fd:PARTY:PL | affiliation_end:affiliation-22af2be40aed:PARTY:PL | affiliation_end:affiliation-5335e0e06ea0:PARTY:PL | affiliation_end:affiliation-a804f5ab2b02:PARTY:PL | affiliation_end:affiliation-c1f76f80514c:PARTY:PP | affiliation_end:affiliation-e22f954d36b0:PARTY:DEM | affiliation_end:affiliation-ec48fcd55307:PARTY:PL | affiliation_start:affiliation-173dac1efde4:UNAFFILIATED: | affiliation_start:affiliation-1ff82b1cd2c5:UNAFFILIATED: | affiliation_start:affiliation-20ee72e20ccc:PARTY:REPUBLICANOS | affiliation_start:affiliation-21245128bf6f:UNAFFILIATED: | affiliation_start:affiliation-2d168441b52e:UNAFFILIATED: | affiliation_start:affiliation-7659aa9e6014:UNAFFILIATED: | affiliation_start:affiliation-c73c38b305e8:UNAFFILIATED: | affiliation_start:affiliation-c7bd6a5e7b1c:UNAFFILIATED: | affiliation_start:affiliation-cbf6a26ba015:PARTY:PSD",C010;C036;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21;R25,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2022-03-31,bolsonaro-2022-05-11,2022-05-11,UNIAO,,identified_set_difference,primary_adjudicated,primary_provisional,service_end:service-jair_bolsonaro-0-61:Bento Albuquerque:Ministério de Minas e Energia | service_start:service-jair_bolsonaro-0-62:Adolfo Sachsida:Ministério de Minas e Energia | affiliation_end:affiliation-2b3c0586acbe:UNAFFILIATED: | affiliation_start:affiliation-66214824b17e:PARTY:UNIAO,C010;C036;C061;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R21;R25;R26;V5ROOTD002;V5W6D01,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
bolsonaro-2022-05-11,bolsonaro-2022-12-30,2022-12-30,NOVO,PP,identified_set_difference,primary_provisional,primary_provisional,service_end:service-jair_bolsonaro-0-4:Ciro Nogueira:Casa Civil | service_end:service-jair_bolsonaro-0-53:Daniel Duarte Ferreira:Ministério do Desenvolvimento Regional | service_start:service-C036-jonathas-assuncao-salvador-nery-de-castro:Jonathas Assunção Salvador Nery de Castro:Casa Civil | service_start:service-C044-helder-melillo-lopes-cunha-silva:Helder Melillo Lopes Cunha Silva:Ministério do Desenvolvimento Regional | affiliation_start:affiliation-C036-jonathas-assuncao-salvador-nery-de-castro-2022-12-30:UNKNOWN: | affiliation_start:affiliation-C044-helder-melillo-lopes-cunha-silva-2022-12-30:PARTY:NOVO,C044;C061;C071;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R25;R26;V5ROOTD002;V5W5D001;V5W6D01,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
