mandate_id,coalition_source,raw_party_count,canonical_party_count,unmapped_parties,ambiguous_mappings,vote_dataset_missing_parties,source_paths
2019-2022,cabinet,9,9,,,PL | REPUBLICANOS | UNIÃO,/home/marcelovmaciel/Sync/Projects/electoral_inversions/processing/Processing/exploratory/../../../scraping/output/partidos_por_periodo.json
