inversion_id,election,domain,k,period,period_ranges,period_days,source_periods,coalition,members,omitted_party,source_coalition_id,is_main_focal,is_strongest_k1,votes,vote_share,seats,q_C,d_C,A_C,B_C,R_C,r_C,classification,component_pattern,party_count,gross_positive_A,gross_negative_A,positive_A_count,negative_A_count,largest_positive_A_party,largest_positive_A,top_two_positive_A_parties,top_two_positive_A_share,largest_negative_A_party,largest_negative_A,top_two_negative_A_parties,top_two_negative_A_share,gross_positive_B,gross_negative_B,positive_B_count,negative_B_count,largest_positive_B_party,largest_positive_B,top_two_positive_B_parties,top_two_positive_B_share,largest_negative_B_party,largest_negative_B,top_two_negative_B_parties,top_two_negative_B_share,gross_positive_d,gross_negative_d,positive_d_count,negative_d_count,largest_positive_d_party,largest_positive_d,top_two_positive_d_parties,top_two_positive_d_share,largest_negative_d_party,largest_negative_d,top_two_negative_d_parties,top_two_negative_d_share,reinforcing_positive_parties,reinforcing_negative_parties,offsetting_parties,substantial_offset_parties,focal,report_code,identity_residual,csv_member_sum_residual_A,csv_member_sum_residual_B,csv_member_sum_residual_d
k1/2014/11-29/omit-PSDB,2014,k=1 minimal ideological,1,,,,,"PTB--PP, omitting PSDB",PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PTN; PPL; PRTB; PROS; PRP; PR; PRB; PTC; PSDC; PSL; PP,PSDB,PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PPL|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP,false,false,47755299,0.49052565717135599,267,251.63966212890563,15.360337871094382,9.1193718070523175,6.2409660640420652,1.0610410049876233,5.3603378710943828,reinforcement,A+ B+,18,21.720394695084561,-12.601022888032242,9,9,PR,5.0428381901785997,PR; PSD,0.44606829830639527,PT DO B,-3.6149652242462449,PT DO B; PSL,0.54839221677367234,9.4497646898676102,-3.2087986258255454,14,4,PMDB,4.224685645373679,PMDB; PP,0.60310798752954342,PRB,-2.1744151986180404,PRB; PR,0.90775660921631118,27.863027779653496,-12.502689908559113,11,7,PMDB,8.1333808616216423,PMDB; PSD,0.45530274606064036,PT DO B,-3.2813357856004508,PT DO B; PSL,0.52330471031506032,PTB; SOLIDARIEDADE; PMN; PMDB; PTC; PP,PRB,PT DO B; PHS; PSD; PTN; PPL; PRTB; PROS; PRP; PR; PSDC; PSL,PRTB; PRP; PSDC,false,,0,0.0,0.0,0.0
k1/2014/12-27/omit-PPL,2014,k=1 minimal ideological,1,,,,,"PT DO B--PSDC, omitting PPL",PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PTN; PRTB; PROS; PRP; PR; PRB; PTC; PSDC,PPL,PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC,false,false,47550066,0.48841757588391083,257,250.55821642844626,6.4417835715537537,7.1531180778307863,-0.71133450627703276,1.0257097279162402,6.4417835715537537,within-district dominance with between-district offset,A+ B-,15,15.572268116666832,-8.4191500388360456,8,7,PR,5.0428381901785997,PR; PSD,0.62218165186931429,PT DO B,-3.6149652242462449,PT DO B; PRTB,0.65651559293271189,7.5087953938476604,-8.220129900124693,10,5,PMDB,4.224685645373679,PMDB; PROS,0.66432096486821579,PSDB,-5.0113312742991472,PSDB; PRB,0.87416458866522118,19.369159943684249,-12.927376372130494,9,6,PMDB,8.1333808616216423,PMDB; PSD,0.65496454665690018,PSDB,-4.4303847839739765,PSDB; PT DO B,0.59654181541428253,SOLIDARIEDADE; PMN; PMDB; PTC,PRB,PT DO B; PHS; PSD; PSDB; PTN; PRTB; PROS; PRP; PR; PSDC,PRTB; PRP; PSDC,false,,0,0.0,2.220446049250313e-16,-8.881784197001252e-16
k1/2014/12-28/omit-PRTB,2014,k=1 minimal ideological,1,,,,,"PT DO B--PSL, omitting PRTB",PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PROS; PRP; PR; PRB; PTC; PSDC; PSL,PRTB,PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PROS|PRP|PR|PRB|PTC|PSDC|PSL,false,false,48045840,0.49350999227017345,257,253.17062603459897,3.8293739654010195,4.8835832841242546,-1.0542093187232351,1.015125664558248,3.8293739654010195,within-district dominance with between-district offset,A+ B-,16,15.572268116666832,-10.688684832542577,8,8,PR,5.0428381901785997,PR; PSD,0.62218165186931429,PT DO B,-3.6149652242462449,PT DO B; PSL,0.64650637411861944,7.1659205814014575,-8.220129900124693,11,5,PMDB,4.224685645373679,PMDB; PROS,0.69610737997647842,PSDB,-5.0113312742991472,PSDB; PRB,0.87416458866522118,19.369159943684249,-15.539785978283229,9,7,PMDB,8.1333808616216423,PMDB; PSD,0.65496454665690018,PSDB,-4.4303847839739765,PSDB; PT DO B,0.49625654950148718,SOLIDARIEDADE; PMN; PMDB; PTC,PRB,PT DO B; PHS; PSD; PSDB; PTN; PPL; PROS; PRP; PR; PSDC; PSL,PRP; PSDC,false,,0,8.881784197001252e-16,2.220446049250313e-16,-4.440892098500626e-16
k1/2014/12-31/omit-PSDB,2014,k=1 minimal ideological,1,,,,,"PT DO B--PEN, omitting PSDB",PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PTN; PPL; PRTB; PROS; PRP; PR; PRB; PTC; PSDC; PSL; PP; PSC; PEN,PSDB,PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PPL|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC|PEN,false,false,47029510,0.48307060749838165,257,247.81522164666978,9.1847783533302128,3.0926790627812757,6.092099290548938,1.0370630112722683,9.1847783533302128,reinforcement,A+ B+,19,17.635922159533727,-14.543243096752454,8,11,PR,5.0428381901785997,PR; PSD,0.54937753821633917,PT DO B,-3.6149652242462449,PT DO B; PSL,0.47515556394205322,9.3008979163744829,-3.2087986258255454,15,4,PMDB,4.224685645373679,PMDB; PP,0.61276111360174668,PRB,-2.1744151986180404,PRB; PR,0.90775660921631118,23.488303396236432,-14.303525042906218,10,9,PMDB,8.1333808616216423,PMDB; PSD,0.54010342286675594,PT DO B,-3.2813357856004508,PT DO B; PSL,0.45741986686018987,SOLIDARIEDADE; PMN; PMDB; PTC; PP,PRB,PT DO B; PHS; PSD; PTN; PPL; PRTB; PROS; PRP; PR; PSDC; PSL; PSC; PEN,PRTB; PRP; PSDC,false,,0,4.440892098500626e-16,0.0,0.0
k1/2014/13-28/omit-PPL,2014,k=1 minimal ideological,1,,,,,"SOLIDARIEDADE--PSL, omitting PPL",SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PTN; PRTB; PROS; PRP; PR; PRB; PTC; PSDC; PSL,PPL,SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL,false,false,47546279,0.48837867715010314,257,250.53826137800289,6.4617386219971014,7.4727456511394923,-1.0110070291423905,1.0257914243774842,6.4617386219971014,within-district dominance with between-district offset,A+ B-,15,15.572268116666832,-8.0995224655273397,8,7,PR,5.0428381901785997,PR; PSD,0.62218165186931429,PSL,-3.2953376509375389,PSL; PRTB,0.64296083239373369,7.2091228709823021,-8.220129900124693,10,5,PMDB,4.224685645373679,PMDB; PROS,0.69193580000103416,PSDB,-5.0113312742991472,PSDB; PRB,0.87416458866522118,19.369159943684249,-12.907421321687146,9,6,PMDB,8.1333808616216423,PMDB; PSD,0.65496454665690018,PSDB,-4.4303847839739765,PSDB; PSL,0.59591806352577315,SOLIDARIEDADE; PMN; PMDB; PTC,PRB,PHS; PSD; PSDB; PTN; PRTB; PROS; PRP; PR; PSDC; PSL,PRTB; PRP; PSDC,false,,0,0.0,2.220446049250313e-16,0.0
k1/2014/13-29/omit-PR,2014,k=1 minimal ideological,1,,,,,"SOLIDARIEDADE--PP, omitting PR",SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PRB; PTC; PSDC; PSL; PP,PR,SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP,false,false,48481805,0.49798807161648245,261,255.46788073925549,5.5321192607445093,4.1879727958943027,1.3441464648502066,1.0216548524406905,1.5321192607445093,reinforcement,A+ B+,16,13.174030459680299,-8.9860576637859975,8,8,PSD,4.6459413100010254,PSD; PMDB,0.64935606095878018,PSL,-3.2953376509375389,PSL; PRTB,0.57952840959548346,8.8258834033555846,-7.4817369385053771,12,4,PMDB,4.224685645373679,PMDB; PP,0.64574029638403774,PSDB,-5.0113312742991472,PSDB; PRB,0.9604382688109695,19.183858167677148,-13.651738906932637,9,7,PMDB,8.1333808616216423,PMDB; PSD,0.66129101616352415,PSDB,-4.4303847839739765,PSDB; PSL,0.56342752901793636,SOLIDARIEDADE; PMN; PMDB; PTC; PP,PRB,PHS; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PSDC; PSL,PRTB; PRP; PSDC,false,,0,0.0,4.440892098500626e-16,0.0
k1/2014/13-29/omit-PSD,2014,k=1 minimal ideological,1,,,,,"SOLIDARIEDADE--PP, omitting PSD",SOLIDARIEDADE; PMN; PHS; PMDB; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PRB; PTC; PSDC; PSL; PP,PSD,SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PPL|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP,false,false,48149371,0.49457342633667584,259,253.7161677107147,5.283832289285292,4.584869676071877,0.69896261321341513,1.0208257610737281,3.283832289285292,reinforcement,A+ B+,16,13.570927339857874,-8.9860576637859975,8,8,PR,5.0428381901785997,PR; PMDB,0.65961103336953764,PSL,-3.2953376509375389,PSL; PRTB,0.57952840959548346,8.8258834033555846,-8.1269207901421687,12,4,PMDB,4.224685645373679,PMDB; PP,0.64574029638403774,PSDB,-5.0113312742991472,PSDB; PRB,0.8841905388856981,18.935571196217929,-13.651738906932637,9,7,PMDB,8.1333808616216423,PMDB; PR,0.65684979667606636,PSDB,-4.4303847839739765,PSDB; PSL,0.56342752901793636,SOLIDARIEDADE; PMN; PMDB; PTC; PP,PRB,PHS; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PSDC; PSL,PRTB; PRP; PSDC,false,,0,0.0,2.220446049250313e-16,0.0
k1/2014/14-29/omit-PRB,2014,k=1 minimal ideological,1,,,,,"PMN--PP, omitting PRB",PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PTC; PSDC; PSL; PP,PRB,PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PR|PTC|PSDC|PSL|PP,false,false,47002799,0.48279624148868072,259,247.67447188369323,11.325528116306783,8.6795620375904701,2.6459660787163126,1.0457274745764884,9.3255281163067831,reinforcement,A+ B+,15,17.524062858025456,-8.8445008204349858,8,7,PR,5.0428381901785997,PR; PSD,0.55288431562218898,PSL,-3.2953376509375389,PSL; PRTB,0.58880380161139312,8.6916807802229652,-6.0457147015066521,11,4,PMDB,4.224685645373679,PMDB; PP,0.65571075478310348,PSDB,-5.0113312742991472,PSDB; PR,0.95104127796264926,22.661294981270366,-11.335766864963585,9,6,PMDB,8.1333808616216423,PMDB; PSD,0.55981412677983566,PSDB,-4.4303847839739765,PSDB; PSL,0.67853949457135276,PMN; PMDB; PTC; PP,,PHS; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PSDC; PSL,PRTB; PRP; PSDC,false,,0,0.0,0.0,0.0
k1/2014/14-30/omit-PR,2014,k=1 minimal ideological,1,,,,,"PMN--PSC, omitting PR",PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PRB; PTC; PSDC; PSL; PP; PSC,PR,PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP|PSC,false,false,48312525,0.4962492869164648,259,254.57588418814646,4.4241158118535528,3.1638622103697873,1.2602536014837653,1.0173783774765714,2.4241158118535524,reinforcement,A+ B+,16,12.481224667846856,-9.3173624574770688,7,9,PSD,4.6459413100010254,PSD; PMDB,0.6854004117309711,PSL,-3.2953376509375389,PSL; PRTB,0.55892166159620726,8.7419905399891427,-7.4817369385053771,12,4,PMDB,4.224685645373679,PMDB; PP,0.65193716907646904,PSDB,-5.0113312742991472,PSDB; PRB,0.9604382688109695,18.356849752711085,-13.932733940857531,8,8,PMDB,8.1333808616216423,PMDB; PSD,0.69108334123432913,PSDB,-4.4303847839739765,PSDB; PSL,0.55206433653161879,PMN; PMDB; PTC; PP,PRB,PHS; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PSDC; PSL; PSC,PRTB; PRP; PSDC,false,,0,0.0,4.440892098500626e-16,0.0
k1/2014/14-30/omit-PSD,2014,k=1 minimal ideological,1,,,,,"PMN--PSC, omitting PSD",PMN; PHS; PMDB; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PRB; PTC; PSDC; PSL; PP; PSC,PSD,PMN|PHS|PMDB|PSDB|PTN|PPL|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC,false,false,47980091,0.49283464163665819,257,252.82417115960567,4.1758288403943356,3.5607590905473612,0.61506974984697382,1.01651673105954,4.1758288403943356,reinforcement,A+ B+,16,12.87812154802443,-9.3173624574770688,7,9,PR,5.0428381901785997,PR; PMDB,0.69509620429073937,PSL,-3.2953376509375389,PSL; PRTB,0.55892166159620726,8.7419905399891427,-8.1269207901421687,12,4,PMDB,4.224685645373679,PMDB; PP,0.65193716907646904,PSDB,-5.0113312742991472,PSDB; PRB,0.8841905388856981,18.108562781251866,-13.932733940857531,8,8,PMDB,8.1333808616216423,PMDB; PR,0.68684777695654786,PSDB,-4.4303847839739765,PSDB; PSL,0.55206433653161879,PMN; PMDB; PTC; PP,PRB,PHS; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PSDC; PSL; PSC,PRTB; PRP; PSDC,false,,0,4.440892098500626e-16,2.220446049250313e-16,0.0
k1/2014/14-31/omit-PP,2014,k=1 minimal ideological,1,,,,,"PMN--PEN, omitting PP",PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PRB; PTC; PSDC; PSL; PSC; PEN,PP,PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PSC|PEN,false,false,48186236,0.4949520906677613,257,253.91042251256155,3.0895774874384414,3.9511844523271793,-0.86160696488873811,1.0121679821445124,3.0895774874384414,within-district dominance with between-district offset,A+ B-,17,14.879462324833387,-10.928277872506207,7,10,PR,5.0428381901785997,PR; PSD,0.65115118333337452,PSL,-3.2953376509375389,PSL; PRTB,0.47653214597781052,7.3585229352359551,-8.220129900124693,12,5,PMDB,4.224685645373679,PMDB; PROS,0.67788742998311258,PSDB,-5.0113312742991472,PSDB; PRB,0.87416458866522118,18.542151528718183,-15.452574041279743,8,9,PMDB,8.1333808616216423,PMDB; PSD,0.68417697061701943,PSDB,-4.4303847839739765,PSDB; PSL,0.49776597080741553,PMN; PMDB; PTC,PRB,PHS; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PSDC; PSL; PSC; PEN,PRTB; PRP; PSDC,false,,0,4.440892098500626e-16,2.220446049250313e-16,-4.440892098500626e-16
k1/2014/15-31/omit-PR,2014,k=1 minimal ideological,1,,,,,"PHS--PEN, omitting PR",PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PRB; PTC; PSDC; PSL; PP; PSC; PEN,PR,PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PRB|PTC|PSDC|PSL|PP|PSC|PEN,false,false,48512035,0.49829858355812667,258,255.62717336531898,2.3728266346810263,1.3796327443970611,0.99319389028396532,1.0092823724623752,1.3728266346810263,reinforcement,A+ B+,16,12.307910616903269,-10.928277872506207,6,10,PSD,4.6459413100010254,PSD; PMDB,0.69505188918908289,PSL,-3.2953376509375389,PSL; PRTB,0.47653214597781052,8.4749308287893435,-7.4817369385053771,12,4,PMDB,4.224685645373679,PMDB; PP,0.67248083552180893,PSDB,-5.0113312742991472,PSDB; PRB,0.9604382688109695,17.825400675960768,-15.452574041279743,7,9,PMDB,8.1333808616216423,PMDB; PSD,0.71168740003407394,PSDB,-4.4303847839739765,PSDB; PSL,0.49776597080741553,PMDB; PTC; PP,PRB,PHS; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PSDC; PSL; PSC; PEN,PRTB; PRP; PSDC,false,,0,2.220446049250313e-16,2.220446049250313e-16,0.0
k1/2014/15-32/omit-PSDB,2014,k=1 minimal ideological,1,,,,,"PHS--DEM, omitting PSDB",PHS; PMDB; PSD; PTN; PPL; PRTB; PROS; PRP; PR; PRB; PTC; PSDC; PSL; PP; PSC; PEN; DEM,PSDB,PHS|PMDB|PSD|PTN|PPL|PRTB|PROS|PRP|PR|PRB|PTC|PSDC|PSL|PP|PSC|PEN|DEM,false,false,47144326,0.48424995712100233,259,248.42022800307419,10.579771996925819,5.5918834422834776,4.9878885546423408,1.0425882066125263,8.5797719969258193,reinforcement,A+ B+,17,16.769802316756699,-11.177918874473221,6,11,PR,5.0428381901785997,PR; PSD,0.57775156302817099,PSL,-3.2953376509375389,PSL; PRTB,0.46588956002533394,8.4749308287893435,-3.4870422741470013,12,5,PMDB,4.224685645373679,PMDB; PP,0.67248083552180893,PRB,-2.1744151986180404,PRB; PR,0.83532344354783761,22.129845904520053,-11.550073907594234,8,9,PMDB,8.1333808616216423,PMDB; PSD,0.57325808396383759,PSL,-3.2613807351571027,PSL; PRB,0.48288459638851461,PMDB; PTC; PP,PRB; DEM,PHS; PSD; PTN; PPL; PRTB; PROS; PRP; PR; PSDC; PSL; PSC; PEN,PRTB; PRP; PSDC,false,,0,8.881784197001252e-16,0.0,0.0
k1/2014/16-29/omit-PROS,2014,k=1 minimal ideological,1,,,,,"PMDB--PP, omitting PROS",PMDB; PSD; PSDB; PTN; PPL; PRTB; PRP; PR; PRB; PTC; PSDC; PSL; PP,PROS,PMDB|PSD|PSDB|PTN|PPL|PRTB|PRP|PR|PRB|PTC|PSDC|PSL|PP,false,false,48038965,0.49343937468503274,261,253.1343992134218,7.8656007865782094,8.638464213537743,-0.77286342695953436,1.0310728245983929,3.8656007865782089,within-district dominance with between-district offset,A+ B-,13,17.350748807081867,-8.7122845935441244,7,6,PR,5.0428381901785997,PR; PSD,0.55840699487419587,PSL,-3.2953376509375389,PSL; PRTB,0.59773939321106839,7.4472664731651586,-8.220129900124693,8,5,PMDB,4.224685645373679,PMDB; PP,0.76527791576545645,PSDB,-5.0113312742991472,PSDB; PRB,0.87416458866522118,21.517339693510849,-13.651738906932637,6,7,PMDB,8.1333808616216423,PMDB; PSD,0.58957627858921591,PSDB,-4.4303847839739765,PSDB; PSL,0.56342752901793636,PMDB; PTC; PP,PRB,PSD; PSDB; PTN; PPL; PRTB; PRP; PR; PSDC; PSL,PRTB; PRP; PSDC,false,,0,1.7763568394002505e-15,2.220446049250313e-16,0.0
k1/2014/16-30/omit-PRB,2014,k=1 minimal ideological,1,,,,,"PMDB--PSC, omitting PRB",PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PTC; PSDC; PSL; PP; PSC,PRB,PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PR|PTC|PSDC|PSL|PP|PSC,false,false,48111679,0.49418626735207599,264,253.51755515161497,10.48244484838502,8.2670187612951231,2.215426087089897,1.0413480038576266,3.4824448483850206,reinforcement,A+ B+,14,17.350748807081867,-9.0837300457867443,7,7,PR,5.0428381901785997,PR; PSD,0.55840699487419587,PSL,-3.2953376509375389,PSL; PRTB,0.57329705750587023,8.2611407885965491,-6.0457147015066521,10,4,PMDB,4.224685645373679,PMDB; PP,0.68988396525100404,PSDB,-5.0113312742991472,PSDB; PR,0.95104127796264926,22.099206747273499,-11.616761898888479,7,7,PMDB,8.1333808616216423,PMDB; PSD,0.57405287016491213,PSDB,-4.4303847839739765,PSDB; PSL,0.66212646743384207,PMDB; PTC; PP,,PSD; PSDB; PTN; PPL; PRTB; PROS; PRP; PR; PSDC; PSL; PSC,PRTB; PRP; PSDC,false,,0,0.0,0.0,0.0
k1/2018/4-20/omit-PDT,2018,k=1 minimal ideological,1,,,,,"PSOL--PSDB, omitting PDT",PSOL; PCdoB; PT; PSB; REDE; PPS; PV; PTB; AVANTE; SOLIDARIEDADE; PMN; PMB; PHS; MDB; PSD; PSDB,PDT,PSOL|PCdoB|PT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PMB|PHS|MDB|PSD|PSDB,false,false,48863914,0.49727081656094657,258,255.0999288957656,2.9000711042344114,0.016278529394316035,2.8837925748400952,1.0113683728442724,1.9000711042344114,reinforcement,A+ B+,16,19.793577913307519,-19.777299383913203,7,9,PT,4.8831037528318886,PT; MDB,0.4658776655766525,PV,-4.0091640299057199,PV; REDE,0.40201263659089059,7.5231653088812793,-4.6393727340411841,11,5,SOLIDARIEDADE,1.8108444173641747,SOLIDARIEDADE; MDB,0.40845711986700917,PT,-1.7502921253203811,PT; PSDB,0.63152702369551461,22.276109190947384,-19.376038086712974,6,10,MDB,5.6003281358142782,MDB; PSD,0.4752594450543931,PSOL,-4.5338616437992316,PSOL; PV,0.45672069243536589,PCdoB; PSB; SOLIDARIEDADE; MDB; PSD,PSOL; PPS; PV,PT; REDE; PTB; AVANTE; PMN; PMB; PHS; PSDB,PT; PTB; PMN; PHS; PSDB,false,,0,-6.140921104957897e-16,4.440892098500626e-16,-8.881784197001252e-16
k1/2018/5-20/omit-SOLIDARIEDADE,2018,k=1 minimal ideological,1,,,,,"PCdoB--PSDB, omitting SOLIDARIEDADE",PCdoB; PT; PDT; PSB; REDE; PPS; PV; PTB; AVANTE; PMN; PMB; PHS; MDB; PSD; PSDB,SOLIDARIEDADE,PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|PMN|PMB|PHS|MDB|PSD|PSDB,false,false,48688795,0.49548869226927938,263,254.18569913414032,8.8143008658596784,5.5442109476296748,3.2700899182300041,1.0346766198723405,2.8143008658596789,reinforcement,A+ B+,15,21.903224362478589,-16.359013414848917,7,8,PT,4.8831037528318886,PT; MDB,0.42100586283807734,PV,-4.0091640299057199,PV; REDE,0.48601490006466708,6.7938869775362445,-3.5237970593062409,11,4,MDB,1.2620460169848708,MDB; PDT,0.34495894776481928,PT,-1.7502921253203811,PT; PSDB,0.83145799977481749,23.656477308773418,-14.842176442913741,6,9,MDB,5.6003281358142782,MDB; PSD,0.44752780195783293,PV,-4.3155758878183397,PV; REDE,0.5106862082958743,PCdoB; PDT; PSB; MDB; PSD,PPS; PV,PT; REDE; PTB; AVANTE; PMN; PMB; PHS; PSDB,PT; PTB; PMN; PHS; PSDB,false,,0,0.0,0.0,0.0
k1/2018/5-21/omit-PDT,2018,k=1 minimal ideological,1,,,,,"PCdoB--PODE, omitting PDT",PCdoB; PT; PSB; REDE; PPS; PV; PTB; AVANTE; SOLIDARIEDADE; PMN; PMB; PHS; MDB; PSD; PSDB; PODE,PDT,PCdoB|PT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PMB|PHS|MDB|PSD|PSDB|PODE,false,false,48323300,0.49176917857868668,259,252.27758861086627,6.7224113891337218,3.0607897572572265,3.6616216318764958,1.0266468830075228,4.7224113891337218,reinforcement,A+ B+,16,19.793577913307519,-16.732788156050294,7,9,PT,4.8831037528318886,PT; MDB,0.4658776655766525,PV,-4.0091640299057199,PV; REDE,0.47515836546938511,7.5231653088812793,-3.8615436770047835,11,5,SOLIDARIEDADE,1.8108444173641747,SOLIDARIEDADE; MDB,0.40845711986700917,PT,-1.7502921253203811,PT; PSDB,0.75873523637462192,22.276109190947384,-15.553697801813662,6,10,MDB,5.6003281358142782,MDB; PSD,0.4752594450543931,PV,-4.3155758878183397,PV; REDE,0.48732429465140592,PCdoB; PSB; SOLIDARIEDADE; MDB; PSD,PPS; PV; PODE,PT; REDE; PTB; AVANTE; PMN; PMB; PHS; PSDB,PT; PTB; PMN; PHS; PSDB,false,,0,-8.881784197001252e-16,0.0,0.0
k1/2018/5-21/omit-PSDB,2018,k=1 minimal ideological,1,,,,,"PCdoB--PODE, omitting PSDB",PCdoB; PT; PDT; PSB; REDE; PPS; PV; PTB; AVANTE; SOLIDARIEDADE; PMN; PMB; PHS; MDB; PSD; PODE,PSDB,PCdoB|PT|PDT|PSB|REDE|PPS|PV|PTB|AVANTE|SOLIDARIEDADE|PMN|PMB|PHS|MDB|PSD|PODE,false,true,46993379,0.47823504167693237,257,245.3345763802663,11.6654236197337,5.7426387726152939,5.9227848471184057,1.0475490401387713,11.6654236197337,reinforcement,A+ B+,16,22.475426928665588,-16.732788156050294,7,9,PT,4.8831037528318886,PT; MDB,0.41028746198810417,PV,-4.0091640299057199,PV; REDE,0.47515836546938511,8.6047313949004192,-2.6819465477820135,12,4,SOLIDARIEDADE,1.8108444173641747,SOLIDARIEDADE; MDB,0.35711636927681312,PT,-1.7502921253203811,PT; PODE,0.77855345206105797,26.460240917876593,-14.794817298142894,7,9,MDB,5.6003281358142782,MDB; PSD,0.4001071390437782,PV,-4.3155758878183397,PV; REDE,0.51232094710905285,PCdoB; PDT; PSB; SOLIDARIEDADE; MDB; PSD,PPS; PV; PODE,PT; REDE; PTB; AVANTE; PMN; PMB; PHS,PT; PTB; PMN; PHS,true,G18,0,-8.881784197001252e-16,0.0,0.0
k1/2018/6-20/omit-AVANTE,2018,k=1 minimal ideological,1,,,,,"PT--PSDB, omitting AVANTE",PT; PDT; PSB; REDE; PPS; PV; PTB; SOLIDARIEDADE; PMN; PMB; PHS; MDB; PSD; PSDB,AVANTE,PT|PDT|PSB|REDE|PPS|PV|PTB|SOLIDARIEDADE|PMN|PMB|PHS|MDB|PSD|PSDB,false,false,47458275,0.48296612428189761,260,247.76162175661347,12.238378243386528,8.3959859655418274,3.8423922778447004,1.0493957787191464,9.2383782433865278,reinforcement,A+ B+,14,21.580969368279828,-13.184983402738002,7,7,PT,4.8831037528318886,PT; MDB,0.42729247765927914,PV,-4.0091640299057199,PV; REDE,0.60301359714440683,7.3661893371509413,-3.5237970593062409,10,4,SOLIDARIEDADE,1.8108444173641747,SOLIDARIEDADE; MDB,0.41716147843921197,PT,-1.7502921253203811,PT; PSDB,0.83145799977481749,24.401446813941071,-12.163068570554543,6,8,MDB,5.6003281358142782,MDB; PSD,0.43386490042107578,PV,-4.3155758878183397,PV; REDE,0.62317290793209679,PDT; PSB; SOLIDARIEDADE; MDB; PSD,PPS; PV,PT; REDE; PTB; PMN; PMB; PHS; PSDB,PT; PTB; PMN; PHS; PSDB,false,,0,0.0,0.0,0.0
