inversion_id,election,domain,k,period,period_ranges,period_days,source_periods,coalition,members,omitted_party,source_coalition_id,is_main_focal,is_strongest_k1,votes,vote_share,seats,q_C,d_C,A_C,B_C,R_C,r_C,classification,component_pattern,party_count,gross_positive_A,gross_negative_A,positive_A_count,negative_A_count,largest_positive_A_party,largest_positive_A,top_two_positive_A_parties,top_two_positive_A_share,largest_negative_A_party,largest_negative_A,top_two_negative_A_parties,top_two_negative_A_share,gross_positive_B,gross_negative_B,positive_B_count,negative_B_count,largest_positive_B_party,largest_positive_B,top_two_positive_B_parties,top_two_positive_B_share,largest_negative_B_party,largest_negative_B,top_two_negative_B_parties,top_two_negative_B_share,gross_positive_d,gross_negative_d,positive_d_count,negative_d_count,largest_positive_d_party,largest_positive_d,top_two_positive_d_parties,top_two_positive_d_share,largest_negative_d_party,largest_negative_d,top_two_negative_d_parties,top_two_negative_d_share,reinforcing_positive_parties,reinforcing_negative_parties,offsetting_parties,substantial_offset_parties,focal,report_code,identity_residual,csv_member_sum_residual_A,csv_member_sum_residual_B,csv_member_sum_residual_d
k1/2014/5-16/omit-PT DO B,2014,k=1 minimal ideological,1,,,,,"PCdoB--PMDB, omitting PT DO B",PCdoB; PT; PDT; PSB; PPS; PV; PTB; SOLIDARIEDADE; PMN; PHS; PMDB,PT DO B,PCdoB|PT|PDT|PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB,false,false,48030942,0.49335696524712963,264,253.09212317177747,10.907876828222513,6.5648582041898322,4.3430186240326814,1.043098444517055,3.9078768282225136,reinforcement,A+ B+,11,10.000378878091208,-3.4355206739013759,6,5,PTB,4.0844725355508311,PTB; PMDB,0.79928649196583901,PV,-1.4035201183314603,PV; PT,0.76230987774634029,7.5049929805103677,-3.1619743564776872,8,3,PMDB,4.224685645373679,PMDB; PDT,0.77124829623482127,PT,-1.2063121025702577,PT; PV,0.74795862872869323,16.277412067137057,-5.3695352389145441,7,4,PMDB,8.1333808616216423,PMDB; PTB,0.76843328616664353,PV,-2.5622340195075455,PV; PT,0.92819157094695526,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,PT; PV,PCdoB; PDT; PPS; PHS,PCdoB; PPS,false,,0,0.0,0.0,1.7763568394002505e-15
k1/2014/5-16/omit-PV,2014,k=1 minimal ideological,1,,,,,"PCdoB--PMDB, omitting PV",PCdoB; PT; PDT; PSB; PPS; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB,PV,PCdoB|PT|PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB,false,false,46838975,0.48111349890423077,257,246.81122493787038,10.188775062129608,4.3534130982750483,5.8353619638545604,1.0412816518563708,10.188775062129608,reinforcement,A+ B+,11,10.000378878091208,-5.6469657798161608,6,5,PTB,4.0844725355508311,PTB; PMDB,0.79928649196583901,PT DO B,-3.6149652242462449,PT DO B; PT,0.85539325704729563,7.8386224191561622,-2.0032604553016018,9,2,PMDB,4.224685645373679,PMDB; PDT,0.73842223033062271,PT,-1.2063121025702577,PT; PPS,1,16.277412067137057,-6.088637005007449,7,4,PMDB,8.1333808616216423,PMDB; PTB,0.76843328616664353,PT DO B,-3.2813357856004508,PT DO B; PT,0.93667254429286728,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,PT,PCdoB; PDT; PPS; PT DO B; PHS,PCdoB; PPS,false,,0,-8.881784197001252e-16,0.0,0.0
k1/2014/6-17/omit-PSB,2014,k=1 minimal ideological,1,,,,,"PT--PSD, omitting PSB",PT; PDT; PPS; PV; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD,PSB,PT|PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD,false,false,46630499,0.4789721066598967,257,245.71269071652699,11.287309283472997,7.5153460394230542,3.7719632440499433,1.0459370220176982,11.287309283472997,reinforcement,A+ B+,11,13.996956067315912,-6.4816100278928577,6,5,PSD,4.6459413100010254,PSD; PTB,0.62373660412767307,PT DO B,-3.6149652242462449,PT DO B; PV,0.77426523980634987,7.0271467105101539,-3.2551834664602111,7,4,PMDB,4.224685645373679,PMDB; PDT,0.82369321261156714,PT,-1.2063121025702577,PT; PV,0.72654153847683023,19.857823607728857,-8.5705143242558588,7,4,PMDB,8.1333808616216423,PMDB; PSD,0.63884710188998683,PT DO B,-3.2813357856004508,PT DO B; PV,0.68182253526720149,PTB; SOLIDARIEDADE; PMN; PMDB,PT; PV,PDT; PPS; PT DO B; PHS; PSD,PPS,false,,0,0.0,0.0,0.0
k1/2014/7-18/omit-PPS,2014,k=1 minimal ideological,1,,,,,"PDT--PSDB, omitting PPS",PDT; PSB; PV; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB,PPS,PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB,false,false,48477237,0.49794115072500278,266,255.44381032192641,10.556189678073586,9.4693407143708086,1.0868489637027772,1.0413248990639861,1.556189678073586,reinforcement,A+ B+,11,14.735539515678344,-5.2661988013075351,7,4,PSD,4.6459413100010254,PSD; PTB,0.5924733082397734,PT DO B,-3.6149652242462449,PT DO B; PV,0.95296162031172738,7.3501032491605338,-6.2632542854577569,8,3,PMDB,4.224685645373679,PMDB; PDT,0.78750091709718428,PSDB,-5.0113312742991472,PSDB; PV,0.98511810223018725,20.830144267155561,-10.273954589081972,8,3,PMDB,8.1333808616216423,PMDB; PSD,0.60902665382127397,PSDB,-4.4303847839739765,PSDB; PT DO B,0.7506087848363272,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,PV,PDT; PT DO B; PHS; PSD; PSDB,,false,,0,0.0,0.0,0.0
k1/2014/7-18/omit-PV,2014,k=1 minimal ideological,1,,,,,"PDT--PSDB, omitting PV",PDT; PSB; PPS; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB,PV,PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB,false,false,48428462,0.49744015105733169,268,255.18679749241116,12.813202507588848,11.36458799544133,1.4486145121475185,1.0502110713935735,1.8132025075888483,reinforcement,A+ B+,11,15.227266678417404,-3.8626786829760751,8,3,PSD,4.6459413100010254,PSD; PTB,0.57334083850557627,PT DO B,-3.6149652242462449,PT DO B; PDT,0.97616276788822365,7.3501032491605338,-5.9014887370130156,8,3,PMDB,4.224685645373679,PMDB; PDT,0.78750091709718428,PSDB,-5.0113312742991472,PSDB; PPS,0.98420583108158211,20.830144267155561,-8.016941759566711,8,3,PMDB,8.1333808616216423,PMDB; PSD,0.60902665382127397,PSDB,-4.4303847839739765,PSDB; PT DO B,0.96192797713316813,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,,PDT; PPS; PT DO B; PHS; PSD; PSDB,PPS,false,,0,0.0,2.220446049250313e-16,0.0
k1/2014/7-18/omit-SOLIDARIEDADE,2014,k=1 minimal ideological,1,,,,,"PDT--PSDB, omitting SOLIDARIEDADE",PDT; PSB; PPS; PV; PTB; PT DO B; PMN; PHS; PMDB; PSD; PSDB,SOLIDARIEDADE,PDT|PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB,false,false,47743225,0.49040163728437575,261,251.57603992688476,9.4239600731152393,9.2682620852764259,0.15569798783881389,1.0374596884339784,5.4239600731152393,reinforcement,A+ B+,11,14.534460886583961,-5.2661988013075351,7,4,PSD,4.6459413100010254,PSD; PTB,0.60066994666520235,PT DO B,-3.6149652242462449,PT DO B; PV,0.95296162031172738,7.2159006260279144,-7.060202638189101,7,4,PMDB,4.224685645373679,PMDB; PDT,0.80214700138672934,PSDB,-5.0113312742991472,PSDB; PV,0.87391899236730863,20.003135852189494,-10.579175779074257,7,4,PMDB,8.1333808616216423,PMDB; PSD,0.63420621423473222,PSDB,-4.4303847839739765,PSDB; PT DO B,0.72895287219145266,PSB; PTB; PMN; PMDB,PV,PDT; PPS; PT DO B; PHS; PSD; PSDB,PPS,false,,0,0.0,1.1102230246251565e-16,0.0
k1/2014/7-22/omit-PSB,2014,k=1 minimal ideological,1,,,,,"PDT--PROS, omitting PSB",PDT; PPS; PV; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS,PSB,PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,false,false,47460791,0.48750057444195621,258,250.08779468872353,7.9122053112764608,6.7232110846428883,1.1889942266335725,1.0316377107532357,6.9122053112764608,reinforcement,A+ B+,15,14.969980641601309,-8.2467695569584194,8,7,PSD,4.6459413100010254,PSD; PTB,0.58319473181482906,PT DO B,-3.6149652242462449,PT DO B; PRTB,0.670238599679569,8.4519782204283391,-7.2629839937947658,10,5,PMDB,4.224685645373679,PMDB; PDT,0.6848353010994358,PSDB,-5.0113312742991472,PSDB; PV,0.84951931337680198,20.628987389846067,-12.716782078569608,9,6,PMDB,8.1333808616216423,PMDB; PSD,0.61496537963295572,PSDB,-4.4303847839739765,PSDB; PT DO B,0.60642075345226387,PTB; SOLIDARIEDADE; PMN; PMDB,PV,PDT; PPS; PT DO B; PHS; PSD; PSDB; PTN; PPL; PRTB; PROS,PPS; PRTB,false,,0,-8.881784197001252e-16,2.220446049250313e-16,-8.881784197001252e-16
k1/2014/7-23/omit-PSD,2014,k=1 minimal ideological,1,,,,,"PDT--PRP, omitting PSD",PDT; PSB; PPS; PV; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSDB; PTN; PPL; PRTB; PROS; PRP,PSD,PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PPL|PRTB|PROS|PRP,false,false,48485541,0.49802644649620398,259,255.48756705255266,3.5124329474473486,1.5136918559853976,1.998741091461951,1.0137479603722745,1.5124329474473484,reinforcement,A+ B+,16,10.973403452376605,-9.4597115963912071,8,8,PTB,4.0844725355508311,PTB; PMDB,0.72841281982279116,PT DO B,-3.6149652242462449,PT DO B; PRTB,0.58429934395087957,9.1685159752741932,-7.1697748838122424,12,4,PMDB,4.224685645373679,PMDB; PDT,0.63131406053964068,PSDB,-5.0113312742991472,PSDB; PV,0.86056330574699402,17.04857584925427,-13.536142901806921,9,7,PMDB,8.1333808616216423,PMDB; PTB,0.73367449314458899,PSDB,-4.4303847839739765,PSDB; PT DO B,0.56971329465981035,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,PV,PDT; PPS; PT DO B; PHS; PSDB; PTN; PPL; PRTB; PROS; PRP,PPS; PRTB; PRP,false,,0,-4.440892098500626e-16,0.0,-4.440892098500626e-16
k1/2014/8-19/omit-PMN,2014,k=1 minimal ideological,1,,,,,"PSB--PTN, omitting PMN",PSB; PPS; PV; PTB; PT DO B; SOLIDARIEDADE; PHS; PMDB; PSD; PSDB; PTN,PMN,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN,false,false,47159289,0.48440365180121475,257,248.49907337402317,8.500926625976831,10.335469800517027,-1.8345431745401952,1.034209087826987,8.500926625976831,within-district dominance with between-district offset,A+ B-,11,15.446030711434043,-5.1105609109170169,8,3,PSD,4.6459413100010254,PSD; PTB,0.56522054168188984,PT DO B,-3.6149652242462449,PT DO B; PV,0.98198327542821717,5.428440819254571,-7.2629839937947658,6,5,PMDB,4.224685645373679,PMDB; PT DO B,0.83970982383214365,PSDB,-5.0113312742991472,PSDB; PV,0.84951931337680198,19.080102405051086,-10.579175779074257,7,4,PMDB,8.1333808616216423,PMDB; PSD,0.66488705313666141,PSDB,-4.4303847839739765,PSDB; PT DO B,0.72895287219145266,PSB; PTB; SOLIDARIEDADE; PMDB,PV,PPS; PT DO B; PHS; PSD; PSDB; PTN,PPS,false,,0,0.0,0.0,0.0
k1/2014/8-19/omit-PT DO B,2014,k=1 minimal ideological,1,,,,,"PSB--PTN, omitting PT DO B",PSB; PPS; PV; PTB; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PTN,PT DO B,PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN,false,false,46815265,0.48086995811242184,259,246.68628851167242,12.313711488327597,14.123749075706858,-1.810037587379262,1.0499164812224453,10.313711488327597,within-district dominance with between-district offset,A+ B-,11,15.619344762377629,-1.4955956866707716,9,2,PSD,4.6459413100010254,PSD; PTB,0.55894878936156367,PV,-1.4035201183314603,PV; PHS,1,5.4529464064155038,-7.2629839937947658,6,5,PMDB,4.224685645373679,PMDB; PMN,0.84043016923632763,PSDB,-5.0113312742991472,PSDB; PV,0.84951931337680198,19.611551481801403,-7.2978399934738052,8,3,PMDB,8.1333808616216423,PMDB; PSD,0.64686942659341662,PSDB,-4.4303847839739765,PSDB; PV,0.95817650287410638,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,PV,PPS; PHS; PSD; PSDB; PTN,PPS,false,,0,0.0,0.0,0.0
k1/2014/8-21/omit-PTN,2014,k=1 minimal ideological,1,,,,,"PSB--PRTB, omitting PTN",PSB; PPS; PV; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PPL; PRTB,PTN,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PPL|PRTB,false,false,47500024,0.48790356203727636,257,250.29452732512277,6.7054726748772335,7.3178325137520641,-0.61235983887483059,1.0267903287640288,6.7054726748772335,within-district dominance with between-district offset,A+ B-,13,15.227266678417404,-7.9094341646653401,8,5,PSD,4.6459413100010254,PSD; PTB,0.57334083850557627,PT DO B,-3.6149652242462449,PT DO B; PRTB,0.69882410861052768,6.4478427993142695,-7.060202638189101,9,4,PMDB,4.224685645373679,PMDB; PRTB,0.73570884623892852,PSDB,-5.0113312742991472,PSDB; PV,0.87391899236730863,19.422254753446843,-12.716782078569608,7,6,PMDB,8.1333808616216423,PMDB; PSD,0.65317406360292729,PSDB,-4.4303847839739765,PSDB; PT DO B,0.60642075345226387,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,PV,PPS; PT DO B; PHS; PSD; PSDB; PPL; PRTB,PPS; PRTB,false,,0,0.0,-1.1102230246251565e-16,0.0
k1/2014/8-22/omit-PPS,2014,k=1 minimal ideological,1,,,,,"PSB--PROS, omitting PPS",PSB; PV; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS,PPS,PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,false,false,48244634,0.49555193441133194,262,254.21814235301326,7.7818576469867287,7.0364859330706686,0.7453717139160605,1.0306109452887933,2.7818576469867287,reinforcement,A+ B+,14,15.127617599638569,-8.0911316665679021,8,6,PSD,4.6459413100010254,PSD; PTB,0.57711756580629359,PT DO B,-3.6149652242462449,PT DO B; PRTB,0.68313105107094174,7.2114073549794826,-6.4660356410634225,10,4,PMDB,4.224685645373679,PMDB; PROS,0.69171660336099317,PSDB,-5.0113312742991472,PSDB; PV,0.95422381161828707,20.193418535564053,-12.411560888577325,9,5,PMDB,8.1333808616216423,PMDB; PSD,0.62823008592119933,PSDB,-4.4303847839739765,PSDB; PT DO B,0.62133366131827306,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,PV,PT DO B; PHS; PSD; PSDB; PTN; PPL; PRTB; PROS,PRTB,false,,0,-8.881784197001252e-16,0.0,0.0
k1/2014/8-22/omit-PV,2014,k=1 minimal ideological,1,,,,,"PSB--PROS, omitting PV",PSB; PPS; PTB; PT DO B; SOLIDARIEDADE; PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS,PV,PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,false,false,48195859,0.49505093474366085,264,253.96112952349802,10.038870476501991,8.9317332141411896,1.107137262360802,1.0395291613930751,3.0388704765019909,reinforcement,A+ B+,14,15.619344762377629,-6.6876115482364407,9,5,PSD,4.6459413100010254,PSD; PTB,0.55894878936156367,PT DO B,-3.6149652242462449,PT DO B; PRTB,0.82649885386861177,7.2114073549794826,-6.1042700926186804,10,4,PMDB,4.224685645373679,PMDB; PROS,0.69171660336099317,PSDB,-5.0113312742991472,PSDB; PPS,0.95151091594945925,20.193418535564053,-10.154548059062062,9,5,PMDB,8.1333808616216423,PMDB; PSD,0.62823008592119933,PSDB,-4.4303847839739765,PSDB; PT DO B,0.75943513435759247,PSB; PTB; SOLIDARIEDADE; PMN; PMDB,,PPS; PT DO B; PHS; PSD; PSDB; PTN; PPL; PRTB; PROS,PPS; PRTB,false,,0,0.0,0.0,0.0
k1/2014/8-22/omit-SOLIDARIEDADE,2014,k=1 minimal ideological,1,,,,,"PSB--PROS, omitting SOLIDARIEDADE",PSB; PPS; PV; PTB; PT DO B; PMN; PHS; PMDB; PSD; PSDB; PTN; PPL; PRTB; PROS,SOLIDARIEDADE,PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,false,false,47510622,0.48801242097070491,257,250.35037195797162,6.6496280420283815,6.835407303976285,-0.18577926194790273,1.0265612868477971,6.6496280420283815,within-district dominance with between-district offset,A+ B-,14,14.926538970544186,-8.0911316665679021,8,6,PSD,4.6459413100010254,PSD; PTB,0.58489204113427284,PT DO B,-3.6149652242462449,PT DO B; PRTB,0.68313105107094174,7.0772047318468632,-7.2629839937947658,9,5,PMDB,4.224685645373679,PMDB; PROS,0.70483338974103138,PSDB,-5.0113312742991472,PSDB; PV,0.84951931337680198,19.36641012059799,-12.716782078569608,8,6,PMDB,8.1333808616216423,PMDB; PSD,0.6550575446167628,PSDB,-4.4303847839739765,PSDB; PT DO B,0.60642075345226387,PSB; PTB; PMN; PMDB,PV,PPS; PT DO B; PHS; PSD; PSDB; PTN; PPL; PRTB; PROS,PPS; PRTB,false,,0,-8.881784197001252e-16,0.0,0.0
