election_year,ideological_universe,excluded_zero_seat_cabinet_parties,cabinet_period,administration_id,transition_status,source_periods,period_start,period_end,days,cabinet_status,cabinet_vote_share,cabinet_vote_share_pct,cabinet_seats,cabinet_seat_diff,cabinet_n_parties,cabinet_parliamentary_n_parties,cabinet_parties,unmapped_cabinet_parties,cabinet_min_ideology_index,cabinet_max_ideology_index,cabinet_leftmost_party,cabinet_rightmost_party,cabinet_span_width,cabinet_mean_ideology_value_unweighted,cabinet_median_ideology_value_unweighted,cabinet_mean_ideology_value_seat_weighted,cabinet_mean_ideology_value_vote_weighted,cabinet_ideology_summary,cabinet_center_count,cabinet_center_right_count,cabinet_center_left_count,cabinet_right_count,cabinet_left_count,cabinet_far_right_count,cabinet_far_left_count,closure_start_party,closure_end_party,closure_n_parties,closure_vote_share,closure_vote_share_pct,closure_seats,closure_seat_diff,closure_status,closure_parties,closure_gap_n,closure_gap_parties,closure_mean_ideology_value_unweighted,closure_median_ideology_value_unweighted,closure_mean_ideology_value_seat_weighted,closure_mean_ideology_value_vote_weighted,closure_ideology_summary,gap_ideology_summary,gap_center_count,gap_center_right_count,gap_center_left_count,gap_right_count,gap_left_count,gap_far_right_count,gap_far_left_count,closest_mcw_start_party,closest_mcw_end_party,closest_mcw_n_parties,closest_mcw_vote_share_pct,closest_mcw_seats,closest_mcw_seat_diff,closest_mcw_status,closest_mcw_overlap_n,closest_mcw_jaccard,closest_mcw_cabinet_coverage,closest_mcw_parties,closest_mci_start_party,closest_mci_end_party,closest_mci_n_parties,closest_mci_vote_share_pct,closest_mci_seats,closest_mci_seat_diff,closest_mci_overlap_n,closest_mci_jaccard,closest_mci_cabinet_coverage,closest_mci_parties,delta_cabinet_mean_ideology_value_unweighted,delta_cabinet_mean_ideology_value_seat_weighted,delta_cabinet_span_width,entered_ideology_summary,left_ideology_summary
2014,all_parties,,2016.9,temer,identified_adjacent,"[""temer-2016-10-26""]",2016-10-26,2017-04-25,182,votes+seats,0.6426607210528966,64.27,346,16.315050099864038,11,11,"DEM, PMDB, PP, PPS, PR, PRB, PSB, PSD, PSDB, PTB, PV",,8,32,PSB,DEM,25,6.718181818181819,7.09,6.924913294797687,6.909429829674562,center-left: 1; center: 2; center-right: 1; right: 6; far right: 1,2,1,1,6,0,1,0,PSB,DEM,25,0.7841986379095288,78.42,409,6.7060987524117195,votes+seats,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP, PSC, PEN, DEM",14,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PTC, PSDC, PSL, PSC, PEN",7.141600000000002,7.27,6.997726161369191,7.0033668812443395,center-left: 1; center: 2; center-right: 5; right: 15; far right: 2,center-right: 4; right: 9; far right: 1,0,4,0,9,0,1,0,PSB,PTN,12,48.92,260,9.032375702727137,seats only,7,0.4375,0.6363636363636364,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",PSB,PTN,12,48.92,260,9.032375702727137,7,0.4375,0.6363636363636364,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",-0.26681818181818073,-0.3132918334074404,1,center-left: 1,
2014,all_parties,,2017.1,temer,identified_adjacent,"[""temer-2017-04-26""]",2017-04-26,2017-04-26,1,votes+seats,0.578279279843202,57.83,312,15.342729440437324,10,10,"DEM, PMDB, PP, PPS, PR, PRB, PSD, PSDB, PTB, PV",,9,32,PPS,DEM,24,6.984999999999999,7.1,7.238205128205127,7.227778108593283,center: 2; center-right: 1; right: 6; far right: 1,2,1,0,6,0,1,0,PPS,DEM,24,0.7198171966998343,71.98,375,5.7337780929850055,votes+seats,"PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP, PSC, PEN, DEM",14,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PTC, PSDC, PSL, PSC, PEN",7.2704166666666685,7.359999999999999,7.264986666666665,7.267520081678062,center: 2; center-right: 5; right: 15; far right: 2,center-right: 4; right: 9; far right: 1,0,4,0,9,0,1,0,PSB,PTN,12,48.92,260,9.032375702727137,seats only,6,0.375,0.6,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",PSB,PTN,12,48.92,260,9.032375702727137,6,0.375,0.6,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",0.26681818181818073,0.3132918334074404,-1,,center-left: 1
2014,all_parties,,2017.2,temer,identified_adjacent,"[""temer-2017-04-27""]",2017-04-27,2017-08-01,97,votes+seats,0.6426607210528966,64.27,346,16.315050099864038,11,11,"DEM, PMDB, PP, PPS, PR, PRB, PSB, PSD, PSDB, PTB, PV",,8,32,PSB,DEM,25,6.718181818181819,7.09,6.924913294797687,6.909429829674562,center-left: 1; center: 2; center-right: 1; right: 6; far right: 1,2,1,1,6,0,1,0,PSB,DEM,25,0.7841986379095288,78.42,409,6.7060987524117195,votes+seats,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP, PSC, PEN, DEM",14,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PTC, PSDC, PSL, PSC, PEN",7.141600000000002,7.27,6.997726161369191,7.0033668812443395,center-left: 1; center: 2; center-right: 5; right: 15; far right: 2,center-right: 4; right: 9; far right: 1,0,4,0,9,0,1,0,PSB,PTN,12,48.92,260,9.032375702727137,seats only,7,0.4375,0.6363636363636364,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",PSB,PTN,12,48.92,260,9.032375702727137,7,0.4375,0.6363636363636364,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",-0.26681818181818073,-0.3132918334074404,1,center-left: 1,
2014,all_parties,,2017.3,temer,identified_adjacent,"[""temer-2017-08-02""]",2017-08-02,2017-08-02,1,votes+seats,0.578279279843202,57.83,312,15.342729440437324,10,10,"DEM, PMDB, PP, PPS, PR, PRB, PSD, PSDB, PTB, PV",,9,32,PPS,DEM,24,6.984999999999999,7.1,7.238205128205127,7.227778108593283,center: 2; center-right: 1; right: 6; far right: 1,2,1,0,6,0,1,0,PPS,DEM,24,0.7198171966998343,71.98,375,5.7337780929850055,votes+seats,"PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP, PSC, PEN, DEM",14,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PTC, PSDC, PSL, PSC, PEN",7.2704166666666685,7.359999999999999,7.264986666666665,7.267520081678062,center: 2; center-right: 5; right: 15; far right: 2,center-right: 4; right: 9; far right: 1,0,4,0,9,0,1,0,PSB,PTN,12,48.92,260,9.032375702727137,seats only,6,0.375,0.6,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",PSB,PTN,12,48.92,260,9.032375702727137,6,0.375,0.6,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",0.26681818181818073,0.3132918334074404,-1,,center-left: 1
2014,all_parties,,2017.4,temer,identified_adjacent,"[""temer-2017-08-03""]",2017-08-03,2017-10-17,76,votes+seats,0.6426607210528966,64.27,346,16.315050099864038,11,11,"DEM, PMDB, PP, PPS, PR, PRB, PSB, PSD, PSDB, PTB, PV",,8,32,PSB,DEM,25,6.718181818181819,7.09,6.924913294797687,6.909429829674562,center-left: 1; center: 2; center-right: 1; right: 6; far right: 1,2,1,1,6,0,1,0,PSB,DEM,25,0.7841986379095288,78.42,409,6.7060987524117195,votes+seats,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP, PSC, PEN, DEM",14,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PTC, PSDC, PSL, PSC, PEN",7.141600000000002,7.27,6.997726161369191,7.0033668812443395,center-left: 1; center: 2; center-right: 5; right: 15; far right: 2,center-right: 4; right: 9; far right: 1,0,4,0,9,0,1,0,PSB,PTN,12,48.92,260,9.032375702727137,seats only,7,0.4375,0.6363636363636364,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",PSB,PTN,12,48.92,260,9.032375702727137,7,0.4375,0.6363636363636364,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",-0.26681818181818073,-0.3132918334074404,1,center-left: 1,
2014,all_parties,,2017.5,temer,identified_adjacent,"[""temer-2017-10-18""]",2017-10-18,2018-03-20,154,votes+seats,0.578279279843202,57.83,312,15.342729440437324,10,10,"DEM, PMDB, PP, PPS, PR, PRB, PSD, PSDB, PTB, PV",,9,32,PPS,DEM,24,6.984999999999999,7.1,7.238205128205127,7.227778108593283,center: 2; center-right: 1; right: 6; far right: 1,2,1,0,6,0,1,0,PPS,DEM,24,0.7198171966998343,71.98,375,5.7337780929850055,votes+seats,"PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP, PSC, PEN, DEM",14,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PTC, PSDC, PSL, PSC, PEN",7.2704166666666685,7.359999999999999,7.264986666666665,7.267520081678062,center: 2; center-right: 5; right: 15; far right: 2,center-right: 4; right: 9; far right: 1,0,4,0,9,0,1,0,PSB,PTN,12,48.92,260,9.032375702727137,seats only,6,0.375,0.6,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",PSB,PTN,12,48.92,260,9.032375702727137,6,0.375,0.6,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",0.26681818181818073,0.3132918334074404,-1,,center-left: 1
2014,all_parties,,2018.1,temer,identified_adjacent,"[""temer-2018-03-21""]",2018-03-21,2018-04-01,12,votes+seats,0.5581911293753808,55.82,302,15.647950630429648,9,9,"DEM, PMDB, PP, PR, PRB, PSD, PSDB, PTB, PV",,10,32,PV,DEM,23,7.214444444444445,7.11,7.314966887417218,7.310830295294353,center: 1; center-right: 1; right: 6; far right: 1,1,1,0,6,0,1,0,PV,DEM,23,0.699729046232013,69.97,365,6.038999282977329,votes+seats,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP, PSC, PEN, DEM",14,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PTC, PSDC, PSL, PSC, PEN",7.372608695652174,7.45,7.329232876712329,7.334913791973382,center: 1; center-right: 5; right: 15; far right: 2,center-right: 4; right: 9; far right: 1,0,4,0,9,0,1,0,PMDB,PP,14,51.37,272,8.447467840340835,votes+seats,6,0.35294117647058826,0.6666666666666666,"PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP",PSB,PTN,12,48.92,260,9.032375702727137,5,0.3125,0.5555555555555556,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",0.22944444444444567,0.07676175921209083,-1,,center: 1
2014,all_parties,,2018.2,temer,identified_adjacent,"[""temer-2018-04-02""]",2018-04-02,2018-04-05,4,votes+seats,0.5003050576961592,50.03,268,11.343505401870345,8,8,"DEM, PMDB, PP, PRB, PSD, PSDB, PTB, PV",,10,32,PV,DEM,23,7.14375,7.1,7.255970149253732,7.256546632280088,center: 1; center-right: 1; right: 5; far right: 1,1,1,0,5,0,1,0,PV,DEM,23,0.699729046232013,69.97,365,6.038999282977329,votes+seats,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP, PSC, PEN, DEM",15,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PR, PTC, PSDC, PSL, PSC, PEN",7.372608695652174,7.45,7.329232876712329,7.334913791973382,center: 1; center-right: 5; right: 15; far right: 2,center-right: 4; right: 10; far right: 1,0,4,0,10,0,1,0,PSB,PTN,12,48.92,260,9.032375702727137,seats only,5,0.3333333333333333,0.625,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",PSB,PTN,12,48.92,260,9.032375702727137,5,0.3333333333333333,0.625,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",-0.07069444444444528,-0.058996738163486384,0,,right: 1
2014,all_parties,,2018.3,temer,identified_adjacent,"[""temer-2018-04-06"",""temer-2018-05-15""]",2018-04-06,2018-07-04,90,neither,0.4583403702686963,45.83,247,11.871390052158802,7,7,"PMDB, PP, PRB, PSD, PSDB, PTB, PV",,10,29,PV,PP,20,6.9399999999999995,7.09,7.14425101214575,7.1362895840200755,center: 1; center-right: 1; right: 5,1,1,0,5,0,0,0,PV,PP,20,0.6250141928506572,62.5,329,8.367719067612882,votes+seats,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP",13,"PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PR, PTC, PSDC, PSL",7.205999999999999,7.255,7.203069908814591,7.19743094888914,center: 1; center-right: 5; right: 14,center-right: 4; right: 9,0,4,0,9,0,0,0,PSB,PTN,12,48.92,260,9.032375702727137,seats only,5,0.35714285714285715,0.7142857142857143,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",PSB,PTN,12,48.92,260,9.032375702727137,5,0.35714285714285715,0.7142857142857143,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",-0.20375000000000032,-0.11171913710798176,-3,,far right: 1
2014,all_parties,,2018.4,temer,identified_adjacent,"[""temer-2018-07-05""]",2018-07-05,2018-12-31,180,neither,0.41813515464182893,41.81,222,7.49666566874177,6,6,"PMDB, PP, PRB, PSD, PSDB, PV",,10,29,PV,PP,20,7.080000000000001,7.1,7.261846846846847,7.235932595890467,center: 1; right: 5,1,0,0,5,0,0,0,PV,PP,20,0.6250141928506572,62.5,329,8.367719067612882,votes+seats,"PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP",14,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PTN, PPL, PRTB, PROS, PRP, PR, PTC, PSDC, PSL",7.205999999999999,7.255,7.203069908814591,7.19743094888914,center: 1; center-right: 5; right: 14,center-right: 5; right: 9,0,5,0,9,0,0,0,PMDB,PP,14,51.37,272,8.447467840340835,votes+seats,5,0.3333333333333333,0.8333333333333334,"PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL, PP",PSB,PTN,12,48.92,260,9.032375702727137,4,0.2857142857142857,0.6666666666666666,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",0.14000000000000146,0.11759583470109725,0,,center-right: 1
2018,all_parties,,2019.1,bolsonaro,first_identified,"[""bolsonaro-2019-01-01""]",2019-01-01,2020-02-10,406,neither,0.3013582669332541,30.14,160,5.403209063240638,5,5,"DEM, MDB, NOVO, PP, PSL",,18,35,MDB,DEM,18,8.004,8.13,7.9814375,7.9973853977509535,right: 4; far right: 1,0,0,0,4,0,1,0,MDB,DEM,18,0.6290560070764334,62.91,326,3.294268369789677,votes+seats,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",13,"PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSC, PATRIOTA",7.758333333333334,7.78,7.738527607361963,7.752723488275144,right: 16; far right: 2,right: 12; far right: 1,0,0,0,12,0,1,0,MDB,PP,15,55.04,285,2.666482153875222,votes+seats,4,0.25,0.8,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP",,,,,,,,,,,,,,,
2018,all_parties,,2020.1,bolsonaro,identified_adjacent,"[""bolsonaro-2020-02-11""]",2020-02-11,2020-02-17,7,neither,0.3613170983244252,36.13,190,4.644328559569857,6,6,"DEM, MDB, NOVO, PP, PSDB, PSL",,18,35,MDB,DEM,18,7.855,8.120000000000001,7.843842105263156,7.850128067030993,right: 5; far right: 1,0,0,0,5,0,1,0,MDB,DEM,18,0.6290560070764334,62.91,326,3.294268369789677,votes+seats,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",12,"PSD, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSC, PATRIOTA",7.758333333333334,7.78,7.738527607361963,7.752723488275144,right: 16; far right: 2,right: 11; far right: 1,0,0,0,11,0,1,0,MDB,PP,15,55.04,285,2.666482153875222,votes+seats,5,0.3125,0.8333333333333334,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP",,,,,,,,,,,-0.14899999999999913,-0.13759539473684423,0,right: 1,
2018,all_parties,,2020.2,bolsonaro,identified_adjacent,"[""bolsonaro-2020-02-18""]",2020-02-18,2020-04-15,58,neither,0.3059571141837123,30.6,156,-0.9559995762444089,5,5,"DEM, NOVO, PP, PSDB, PSL",,20,35,PSDB,DEM,16,8.024000000000001,8.13,8.025576923076922,8.002141124779591,right: 4; far right: 1,0,0,0,4,0,1,0,PSDB,DEM,16,0.5151903760668052,51.52,257,-7.292662922271063,votes+seats,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",11,"PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSC, PATRIOTA",7.846874999999999,7.82,7.923229571984435,7.90779281918642,right: 14; far right: 2,right: 10; far right: 1,0,0,0,10,0,1,0,PSDB,DEM,16,51.52,257,-7.292662922271063,votes+seats,5,0.3125,1.0,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",,,,,,,,,,,0.16900000000000048,0.18173481781376655,-2,,right: 1
2018,all_parties,,2020.3,bolsonaro,identified_adjacent,"[""bolsonaro-2020-04-16""]",2020-04-16,2020-04-16,1,neither,0.3613170983244252,36.13,190,4.644328559569857,6,6,"DEM, MDB, NOVO, PP, PSDB, PSL",,18,35,MDB,DEM,18,7.855,8.120000000000001,7.843842105263156,7.850128067030993,right: 5; far right: 1,0,0,0,5,0,1,0,MDB,DEM,18,0.6290560070764334,62.91,326,3.294268369789677,votes+seats,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",12,"PSD, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSC, PATRIOTA",7.758333333333334,7.78,7.738527607361963,7.752723488275144,right: 16; far right: 2,right: 11; far right: 1,0,0,0,11,0,1,0,MDB,PP,15,55.04,285,2.666482153875222,votes+seats,5,0.3125,0.8333333333333334,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP",,,,,,,,,,,-0.16900000000000048,-0.18173481781376655,2,right: 1,
2018,all_parties,,2020.4,bolsonaro,identified_adjacent,"[""bolsonaro-2020-04-17""]",2020-04-17,2020-05-06,20,neither,0.3059571141837123,30.6,156,-0.9559995762444089,5,5,"DEM, NOVO, PP, PSDB, PSL",,20,35,PSDB,DEM,16,8.024000000000001,8.13,8.025576923076922,8.002141124779591,right: 4; far right: 1,0,0,0,4,0,1,0,PSDB,DEM,16,0.5151903760668052,51.52,257,-7.292662922271063,votes+seats,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",11,"PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSC, PATRIOTA",7.846874999999999,7.82,7.923229571984435,7.90779281918642,right: 14; far right: 2,right: 10; far right: 1,0,0,0,10,0,1,0,PSDB,DEM,16,51.52,257,-7.292662922271063,votes+seats,5,0.3125,1.0,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",,,,,,,,,,,0.16900000000000048,0.18173481781376655,-2,,right: 1
2018,all_parties,,2020.5,bolsonaro,identified_adjacent,"[""bolsonaro-2020-05-07""]",2020-05-07,2020-06-16,41,neither,0.27799088355585083,27.8,148,5.39067673584853,4,4,"DEM, PP, PSDB, PSL",,20,35,PSDB,DEM,16,7.9975,8.155,8.019932432432432,7.989278361992213,right: 3; far right: 1,0,0,0,3,0,1,0,PSDB,DEM,16,0.5151903760668052,51.52,257,-7.292662922271063,votes+seats,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",12,"PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, NOVO, PSC, PATRIOTA",7.846874999999999,7.82,7.923229571984435,7.90779281918642,right: 14; far right: 2,right: 11; far right: 1,0,0,0,11,0,1,0,PSDB,DEM,16,51.52,257,-7.292662922271063,votes+seats,4,0.25,1.0,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",,,,,,,,,,,-0.0265000000000013,-0.005644490644490574,0,,right: 1
2018,all_parties,,2020.6,bolsonaro,identified_adjacent,"[""bolsonaro-2020-06-17""]",2020-06-17,2020-06-17,1,neither,0.3364965304247661,33.65,183,10.377279892094975,5,5,"DEM, PP, PSD, PSDB, PSL",,19,35,PSD,DEM,17,7.816,8.11,7.842076502732241,7.832923518698111,right: 4; far right: 1,0,0,0,4,0,1,0,PSD,DEM,17,0.5736960229357205,57.37,292,-2.306059766024646,votes+seats,"PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",12,"PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, NOVO, PSC, PATRIOTA",7.80235294117647,7.78,7.823356164383562,7.8243941272338065,right: 15; far right: 2,right: 11; far right: 1,0,0,0,11,0,1,0,MDB,PP,15,55.04,285,2.666482153875222,votes+seats,4,0.25,0.8,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP",,,,,,,,,,,-0.18149999999999977,-0.1778559297001907,1,right: 1,
2018,all_parties,,2020.7,bolsonaro,identified_adjacent,"[""bolsonaro-2020-06-18""]",2020-06-18,2020-09-18,93,neither,0.27653769903359504,27.65,153,11.136160395765756,4,4,"DEM, PP, PSD, PSL",,19,35,PSD,DEM,17,7.9925,8.155,7.98562091503268,7.989667606458334,right: 3; far right: 1,0,0,0,3,0,1,0,PSD,DEM,17,0.5736960229357205,57.37,292,-2.306059766024646,votes+seats,"PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",13,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, NOVO, PSC, PATRIOTA",7.80235294117647,7.78,7.823356164383562,7.8243941272338065,right: 15; far right: 2,right: 12; far right: 1,0,0,0,12,0,1,0,MDB,PP,15,55.04,285,2.666482153875222,votes+seats,3,0.1875,0.75,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP",,,,,,,,,,,0.17649999999999988,0.14354441230043857,0,,right: 1
2018,all_parties,,2020.8,bolsonaro,identified_adjacent,"[""bolsonaro-2020-09-19""]",2020-09-19,2020-12-08,81,neither,0.22149650854497452,22.15,116,2.372291116428073,3,3,"DEM, PSD, PSL",,19,35,PSD,DEM,17,7.923333333333333,8.11,7.917241379310345,7.937400663674885,right: 2; far right: 1,0,0,0,2,0,1,0,PSD,DEM,17,0.5736960229357205,57.37,292,-2.306059766024646,votes+seats,"PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",14,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, NOVO, PP, PSC, PATRIOTA",7.80235294117647,7.78,7.823356164383562,7.8243941272338065,right: 15; far right: 2,right: 13; far right: 1,0,0,0,13,0,1,0,MDB,PP,15,55.04,285,2.666482153875222,votes+seats,2,0.125,0.6666666666666666,"MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP",,,,,,,,,,,-0.06916666666666682,-0.06837953572233513,0,,right: 1
2018,all_parties,,2020.9,bolsonaro,identified_adjacent,"[""bolsonaro-2020-12-09""]",2020-12-09,2021-02-11,65,neither,0.23899783837835534,23.9,123,0.39410891190371444,4,4,"DEM, PSC, PSD, PSL",,19,35,PSD,DEM,17,8.025,8.219999999999999,7.940731707317074,7.966149921509237,right: 3; far right: 1,0,0,0,3,0,1,0,PSD,DEM,17,0.5736960229357205,57.37,292,-2.306059766024646,votes+seats,"PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",13,"PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, NOVO, PP, PATRIOTA",7.80235294117647,7.78,7.823356164383562,7.8243941272338065,right: 15; far right: 2,right: 12; far right: 1,0,0,0,12,0,1,0,PSD,PSC,15,51.25,258,-4.912028186463488,votes+seats,3,0.1875,0.75,"PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",,,,,,,,,,,0.10166666666666746,0.023490328006729122,0,right: 1,
