election_year,ideological_universe,cabinet_party_set_id,display_label,canonical_membership,excluded_zero_seat_cabinet_parties,cabinet_period,administration_id,transition_status,source_periods,period_start,period_end,days,cabinet_status,cabinet_vote_share,cabinet_vote_share_pct,cabinet_seats,cabinet_seat_diff,cabinet_n_parties,cabinet_parliamentary_n_parties,cabinet_parties,unmapped_cabinet_parties,cabinet_min_ideology_index,cabinet_max_ideology_index,cabinet_leftmost_party,cabinet_rightmost_party,cabinet_span_width,cabinet_mean_ideology_value_unweighted,cabinet_median_ideology_value_unweighted,cabinet_mean_ideology_value_seat_weighted,cabinet_mean_ideology_value_vote_weighted,cabinet_ideology_summary,cabinet_center_count,cabinet_center_right_count,cabinet_center_left_count,cabinet_right_count,cabinet_left_count,cabinet_far_right_count,cabinet_far_left_count,closure_start_party,closure_end_party,closure_n_parties,closure_vote_share,closure_vote_share_pct,closure_seats,closure_seat_diff,closure_status,closure_parties,closure_gap_n,closure_gap_parties,closure_mean_ideology_value_unweighted,closure_median_ideology_value_unweighted,closure_mean_ideology_value_seat_weighted,closure_mean_ideology_value_vote_weighted,closure_ideology_summary,gap_ideology_summary,gap_center_count,gap_center_right_count,gap_center_left_count,gap_right_count,gap_left_count,gap_far_right_count,gap_far_left_count,closest_mcw_start_party,closest_mcw_end_party,closest_mcw_n_parties,closest_mcw_vote_share,closest_mcw_vote_share_pct,closest_mcw_seats,closest_mcw_seat_diff,closest_mcw_status,closest_mcw_overlap_n,closest_mcw_jaccard,closest_mcw_cabinet_coverage,closest_mcw_parties,closest_mci_start_party,closest_mci_end_party,closest_mci_n_parties,closest_mci_vote_share,closest_mci_vote_share_pct,closest_mci_seats,closest_mci_seat_diff,closest_mci_overlap_n,closest_mci_jaccard,closest_mci_cabinet_coverage,closest_mci_parties,delta_cabinet_mean_ideology_value_unweighted,delta_cabinet_mean_ideology_value_seat_weighted,delta_cabinet_span_width,entered_ideology_summary,left_ideology_summary
2018,seat_winning,C2018-1912bcf9ddddecf78512,18-06,DEM;PP;PSD;PSL,,18-06,bolsonaro,not_applicable_set,"[""bolsonaro-2020-06-18""]",2020-06-18,2020-09-18,93,neither,0.27653769903359504,27.65,153,11.136160395765756,4,4,"DEM, PP, PSD, PSL",,15,30,PSD,DEM,16,7.9925,8.155,7.98562091503268,7.989667606458334,right: 3; far right: 1,0,0,0,3,0,1,0,PSD,DEM,16,0.5667252638015945,56.67,292,1.2699396697820475,votes+seats,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",12,"PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, NOVO, PSC, PATRIOTA",7.824375,7.82,7.823356164383562,7.828999200359843,right: 14; far right: 2,right: 11; far right: 1,0,0,0,11,0,1,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,3,0.2,0.75,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.058823529411764705,0.25,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-e4f0aaa55c13b90ddeff,18-07,DEM;PSD;PSL,,18-07,bolsonaro,not_applicable_set,"[""bolsonaro-2020-09-19""]",2020-09-19,2020-12-08,81,neither,0.22149650854497452,22.15,116,2.372291116428073,3,3,"DEM, PSD, PSL",,15,30,PSD,DEM,16,7.923333333333333,8.11,7.917241379310345,7.937400663674885,right: 2; far right: 1,0,0,0,2,0,1,0,PSD,DEM,16,0.5667252638015945,56.67,292,1.2699396697820475,votes+seats,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",13,"PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, NOVO, PP, PSC, PATRIOTA",7.824375,7.82,7.823356164383562,7.828999200359843,right: 14; far right: 2,right: 12; far right: 1,0,0,0,12,0,1,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,2,0.13333333333333333,0.6666666666666666,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.0625,0.3333333333333333,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-64af9fe5690d39041c41,18-08,DEM;PSC;PSD;PSL,,18-08,bolsonaro,not_applicable_set,"[""bolsonaro-2020-12-09""]",2020-12-09,2021-02-11,65,neither,0.23899783837835534,23.9,123,0.39410891190371444,4,4,"DEM, PSC, PSD, PSL",,15,30,PSD,DEM,16,8.025,8.219999999999999,7.940731707317074,7.966149921509237,right: 3; far right: 1,0,0,0,3,0,1,0,PSD,DEM,16,0.5667252638015945,56.67,292,1.2699396697820475,votes+seats,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",12,"PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, NOVO, PP, PATRIOTA",7.824375,7.82,7.823356164383562,7.828999200359843,right: 14; far right: 2,right: 11; far right: 1,0,0,0,11,0,1,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,3,0.2,0.75,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.058823529411764705,0.25,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-c7968aa474db2a20c1cf,18-09,DEM;PRB;PSC;PSD;PSL,,18-09,bolsonaro,not_applicable_set,"[""bolsonaro-2021-02-12""]",2021-02-12,2021-03-30,47,neither,0.289723621596026,28.97,152,3.3717821212386525,5,5,"DEM, PRB, PSC, PSD, PSL",,15,30,PSD,DEM,16,7.976000000000001,8.11,7.910065789473684,7.933558169023035,right: 4; far right: 1,0,0,0,4,0,1,0,PSD,DEM,16,0.5667252638015945,56.67,292,1.2699396697820475,votes+seats,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",11,"PSDB, PODE, PPL, PROS, PRP, PR, PTC, DC, NOVO, PP, PATRIOTA",7.824375,7.82,7.823356164383562,7.828999200359843,right: 14; far right: 2,right: 10; far right: 1,0,0,0,10,0,1,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,4,0.26666666666666666,0.8,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.05555555555555555,0.2,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-34cdc0bb5ecda010a795,18-10,DEM;PR;PRB;PSC;PSD;PSL,,18-10,bolsonaro,not_applicable_set,"[""bolsonaro-2021-03-31""]",2021-03-31,2021-07-27,119,neither,0.3428924412850704,34.29,185,9.09617762075888,6,6,"DEM, PR, PRB, PSC, PSD, PSL",,15,30,PSD,DEM,16,7.943333333333334,7.945,7.886864864864864,7.909747476171459,right: 5; far right: 1,0,0,0,5,0,1,0,PSD,DEM,16,0.5667252638015945,56.67,292,1.2699396697820475,votes+seats,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",10,"PSDB, PODE, PPL, PROS, PRP, PTC, DC, NOVO, PP, PATRIOTA",7.824375,7.82,7.823356164383562,7.828999200359843,right: 14; far right: 2,right: 9; far right: 1,0,0,0,9,0,1,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,5,0.3333333333333333,0.8333333333333334,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.05263157894736842,0.16666666666666666,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-a86e04ffb7898c05a4c4,18-11,DEM;PP;PR;PRB;PSC;PSD;PSL,,18-11,bolsonaro,not_applicable_set,"[""bolsonaro-2021-07-28"",""bolsonaro-2022-02-08""]",2021-07-28,2022-03-23,239,neither,0.3979336317736909,39.79,222,17.860046900096563,7,7,"DEM, PP, PR, PRB, PSC, PSD, PSL",,15,30,PSD,DEM,16,7.9799999999999995,8.11,7.939054054054054,7.949894483557192,right: 6; far right: 1,0,0,0,6,0,1,0,PSD,DEM,16,0.5667252638015945,56.67,292,1.2699396697820475,votes+seats,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",9,"PSDB, PODE, PPL, PROS, PRP, PTC, DC, NOVO, PATRIOTA",7.824375,7.82,7.823356164383562,7.828999200359843,right: 14; far right: 2,right: 8; far right: 1,0,0,0,8,0,1,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,6,0.4,0.8571428571428571,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.05,0.14285714285714285,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-83de36410e62c9cde06e,18-12,DEM;PP;PR;PRB;PSC;PSL,,18-12,bolsonaro,not_applicable_set,"[""bolsonaro-2022-03-24"",""bolsonaro-2022-03-28""]",2022-03-24,2022-03-29,5,neither,0.3394279849047756,33.94,187,12.873443743850117,6,6,"DEM, PP, PR, PRB, PSC, PSL",,21,30,PR,DEM,10,8.128333333333334,8.155,8.097967914438502,8.098110556588527,right: 5; far right: 1,0,0,0,5,0,1,0,PR,DEM,10,0.39197948917097875,39.2,203,1.9145220552879039,neither,"PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",4,"PTC, DC, NOVO, PATRIOTA",8.142,8.120000000000001,8.10807881773399,8.11358709006054,right: 8; far right: 2,right: 3; far right: 1,0,0,0,3,0,1,0,PSDB,DEM,15,0.5082196169326791,50.82,257,-3.7166634864644266,votes+seats,6,0.4,1.0,"PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,0,0.0,0.0,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-f6b3d49ea0397e55d78b,18-13,DEM;PP;PR;PSC;PSL,,18-13,bolsonaro,not_applicable_set,"[""bolsonaro-2022-03-27""]",2022-03-27,2022-03-27,1,neither,0.2887022016871049,28.87,158,9.89577053451518,5,5,"DEM, PP, PR, PSC, PSL",,21,30,PR,DEM,10,8.198,8.2,8.15632911392405,8.15400346990358,right: 4; far right: 1,0,0,0,4,0,1,0,PR,DEM,10,0.39197948917097875,39.2,203,1.9145220552879039,neither,"PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",5,"PRB, PTC, DC, NOVO, PATRIOTA",8.142,8.120000000000001,8.10807881773399,8.11358709006054,right: 8; far right: 2,right: 4; far right: 1,0,0,0,4,0,1,0,PSDB,DEM,15,0.5082196169326791,50.82,257,-3.7166634864644266,votes+seats,5,0.3333333333333333,1.0,"PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,0,0.0,0.0,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-6cf3fea166c95e7d65b7,18-14,DEM;PP;PR;PRB;PSL,,18-14,bolsonaro,not_applicable_set,"[""bolsonaro-2022-03-30""]",2022-03-30,2022-03-30,1,neither,0.3219266550713948,32.19,180,14.851625948374476,5,5,"DEM, PP, PR, PRB, PSL",,21,30,PR,DEM,10,8.088,8.11,8.088944444444444,8.085504040259137,right: 4; far right: 1,0,0,0,4,0,1,0,PR,DEM,10,0.39197948917097875,39.2,203,1.9145220552879039,neither,"PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",5,"PTC, DC, NOVO, PSC, PATRIOTA",8.142,8.120000000000001,8.10807881773399,8.11358709006054,right: 8; far right: 2,right: 4; far right: 1,0,0,0,4,0,1,0,PSDB,DEM,15,0.5082196169326791,50.82,257,-3.7166634864644266,votes+seats,5,0.3333333333333333,1.0,"PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,0,0.0,0.0,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-d3b46be51d2f587dc04d,18-15,PP;PRB;PSD,,18-15,bolsonaro,not_applicable_set,"[""bolsonaro-2022-03-31""]",2022-03-31,2022-05-10,41,neither,0.1642726205752065,16.43,101,16.728145644919067,3,3,"PP, PRB, PSD",,15,27,PSD,PP,13,7.69,7.78,7.694752475247524,7.674981913151907,right: 3,0,0,0,3,0,0,0,PSD,PP,13,0.4880269913179969,48.8,251,0.6421534538675644,neither,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP",10,"PSDB, PODE, PPL, PROS, PRP, PR, PTC, DC, PSL, NOVO",7.672307692307692,7.78,7.708486055776892,7.7187109507617855,right: 13,right: 10,0,0,0,10,0,0,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,3,0.21428571428571427,1.0,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.0625,0.3333333333333333,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-47d7f4182c86096c3d11,18-16,DEM;PP;PRB;PSD;PSL,,18-16,bolsonaro,not_applicable_set,"[""bolsonaro-2022-05-11""]",2022-05-11,2022-12-29,233,neither,0.32726348225126567,32.73,182,14.113833605100723,5,5,"DEM, PP, PRB, PSD, PSL",,15,30,PSD,DEM,16,7.95,8.11,7.952857142857142,7.957169163675136,right: 4; far right: 1,0,0,0,4,0,1,0,PSD,DEM,16,0.5667252638015945,56.67,292,1.2699396697820475,votes+seats,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",11,"PSDB, PODE, PPL, PROS, PRP, PR, PTC, DC, NOVO, PSC, PATRIOTA",7.824375,7.82,7.823356164383562,7.828999200359843,right: 14; far right: 2,right: 10; far right: 1,0,0,0,10,0,1,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,4,0.26666666666666666,0.8,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.05555555555555555,0.2,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2018,seat_winning,C2018-3d6dc0b0e630f95b3cc9,18-17,DEM;NOVO;PRB;PSD;PSL,,18-17,bolsonaro,not_applicable_set,"[""bolsonaro-2022-12-30""]",2022-12-30,2022-12-31,2,neither,0.30018852239050664,30.02,153,-0.996711986329899,5,5,"DEM, NOVO, PRB, PSD, PSL",,15,30,PSD,DEM,16,7.936,8.11,7.902352941176471,7.928746120640529,right: 4; far right: 1,0,0,0,4,0,1,0,PSD,DEM,16,0.5667252638015945,56.67,292,1.2699396697820475,votes+seats,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",11,"PSDB, PODE, PPL, PROS, PRP, PR, PTC, DC, PP, PSC, PATRIOTA",7.824375,7.82,7.823356164383562,7.828999200359843,right: 14; far right: 2,right: 10; far right: 1,0,0,0,10,0,1,0,PSD,PSC,14,0.5055283211513777,50.55,258,-1.3360287506567374,votes+seats,4,0.26666666666666666,0.8,"PSD, PSDB, PODE, PPL, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",PT,PSDB,14,0.4995104320302238,49.95,267,10.751148368495194,1,0.05555555555555555,0.2,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",,,,,
2022,seat_winning,C2022-259238bde0cf94feb03e,22-01,MDB;PCdoB;PDT;PSB;PSD;PSOL;PT;REDE;UNIÃO,,22-01,lula_3,not_applicable_set,"[""lula_3-2023-01-01""]",2023-01-01,2023-09-12,255,seats only,0.48888043147286714,48.89,263,12.20433865441916,9,9,"MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO",,1,20,PSOL,UNIÃO,20,4.458222222222222,3.802,5.489722433460076,5.231743310835161,far left: 1; left: 2; center-left: 3; center-right: 1; right: 1; far right: 1,0,1,3,1,2,1,1,PSOL,UNIÃO,20,0.7983088706012424,79.83,407,-2.5324506184373945,votes+seats,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",11,"PV, SOLIDARIEDADE, CIDADANIA, AVANTE, PSDB, PODE, PROS, PTB, PP, REPUBLICANOS, PSC",5.974949999999999,6.6825,6.3294742014742,6.213320755266305,far left: 1; left: 2; center-left: 4; center-right: 5; right: 5; far right: 3,center-left: 1; center-right: 4; right: 4; far right: 2,0,4,1,4,0,2,0,PT,PP,15,0.5718472256643119,57.18,284,-9.35762676579202,votes+seats,6,0.3333333333333333,0.6666666666666666,"PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP",MDB,UNIÃO,10,0.492189812614362,49.22,265,12.506626128832295,3,0.1875,0.3333333333333333,"MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",,,,,
2022,seat_winning,C2022-d7aa8241899cd03a076c,22-02,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,,22-02,lula_3,not_applicable_set,"[""lula_3-2023-09-13"",""lula_3-2023-12-06"",""lula_3-2024-12-06"",""lula_3-2025-10-09"",""lula_3-2025-11-17""]",2023-09-13,2025-12-07,807,votes+seats,0.6378913927154223,63.79,350,22.76171553698839,11,11,"MDB, PCdoB, PDT, PP, PSB, PSD, PSOL, PT, REDE, REPUBLICANOS, UNIÃO",,1,20,PSOL,UNIÃO,20,5.191454545454546,3.977,6.233894285714286,5.991661491231294,far left: 1; left: 2; center-left: 3; center-right: 1; right: 2; far right: 2,0,1,3,2,2,2,1,PSOL,UNIÃO,20,0.7983088706012424,79.83,407,-2.5324506184373945,votes+seats,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",9,"PV, SOLIDARIEDADE, CIDADANIA, AVANTE, PSDB, PODE, PROS, PTB, PSC",5.974949999999999,6.6825,6.3294742014742,6.213320755266305,far left: 1; left: 2; center-left: 4; center-right: 5; right: 5; far right: 3,center-left: 1; center-right: 4; right: 3; far right: 1,0,4,1,3,0,1,0,PT,PP,15,0.5718472256643119,57.18,284,-9.35762676579202,votes+seats,7,0.3684210526315789,0.6363636363636364,"PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP",MDB,UNIÃO,10,0.492189812614362,49.22,265,12.506626128832295,5,0.3125,0.45454545454545453,"MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",,,,,
2022,seat_winning,C2022-3c430566b3ad1a9e9050,22-03,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,,22-03,lula_3,not_applicable_set,"[""lula_3-2023-12-04"",""lula_3-2024-12-03""]",2023-12-04,2024-12-05,5,votes+seats,0.6681350167476579,66.81,363,20.24673640845151,12,12,"MDB, PCdoB, PDT, PP, PSB, PSD, PSDB, PSOL, PT, REDE, REPUBLICANOS, UNIÃO",,1,20,PSOL,UNIÃO,20,5.339333333333333,5.3375,6.260112947658403,6.035765642040171,far left: 1; left: 2; center-left: 3; center-right: 2; right: 2; far right: 2,0,2,3,2,2,2,1,PSOL,UNIÃO,20,0.7983088706012424,79.83,407,-2.5324506184373945,votes+seats,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",8,"PV, SOLIDARIEDADE, CIDADANIA, AVANTE, PODE, PROS, PTB, PSC",5.974949999999999,6.6825,6.3294742014742,6.213320755266305,far left: 1; left: 2; center-left: 4; center-right: 5; right: 5; far right: 3,center-left: 1; center-right: 3; right: 3; far right: 1,0,3,1,3,0,1,0,PT,PP,15,0.5718472256643119,57.18,284,-9.35762676579202,votes+seats,8,0.42105263157894735,0.6666666666666666,"PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP",MDB,UNIÃO,10,0.492189812614362,49.22,265,12.506626128832295,6,0.375,0.5,"MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",,,,,
2022,seat_winning,C2022-42b85b2eb82566171721,22-04,MDB;PCdoB;PDT;PP;PSB;PSD;PSDB;PSOL;PT;REDE;REPUBLICANOS,,22-04,lula_3,not_applicable_set,"[""lula_3-2025-10-08"",""lula_3-2025-11-13"",""lula_3-2025-12-19""]",2025-10-08,2025-12-22,9,votes+seats,0.5747696436165816,57.48,304,9.143172824693636,11,11,"MDB, PCdoB, PDT, PP, PSB, PSD, PSDB, PSOL, PT, REDE, REPUBLICANOS",,1,18,PSOL,REPUBLICANOS,18,5.029363636363637,3.977,5.777072368421052,5.5950288337616145,far left: 1; left: 2; center-left: 3; center-right: 2; right: 2; far right: 1,0,2,3,2,2,1,1,PSOL,REPUBLICANOS,18,0.6871698419540666,68.72,342,-10.518128922436176,votes+seats,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS",7,"PV, SOLIDARIEDADE, CIDADANIA, AVANTE, PODE, PROS, PTB",5.671333333333333,6.512499999999999,5.87107894736842,5.805360891929623,far left: 1; left: 2; center-left: 4; center-right: 5; right: 5; far right: 1,center-left: 1; center-right: 3; right: 3,0,3,1,3,0,0,0,PT,PP,15,0.5718472256643119,57.18,284,-9.35762676579202,votes+seats,8,0.4444444444444444,0.7272727272727273,"PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP",MDB,UNIÃO,10,0.492189812614362,49.22,265,12.506626128832295,5,0.3125,0.45454545454545453,"MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",,,,,
2022,seat_winning,C2022-3efc1198104236b10e04,22-05,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS,,22-05,lula_3,not_applicable_set,"[""lula_3-2025-12-08"",""lula_3-2025-12-23""]",2025-12-08,2026-03-19,98,votes+seats,0.544526019584346,54.45,291,11.658151953230515,10,10,"MDB, PCdoB, PDT, PP, PSB, PSD, PSOL, PT, REDE, REPUBLICANOS",,1,18,PSOL,REPUBLICANOS,18,4.8357,3.8895,5.723958762886598,5.518883461420362,far left: 1; left: 2; center-left: 3; center-right: 1; right: 2; far right: 1,0,1,3,2,2,1,1,PSOL,REPUBLICANOS,18,0.6871698419540666,68.72,342,-10.518128922436176,votes+seats,"PSOL, PCdoB, PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS",8,"PV, SOLIDARIEDADE, CIDADANIA, AVANTE, PSDB, PODE, PROS, PTB",5.671333333333333,6.512499999999999,5.87107894736842,5.805360891929623,far left: 1; left: 2; center-left: 4; center-right: 5; right: 5; far right: 1,center-left: 1; center-right: 4; right: 3,0,4,1,3,0,0,0,PT,PP,15,0.5718472256643119,57.18,284,-9.35762676579202,votes+seats,7,0.3888888888888889,0.7,"PT, PSB, REDE, PDT, PV, SOLIDARIEDADE, CIDADANIA, AVANTE, MDB, PSDB, PSD, PODE, PROS, PTB, PP",MDB,UNIÃO,10,0.492189812614362,49.22,265,12.506626128832295,4,0.25,0.4,"MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",,,,,
