"coalition_id","election_year","cabinet_period","source_periods","check_name","exact_pass","floating_residual","atol","rtol","status"
"C2014-a264923b9881ebab3d9b",2014,"14-05","[""dilma_2-2016-04-14""]","A_C + B_C = d_C",true,0.0,1.0e-9,1.0e-12,"PASS"
"C2014-a264923b9881ebab3d9b",2014,"14-05","[""dilma_2-2016-04-14""]","sum_i d_i = d_C",true,0.0,1.0e-9,1.0e-12,"PASS"
"C2014-a264923b9881ebab3d9b",2014,"14-05","[""dilma_2-2016-04-14""]","sum_i A_i = A_C",true,0.0,1.0e-9,1.0e-12,"PASS"
"C2014-a264923b9881ebab3d9b",2014,"14-05","[""dilma_2-2016-04-14""]","sum_i B_i = B_C",true,0.0,1.0e-9,1.0e-12,"PASS"
"C2022-259238bde0cf94feb03e",2022,"22-01","[""lula_3-2023-01-01""]","A_C + B_C = d_C",true,0.0,1.0e-9,1.0e-12,"PASS"
"C2022-259238bde0cf94feb03e",2022,"22-01","[""lula_3-2023-01-01""]","sum_i d_i = d_C",true,0.0,1.0e-9,1.0e-12,"PASS"
"C2022-259238bde0cf94feb03e",2022,"22-01","[""lula_3-2023-01-01""]","sum_i A_i = A_C",true,0.0,1.0e-9,1.0e-12,"PASS"
"C2022-259238bde0cf94feb03e",2022,"22-01","[""lula_3-2023-01-01""]","sum_i B_i = B_C",true,0.0,1.0e-9,1.0e-12,"PASS"
