"check_kind","check_name","observed","expected","passed"
"frozen_data_regression","C2018-5053b0a398fe7d5859d4 large-positive balance","4.774240145956991","4.77424014595699",true
"frozen_data_regression","2018/2020.1 linked A","9.349769373369428","9.349769373369428",true
"frozen_data_regression","2018/2020.1 linked B","-4.705440813799558","-4.705440813799558",true
"frozen_data_regression","2018/2020.3 linked A","9.349769373369428","9.349769373369428",true
"frozen_data_regression","2018/2020.3 linked B","-4.705440813799558","-4.705440813799558",true
"frozen_data_regression","C2018-72d588ebc21b8a1a1f9e links","2","2",true
"frozen_data_regression","C2018-72d588ebc21b8a1a1f9e gross A closure","5.01148725454002","5.01148725454002",true
"frozen_data_regression","C2018-72d588ebc21b8a1a1f9e large-positive balance","0.43595802712758314","0.43595802712758375",true
"frozen_data_regression","2018/2020.2 linked A","5.01148725454002","5.01148725454002",true
"frozen_data_regression","2018/2020.2 linked B","-5.967486830784428","-5.967486830784428",true
"frozen_data_regression","2018/2020.4 linked A","5.01148725454002","5.01148725454002",true
"frozen_data_regression","2018/2020.4 linked B","-5.967486830784428","-5.967486830784428",true
"frozen_data_regression","C2018-080d8b1d183af39b5538 links","1","1",true
"frozen_data_regression","C2018-080d8b1d183af39b5538 gross A closure","9.893766986117328","9.893766986117328",true
"frozen_data_regression","C2018-080d8b1d183af39b5538 large-positive balance","5.318237758704891","5.318237758704891",true
"frozen_data_regression","2018/2020.5 linked A","9.893766986117328","9.893766986117328",true
"frozen_data_regression","2018/2020.5 linked B","-4.503090250268795","-4.503090250268795",true
"frozen_data_regression","C2018-2de7f0263e0db9154478 links","1","1",true
"frozen_data_regression","C2018-2de7f0263e0db9154478 gross A closure","14.157264067397003","14.157264067397003",true
"frozen_data_regression","C2018-2de7f0263e0db9154478 large-positive balance","9.581734839984566","9.581734839984566",true
"frozen_data_regression","2018/2020.6 linked A","14.157264067397003","14.157264067397003",true
"frozen_data_regression","2018/2020.6 linked B","-3.77998417530203","-3.77998417530203",true
"frozen_data_regression","C2018-1912bcf9ddddecf78512 links","1","1",true
"frozen_data_regression","C2018-1912bcf9ddddecf78512 gross A closure","13.736547441845","13.736547441845001",true
"frozen_data_regression","C2018-1912bcf9ddddecf78512 large-positive balance","9.161018214432564","9.161018214432564",true
"frozen_data_regression","2018/2020.7 linked A","13.736547441845001","13.736547441845001",true
"frozen_data_regression","2018/2020.7 linked B","-2.60038704607926","-2.60038704607926",true
"frozen_data_regression","C2018-e4f0aaa55c13b90ddeff links","1","1",true
"frozen_data_regression","C2018-e4f0aaa55c13b90ddeff gross A closure","6.417770812501248","6.417770812501248",true
"frozen_data_regression","C2018-e4f0aaa55c13b90ddeff large-positive balance","1.8422415850888108","1.8422415850888112",true
"frozen_data_regression","2018/2020.8 linked A","6.417770812501248","6.417770812501248",true
"frozen_data_regression","2018/2020.8 linked B","-4.045479696073178","-4.045479696073178",true
"frozen_data_regression","C2018-64af9fe5690d39041c41 links","1","1",true
"frozen_data_regression","C2018-64af9fe5690d39041c41 gross A closure","3.3446540578149824","3.3446540578149824",true
"frozen_data_regression","C2018-64af9fe5690d39041c41 large-positive balance","-1.2308751695974545","-1.2308751695974542",true
"frozen_data_regression","2018/2020.9 linked A","3.3446540578149824","3.3446540578149824",true
"frozen_data_regression","2018/2020.9 linked B","-2.9505451459112666","-2.9505451459112666",true
"frozen_data_regression","C2018-c7968aa474db2a20c1cf links","1","1",true
"frozen_data_regression","C2018-c7968aa474db2a20c1cf gross A closure","7.7260268760179","7.726026876017899",true
"frozen_data_regression","C2018-c7968aa474db2a20c1cf large-positive balance","3.150497648605463","3.1504976486054628",true
"frozen_data_regression","2018/2021.1 linked A","7.726026876017899","7.726026876017899",true
"frozen_data_regression","2018/2021.1 linked B","-4.354244754779226","-4.354244754779226",true
"frozen_data_regression","C2018-34cdc0bb5ecda010a795 links","1","1",true
"frozen_data_regression","C2018-34cdc0bb5ecda010a795 gross A closure","14.094407727474625","14.094407727474627",true
"frozen_data_regression","C2018-34cdc0bb5ecda010a795 large-positive balance","9.51887850006219","9.51887850006219",true
"frozen_data_regression","2018/2021.2 linked A","14.094407727474627","14.094407727474627",true
"frozen_data_regression","2018/2021.2 linked B","-4.998230106715732","-4.998230106715732",true
"frozen_data_regression","C2018-a86e04ffb7898c05a4c4 links","1","1",true
"frozen_data_regression","C2018-a86e04ffb7898c05a4c4 gross A closure","21.41318435681838","21.41318435681838",true
"frozen_data_regression","C2018-a86e04ffb7898c05a4c4 large-positive balance","16.837655129405942","16.837655129405945",true
"frozen_data_regression","2018/2021.3 linked A","21.41318435681838","21.41318435681838",true
"frozen_data_regression","2018/2021.3 linked B","-3.5531374567218146","-3.5531374567218146",true
"frozen_data_regression","C2018-83de36410e62c9cde06e links","1","1",true
"frozen_data_regression","C2018-83de36410e62c9cde06e gross A closure","17.149687275538703","17.149687275538703",true
"frozen_data_regression","C2018-83de36410e62c9cde06e large-positive balance","12.574158048126268","12.574158048126268",true
"frozen_data_regression","2018/2022.1 linked A","17.149687275538703","17.149687275538703",true
"frozen_data_regression","2018/2022.1 linked B","-4.276243531688579","-4.276243531688579",true
"frozen_data_regression","C2018-e32f2b3606b92b1d398d links","1","1",true
"frozen_data_regression","C2018-e32f2b3606b92b1d398d gross A closure","10.614040726114215","10.614040726114215",true
"frozen_data_regression","C2018-e32f2b3606b92b1d398d large-positive balance","10.614040726114215","10.614040726114215",true
"frozen_data_regression","2018/2022.2 linked A","10.614040726114215","10.614040726114215",true
"frozen_data_regression","2018/2022.2 linked B","1.896041848219323","1.896041848219323",true
"frozen_data_regression","C2018-70c0381d6b62ca0cc9da links","1","1",true
"frozen_data_regression","C2018-70c0381d6b62ca0cc9da gross A closure","14.995413544317135","14.995413544317133",true
"frozen_data_regression","C2018-70c0381d6b62ca0cc9da large-positive balance","14.995413544317135","14.995413544317133",true
"frozen_data_regression","2018/2022.3 linked A","14.995413544317133","14.995413544317133",true
"frozen_data_regression","2018/2022.3 linked B","0.4923422393513633","0.4923422393513633",true
"frozen_data_regression","C2018-bc97214a8b4be8079074 links","1","1",true
"frozen_data_regression","C2018-bc97214a8b4be8079074 gross A closure","18.0685302990034","18.0685302990034",true
"frozen_data_regression","C2018-bc97214a8b4be8079074 large-positive balance","18.0685302990034","18.0685302990034",true
"frozen_data_regression","2018/2022.4 linked A","18.0685302990034","18.0685302990034",true
"frozen_data_regression","2018/2022.4 linked B","-0.6025923108105479","-0.6025923108105479",true
"frozen_data_regression","C2018-d3b46be51d2f587dc04d links","1","1",true
"frozen_data_regression","C2018-d3b46be51d2f587dc04d gross A closure","15.963646528826347","15.963646528826347",true
"frozen_data_regression","C2018-d3b46be51d2f587dc04d large-positive balance","15.963646528826347","15.963646528826347",true
"frozen_data_regression","2018/2022.5 linked A","15.963646528826347","15.963646528826347",true
"frozen_data_regression","2018/2022.5 linked B","0.7644991160927233","0.7644991160927233",true
"frozen_data_regression","C2018-47d7f4182c86096c3d11 links","1","1",true
"frozen_data_regression","C2018-47d7f4182c86096c3d11 gross A closure","18.117920260047917","18.117920260047917",true
"frozen_data_regression","C2018-47d7f4182c86096c3d11 large-positive balance","13.542391032635482","13.542391032635482",true
"frozen_data_regression","2018/2022.6 linked A","18.117920260047917","18.117920260047917",true
"frozen_data_regression","2018/2022.6 linked B","-4.00408665494722","-4.00408665494722",true
"frozen_data_regression","C2018-3d6dc0b0e630f95b3cc9 links","1","1",true
"frozen_data_regression","C2018-3d6dc0b0e630f95b3cc9 gross A closure","5.916863899126858","5.916863899126858",true
"frozen_data_regression","C2018-3d6dc0b0e630f95b3cc9 large-positive balance","1.3413346717144208","1.3413346717144208",true
"frozen_data_regression","2018/2022.7 linked A","5.916863899126858","5.916863899126858",true
"frozen_data_regression","2018/2022.7 linked B","-6.913575885456771","-6.913575885456771",true
"frozen_data_regression","C2022-259238bde0cf94feb03e links","1","1",true
"frozen_data_regression","C2022-259238bde0cf94feb03e gross A closure","13.196247377886202","13.196247377886202",true
"frozen_data_regression","C2022-259238bde0cf94feb03e large-positive balance","13.01996556652768","13.019965566527683",true
"frozen_data_regression","2022/2023.1 linked A","13.196247377886202","13.196247377886202",true
"frozen_data_regression","2022/2023.1 linked B","-0.9919087234670415","-0.9919087234670415",true
"frozen_data_regression","C2022-d7aa8241899cd03a076c links","5","5",true
"frozen_data_regression","C2022-d7aa8241899cd03a076c gross A closure","17.64430125426816","17.64430125426816",true
"frozen_data_regression","C2022-d7aa8241899cd03a076c large-positive balance","17.46801944290964","17.46801944290964",true
"frozen_data_regression","2022/2023.2 linked A","17.64430125426816","17.64430125426816",true
"frozen_data_regression","2022/2023.2 linked B","5.1174142827201985","5.1174142827201985",true
"frozen_data_regression","2022/2023.4 linked A","17.64430125426816","17.64430125426816",true
"frozen_data_regression","2022/2023.4 linked B","5.1174142827201985","5.1174142827201985",true
"frozen_data_regression","2022/2024.2 linked A","17.64430125426816","17.64430125426816",true
"frozen_data_regression","2022/2024.2 linked B","5.1174142827201985","5.1174142827201985",true
"frozen_data_regression","2022/2025.2 linked A","17.64430125426816","17.64430125426816",true
"frozen_data_regression","2022/2025.2 linked B","5.1174142827201985","5.1174142827201985",true
"frozen_data_regression","2022/2025.4 linked A","17.64430125426816","17.64430125426816",true
"frozen_data_regression","2022/2025.4 linked B","5.1174142827201985","5.1174142827201985",true
"frozen_data_regression","C2022-3c430566b3ad1a9e9050 links","2","2",true
"frozen_data_regression","C2022-3c430566b3ad1a9e9050 gross A closure","15.664808130329527","15.664808130329527",true
"frozen_data_regression","C2022-3c430566b3ad1a9e9050 large-positive balance","15.488526318971006","15.488526318971008",true
"frozen_data_regression","2022/2023.3 linked A","15.664808130329527","15.664808130329527",true
"frozen_data_regression","2022/2023.3 linked B","4.581928278121978","4.581928278121978",true
"frozen_data_regression","2022/2024.1 linked A","15.664808130329527","15.664808130329527",true
"frozen_data_regression","2022/2024.1 linked B","4.581928278121978","4.581928278121978",true
"frozen_data_regression","C2022-42b85b2eb82566171721 links","3","3",true
"frozen_data_regression","C2022-42b85b2eb82566171721 gross A closure","6.308145812537818","6.308145812537819",true
"frozen_data_regression","C2022-42b85b2eb82566171721 large-positive balance","6.131864001179297","6.131864001179299",true
"frozen_data_regression","2022/2025.1 linked A","6.308145812537819","6.308145812537819",true
"frozen_data_regression","2022/2025.1 linked B","2.8350270121558196","2.8350270121558196",true
"frozen_data_regression","2022/2025.3 linked A","6.308145812537819","6.308145812537819",true
"frozen_data_regression","2022/2025.3 linked B","2.8350270121558196","2.8350270121558196",true
"frozen_data_regression","2022/2025.6 linked A","6.308145812537819","6.308145812537819",true
"frozen_data_regression","2022/2025.6 linked B","2.8350270121558196","2.8350270121558196",true
"frozen_data_regression","C2022-3efc1198104236b10e04 links","2","2",true
"frozen_data_regression","C2022-3efc1198104236b10e04 gross A closure","8.287638936476451","8.287638936476451",true
"frozen_data_regression","C2022-3efc1198104236b10e04 large-positive balance","8.11135712511793","8.111357125117932",true
"frozen_data_regression","2022/2025.5 linked A","8.287638936476451","8.287638936476451",true
"frozen_data_regression","2022/2025.5 linked B","3.3705130167540402","3.3705130167540402",true
"frozen_data_regression","2022/2025.7 linked A","8.287638936476451","8.287638936476451",true
"frozen_data_regression","2022/2025.7 linked B","3.3705130167540402","3.3705130167540402",true
"frozen_data_regression","2014 identified days fit calendar","true","true",true
"frozen_data_regression","2014 party count","32","32",true
"frozen_data_regression","2018 identified days fit calendar","true","true",true
"frozen_data_regression","2018 party count","35","35",true
"frozen_data_regression","2022 identified days fit calendar","true","true",true
"frozen_data_regression","2022 party count","32","32",true
"frozen_data_regression","parties at least 5%","23","23",true
"frozen_data_regression","positive A_i at least 5%","21","21",true
"frozen_data_regression","parties below 5%","76","76",true
"frozen_data_regression","positive A_i below 5%","12","12",true
"frozen_data_regression","2014 size correlation 1","0.4548219051217848","0.45482190512178483",true
"frozen_data_regression","2014 size correlation 2","0.5059330387444682","0.505933038744468",true
"frozen_data_regression","2014 size correlation 3","0.4750733137829912","0.4750733137829912",true
"frozen_data_regression","2014 size correlation 4","0.623533724340176","0.623533724340176",true
"frozen_data_regression","2018 size correlation 1","0.5204787629284205","0.5204787629284205",true
"frozen_data_regression","2018 size correlation 2","0.6467504811579126","0.6467504811579127",true
"frozen_data_regression","2018 size correlation 3","0.40756302521008403","0.40756302521008403",true
"frozen_data_regression","2018 size correlation 4","0.780952380952381","0.780952380952381",true
"frozen_data_regression","2022 size correlation 1","0.809956580188237","0.8099565801882369",true
"frozen_data_regression","2022 size correlation 2","0.7075851857962917","0.7075851857962916",true
"frozen_data_regression","2022 size correlation 3","0.1499266862170088","0.1499266862170088",true
"frozen_data_regression","2022 size correlation 4","0.8031524926686217","0.8031524926686217",true
"frozen_data_regression","pooled size correlation 1","0.6336150950811177","0.6336150950811178",true
"frozen_data_regression","pooled size correlation 2","0.6093429436808256","0.6093429436808258",true
"frozen_data_regression","pooled size correlation 3","0.3825726654298083","0.3825726654298083",true
"frozen_data_regression","pooled size correlation 4","0.7737167594310451","0.7737167594310451",true
"frozen_data_regression","large negative A_i exceptions","[(2014, ""PT""), (2018, ""PSL"")]","[(2014, ""PT""), (2018, ""PSL"")]",true
