"check_kind","check_name","observed","expected","passed"
"accounting_identity","2022/2023.4 member A equals district A_C","56143484573086938469349516899041985183580179292612617128655577265051619436565937757480151554314583225152160389434865239373246309550885303179616238923//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600","56143484573086938469349516899041985183580179292612617128655577265051619436565937757480151554314583225152160389434865239373246309550885303179616238923//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600",true
"accounting_identity","2022/2023.4 member B equals district B_C","445406374037796929151897860740165463441662560740333823949647664705966585333951814825574282875288027138875861817562708276373443893266347420493822763047801279//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200","445406374037796929151897860740165463441662560740333823949647664705966585333951814825574282875288027138875861817562708276373443893266347420493822763047801279//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200",true
"accounting_identity","2022/2023.4 coalition A+B closure","2490439145//109413508","2490439145//109413508",true
"accounting_identity","2022/2023.4 member votes","69793935","69793935",true
"accounting_identity","2022/2023.4 calendar days","363","363",true
"accounting_identity","2022/2024.1 member A equals district A_C","16614937989166654003128564368846860599107222907407136592509260266026379921717890480037578273723572470373473133390730158749355954366933638575344411717//1060653782091178413907034397741410821475313430935094544126498446810834751391000158014013462062245143353001591379575157410318274831683905719165934200","16614937989166654003128564368846860599107222907407136592509260266026379921717890480037578273723572470373473133390730158749355954366933638575344411717//1060653782091178413907034397741410821475313430935094544126498446810834751391000158014013462062245143353001591379575157410318274831683905719165934200",true
"accounting_identity","2022/2024.1 member B equals district B_C","132933023574732865683749500288842155498590837299853414492609785441295738584915551639607047421559990960757006657439972097958493702611068433750573984252480491//29012462768015851529861154833388758711693944469531103596135247705531210639499301729216881510863788872553696610605469380478779461460661417968801923729793400","132933023574732865683749500288842155498590837299853414492609785441295738584915551639607047421559990960757006657439972097958493702611068433750573984252480491//29012462768015851529861154833388758711693944469531103596135247705531210639499301729216881510863788872553696610605469380478779461460661417968801923729793400",true
"accounting_identity","2022/2024.1 coalition A+B closure","553816614//27353377","553816614//27353377",true
"accounting_identity","2022/2024.1 member votes","73102996","73102996",true
"accounting_identity","2022/2024.1 calendar days","3","3",true
"accounting_identity","2022/2024.2 member A equals district A_C","56143484573086938469349516899041985183580179292612617128655577265051619436565937757480151554314583225152160389434865239373246309550885303179616238923//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600","56143484573086938469349516899041985183580179292612617128655577265051619436565937757480151554314583225152160389434865239373246309550885303179616238923//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600",true
"accounting_identity","2022/2024.2 member B equals district B_C","445406374037796929151897860740165463441662560740333823949647664705966585333951814825574282875288027138875861817562708276373443893266347420493822763047801279//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200","445406374037796929151897860740165463441662560740333823949647664705966585333951814825574282875288027138875861817562708276373443893266347420493822763047801279//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200",true
"accounting_identity","2022/2024.2 coalition A+B closure","2490439145//109413508","2490439145//109413508",true
"accounting_identity","2022/2024.2 member votes","69793935","69793935",true
"accounting_identity","2022/2024.2 calendar days","306","306",true
"accounting_identity","2022/2025.1 member A equals district A_C","872707658354460942196269573968761267555358080887925865671159249150643858045867675377634196909427409697796080006840451268068167478541440345997471047//138346145490153706161787095357575324540258273600229723146934580018804532790130455393132190703771105654739338006031542270911079325871813789456426200","872707658354460942196269573968761267555358080887925865671159249150643858045867675377634196909427409697796080006840451268068167478541440345997471047//138346145490153706161787095357575324540258273600229723146934580018804532790130455393132190703771105654739338006031542270911079325871813789456426200",true
"accounting_identity","2022/2025.1 member B equals district B_C","10728406387368252955477085937571287527861611161516351238467819490342844474878409708002728373698112886705186190879747593505169121006123339343173062730439431//3784234274089024112590585413050707658047036235156230903843727961591027474717300225550028023156146374680916949209409049627666886277477576256800250921277400","10728406387368252955477085937571287527861611161516351238467819490342844474878409708002728373698112886705186190879747593505169121006123339343173062730439431//3784234274089024112590585413050707658047036235156230903843727961591027474717300225550028023156146374680916949209409049627666886277477576256800250921277400",true
"accounting_identity","2022/2025.1 coalition A+B closure","1000386613//109413508","1000386613//109413508",true
"accounting_identity","2022/2025.1 member votes","62887563","62887563",true
"accounting_identity","2022/2025.1 calendar days","1","1",true
"accounting_identity","2022/2025.2 member A equals district A_C","56143484573086938469349516899041985183580179292612617128655577265051619436565937757480151554314583225152160389434865239373246309550885303179616238923//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600","56143484573086938469349516899041985183580179292612617128655577265051619436565937757480151554314583225152160389434865239373246309550885303179616238923//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600",true
"accounting_identity","2022/2025.2 member B equals district B_C","445406374037796929151897860740165463441662560740333823949647664705966585333951814825574282875288027138875861817562708276373443893266347420493822763047801279//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200","445406374037796929151897860740165463441662560740333823949647664705966585333951814825574282875288027138875861817562708276373443893266347420493822763047801279//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200",true
"accounting_identity","2022/2025.2 coalition A+B closure","2490439145//109413508","2490439145//109413508",true
"accounting_identity","2022/2025.2 member votes","69793935","69793935",true
"accounting_identity","2022/2025.2 calendar days","35","35",true
"accounting_identity","2022/2025.3 member A equals district A_C","872707658354460942196269573968761267555358080887925865671159249150643858045867675377634196909427409697796080006840451268068167478541440345997471047//138346145490153706161787095357575324540258273600229723146934580018804532790130455393132190703771105654739338006031542270911079325871813789456426200","872707658354460942196269573968761267555358080887925865671159249150643858045867675377634196909427409697796080006840451268068167478541440345997471047//138346145490153706161787095357575324540258273600229723146934580018804532790130455393132190703771105654739338006031542270911079325871813789456426200",true
"accounting_identity","2022/2025.3 member B equals district B_C","10728406387368252955477085937571287527861611161516351238467819490342844474878409708002728373698112886705186190879747593505169121006123339343173062730439431//3784234274089024112590585413050707658047036235156230903843727961591027474717300225550028023156146374680916949209409049627666886277477576256800250921277400","10728406387368252955477085937571287527861611161516351238467819490342844474878409708002728373698112886705186190879747593505169121006123339343173062730439431//3784234274089024112590585413050707658047036235156230903843727961591027474717300225550028023156146374680916949209409049627666886277477576256800250921277400",true
"accounting_identity","2022/2025.3 coalition A+B closure","1000386613//109413508","1000386613//109413508",true
"accounting_identity","2022/2025.3 member votes","62887563","62887563",true
"accounting_identity","2022/2025.3 calendar days","4","4",true
"accounting_identity","2022/2025.4 member A equals district A_C","56143484573086938469349516899041985183580179292612617128655577265051619436565937757480151554314583225152160389434865239373246309550885303179616238923//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600","56143484573086938469349516899041985183580179292612617128655577265051619436565937757480151554314583225152160389434865239373246309550885303179616238923//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600",true
"accounting_identity","2022/2025.4 member B equals district B_C","445406374037796929151897860740165463441662560740333823949647664705966585333951814825574282875288027138875861817562708276373443893266347420493822763047801279//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200","445406374037796929151897860740165463441662560740333823949647664705966585333951814825574282875288027138875861817562708276373443893266347420493822763047801279//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200",true
"accounting_identity","2022/2025.4 coalition A+B closure","2490439145//109413508","2490439145//109413508",true
"accounting_identity","2022/2025.4 member votes","69793935","69793935",true
"accounting_identity","2022/2025.4 calendar days","21","21",true
"accounting_identity","2022/2025.5 member A equals district A_C","2028534365210736779267540307214070195387057417754884789351112245956714492805170988542538712466207402852388525340000395560826638342810578108578833681//244766257405656557055469476401864035725072330215791048644576564648654173397923113387849260475902725389154213395286574786996524961157824396730600200","2028534365210736779267540307214070195387057417754884789351112245956714492805170988542538712466207402852388525340000395560826638342810578108578833681//244766257405656557055469476401864035725072330215791048644576564648654173397923113387849260475902725389154213395286574786996524961157824396730600200",true
"accounting_identity","2022/2025.5 member B equals district B_C","22566203863312934621278641264444508468208238888896127612044473589228060961646814091601222554281896203909548018113614356393604043736459917241160096391574363//6695183715695965737660266500012790471929371800661023906800441778199510147576761937511588040968566662897006910139723703187410644952460327223569674706875400","22566203863312934621278641264444508468208238888896127612044473589228060961646814091601222554281896203909548018113614356393604043736459917241160096391574363//6695183715695965737660266500012790471929371800661023906800441778199510147576761937511588040968566662897006910139723703187410644952460327223569674706875400",true
"accounting_identity","2022/2025.5 coalition A+B closure","637779651//54706754","637779651//54706754",true
"accounting_identity","2022/2025.5 member votes","59578502","59578502",true
"accounting_identity","2022/2025.5 calendar days","11","11",true
"accounting_identity","2022/2025.6 member A equals district A_C","872707658354460942196269573968761267555358080887925865671159249150643858045867675377634196909427409697796080006840451268068167478541440345997471047//138346145490153706161787095357575324540258273600229723146934580018804532790130455393132190703771105654739338006031542270911079325871813789456426200","872707658354460942196269573968761267555358080887925865671159249150643858045867675377634196909427409697796080006840451268068167478541440345997471047//138346145490153706161787095357575324540258273600229723146934580018804532790130455393132190703771105654739338006031542270911079325871813789456426200",true
"accounting_identity","2022/2025.6 member B equals district B_C","10728406387368252955477085937571287527861611161516351238467819490342844474878409708002728373698112886705186190879747593505169121006123339343173062730439431//3784234274089024112590585413050707658047036235156230903843727961591027474717300225550028023156146374680916949209409049627666886277477576256800250921277400","10728406387368252955477085937571287527861611161516351238467819490342844474878409708002728373698112886705186190879747593505169121006123339343173062730439431//3784234274089024112590585413050707658047036235156230903843727961591027474717300225550028023156146374680916949209409049627666886277477576256800250921277400",true
"accounting_identity","2022/2025.6 coalition A+B closure","1000386613//109413508","1000386613//109413508",true
"accounting_identity","2022/2025.6 member votes","62887563","62887563",true
"accounting_identity","2022/2025.6 calendar days","4","4",true
"accounting_identity","2022/2025.7 member A equals district A_C","2028534365210736779267540307214070195387057417754884789351112245956714492805170988542538712466207402852388525340000395560826638342810578108578833681//244766257405656557055469476401864035725072330215791048644576564648654173397923113387849260475902725389154213395286574786996524961157824396730600200","2028534365210736779267540307214070195387057417754884789351112245956714492805170988542538712466207402852388525340000395560826638342810578108578833681//244766257405656557055469476401864035725072330215791048644576564648654173397923113387849260475902725389154213395286574786996524961157824396730600200",true
"accounting_identity","2022/2025.7 member B equals district B_C","22566203863312934621278641264444508468208238888896127612044473589228060961646814091601222554281896203909548018113614356393604043736459917241160096391574363//6695183715695965737660266500012790471929371800661023906800441778199510147576761937511588040968566662897006910139723703187410644952460327223569674706875400","22566203863312934621278641264444508468208238888896127612044473589228060961646814091601222554281896203909548018113614356393604043736459917241160096391574363//6695183715695965737660266500012790471929371800661023906800441778199510147576761937511588040968566662897006910139723703187410644952460327223569674706875400",true
"accounting_identity","2022/2025.7 coalition A+B closure","637779651//54706754","637779651//54706754",true
"accounting_identity","2022/2025.7 member votes","59578502","59578502",true
"accounting_identity","2022/2025.7 calendar days","87","87",true
"accounting_identity","(2014, ""DEM"") party A+B=d","-2704863//5123966","-2704863//5123966",true
"accounting_identity","(2014, ""PCB"") party A+B=d","-1808433//5123966","-1808433//5123966",true
"accounting_identity","(2014, ""PCO"") party A+B=d","-350163//5123966","-350163//5123966",true
"accounting_identity","(2014, ""PCdoB"") party A+B=d","-411745//5123966","-411745//5123966",true
"accounting_identity","(2014, ""PDT"") party A+B=d","3606989//2561983","3606989//2561983",true
"accounting_identity","(2014, ""PEN"") party A+B=d","-7787609//5123966","-7787609//5123966",true
"accounting_identity","(2014, ""PHS"") party A+B=d","78497//2561983","78497//2561983",true
"accounting_identity","(2014, ""PMDB"") party A+B=d","41675167//5123966","41675167//5123966",true
"accounting_identity","(2014, ""PMN"") party A+B=d","2723127//5123966","2723127//5123966",true
"accounting_identity","(2014, ""PP"") party A+B=d","21106351//5123966","21106351//5123966",true
"accounting_identity","(2014, ""PPL"") party A+B=d","-1906929//2561983","-1906929//2561983",true
"accounting_identity","(2014, ""PPS"") party A+B=d","-1563943//5123966","-1563943//5123966",true
"accounting_identity","(2014, ""PR"") party A+B=d","22055831//5123966","22055831//5123966",true
"accounting_identity","(2014, ""PRB"") party A+B=d","-5933481//2561983","-5933481//2561983",true
"accounting_identity","(2014, ""PROS"") party A+B=d","2981467//5123966","2981467//5123966",true
"accounting_identity","(2014, ""PRP"") party A+B=d","-4198377//5123966","-4198377//5123966",true
"accounting_identity","(2014, ""PRTB"") party A+B=d","-3569582//2561983","-3569582//2561983",true
"accounting_identity","(2014, ""PSB"") party A+B=d","2491069//2561983","2491069//2561983",true
"accounting_identity","(2014, ""PSC"") party A+B=d","-1439809//5123966","-1439809//5123966",true
"accounting_identity","(2014, ""PSD"") party A+B=d","23328045//5123966","23328045//5123966",true
"accounting_identity","(2014, ""PSDB"") party A+B=d","-22701141//5123966","-22701141//5123966",true
"accounting_identity","(2014, ""PSDC"") party A+B=d","-1760170//2561983","-1760170//2561983",true
"accounting_identity","(2014, ""PSL"") party A+B=d","-8355602//2561983","-8355602//2561983",true
"accounting_identity","(2014, ""PSOL"") party A+B=d","-10753930//2561983","-10753930//2561983",true
"accounting_identity","(2014, ""PSTU"") party A+B=d","-5088771//5123966","-5088771//5123966",true
"accounting_identity","(2014, ""PT"") party A+B=d","-6204414//2561983","-6204414//2561983",true
"accounting_identity","(2014, ""PT DO B"") party A+B=d","-16813453//5123966","-16813453//5123966",true
"accounting_identity","(2014, ""PTB"") party A+B=d","22415939//5123966","22415939//5123966",true
"accounting_identity","(2014, ""PTC"") party A+B=d","1118773//5123966","1118773//5123966",true
"accounting_identity","(2014, ""PTN"") party A+B=d","484975//2561983","484975//2561983",true
"accounting_identity","(2014, ""PV"") party A+B=d","-6564400//2561983","-6564400//2561983",true
"accounting_identity","(2014, ""SOLIDARIEDADE"") party A+B=d","4237563//5123966","4237563//5123966",true
"accounting_identity","(2018, ""AVANTE"") party A+B=d","-17550691//6550946","-17550691//6550946",true
"accounting_identity","(2018, ""DC"") party A+B=d","-16260892//16377365","-16260892//16377365",true
"accounting_identity","(2018, ""DEM"") party A+B=d","83254063//16377365","83254063//16377365",true
"accounting_identity","(2018, ""MDB"") party A+B=d","91718618//16377365","91718618//16377365",true
"accounting_identity","(2018, ""NOVO"") party A+B=d","-207883669//32754730","-207883669//32754730",true
"accounting_identity","(2018, ""PATRIOTA"") party A+B=d","-40575167//16377365","-40575167//16377365",true
"accounting_identity","(2018, ""PCB"") party A+B=d","-10489653//32754730","-10489653//32754730",true
"accounting_identity","(2018, ""PCO"") party A+B=d","-95247//6550946","-95247//6550946",true
"accounting_identity","(2018, ""PCdoB"") party A+B=d","13487049//6550946","13487049//6550946",true
"accounting_identity","(2018, ""PDT"") party A+B=d","27410021//6550946","27410021//6550946",true
"accounting_identity","(2018, ""PHS"") party A+B=d","-47751447//32754730","-47751447//32754730",true
"accounting_identity","(2018, ""PMB"") party A+B=d","-19519821//16377365","-19519821//16377365",true
"accounting_identity","(2018, ""PMN"") party A+B=d","-2045523//6550946","-2045523//6550946",true
"accounting_identity","(2018, ""PODE"") party A+B=d","-2330569//3275473","-2330569//3275473",true
"accounting_identity","(2018, ""PP"") party A+B=d","143529086//16377365","143529086//16377365",true
"accounting_identity","(2018, ""PPL"") party A+B=d","-33835577//32754730","-33835577//32754730",true
"accounting_identity","(2018, ""PPS"") party A+B=d","-9913891//32754730","-9913891//32754730",true
"accounting_identity","(2018, ""PR"") party A+B=d","187501029//32754730","187501029//32754730",true
"accounting_identity","(2018, ""PRB"") party A+B=d","48766441//16377365","48766441//16377365",true
"accounting_identity","(2018, ""PROS"") party A+B=d","-17521343//6550946","-17521343//6550946",true
"accounting_identity","(2018, ""PRP"") party A+B=d","-7421527//16377365","-7421527//16377365",true
"accounting_identity","(2018, ""PRTB"") party A+B=d","-58565448//16377365","-58565448//16377365",true
"accounting_identity","(2018, ""PSB"") party A+B=d","60494851//16377365","60494851//16377365",true
"accounting_identity","(2018, ""PSC"") party A+B=d","-32397412//16377365","-32397412//16377365",true
"accounting_identity","(2018, ""PSD"") party A+B=d","16333484//3275473","16333484//3275473",true
"accounting_identity","(2018, ""PSDB"") party A+B=d","-12428463//16377365","-12428463//16377365",true
"accounting_identity","(2018, ""PSL"") party A+B=d","-252139211//32754730","-252139211//32754730",true
"accounting_identity","(2018, ""PSOL"") party A+B=d","-74252707//16377365","-74252707//16377365",true
"accounting_identity","(2018, ""PSTU"") party A+B=d","-3531492//16377365","-3531492//16377365",true
"accounting_identity","(2018, ""PT"") party A+B=d","102614399//32754730","102614399//32754730",true
"accounting_identity","(2018, ""PTB"") party A+B=d","-18337649//32754730","-18337649//32754730",true
"accounting_identity","(2018, ""PTC"") party A+B=d","-18700367//16377365","-18700367//16377365",true
"accounting_identity","(2018, ""PV"") party A+B=d","-141355523//32754730","-141355523//32754730",true
"accounting_identity","(2018, ""REDE"") party A+B=d","-53457667//16377365","-53457667//16377365",true
"accounting_identity","(2018, ""SOLIDARIEDADE"") party A+B=d","9183652//3275473","9183652//3275473",true
"accounting_identity","(2022, ""AGIR"") party A+B=d","-20374821//27353377","-20374821//27353377",true
"accounting_identity","(2022, ""AVANTE"") party A+B=d","-179433589//54706754","-179433589//54706754",true
"accounting_identity","(2022, ""CIDADANIA"") party A+B=d","-140484419//54706754","-140484419//54706754",true
"accounting_identity","(2022, ""DC"") party A+B=d","-50141133//109413508","-50141133//109413508",true
"accounting_identity","(2022, ""MDB"") party A+B=d","516558201//109413508","516558201//109413508",true
"accounting_identity","(2022, ""NOVO"") party A+B=d","-183374139//54706754","-183374139//54706754",true
"accounting_identity","(2022, ""PATRIOTA"") party A+B=d","-172738189//54706754","-172738189//54706754",true
"accounting_identity","(2022, ""PCB"") party A+B=d","-43867143//109413508","-43867143//109413508",true
"accounting_identity","(2022, ""PCO"") party A+B=d","-937251//27353377","-937251//27353377",true
"accounting_identity","(2022, ""PCdoB"") party A+B=d","16028448//27353377","16028448//27353377",true
"accounting_identity","(2022, ""PDT"") party A+B=d","-103922635//109413508","-103922635//109413508",true
"accounting_identity","(2022, ""PL"") party A+B=d","1507689819//109413508","1507689819//109413508",true
"accounting_identity","(2022, ""PMB"") party A+B=d","-42607215//109413508","-42607215//109413508",true
"accounting_identity","(2022, ""PMN"") party A+B=d","-65812257//54706754","-65812257//54706754",true
"accounting_identity","(2022, ""PODE"") party A+B=d","-270013881//54706754","-270013881//54706754",true
"accounting_identity","(2022, ""PP"") party A+B=d","341483971//54706754","341483971//54706754",true
"accounting_identity","(2022, ""PROS"") party A+B=d","-81985569//109413508","-81985569//109413508",true
"accounting_identity","(2022, ""PRTB"") party A+B=d","-122528511//109413508","-122528511//109413508",true
"accounting_identity","(2022, ""PSB"") party A+B=d","-609934075//109413508","-609934075//109413508",true
"accounting_identity","(2022, ""PSC"") party A+B=d","-170569383//54706754","-170569383//54706754",true
"accounting_identity","(2022, ""PSD"") party A+B=d","85141977//27353377","85141977//27353377",true
"accounting_identity","(2022, ""PSDB"") party A+B=d","-275172689//109413508","-275172689//109413508",true
"accounting_identity","(2022, ""PSOL"") party A+B=d","-10697421//1764734","-10697421//1764734",true
"accounting_identity","(2022, ""PSTU"") party A+B=d","-14361435//109413508","-14361435//109413508",true
"accounting_identity","(2022, ""PT"") party A+B=d","379552989//54706754","379552989//54706754",true
"accounting_identity","(2022, ""PTB"") party A+B=d","-5003282//882367","-5003282//882367",true
"accounting_identity","(2022, ""PV"") party A+B=d","83391267//54706754","83391267//54706754",true
"accounting_identity","(2022, ""REDE"") party A+B=d","-182809405//109413508","-182809405//109413508",true
"accounting_identity","(2022, ""REPUBLICANOS"") party A+B=d","236075849//54706754","236075849//54706754",true
"accounting_identity","(2022, ""SOLIDARIEDADE"") party A+B=d","-435738215//109413508","-435738215//109413508",true
"accounting_identity","(2022, ""UNIÃO"") party A+B=d","1214879843//109413508","1214879843//109413508",true
"accounting_identity","(2022, ""UP"") party A+B=d","-14001309//54706754","-14001309//54706754",true
"accounting_identity","input cabinet chronology unchanged","true","true",true
"frozen_data_regression","party-election observations","99","99",true
"frozen_data_regression","cabinet set linkage counts","53","53",true
"frozen_data_regression","C2014-18bcced275baef2aaa3d links","1","1",true
"frozen_data_regression","C2014-18bcced275baef2aaa3d gross A closure","18.06336845268631","18.06336845268631",true
"frozen_data_regression","C2014-18bcced275baef2aaa3d large-positive balance","13.978895917135478","13.978895917135478",true
"frozen_data_regression","2014/2015.1 linked A","18.06336845268631","18.06336845268631",true
"frozen_data_regression","2014/2015.1 linked B","4.592762169569966","4.592762169569966",true
"frozen_data_regression","C2014-775e65d300fa693ddc20 links","1","1",true
"frozen_data_regression","C2014-775e65d300fa693ddc20 gross A closure","18.24506595458887","18.24506595458887",true
"frozen_data_regression","C2014-775e65d300fa693ddc20 large-positive balance","14.16059341903804","14.16059341903804",true
"frozen_data_regression","2014/2015.2 linked A","18.24506595458887","18.24506595458887",true
"frozen_data_regression","2014/2015.2 linked B","3.829197613904753","3.829197613904753",true
"frozen_data_regression","C2014-a5d11edd0c3bda7c1f99 links","1","1",true
"frozen_data_regression","C2014-a5d11edd0c3bda7c1f99 gross A closure","18.20492529603732","18.204925296037324",true
"frozen_data_regression","C2014-a5d11edd0c3bda7c1f99 large-positive balance","14.120452760486492","14.120452760486492",true
"frozen_data_regression","2014/2016.1 linked A","18.204925296037324","18.204925296037324",true
"frozen_data_regression","2014/2016.1 linked B","6.7671773681880065","6.7671773681880065",true
"frozen_data_regression","C2014-6d2a12159a495f8181b3 links","1","1",true
"frozen_data_regression","C2014-6d2a12159a495f8181b3 gross A closure","18.386622797939882","18.386622797939882",true
"frozen_data_regression","C2014-6d2a12159a495f8181b3 large-positive balance","14.302150262389052","14.302150262389052",true
"frozen_data_regression","2014/2016.2 linked A","18.386622797939882","18.386622797939882",true
"frozen_data_regression","2014/2016.2 linked B","6.003612812522793","6.003612812522793",true
"frozen_data_regression","C2014-a264923b9881ebab3d9b links","1","1",true
"frozen_data_regression","C2014-a264923b9881ebab3d9b gross A closure","15.742022264747813","15.742022264747815",true
"frozen_data_regression","C2014-a264923b9881ebab3d9b large-positive balance","11.657549729196983","11.657549729196983",true
"frozen_data_regression","2014/2016.3 linked A","15.742022264747815","15.742022264747815",true
"frozen_data_regression","2014/2016.3 linked B","4.529069893162678","4.529069893162678",true
"frozen_data_regression","C2014-8d3ff5ab64ec71cc91c5 links","1","1",true
"frozen_data_regression","C2014-8d3ff5ab64ec71cc91c5 gross A closure","11.09608095474679","11.09608095474679",true
"frozen_data_regression","C2014-8d3ff5ab64ec71cc91c5 large-positive balance","7.011608419195959","7.011608419195959",true
"frozen_data_regression","2014/2016.4 linked A","11.09608095474679","11.09608095474679",true
"frozen_data_regression","2014/2016.4 linked B","4.622279003145202","4.622279003145202",true
"frozen_data_regression","C2014-e44de479fb9c3be1477f links","5","5",true
"frozen_data_regression","C2014-e44de479fb9c3be1477f gross A closure","20.253867595361555","20.253867595361555",true
"frozen_data_regression","C2014-e44de479fb9c3be1477f large-positive balance","15.677667897071666","15.677667897071665",true
"frozen_data_regression","2014/2016.5 linked A","20.253867595361555","20.253867595361555",true
"frozen_data_regression","2014/2016.5 linked B","-3.9388174954975064","-3.9388174954975064",true
"frozen_data_regression","2014/2016.7 linked A","20.253867595361555","20.253867595361555",true
"frozen_data_regression","2014/2016.7 linked B","-3.9388174954975064","-3.9388174954975064",true
"frozen_data_regression","2014/2016.9 linked A","20.253867595361555","20.253867595361555",true
"frozen_data_regression","2014/2016.9 linked B","-3.9388174954975064","-3.9388174954975064",true
"frozen_data_regression","2014/2017.2 linked A","20.253867595361555","20.253867595361555",true
"frozen_data_regression","2014/2017.2 linked B","-3.9388174954975064","-3.9388174954975064",true
"frozen_data_regression","2014/2017.4 linked A","20.253867595361555","20.253867595361555",true
"frozen_data_regression","2014/2017.4 linked B","-3.9388174954975064","-3.9388174954975064",true
"frozen_data_regression","C2014-5afcbfcc0efa1e534140 links","5","5",true
"frozen_data_regression","C2014-5afcbfcc0efa1e534140 gross A closure","19.604503474585233","19.604503474585236",true
"frozen_data_regression","C2014-5afcbfcc0efa1e534140 large-positive balance","15.028303776295344","15.028303776295342",true
"frozen_data_regression","2014/2016.6 linked A","19.604503474585236","19.604503474585236",true
"frozen_data_regression","2014/2016.6 linked B","-4.261774034147886","-4.261774034147886",true
"frozen_data_regression","2014/2016.8 linked A","19.604503474585236","19.604503474585236",true
"frozen_data_regression","2014/2016.8 linked B","-4.261774034147886","-4.261774034147886",true
"frozen_data_regression","2014/2017.1 linked A","19.604503474585236","19.604503474585236",true
"frozen_data_regression","2014/2017.1 linked B","-4.261774034147886","-4.261774034147886",true
"frozen_data_regression","2014/2017.3 linked A","19.604503474585236","19.604503474585236",true
"frozen_data_regression","2014/2017.3 linked B","-4.261774034147886","-4.261774034147886",true
"frozen_data_regression","2014/2017.5 linked A","19.604503474585236","19.604503474585236",true
"frozen_data_regression","2014/2017.5 linked B","-4.261774034147886","-4.261774034147886",true
"frozen_data_regression","C2014-c5d55c3e560b3a34e2ec links","1","1",true
"frozen_data_regression","C2014-c5d55c3e560b3a34e2ec gross A closure","19.112776311846172","19.112776311846176",true
"frozen_data_regression","C2014-c5d55c3e560b3a34e2ec large-positive balance","15.028303776295344","15.028303776295342",true
"frozen_data_regression","2014/2018.1 linked A","19.112776311846176","19.112776311846176",true
"frozen_data_regression","2014/2018.1 linked B","-3.464825681416542","-3.464825681416542",true
"frozen_data_regression","C2014-b99061a13a4cbf708682 links","1","1",true
"frozen_data_regression","C2014-b99061a13a4cbf708682 gross A closure","14.069938121667574","14.069938121667574",true
"frozen_data_regression","C2014-b99061a13a4cbf708682 large-positive balance","9.985465586116744","9.985465586116742",true
"frozen_data_regression","2014/2018.2 linked A","14.069938121667574","14.069938121667574",true
"frozen_data_regression","2014/2018.2 linked B","-2.7264327197972267","-2.7264327197972267",true
"frozen_data_regression","C2014-3a21551efde30c618990 links","1","1",true
"frozen_data_regression","C2014-3a21551efde30c618990 gross A closure","14.319579123634586","14.319579123634586",true
"frozen_data_regression","C2014-3a21551efde30c618990 large-positive balance","10.235106588083756","10.235106588083754",true
"frozen_data_regression","2014/2018.3 linked A","14.319579123634586","14.319579123634586",true
"frozen_data_regression","2014/2018.3 linked B","-2.4481890714757704","-2.4481890714757704",true
"frozen_data_regression","C2014-b4f47741435e535810d3 links","1","1",true
"frozen_data_regression","C2014-b4f47741435e535810d3 gross A closure","10.235106588083756","10.235106588083754",true
"frozen_data_regression","C2014-b4f47741435e535810d3 large-positive balance","10.235106588083756","10.235106588083754",true
"frozen_data_regression","2014/2018.4 linked A","10.235106588083754","10.235106588083754",true
"frozen_data_regression","2014/2018.4 linked B","-2.738440919342003","-2.738440919342003",true
"frozen_data_regression","C2018-6dd392dbf9b24c264313 links","1","1",true
"frozen_data_regression","C2018-6dd392dbf9b24c264313 gross A closure","8.929052747817426","8.929052747817424",true
"frozen_data_regression","C2018-6dd392dbf9b24c264313 large-positive balance","4.353523520404988","4.3535235204049885",true
"frozen_data_regression","2018/2019.1 linked A","8.929052747817424","8.929052747817424",true
"frozen_data_regression","2018/2019.1 linked B","-3.5258436845767878","-3.5258436845767878",true
"frozen_data_regression","C2018-5053b0a398fe7d5859d4 links","2","2",true
"frozen_data_regression","C2018-5053b0a398fe7d5859d4 gross A closure","9.349769373369426","9.349769373369428",true
