case_id,baseline_case_id,source_case_id,source_case_ids,analysis_variant,case_domain,ideological_universe,k,gap_count,case_order,registry_order,focal_order,election_year,case_label,case_display,cabinet_period,source_periods,period_start,period_end,period_days,ideology_start_index,ideology_end_index,start_party,end_party,minimal_inversion,minimal_status,observed_coalition,synthetic_ideological_interval,main_text_focal,appendix_minimal,shared_numerical_vector,numerical_vector_group,coalition_parties,coalition_party_count,v_C,V,vote_share,vote_share_pct,s_C,S,seat_share,q_C,A_C,B_C,d_C,r_C,R_C,A_minus_r_C,d_minus_r_C,seat_margin,vote_majority,seat_majority,coalition_inversion,A_accounting_sufficient,positive_B_required,component_sign_pattern,threshold_interpretation,q_C_exact,A_C_exact,B_C_exact,d_C_exact,r_C_exact,R_C_exact,A_minus_r_C_exact,d_minus_r_C_exact,seat_margin_exact,accounting_qualification,interpretation
ideological/2014/05-16,ideological/2014/05-16,2014/5-16,ideological/2014/05-16,baseline,ideological,seat_winning,0,0,1,5,,2014,5-16 PSB-PTN,Ideological 2014/PSB-PTN,,,,,,5,16,PSB,PTN,true,endpoint-minimal,false,true,false,true,false,2014:PHS|PMDB|PMN|PPS|PSB|PSD|PSDB|PT DO B|PTB|PTN|PV|SOLIDARIEDADE,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",12,47627762,97355354,0.4892156419050153,48.921564190501535,260,513,0.50682261208577,250.96762429727286,10.508783851460613,-1.476408148733468,9.032375702727146,6.032375702727145,1.0359902028320125,4.476408148733468,3.0,3,false,true,true,true,false,"A+, B-",A accounting-sufficient; B offsets,642974787//2561983,1403943021819941147185345877176847436867696425702929237711885136510778228177627213415344748292227914382569137203610477334016818982730940970157//133597097596103610565585708215030099750421300076714008066495430526612573692567730405922249874492410532534739810966531384626388634795063115100,-505335373999087021438522188884760099754760523945544776353707624431070578344246413304232425824062096569191446565881948851993770212488811371081467031//342273492890558316507650969489867460048883613634439984528224162586862461386605751648555903500201689413374950305119466976379269033738160184813243300,23140793//2561983,15454844//2561983,51239660//49459599,1532155852670761970961475097354362479901411364848864729938380112191657962504063668249900136324667164809316297481240349781131577313703291925521196931//342273492890558316507650969489867460048883613634439984528224162586862461386605751648555903500201689413374950305119466976379269033738160184813243300,3//1,3//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2014/08-20,ideological/2014/08-20,2014/8-20,ideological/2014/08-20,baseline,ideological,seat_winning,0,0,4,8,,2014,8-20 PTB-PR,Ideological 2014/PTB-PR,,,,,,8,20,PTB,PR,true,endpoint-minimal,false,true,false,true,false,2014:PHS|PMDB|PMN|PR|PROS|PRP|PRTB|PSD|PSDB|PT DO B|PTB|PTN|SOLIDARIEDADE,"PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR",13,46191382,97355354,0.4744616510767348,47.44616510767348,257,513,0.5009746588693957,243.39882700236495,12.507073279630276,1.0940997180047587,13.601172997635034,13.601172997635034,1.0558801912282958,-1.0940997180047587,0.0,0,false,true,true,false,true,"A+, B+",positive B required to meet threshold,623583657//2561983,15493880576109030913827003299966264087181502354767594743742035762602993302349267211241207153390164735860617864416576972562893412635183987679307//1238809450436597116153612930721188197685724782529529892980230355792225683331082591036733589745293261301685769156235109202899240068099676158200,3472463260846408410264528794516856020794098995805106198655437482765740973754454701461270086727161185219355130056595431273788290049432966510463101019//3173808752257904389434581717087861902271466235519352583807169507623633732857616969832063832456415665469476811920198693780971403767390212622813710600,34845974//2561983,34845974//2561983,658429631//623583657,-3472463260846408410264528794516856020794098995805106198655437482765740973754454701461270086727161185219355130056595431273788290049432966510463101019//3173808752257904389434581717087861902271466235519352583807169507623633732857616969832063832456415665469476811920198693780971403767390212622813710600,0//1,0//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2014/09-23,ideological/2014/09-23,2014/9-23,ideological/2014/09-23,baseline,ideological,seat_winning,0,0,5,9,,2014,9-23 PT DO B-PSDC,Ideological 2014/PT DO B-PSDC,,,,,,9,23,PT DO B,PSDC,true,endpoint-minimal,false,true,false,true,false,2014:PHS|PMDB|PMN|PR|PRB|PROS|PRP|PRTB|PSD|PSDB|PSDC|PT DO B|PTC|PTN|SOLIDARIEDADE,"PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB, PTC, PSDC",15,47550066,97355354,0.4884175758839108,48.84175758839108,257,513,0.5009746588693957,250.55821642844626,7.153118077830786,-0.7113345062770328,6.441783571553754,6.441783571553754,1.0257097279162402,0.7113345062770328,0.0,0,false,true,true,true,false,"A+, B-",A accounting-sufficient; B offsets,641925891//2561983,1433453720940618915751225342159070167370870120165152965373014279419599789823925556632176254610129971836920559401337377493709884375768517453601//200395646394155415848378562322545149625631950115071012099743145789918860538851595608883374811738615798802109716449797076939582952192594672650,-365206419115531168879552341635639776928796902678977024454236297731349032903003636843019909099341552533346915324955364392896457951265541248528339783//513410239335837474761476454234801190073325420451659976792336243880293692079908627472833855250302534120062425457679200464568903550607240277219864950,16503740//2561983,16503740//2561983,658429631//641925891,365206419115531168879552341635639776928796902678977024454236297731349032903003636843019909099341552533346915324955364392896457951265541248528339783//513410239335837474761476454234801190073325420451659976792336243880293692079908627472833855250302534120062425457679200464568903550607240277219864950,0//1,0//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2014/10-24,ideological/2014/10-24,2014/10-24,ideological/2014/10-24,baseline,ideological,seat_winning,0,0,7,11,,2014,10-24 SOLIDARIEDADE-PSL,Ideological 2014/SOLIDARIEDADE-PSL,,,,,,10,24,SOLIDARIEDADE,PSL,true,endpoint-minimal,false,true,false,true,false,2014:PHS|PMDB|PMN|PR|PRB|PROS|PRP|PRTB|PSD|PSDB|PSDC|PSL|PTC|PTN|SOLIDARIEDADE,"SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PRTB, PROS, PRP, PR, PRB, PTC, PSDC, PSL",15,47546279,97355354,0.48837867715010314,48.83786771501031,257,513,0.5009746588693957,250.5382613780029,7.472745651139492,-1.0110070291423905,6.461738621997101,6.461738621997101,1.0257914243774842,1.0110070291423905,0.0,0,false,true,true,true,false,"A+, B-",A accounting-sufficient; B offsets,1283749533//5123966,11314487474082937456016213248849387196325164857241375400156436957954901045409862267095973701699714374852292271464119624963282005947934735693723//1514100439422507586409971359770341130504774734202758758086948212634942501849100944600452165244247319368727051190954022359099071194344048637800,-3921796948283355009137668758048151023119372508699643905501281948163510161619429575958851757851615556589698440571652123237448657746288786376622954609//3879099586092994253753377654218497880554014287856986491319873842651107895714865185350300239668952480018249436791353959065631715715699148761216757400,33109729//5123966,33109729//5123966,1316859262//1283749533,3921796948283355009137668758048151023119372508699643905501281948163510161619429575958851757851615556589698440571652123237448657746288786376622954609//3879099586092994253753377654218497880554014287856986491319873842651107895714865185350300239668952480018249436791353959065631715715699148761216757400,0//1,0//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2018/03-16,ideological/2018/03-16,2018/3-16,ideological/2018/03-16,baseline,ideological,seat_winning,0,0,8,12,,2018,3-16 PT-PSDB,Ideological 2018/PT-PSDB,,,,,,3,16,PT,PSDB,true,endpoint-minimal,false,true,false,true,false,2018:AVANTE|MDB|PDT|PHS|PMN|PPS|PSB|PSD|PSDB|PT|PTB|PV|REDE|SOLIDARIEDADE,"PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PHS, MDB, PSD, PSDB",14,49083988,98264190,0.4995104320302238,49.95104320302238,267,513,0.52046783625731,256.2488516315048,6.567768298801865,4.183380069693311,10.751148368495176,0.7511483684951761,1.0419558889729414,5.816619930306689,10.0,10,false,true,true,true,false,"A+, B+",A accounting-sufficient; B reinforces,4196680974//16377365,302450908818231149991672699167352328703189911406390417697464864277381175593711589616762450273966396380351772891897130555544534183573184123314572239633//46050788495904495703378504905612593413542337879733272867072417682984097342872291907105030872349873961718693420331066661872312427242356901182768873360,631013161309552082650286564303534362834956242523687393728036669683639539633950862246399372387551197368658943525724578434285232225924090869939547780270595823//150838114347045786255032301598701598186035762081943582477728293165336970275949934589841036786548458715012613893572059912162888802996804486187827509931099280,176075481//16377365,12301831//16377365,1457585485//1398893658,877367982160905779900036451683481619025401378295748431049246261969730163125548483652010995477933389781467195409996020687343655804043953991938727319040396977//150838114347045786255032301598701598186035762081943582477728293165336970275949934589841036786548458715012613893572059912162888802996804486187827509931099280,10//1,10//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2022/11-20,ideological/2022/11-20,2022/11-20,ideological/2022/11-20,baseline,ideological,seat_winning,0,0,9,13,,2022,11-20 MDB-UNIÃO,Ideological 2022/MDB-UNIÃO,,,,,,11,20,MDB,UNIÃO,true,endpoint-minimal,false,true,false,true,false,2022:MDB|PODE|PP|PROS|PSC|PSD|PSDB|PTB|REPUBLICANOS|UNIÃO,"MDB, PSDB, PSD, PODE, PROS, PTB, PP, REPUBLICANOS, PSC, UNIÃO",10,53852214,109413508,0.492189812614362,49.218981261436205,265,513,0.5165692007797271,252.4933738711677,2.953163469827912,9.55346265900437,12.506626128832282,4.506626128832282,1.049532492425776,-1.5534626590043705,8.0,8,false,true,true,false,true,"A+, B+",positive B required to meet threshold,13813092891//54706754,16118099502949311198708642387509960609040706836209830050840284749281654399145261750720097281391047606029956337362700351433230873429166659394848601//5457909684860266280825219885461805256305214910472184618146647239163815187260721224771938912841741732519733746378602868320677228979505518280442200,1426258043053142446321502703181509980476776620251640042981000290073417671741067933422306698496700204399177098996862616563999377621670316445230479957715323//149292261241934055899800110634933578276298170512166913873766283218857001575468104953088584103930302946245437104316308990456841139591739715105327223309400,684196919//54706754,246542887//54706754,14497289810//13813092891,-231919953117669999123101818102041354266391256154304731990870024322561659137323093797598025665257780829213602162332144640344648504936398724387862171240123//149292261241934055899800110634933578276298170512166913873766283218857001575468104953088584103930302946245437104316308990456841139591739715105327223309400,8//1,8//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
ideological/2022/17-23,ideological/2022/17-23,2022/17-23,ideological/2022/17-23,baseline,ideological,seat_winning,0,0,12,16,,2022,17-23 PP-PL,Ideological 2022/PP-PL,,,,,,17,23,PP,PL,true,endpoint-minimal,false,true,false,true,false,2022:NOVO|PATRIOTA|PL|PP|PSC|REPUBLICANOS|UNIÃO,"PP, REPUBLICANOS, PSC, UNIÃO, PATRIOTA, NOVO, PL",7,49521168,109413508,0.4526056142903306,45.26056142903306,258,513,0.5029239766081871,232.18668013093958,23.321113301517023,2.4922065675433847,25.813319869060408,24.813319869060408,1.1111748522977425,-1.4922065675433847,1.0,1,false,true,true,false,true,"A+, B+",positive B required to meet threshold,6351089796//27353377,74206881077492760621745095062462775841303844514503067311588504049954604659306210692560479221914858547787965331718910277160513532057017750310646441377//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600,216915150753171089513893889549077242049914397521600723087196847686297905435766469507262834220394059197827545879451854518930745827100932156651290756884341871//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200,706081470//27353377,678728093//27353377,1176195211//1058514966,-129877762449123534924310425048910965914832564113007412298791104569704273517268564319612189687802692580166456047635446377494407442718947902744884985694961671//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200,1//1,1//1,accounting attribution; not an independent causal effect,"accounting identity; B combines district seat weights, valid-vote and turnout differences, and coalition vote geography"
