case_id,case_display,focal_order,election_year,case_domain,ideological_universe,k,gap_count,aggregation_level,component,unit_count,positive_count,negative_count,gross_positive,gross_negative_magnitude,gross_absolute,net_component,cancellation_share,absolute_hhi,largest_positive_unit,largest_positive_value,largest_positive_share,largest_negative_unit,largest_negative_value,largest_negative_share,gross_positive_exact,gross_negative_magnitude_exact,gross_absolute_exact,net_component_exact
ideological/2014/08-20,Ideological 2014/PTB-PR,3,2014,ideological,seat_winning,0,0,state,A,27,15,12,19.26787748622516,6.7608042065948855,26.028681692820047,12.507073279630276,0.5194887921242541,0.06409699818591888,RJ,2.900834019900858,0.15055285783162672,MA,-1.90051787386775,0.2811082551412853,15453870468628982649521669309829115403353107064084245473650293344774810692347238//802053598258403978246303358897750804778559257068210309615048503447175410855415,274191879160939916155313202283878313407093622406937244232274498056549071//40556104093870527066787565716559023578700345392862421508467824070183400,354690345498186710005620384594520744429955755705457342816519032120116957250252125487486800522656889076080666183474222223806077014196716782806503//13626903954802568277689742237933070174542972607824828822782533913714482516641908501404069487198225874318543460718586201231891640749096437740200,15493880576109030913827003299966264087181502354767594743742035762602993302349267211241207153390164735860617864416576972562893412635183987679307//1238809450436597116153612930721188197685724782529529892980230355792225683331082591036733589745293261301685769156235109202899240068099676158200
ideological/2014/08-20,Ideological 2014/PTB-PR,3,2014,ideological,seat_winning,0,0,state,B,27,19,8,23.781122670708847,22.68702295270409,46.46814562341294,1.0940997180047587,0.9764548444245751,0.18525542119705538,RR,3.3768645174989853,0.14199769137300913,SP,-18.628608813538296,0.821112970722231,2841039881431492127937089767197716311907842346271177013744510552470536201146019140103328934143460617745455961//119466179993713844416816855111031535420382567752019785356377633114892755152259123725231359706229955423957400,8798413630309557108057753610959052101691023328268197749913//387817019828988415845769803887948724251175394958457156945,1622291080088610967260169275143886299946424957824506629286234358948457215642265110017709348221693011631075983920643290942608684742167408086246401752089//34911896274836948283780398887966480924986128590712878421878864583859971061433786668152702157020572320164244931122185631590685441441292338850950816600,3472463260846408410264528794516856020794098995805106198655437482765740973754454701461270086727161185219355130056595431273788290049432966510463101019//3173808752257904389434581717087861902271466235519352583807169507623633732857616969832063832456415665469476811920198693780971403767390212622813710600
ideological/2018/03-16,Ideological 2018/PT-PSDB,4,2018,ideological,seat_winning,0,0,party,A,14,7,7,21.580969368279828,15.013201069477963,36.59417043775779,6.567768298801865,0.8205241922351312,0.09888782076518819,PT,4.883103752831889,0.22626897195865442,PV,-4.00916402990572,0.2670425854787493,31305350661330313196435760478577328077034533781862673203674686502579721036931161716043311664273589243314437216230812829608987931158805674405363858778749//1450599837620991614656422904526796692526583643211598095312781157013999066300477195073808472479021029794138842740428599848977841458134242387257219510840,551345494520405872701216973539385562604659533482566456865937804502334531790613839066209986851737917907173578990786157395173040617120262646100122360261//36724046522050420624213238089285992215862877043331597349690662202886052311404485951235657531114456450484527664314648097442476998940107402209043531920,106166995389772690336267661866766115599837170708848096499758459560843870085320816718317212289834474001295587172733732093436646071070112097852637384018117//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680,302450908818231149991672699167352328703189911406390417697464864277381175593711589616762450273966396380351772891897130555544534183573184123314572239633//46050788495904495703378504905612593413542337879733272867072417682984097342872291907105030872349873961718693420331066661872312427242356901182768873360
ideological/2018/03-16,Ideological 2018/PT-PSDB,4,2018,ideological,seat_winning,0,0,party,B,14,10,4,7.707177128999552,3.523797059306241,11.230974188305792,4.183380069693311,0.6275140518042291,0.10138984361601983,SOLIDARIEDADE,1.8108444173641747,0.23495559879512404,PT,-1.7502921253203811,0.4967062790117021,5633828623065318596840193474927057468519636350829772668159463891905899119250664966828653778682370123251688607696436392757419282303290762150353832391531620413//730984707989529579543618076978323129670788693166341976622837113032017625183449683012306562888657915311214975022695367266635538045292206356141010240435327280,837148573433684013798861540573227055803825732044868472030168010117684938832993506181233466561377154201160961448325616612162025992739054578710207773321588213//237570030096597113351675875017955017143006325279061142402422061735405728184621146978999632938813822476144866882375994361656549864719967065745828328141481366,106725715037196502310876976796980829322908301842581783567279750999484086103578384816021837785325897770318390357986697770332931709652342091103008132022774593889//9502801203863884534067035000718200685720253011162445696096882469416229127384845879159985317552552899045794675295039774466261994588798682629833133125659254640,631013161309552082650286564303534362834956242523687393728036669683639539633950862246399372387551197368658943525724578434285232225924090869939547780270595823//150838114347045786255032301598701598186035762081943582477728293165336970275949934589841036786548458715012613893572059912162888802996804486187827509931099280
ideological/2018/03-16,Ideological 2018/PT-PSDB,4,2018,ideological,seat_winning,0,0,state,A,27,15,12,15.960835769219113,9.393067470417249,25.353903239636363,6.567768298801865,0.740956323895158,0.06158251759030322,MG,3.394072546556463,0.21265005139029253,PR,-1.7307381060646931,0.18425696520497922,3491531064177922636591977890830001193021174929701245221847119444285991756626577111073//218756155044927605295798916180409614009176660498442834761190853084587420924129334160,1734433302675263834386407008633102964663567331083792027203161353139234705//184650361358281479892034313868552729891969398135197584084168551659776029,73556735844949677849232669340695348774351533610065067086879024450378637083384251617129281615818807879211405221498158904166222961484989619235411989704079//2901199675241983229312845809053593385053167286423196190625562314027998132600954390147616944958042059588277685480857199697955682916268484774514439021680,302450908818231149991672699167352328703189911406390417697464864277381175593711589616762450273966396380351772891897130555544534183573184123314572239633//46050788495904495703378504905612593413542337879733272867072417682984097342872291907105030872349873961718693420331066661872312427242356901182768873360
ideological/2018/03-16,Ideological 2018/PT-PSDB,4,2018,ideological,seat_winning,0,0,state,B,27,20,7,25.51230053372848,21.32892046403517,46.84122099776365,4.183380069693311,0.9106902002000964,0.13986940624557703,AC,3.606625183070581,0.14136808941641502,SP,-15.637137696722283,0.7331424824378537,81533781929008962402020828627348760939827213359769712631408177542503356072620045532340970209941126964398605194502562747//3195861612762729942738222520271819639478675323390066251839983826492045676424755196844017041373463332892336155705097840,523488467043036150922623452928042389839990955525897//24543598815783597495807943334409191296205857331160,89024562257600540858554151081978961949458607537229874307880014408398119316206682817925391888420857051985362214689197570139895227606235359013271320278516048705//1900560240772776906813407000143640137144050602232489139219376493883245825476969175831997063510510579809158935059007954893252398917759736525966626625131850928,631013161309552082650286564303534362834956242523687393728036669683639539633950862246399372387551197368658943525724578434285232225924090869939547780270595823//150838114347045786255032301598701598186035762081943582477728293165336970275949934589841036786548458715012613893572059912162888802996804486187827509931099280
ideological/2022/11-20,Ideological 2022/MDB-UNIÃO,5,2022,ideological,seat_winning,0,0,party,A,10,5,5,21.276156176982425,18.322992707154512,39.59914888413694,2.953163469827912,0.9254235620450185,0.13823454640655725,UNIÃO,9.356662317791708,0.4397722144902376,PTB,-5.944989995326506,0.32445518536964696,33849953276218493353561460525029742869201941319007469783145191498274350304806074711270280997331896708107596893191757305391510336419298270512430490189//1590980673136767620860551596612116232212970146402641816189747670216252127086500237021020193093367715029502387069362736115477412247525858578748901300,1295623434271500850628350723069803971185181123388991303258899933060388802109121373819349895102506948042216205371134673464387712747319830635503649911//70710252139411894260468959849427388098354228729006302941766563120722316759400010534267564137483009556866772758638343827354551655445593714611062280,1298999598913964175107203129775264581873577661757933486731349278188311306232191868499085642002851609052731165237985308419386265427505040408479641509//32803725219314796306403125703342602726040621575312202395664900416829940764670107979814849342131293093391801795244592497226338396856203269664925800,16118099502949311198708642387509960609040706836209830050840284749281654399145261750720097281391047606029956337362700351433230873429166659394848601//5457909684860266280825219885461805256305214910472184618146647239163815187260721224771938912841741732519733746378602868320677228979505518280442200
ideological/2022/11-20,Ideological 2022/MDB-UNIÃO,5,2022,ideological,seat_winning,0,0,party,B,10,8,2,10.487354145190029,0.9338914861856582,11.421245631375687,9.55346265900437,0.16353583774087366,0.18240694969694654,PP,3.1675802384799794,0.30203807315239506,PSDB,-0.5354860045982207,0.5733921044567332,304263971672322414655631108943351173482273152514884649369974437615781794951324402012605353865394219348989735294075430846558479138841169099742217312823363473//29012462768015851529861154833388758711693944469531103596135247705531210639499301729216881510863788872553696610605469380478779461460661417968801923729793400,8128347591698519776145725087523320182885868793794780305200014373454288222893060085261125637260643888224895716705538708286380026308971281165728212312205711//8703738830404755458958346450016627613508183340859331078840574311659363191849790518765064453259136661766108983181640814143633838438198425390640577118938020,994075390933952441728350577705286722275678145482601751161923456581888267082903806890427317968789096929218163049281679622539237679613220110883934061592147529//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200,1426258043053142446321502703181509980476776620251640042981000290073417671741067933422306698496700204399177098996862616563999377621670316445230479957715323//149292261241934055899800110634933578276298170512166913873766283218857001575468104953088584103930302946245437104316308990456841139591739715105327223309400
ideological/2022/11-20,Ideological 2022/MDB-UNIÃO,5,2022,ideological,seat_winning,0,0,state,A,27,16,11,11.288361921520053,8.335198451692142,19.623560373212197,2.953163469827912,0.8495092932341051,0.061253076543294524,AM,1.7317469416542666,0.15340994146837872,AP,-2.1073337478162815,0.2528234642557873,3410176237026629390350727490341824816738056962649592679336938528370383106417615229155379497//302096642607240765245771133644901177853187704429009429920491748998907295551893385440013240,537606618414195657019288992442048224570348042244398304155337//64498358560983666984547875898363268104449236182704549635850,107103620212394984858954233163440205492876385427742181262768944729651142689350153597093819671944655057350905923795843632834558519131168008212941969//5457909684860266280825219885461805256305214910472184618146647239163815187260721224771938912841741732519733746378602868320677228979505518280442200,16118099502949311198708642387509960609040706836209830050840284749281654399145261750720097281391047606029956337362700351433230873429166659394848601//5457909684860266280825219885461805256305214910472184618146647239163815187260721224771938912841741732519733746378602868320677228979505518280442200
ideological/2022/11-20,Ideological 2022/MDB-UNIÃO,5,2022,ideological,seat_winning,0,0,state,B,27,20,7,31.89328206010815,22.339819401103778,54.23310146121192,9.55346265900437,0.823844434457854,0.1285758400821052,RR,5.398632072149201,0.16927176268577782,SP,-16.468259436272838,0.7371706610779121,17994031625205344300261787078192666564245384591506768452263747922431496448637043814087079162087399613627141022872293027//564195042432215829105063646210306354533338516516606578064592450482962940595037049990234323399515789431007364276437540,47994536316357358778582170618600589810513607674627//2148385152745953713678791866691310918865926105400,8096582351307566291359476042705354438355616799455783716220015470384882402528544151500362542955813369526503507193040109409746498840468260423179385262368617//149292261241934055899800110634933578276298170512166913873766283218857001575468104953088584103930302946245437104316308990456841139591739715105327223309400,1426258043053142446321502703181509980476776620251640042981000290073417671741067933422306698496700204399177098996862616563999377621670316445230479957715323//149292261241934055899800110634933578276298170512166913873766283218857001575468104953088584103930302946245437104316308990456841139591739715105327223309400
ideological/2022/17-23,Ideological 2022/PP-PL,6,2022,ideological,seat_winning,0,0,party,A,7,4,3,32.87425615790337,9.553142856386346,42.42739901428972,23.321113301517023,0.45032894206730933,0.2740974763035671,PL,19.069539963729706,0.5800751771274726,PSC,-3.7123805451988194,0.3886030598523988,574750617483204756166265836767872298778596685030820935428004617910693029511538916944855149867531682082947589847693689302442696207436503216033641093//17483304100404039789676391171561716837505166443985074903184040332046726671280222384846375748278766099225300956806183913356894640082701742623614300,33737770593174811321326622895993321350056328702670746877145767380456744408206295439959109937820097215658708124929346477118820396999362746956133449//3531588619615466417004554043534109283491609647952590047036065860635409827051054910146548708309362297512768894715566561854555854045562394181462600,1800031249151916941637008926947236545521404651156210042456069024927168774438586067671557271064888983072066098304554568385715038499331592271007985553//42426151283647136556281375909656432859012537237403781765059937872433390055640006320560538482489805734120063655183006296412730993267356228766637368,74206881077492760621745095062462775841303844514503067311588504049954604659306210692560479221914858547787965331718910277160513532057017750310646441377//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600
ideological/2022/17-23,Ideological 2022/PP-PL,6,2022,ideological,seat_winning,0,0,party,B,7,4,3,8.450719537593159,5.9585129700497745,14.409232507642933,2.4922065675433847,0.8270409915155807,0.24268144678406037,PP,3.1675802384799794,0.3748296490481016,PL,-5.289798809648437,0.8877716363524587,245176185947365669166449512310991007283610384461596667492372207264039843313392709327470504954013634962791451229513802047123973503874282849053060903302509289//29012462768015851529861154833388758711693944469531103596135247705531210639499301729216881510863788872553696610605469380478779461460661417968801923729793400,129653351772231479496363661845973944950229188965797319847479943526455406126102914618787170160411711422636701952272387905610293671130479097626972988255796499//21759347076011888647395866125041569033770458352148327697101435779148407979624476296912661133147841654415272457954102035359084596095496063476601442797345050,54527911518740127194991442796385600071815126489042577472479843299910484975851729845980878065377728286040050499896998163644047617223685432072481507083944081//3784234274089024112590585413050707658047036235156230903843727961591027474717300225550028023156146374680916949209409049627666886277477576256800250921277400,216915150753171089513893889549077242049914397521600723087196847686297905435766469507262834220394059197827545879451854518930745827100932156651290756884341871//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200
ideological/2022/17-23,Ideological 2022/PP-PL,6,2022,ideological,seat_winning,0,0,state,A,27,23,4,26.32315408529362,3.002040783776597,29.32519486907022,23.321113301517023,0.2047414039142772,0.06087822111932411,AC,3.58331203238665,0.1361277611632641,PI,-1.1872767221988645,0.3954898709621322,292355643648937748607107447564227155524058184635386757030519373945666113108139137866364059223893828408579117631059608940540707//11106406272653806498932769363960527931003934180083290774173694754713028715356312576867916182760018270215054982860052069856600,1720156367309145606110255//572995669014586736628622,93311636545320440556536576050732773072321243049955869954614545066069943500391503778787115900224703381773843319187615452458024096491825731372285874377//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600,74206881077492760621745095062462775841303844514503067311588504049954604659306210692560479221914858547787965331718910277160513532057017750310646441377//3181961346273535241721103193224232464425940292805283632379495340432504254173000474042040386186735430059004774138725472230954824495051717157497802600
ideological/2022/17-23,Ideological 2022/PP-PL,6,2022,ideological,seat_winning,0,0,state,B,27,20,7,24.9574093612452,22.465202793701817,47.42261215494702,2.4922065675433847,0.9474468728251317,0.17352045506967467,RR,3.7273010316620665,0.14934647173155557,SP,-18.210179359618962,0.8105949243745193,8209133587368929188008731759623801134227738581177702381720504755739879999204904084690400968285395076657909904980822638117//328925709737981828368252105740608604692936355129181635011657398631567394366906600144306610541917705238277293373163085820,48263908135415901067629346745682447131456044545773//2148385152745953713678791866691310918865926105400,4127540308522368785477634351530991485525139941717605166085080807394543406890868278660522307680513567014214426338107037322238073609955934672726053607153721869//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200,216915150753171089513893889549077242049914397521600723087196847686297905435766469507262834220394059197827545879451854518930745827100932156651290756884341871//87037388304047554589583464500166276135081833408593310788405743116593631918497905187650644532591366617661089831816408141436338384381984253906405771189380200
