election_year,ideological_universe,ideological_party_count,start_index,end_index,start_party,end_party,interval_size,vote_share,seat_share,seats,seat_diff,majority_status,coalition_inversion,minimal_ideological_interval_inversion
2014,seat_winning,28,9,18,PT DO B,PROS,10,0.36892521596706435,0.38011695906432746,195,5.7413642088959875,neither,false,false
2014,seat_winning,28,9,19,PT DO B,PRP,11,0.3763703637706458,0.38596491228070173,198,4.922003385658712,neither,false,false
2014,seat_winning,28,9,20,PT DO B,PR,12,0.43425643544986753,0.4522417153996101,232,9.226448614217958,neither,false,false
2014,seat_winning,28,9,21,PT DO B,PRB,13,0.47970667334844264,0.49317738791423,253,6.910476572248939,neither,false,false
2014,seat_winning,28,9,22,PT DO B,PTC,14,0.4831796924080827,0.49707602339181284,255,7.1288177946535995,neither,false,false
2014,seat_winning,28,9,23,PT DO B,PSDC,15,0.4884175758839108,0.5009746588693957,257,6.441783571553742,seats_only,true,true
2014,seat_winning,28,9,24,PT DO B,PSL,16,0.49672436094269656,0.5029239766081871,258,3.1804028363966665,seats_only,true,false
2014,seat_winning,28,9,25,PT DO B,PP,17,0.5627689156160841,0.5769980506822612,296,7.299546288948875,votes+seats,false,false
2014,seat_winning,28,9,26,PT DO B,PSC,18,0.5886577948245147,0.6023391812865497,309,7.018551255023908,votes+seats,false,false
2014,seat_winning,28,9,27,PT DO B,PEN,19,0.5955190815699771,0.6062378167641326,311,5.498711154601722,votes+seats,false,false
