election_year,start_index,end_index,start_party,end_party,parties,interval_size,votes,national_vote_total,vote_share,seats,seat_share,quota,seat_diff,required_diff,representation_ratio,vote_majority,seat_majority,majority_status,coalition_inversion,left_removed_seats,right_removed_seats,minimal_connected_winning,minimal_connected_inversion,endpoint_minimal_connected_winning,minimal_ideological_interval_inversion,old_sweep_equivalent
2022,1,1,PSTU,PSTU,PSTU,1,27995,109413508,0.0002558642028002612,0,0.0,0.131258336036534,-0.131258336036534,256.8687416639635,0.0,false,false,neither,false,0,0,false,false,false,false,false
2022,1,2,PSTU,PCO,"PSTU, PCO",2,35303,109413508,0.00032265668696044366,0,0.0,0.1655228804107076,-0.1655228804107076,256.8344771195893,0.0,false,false,neither,false,0,0,false,false,false,false,false
2022,1,3,PSTU,PCB,"PSTU, PCO, PCB",3,120814,109413508,0.0011041963849655566,0,0.0,0.5664527454873305,-0.5664527454873305,256.4335472545127,0.0,false,false,neither,false,0,0,false,false,false,false,false
2022,1,4,PSTU,PSOL,"PSTU, PCO, PCB, PSOL",4,3973060,109413508,0.03631233540195055,12,0.023391812865497075,18.628228061200634,-6.628228061200634,238.37177193879936,0.6441836529258473,false,false,neither,false,12,0,false,false,false,false,false
2022,1,5,PSTU,UP,"PSTU, PCO, PCB, PSOL, UP",5,4027646,109413508,0.03681123175394395,12,0.023391812865497075,18.884161889773246,-6.884161889773246,238.11583811022675,0.6354531416349816,false,false,neither,false,12,12,false,false,false,false,false
2022,1,6,PSTU,PCdoB,"PSTU, PCO, PCB, PSOL, UP, PCdoB",6,5182358,109413508,0.0473648829539402,18,0.03508771929824561,24.298184955371323,-6.2981849553713225,232.7018150446287,0.7407960731659895,false,false,neither,false,18,12,false,false,false,false,false
2022,1,7,PSTU,PT,"PSTU, PCO, PCB, PSOL, UP, PCdoB, PT",7,18419056,109413508,0.1683435284791344,87,0.1695906432748538,86.36023010979595,0.6397698902040503,170.63976989020404,1.0074081540703477,false,false,neither,false,87,18,false,false,false,false,false
2022,1,8,PSTU,PSB,"PSTU, PCO, PCB, PSOL, UP, PCdoB, PT, PSB",8,22593955,109413508,0.2065005995420602,101,0.1968810916179337,105.93480756507688,-4.934807565076881,151.06519243492312,0.953416561765637,false,false,neither,false,101,87,false,false,false,false,false
2022,1,9,PSTU,REDE,"PSTU, PCO, PCB, PSOL, UP, PCdoB, PT, PSB, REDE",9,23376872,109413508,0.21365617854058752,103,0.20077972709551656,109.6056195913214,-6.6056195913214,147.39438040867861,0.9397328383713235,false,false,neither,false,103,101,false,false,false,false,false
2022,1,10,PSTU,PDT,"PSTU, PCO, PCB, PSOL, UP, PCdoB, PT, PSB, REDE, PDT",10,27205239,109413508,0.24864607211021877,120,0.23391812865497075,127.55543499254223,-7.5554349925422315,129.44456500745775,0.94076743971761,false,false,neither,false,120,103,false,false,false,false,false
