election_year,coalition_year,period,period_start,period_end,period_days,days_overlapping_mandate,share_of_mandate,parties,votes,national_vote_total,vote_share,seats,seat_share,quota,seat_diff,required_diff,representation_ratio,vote_majority,seat_majority,majority_status,coalition_inversion,focal_case_type,vote_share_pct,quota_display,seat_diff_display,required_diff_display,representation_ratio_display
2014,2016,2016.2,2016-04-14,2016-04-15,2,2,0.0013689253935660506,"PCdoB, PDT, PMDB, PR, PSD, PT, PTB",45305141,97355354,0.4653584948188879,259,0.5048732943469786,238.7289078420895,20.271092157910488,18.271092157910488,1.0849125995722273,false,true,seats_only,true,observed_inversion,46.54,238.73,20.27,18.27,1.08
2014,2017,2017.1,2017-12-28,2018-04-06,100,100,0.06844626967830253,"DEM, PMDB, PP, PPS, PSB, PSD, PSDB, PV",48591926,97355354,0.49911919584823244,266,0.5185185185185185,256.04814747014325,9.951852529856751,0.9518525298567511,1.0388671139712784,false,true,seats_only,true,observed_inversion,49.91,256.05,9.95,0.95,1.04
2018,2021,2021.3,2021-08-04,2022-02-07,188,188,0.12867898699520877,"DEM, PATRIOTA, PP, PR, PRB, PSD, PSDB, PSL",44706982,98264190,0.45496718590973984,250,0.4873294346978557,233.39816637169653,16.601833628303467,23.601833628303467,1.071130951396869,false,false,neither,false,closest_non_inversion_below_both_thresholds,45.5,233.4,16.6,23.6,1.07
2018,2022,2022.1,2022-02-08,2022-03-31,52,52,0.03559206023271732,"DEM, PATRIOTA, PP, PR, PRB, PSD, PSDB, PSL",44706982,98264190,0.45496718590973984,250,0.4873294346978557,233.39816637169653,16.601833628303467,23.601833628303467,1.071130951396869,false,false,neither,false,closest_non_inversion_below_both_thresholds,45.5,233.4,16.6,23.6,1.07
2022,2023,2023.1,2023-01-01,2023-09-12,255,255,0.217206132879046,"MDB, PCdoB, PDT, PSB, PSD, PSOL, PT, REDE, UNIÃO",53490123,109413508,0.48888043147286714,263,0.5126705653021443,250.79566134558084,12.20433865441916,6.2043386544191605,1.0486624792029489,false,true,seats_only,true,observed_inversion,48.89,250.8,12.2,6.2,1.05
