election_year,start_index,end_index,start_party,end_party,parties,interval_size,votes,national_vote_total,vote_share,seats,seat_share,quota,seat_diff,required_diff,representation_ratio,vote_majority,seat_majority,majority_status,coalition_inversion,left_removed_seats,right_removed_seats,minimal_connected_winning,minimal_connected_inversion,endpoint_minimal_connected_winning,minimal_ideological_interval_inversion,old_sweep_equivalent
2018,1,1,PSTU,PSTU,PSTU,1,41304,98264190,0.00042033623846082687,0,0.0,0.2156324903304042,-0.2156324903304042,256.7843675096696,0.0,false,false,neither,false,0,0,false,false,false,false,false
2018,1,2,PSTU,PCO,"PSTU, PCO",2,44089,98264190,0.000448678201082205,0,0.0,0.23017191715517119,-0.23017191715517119,256.7698280828448,0.0,false,false,neither,false,0,0,false,false,false,false,false
2018,1,3,PSTU,PCB,"PSTU, PCO, PCB",3,105432,98264190,0.0010729442740025638,0,0.0,0.5504204125633153,-0.5504204125633153,256.4495795874367,0.0,false,false,neither,false,0,0,false,false,false,false,false
2018,1,4,PSTU,PSOL,"PSTU, PCO, PCB, PSOL",4,2889366,98264190,0.029404058589400674,10,0.01949317738791423,15.084282056362547,-5.084282056362547,241.91571794363745,0.662941727198876,false,false,neither,false,10,0,false,false,false,false,false
2018,1,5,PSTU,PCdoB,"PSTU, PCO, PCB, PSOL, PCdoB",5,4218941,98264190,0.042934674371202776,19,0.037037037037037035,22.025487952427024,-3.0254879524270244,234.97451204757297,0.8626369613712171,false,false,neither,false,19,10,false,false,false,false,false
2018,1,6,PSTU,PT,"PSTU, PCO, PCB, PSOL, PCdoB, PT",6,14345552,98264190,0.14598962246572225,75,0.14619883040935672,74.89267632491551,0.10732367508448704,182.1073236750845,1.001433032979338,false,false,neither,false,75,19,false,false,false,false,false
2018,1,7,PSTU,PDT,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT",7,18907437,98264190,0.192414316955139,103,0.20077972709551656,98.7085445979863,4.291455402013696,158.2914554020137,1.0434760275262052,false,false,neither,false,103,75,false,false,false,false,false
2018,1,8,PSTU,PSB,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB",8,24329435,98264190,0.2475920780499997,135,0.2631578947368421,127.01473603964985,7.985263960350153,129.98526396035015,1.0628687993955082,false,false,neither,false,135,103,false,false,false,false,false
2018,1,9,PSTU,REDE,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE",9,25146219,98264190,0.25590420070627967,136,0.2651072124756335,131.27885496232147,4.721145037678525,125.72114503767853,1.0359627225499,false,false,neither,false,136,135,false,false,false,false,false
2018,1,10,PSTU,PPS,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS",10,26736580,98264190,0.27208874362064145,144,0.2807017543859649,139.58152547738905,4.41847452261095,117.41847452261095,1.0316551528398843,false,false,neither,false,144,136,false,false,false,false,false
2018,1,11,PSTU,PV,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV",11,28329413,98264190,0.28829844320703196,148,0.2884990253411306,147.8971013652074,0.1028986347926093,109.10289863479261,1.0006957447701326,false,false,neither,false,148,144,false,false,false,false,false
2018,1,12,PSTU,PTB,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB",12,30352132,98264190,0.3088829409777865,158,0.3079922027290448,158.45694872160448,-0.4569487216044763,98.54305127839552,0.9971162594932501,false,false,neither,false,158,148,false,false,false,false,false
2018,1,13,PSTU,AVANTE,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE",13,32206147,98264190,0.327750597649052,165,0.3216374269005848,168.13605659396367,-3.136056593963673,88.86394340603633,0.9813481019033471,false,false,neither,false,165,158,false,false,false,false,false
2018,1,14,PSTU,SOLIDARIEDADE,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE",14,34159217,98264190,0.34762630211473783,178,0.3469785575048733,178.33229298486052,-0.3322929848605156,78.66770701513948,0.9981366639810507,false,false,neither,false,178,165,false,false,false,false,false
2018,1,15,PSTU,PMN,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN",15,34793672,98264190,0.3540829268526001,181,0.35282651072124754,181.64454147538387,-0.6445414753838747,75.35545852461613,0.9964516331173584,false,false,neither,false,181,178,false,false,false,false,false
2018,1,16,PSTU,PMB,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB",16,35021974,98264190,0.3564062757755394,181,0.35282651072124754,182.8364194728517,-1.836419472851702,74.1635805271483,0.9899559427047061,false,false,neither,false,181,181,false,false,false,false,false
2018,1,17,PSTU,PHS,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS",17,36450511,98264190,0.37094399292356656,187,0.3645224171539961,190.29426836978965,-3.2942683697896484,66.70573163021035,0.9826885570542353,false,false,neither,false,187,181,false,false,false,false,false
2018,1,18,PSTU,MDB,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB",18,41890415,98264190,0.42630397706427947,221,0.43079922027290446,218.69394023397538,2.3060597660246174,38.30605976602462,1.0105446898234007,false,false,neither,false,221,187,false,false,false,false,false
2018,1,19,PSTU,PSD,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD",19,47639425,98264190,0.48480962393319477,256,0.49902534113060426,248.7073370777289,7.2926629222710915,8.292662922271091,1.029322266918052,false,false,neither,false,256,221,false,false,false,false,false
2018,1,20,PSTU,PSDB,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB",20,53531231,98264190,0.5447684553243659,286,0.557504873294347,279.4662175813997,6.53378241860031,-22.46621758139969,1.0233795071015952,true,true,votes+seats,false,286,256,false,false,false,false,true
2018,1,21,PSTU,PODE,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE",21,55774551,98264190,0.5675979316575042,297,0.5789473684210527,291.17773894029966,5.822261059700338,-34.17773894029966,1.0199955569436374,true,true,votes+seats,false,297,286,false,false,false,false,false
2018,1,22,PSTU,PPL,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL",22,56163968,98264190,0.5715608911038701,298,0.580896686159844,293.21073713628533,4.789262863714669,-36.21073713628533,1.0163338590888253,true,true,votes+seats,false,298,297,false,false,false,false,false
2018,1,23,PSTU,PRTB,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB",23,56848944,98264190,0.5785316502379961,298,0.580896686159844,296.786736572092,1.2132634279079753,-39.786736572092025,1.0040879974688939,true,true,votes+seats,false,298,298,false,false,false,false,false
2018,1,24,PSTU,PROS,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS",24,58893649,98264190,0.599339891775427,306,0.5964912280701754,307.46136448079403,-1.4613644807940318,-50.46136448079403,0.995246997998393,true,true,votes+seats,false,306,298,false,false,false,false,false
2018,1,25,PSTU,PRP,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP",25,59746643,98264190,0.6080205108290212,310,0.6042884990253411,311.9145220552879,-1.9145220552878754,-54.914522055287875,0.9938620297552272,true,true,votes+seats,false,310,306,false,false,false,false,false
2018,1,26,PSTU,PR,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR",26,64971234,98264190,0.6611893305180656,343,0.6686159844054581,339.1901265557677,3.8098734442323234,-82.19012655576768,1.0112322651691512,true,true,votes+seats,false,343,310,false,false,false,false,false
2018,1,27,PSTU,PRB,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB",27,69955762,98264190,0.7119151137357362,372,0.7251461988304093,365.2124533464327,6.78754665356729,-108.21245334643271,1.0185852004535256,true,true,votes+seats,false,372,343,false,false,false,false,false
2018,1,28,PSTU,PTC,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC",28,70557576,98264190,0.7180395625303582,374,0.7290448343079922,368.35429557807373,5.645704421926268,-111.35429557807373,1.0153268320464846,true,true,votes+seats,false,374,372,false,false,false,false,false
2018,1,29,PSTU,DC,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC",29,70939310,98264190,0.7219243347958193,375,0.7309941520467836,370.3471837502553,4.652816249744717,-113.34718375025528,1.0125633903912237,true,true,votes+seats,false,375,374,false,false,false,false,false
2018,1,30,PSTU,PSL,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL",30,82374311,98264190,0.8382943063999204,427,0.8323586744639376,430.04497918315917,-3.044979183159171,-173.04497918315917,0.9929193937133206,true,true,votes+seats,false,427,375,false,false,false,false,false
2018,1,31,PSTU,NOVO,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO",31,85122390,98264190,0.8662605370277819,435,0.847953216374269,444.3916554952521,-9.39165549525211,-187.3916554952521,0.9788662649734375,true,true,votes+seats,false,435,427,false,false,false,false,false
2018,1,32,PSTU,PP,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP",32,90530968,98264190,0.9213017275164025,472,0.9200779727095516,472.62778621591445,-0.6277862159144547,-215.62778621591445,0.9986717111557473,true,true,votes+seats,false,472,435,false,false,false,false,false
2018,1,33,PSTU,PSC,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC",33,92250722,98264190,0.9388030573497833,479,0.9337231968810916,481.60596842043884,-2.605968420438842,-224.60596842043884,0.9945890030620138,true,true,votes+seats,false,479,472,false,false,false,false,false
2018,1,34,PSTU,PATRIOTA,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA",34,93683026,98264190,0.953379109928042,484,0.9434697855750487,489.08348339308554,-5.083483393085544,-232.08348339308554,0.9896061029135187,true,true,votes+seats,false,484,479,false,false,false,false,false
2018,1,35,PSTU,DEM,"PSTU, PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV, PTB, AVANTE, SOLIDARIEDADE, PMN, PMB, PHS, MDB, PSD, PSDB, PODE, PPL, PRTB, PROS, PRP, PR, PRB, PTC, DC, PSL, NOVO, PP, PSC, PATRIOTA, DEM",35,98264190,98264190,1.0,513,1.0,513.0,0.0,-256.0,1.0,true,true,votes+seats,false,513,484,false,false,false,false,false
2018,2,2,PCO,PCO,PCO,1,2785,98264190,2.8341962621378142e-5,0,0.0,0.014539426824766987,-0.014539426824766987,256.98546057317526,0.0,false,false,neither,false,0,0,false,false,false,false,false
2018,2,3,PCO,PCB,"PCO, PCB",2,64128,98264190,0.000652608035541737,0,0.0,0.3347879222329111,-0.3347879222329111,256.6652120777671,0.0,false,false,neither,false,0,0,false,false,false,false,false
2018,2,4,PCO,PSOL,"PCO, PCB, PSOL",3,2848062,98264190,0.02898372235093985,10,0.01949317738791423,14.868649566032143,-4.868649566032143,242.13135043396787,0.6725560351388795,false,false,neither,false,10,0,false,false,false,false,false
2018,2,5,PCO,PCdoB,"PCO, PCB, PSOL, PCdoB",4,4177637,98264190,0.04251433813274195,19,0.037037037037037035,21.809855462096618,-2.8098554620966176,235.1901445379034,0.871165791677076,false,false,neither,false,19,10,false,false,false,false,false
2018,2,6,PCO,PT,"PCO, PCB, PSOL, PCdoB, PT",5,14304248,98264190,0.14556928622726142,75,0.14619883040935672,74.6770438345851,0.3229561654148938,182.3229561654149,1.0043247047396555,false,false,neither,false,75,19,false,false,false,false,false
2018,2,7,PCO,PDT,"PCO, PCB, PSOL, PCdoB, PT, PDT",6,18866133,98264190,0.19199398071667817,103,0.20077972709551656,98.4929121076559,4.507087892344103,158.5070878923441,1.0457605303356012,false,false,neither,false,103,75,false,false,false,false,false
2018,2,8,PCO,PSB,"PCO, PCB, PSOL, PCdoB, PT, PDT, PSB",7,24288131,98264190,0.24717174181153886,135,0.2631578947368421,126.79910354931944,8.20089645068056,130.20089645068055,1.0646762967649117,false,false,neither,false,135,103,false,false,false,false,false
2018,2,9,PCO,REDE,"PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE",8,25104915,98264190,0.25548386446781884,136,0.2651072124756335,131.06322247199105,4.936777528008946,125.93677752800895,1.037667145938396,false,false,neither,false,136,135,false,false,false,false,false
2018,2,10,PCO,PPS,"PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS",9,26695276,98264190,0.2716684073821806,144,0.2807017543859649,139.36589298705866,4.634107012941342,117.63410701294134,1.033251371003461,false,false,neither,false,144,136,false,false,false,false,false
2018,2,11,PCO,PV,"PCO, PCB, PSOL, PCdoB, PT, PDT, PSB, REDE, PPS, PV",10,28288109,98264190,0.28787810696857113,148,0.2884990253411306,147.681468874877,0.31853112512300186,109.318531125123,1.0021568794483815,false,false,neither,false,148,144,false,false,false,false,false
