candidate_name,ballot_name,candidate_id,uf,raw_party,canonical_party,DS_CARGO,DS_SITUACAO_CANDIDATURA,CD_SITUACAO_CANDIDATURA,DS_SIT_TOT_TURNO,CD_SIT_TOT_TURNO,current_loader_counts,raw_party_seat_count,canonical_party_seat_count,psc_current_winner
HENRIQUE FONTANA JÚNIOR,HENRIQUE FONTANA,210000611373,RS,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
PAULO ROBERTO SEVERO PIMENTA,PAULO PIMENTA,210000611383,RS,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
PEDRO FRANCISCO UCZAI,PROFESSOR PEDRO UCZAI,240000624342,SC,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JOAO SOMARIVA DANIEL,JOAO DANIEL,260000623621,SE,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
MARCIO COSTA MACÊDO,MARCIO MACÊDO,260000623622,SE,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
ALEXANDRE ROCHA SANTOS PADILHA,ALEXANDRE PADILHA,250000623892,SP,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
ARLINDO CHIGNALIA JUNIOR,ARLINDO CHINAGLIA,250000623894,SP,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
CARLOS ALBERTO ROLIM ZARATTINI,CARLOS ZARATTINI,250000623897,SP,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
LUIZ PAULO TEIXEIRA FERREIRA,PAULO TEIXEIRA,250000623915,SP,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
VICENTE PAULO DA SILVA,VICENTINHO,250000623925,SP,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
ALENCAR SANTANA BRAGA,ALENCAR SANTANA,250000623927,SP,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
NILTO IGNACIO TATTO,NILTO TATTO,250000623958,SP,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
RUI GOETHE DA COSTA FALCÃO,RUI FALCÃO,250000623968,SP,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
CELIO ALVES DE MOURA,CELIO MOURA,270000626122,TO,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
NIVALDO FERREIRA DE ALBUQUERQUE NETO,NIVALDO ALBUQUERQUE,20000621947,AL,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PEDRO BEZERRA,60000611949,CE,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,PEDRO LUCAS FERNANDES,100000601893,MA,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
EMANUEL PINHEIRO DA SILVA PRIMO,EMANUELZINHO,110000611603,MT,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
JOSE EDUARDO PEREIRA DA COSTA,EDUARDO COSTA,140000606378,PA,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,10,10,false
PAULO EDUARDO MAESTRI BENGTSON,PAULO BENGTSON,140000606379,PA,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
JOSÉ WILSON SANTIAGO,WILSON SANTIAGO,150000608815,PB,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,10,10,false
LUISA DOS SANTOS SILVEIRA,LUISA CANZIANI,160000623130,PR,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
MARCELO PIRES MORAES,MARCELO MORAES,210000604803,RS,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,10,10,false
MAURÍCIO ALEXANDRE DZIEDRICKI,MAURÍCIO DZIEDRICKI,210000604804,RS,PTB,PTB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
MARINA SANTOS BATISTA DIAS,DRA. MARINA,180000608765,PI,PTC,PTC,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,2,2,false
LUIZ BENES LEOCADIO DE ARAUJO,BENES LEOCADIO,200000611405,RN,PTC,PTC,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,2,2,false
CELIO STUDART BARBOSA,CELIO STUDART,60000611009,CE,PV,PV,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,4,4,false
ISRAEL MATOS BATISTA,PROFESSOR ISRAEL,70000614421,DF,PV,PV,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,4,4,false
LEANDRE DAL PONTE,LEANDRE,160000612882,PR,PV,PV,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,4,4,false
ENRICO VAN BLARCUM DE GRAAFF MISASI,ENRICO MISASI,250000611282,SP,PV,PV,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,4,4,false
JOENIA BATISTA DE CARVALHO,JOENIA WAPICHANA,230000615942,RR,REDE,REDE,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,1,1,false
VANDA DENIR MILANI NOGUEIRA,DRA. VANDA MILANI,10000602523,AC,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,13,13,false
JOÃO BOSCO GOMES SARAIVA,BOSCO SARAIVA,40000610405,AM,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,13,13,false
GENECIAS MATEUS NORONHA,GENECIAS NORONHA,60000605031,CE,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,INAPTO,3,ELEITO POR QP,2,true,13,13,false
LUCAS DE CASTRO SANTOS,LUCAS VERGÍLIO,90000620358,GO,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,13,13,false
JOSÉ SILVA SOARES,ZÉ SILVA,130000613212,MG,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,13,13,false
LEONARDO RIBEIRO ALBUQUERQUE,DR LEONARDO,110000621350,MT,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,13,13,false
AUGUSTO RODRIGUES COUTINHO DE MELO,AUGUSTO COUTINHO,170000614138,PE,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,13,13,false
AUREO LIDIO MOREIRA RIBEIRO,AUREO,190000603376,RJ,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,13,13,false
JOSE OTACI BARROSO DO NASCIMENTO,OTACI,230000602390,RR,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,13,13,false
LUIZ AUGUSTO CARVALHO RIBEIRO FILHO,GUSTINHO RIBEIRO,260000621974,SE,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,13,13,false
PAULO PEREIRA DA SILVA,PAULINHO DA FORÇA,250000604972,SP,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,13,13,false
TIAGO BRAGA PEREIRA,TIAGO DIMAS,270000618825,TO,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,13,13,false
ELI DIAS BORGES,ELI BORGES,270000618830,TO,SOLIDARIEDADE,SOLIDARIEDADE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,13,13,false
