candidate_name,ballot_name,candidate_id,uf,raw_party,canonical_party,DS_CARGO,DS_SITUACAO_CANDIDATURA,CD_SITUACAO_CANDIDATURA,DS_SIT_TOT_TURNO,CD_SIT_TOT_TURNO,current_loader_counts,raw_party_seat_count,canonical_party_seat_count,psc_current_winner
JOÃO FERRARI JUNIOR,JÚNIOR FERRARI,140000606382,PA,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
ÉDER MAURO CARDOSO BARRA,DELEGADO ÉDER MAURO,140000606383,PA,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
ANDRE CARLOS ALVES DE PAULA FILHO,ANDRE DE PAULA,170000610290,PE,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
JULIO CESAR DE CARVALHO LIMA,JÚLIO CESAR,180000613937,PI,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
GILSON CARDOSO FAHUR,SARGENTO FAHUR,160000619712,PR,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
NEY LEPREVOST NETO,NEY LEPREVOST,160000619715,PR,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
SANDRO ALEX CRUZ DE OLIVEIRA,SANDRO ALEX,160000619719,PR,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
NELSI COGUETTO MARIA,VERMELHO,160000619734,PR,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,35,35,false
ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE SERFIOTIS,190000601128,RJ,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
HUGO LEAL MELO DA SILVA,HUGO LEAL,190000601140,RJ,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
FLORDELIS DOS SANTOS DE SOUZA,FLORDELIS,190000607923,RJ,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
FÁBIO SALUSTINO MESQUITA DE FARIA,FÁBIO FARIA,200000611411,RN,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,35,35,false
EXPEDITO GONÇALVES FERREIRA NETTO,EXPEDITO NETTO,220000609735,RO,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
HAROLDO ALVES CAMPOS,HAROLDO CATHEDRAL,230000602389,RR,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS GOLEIRO,210000616442,RS,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
RICARDO ZANATTA GUIDI,RICARDO GUIDI,240000627211,SC,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,35,35,false
DARCI DE MATOS,DARCI DE MATOS,240000627214,SC,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
FÁBIO CRUZ MITIDIERI,FÁBIO MITIDIERI,260000623594,SE,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
ANTONIO CEZAR CORREIA FREIRE,CEZINHA DE MADUREIRA,250000605472,SP,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
MARCO AURELIO BERTAIOLLI,MARCO BERTAIOLLI,250000605485,SP,PSD,PSD,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,35,35,false
CYLMARA FERNANDES DA ROCHA GRIPP,MARA ROCHA,10000602512,AC,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
TEREZA NELMA DA SILVA PORTO VIANA SOARES,TEREZA NELMA,20000616810,AL,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,30,30,false
LUIZ CARLOS GOMES DOS SANTOS JUNIOR,LUIZ CARLOS,30000617195,AP,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
ADOLFO VIANA DE CASTRO NETO,ADOLFO VIANA,50000606023,BA,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
ROBERTO SOARES PESSOA,ROBERTO PESSOA,60000611570,CE,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
CÉLIO ANTÔNIO DA SILVEIRA,CÉLIO SILVEIRA,90000620357,GO,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,30,30,false
EDUARDO LUIZ BARROS BARBOSA,EDUARDO BARBOSA,130000613192,MG,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
PAULO ABI-ACKEL,PAULO ABI ACKEL,130000613199,MG,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
RODRIGO BATISTA DE CASTRO,RODRIGO DE CASTRO,130000613203,MG,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
DOMINGOS SÁVIO CAMPOS RESENDE,DOMINGOS SÁVIO,130000613204,MG,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
AÉCIO NEVES DA CUNHA,AÉCIO NEVES,130000613206,MG,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
HUMBERTO REZENDE PEREIRA,BETO PEREIRA,120000613456,MS,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
ROSIANE MODESTO DE OLIVEIRA,ROSE MODESTO,120000613457,MS,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
VANDER ALBERTO MASSON,VANDER MASSON,110000621355,MT,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,30,30,false
CELSO SABINO DE OLIVEIRA,CELSO SABINO,140000613798,PA,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
NILSON PINTO DE OLIVEIRA,NILSON PINTO,140000613802,PA,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
EDNACE ALVES SILVESTRE HENRIQUE,EDNA HENRIQUE,150000612361,PB,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
PEDRO OLIVEIRA CUNHA LIMA,PEDRO CUNHA LIMA,150000612364,PB,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
RUY MANUEL CARNEIRO BARBOSA DE AÇA BELCHIOR,RUY CARNEIRO,150000612366,PB,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,30,30,false
MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,MARIANA CARVALHO,220000609734,RO,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,30,30,false
SHÉRIDAN ESTÉRFANY OLIVEIRA DE ANCHIETA,SHÉRIDAN,230000604574,RR,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
DANIEL TRZECIAK DUARTE,DANIEL DA TV,210000604795,RS,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,30,30,false
LUCAS BELLO REDECKER,LUCAS REDECKER,210000604801,RS,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
GEOVANIA DE SA RODRIGUES,GEOVANIA DE SA,240000609626,SC,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
BRUNA DIAS FURLAN,BRUNA FURLAN,250000605403,SP,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
CARLOS HENRIQUE FOCESI SAMPAIO,CARLOS SAMPAIO,250000605404,SP,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
SAMUEL MOREIRA DA SILVA JÚNIOR,SAMUEL MOREIRA,250000605412,SP,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
VITOR LIPPI,VITOR LIPPI,250000605413,SP,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
VANDERLEI MACRIS,VANDERLEI MACRIS,250000605414,SP,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,30,30,false
EDUARDO PEDROSA CURY,EDUARDO CURY,250000605427,SP,PSDB,PSDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,30,30,false
PABLO OLIVA SOUZA,DELEGADO PABLO,40000610415,AM,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL,PROF. DAYANE PIMENTEL,50000609059,BA,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
HEITOR RODRIGO PEREIRA FREIRE,HEITOR FREIRE,60000611778,CE,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
SORAYA DE SOUZA MANNATO,DRA. SORAYA MANATO,80000607531,ES,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
VITOR HUGO DE ARAUJO ALMEIDA,MAJOR VITOR HUGO,90000616487,GO,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
WALDIR SOARES DE OLIVEIRA,DELEGADO WALDIR,90000616492,GO,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
MARCELO EDUARDO FREITAS,DELEGADO MARCELO FREITAS,130000616511,MG,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
GERALDO JUNIO DO AMARAL,CABO JUNIO AMARAL,130000616536,MG,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
ALESSANDRA DA SILVA,ALÊ SILVA,130000616616,MG,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
CHARLLES THOMACELLI EVANGELISTA,CHARLLES EVANGELISTA,130000616620,MG,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
ELIEL MÁRCIO DO CARMO,LÉO MOTTA,130000616624,MG,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
MARCELO HENRIQUE TEIXEIRA DIAS,MARCELO ALVARO ANTONIO,130000616635,MG,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
LOESTER CARLOS GOMES DE SOUZA,TIO TRUTIS,120000615483,MS,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
LUIZ ALBERTO OVANDO,DR. LUIZ OVANDO,120000615484,MS,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
NELSON NED PREVIDENTE,NELSON BARBUDO,110000621666,MT,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
GULLIEM CHARLES BEZERRA LEMOS,JULIAN LEMOS,150000615745,PB,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
LUCIANO CALDAS BIVAR,LUCIANO BIVAR,170000617081,PE,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
FILIPE BARROS BAPTISTA DE TOLEDO RIBEIRO,FILIPE BARROS,160000626145,PR,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
ALINE SLEUTJES,ALINE SLEUTJES,160000626150,PR,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
LUIS FELIPE BONATTO FRANCISCHINI,FELIPE FRANCISCHINI,160000626154,PR,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
ANTÔNIO DA LUZ FURTADO,DELEGADO ANTÔNIO FURTADO,190000614642,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
CARLOS ROBERTO COELHO DE MATTOS JÚNIOR,CARLOS JORDY,190000614646,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
CHRISTINE NOGUEIRA DOS REIS TONIETTO,CHRIS TONIETTO,190000614650,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
JOZIEL FERREIRA CARLOS,PROFESSOR JOZIEL,190000614659,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
LOURIVAL GOMES DE ALMEIDA,LOURIVAL GOMES,190000614660,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
DANIEL LUCIO DA SILVEIRA,DANIEL SILVEIRA,190000614678,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
FABIANA SILVA DE SOUZA,MAJOR FABIANA,190000614683,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
FELÍCIO LATERÇA DE ALMEIDA,FELÍCIO LATERÇA,190000614684,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
HELIO FERNANDO BARBOSA LOPES,HELIO FERNANDO BARBOSA LOPES,190000614709,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,LUIZ LIMA,190000614713,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
MÁRCIO DA SILVEIRA LABRE,MÁRCIO LABRE,190000614715,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
JOÃO CARLOS SOARES GURGEL,SARGENTO GURGEL,190000614726,RJ,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
ELIESER GIRAO MONTEIRO FILHO,GENERAL GIRAO,200000600638,RN,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
JOAO CHRISÓSTOMO DE MOURA,CORONEL CHRISÓSTOMO,220000625846,RO,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
ANTONIO CARLOS NICOLETTI,NICOLETTI,230000606191,RR,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
ALCIBIO MESQUITA BIBO NUNES,BIBO NUNES,210000603683,RS,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
NEREU CRISPIM,NEREU CRISPIN,210000603696,RS,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
UBIRATAN ANTUNES SANDERSON,SANDERSON FEDERAL,210000603701,RS,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
CAROLINE RODRIGUES DE TONI,CAROLINE DE TONI,240000609710,SC,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
DANIEL COSTA DE FREITAS,DANIEL FREITAS,240000609712,SC,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
FABIO LUIZ SCHIOCHET FILHO,FABIO SCHIOCHET,240000609717,SC,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
LUIZ ARMANDO SCHROEDER REIS,CORONEL ARMANDO,240000609719,SC,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,52,52,false
NICOLINO BOZZELLA JUNIOR,JUNIOR BOZZELLA,250000613292,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
CARLA ZAMBELLI SALGADO,CARLA ZAMBELLI,250000613295,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
JOSÉ GUILHERME NEGRÃO PEIXOTO,GUIGA PEIXOTO,250000613299,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
PAULO SERGIO ABOU ANNI,ABOU ANNI,250000613300,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
ROBERTO SEBASTIÃO PETERNELLI JUNIOR,GENERAL PETERNELLI,250000613307,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
ALEXANDRE FROTA DE ANDRADE,ALEXANDRE FROTA,250000613358,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
EDUARDO NANTES BOLSONARO,EDUARDO BOLSONARO,250000613378,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
LUIZ PHILIPPE DE ORLEANS BRAGANÇA,LUIZ PHILIPPE O. BRAGANÇA,250000613393,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
MARCIO TADEU ANHAIA DE LEMOS,CORONEL TADEU,250000613447,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
JOICE CRISTINA HASSELMANN,JOICE HASSELMANN,250000613451,SP,PSL,PSL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,52,52,false
ÁUREA CAROLINA DE FREITAS E SILVA,AUREA CAROLINA,130000606694,MG,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,140000604451,PA,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
GLAUBER DE MEDEIROS BRAGA,GLAUBER BRAGA,190000602093,RJ,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
JEAN WYLLYS DE MATOS SANTOS,JEAN WYLLYS,190000602097,RJ,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,10,10,false
MARCELO RIBEIRO FREIXO,MARCELO FREIXO,190000602109,RJ,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
TALIRIA PETRONE SOARES,TALÍRIA PETRONE,190000602120,RJ,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
FERNANDA MELCHIONNA E SILVA,FERNANDA MELCHIONNA,210000600043,RS,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,10,10,false
IVAN VALENTE,IVAN VALENTE,250000601477,SP,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
LUIZA ERUNDINA DE SOUSA,LUIZA ERUNDINA,250000601478,SP,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
SAMIA DE SOUZA BOMFIM,SÂMIA BOMFIM,250000601643,SP,PSOL,PSOL,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,10,10,false
LEONARDO CUNHA DE BRITO,LEO DE BRITO,10000608399,AC,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
PAULO FERNANDO DOS SANTOS,PAULÃO,20000621937,AL,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
JOSE RICARDO WENDLING,JOSÉ RICARDO,40000610429,AM,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
WALDENOR ALVES PEREIRA FILHO,WALDENOR PEREIRA,50000607787,BA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JOSÉ CERQUEIRA DE SANTANA NETO,ZÉ NETO,50000607788,BA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
AFONSO BANDEIRA FLORENCE,AFONSO FLORENCE,50000607789,BA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JORGE JOSÉ SANTOS PEREIRA SOLLA,JORGE SOLLA,50000607792,BA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JOSIAS GOMES DA SILVA,JOSIAS GOMES,50000620044,BA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
NELSON VICENTE PORTELA PELLEGRINO,PELEGRINO,50000620045,BA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
VALMIR CARLOS DA ASSUNÇÃO,VALMIR ASSUNÇÃO,50000620051,BA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JOSE AIRTON FELIX CIRILO DA SILVA,JOSE AIRTON,60000610989,CE,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JOSE NOBRE GUIMARAES,GUIMARAES,60000610990,CE,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
LUIZIANNE DE OLIVEIRA LINS,LUIZIANNE,60000610991,CE,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
ERIKA JUCA KOKAY,ERIKA KOKAY,70000610837,DF,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
HELDER IGNACIO SALOMÃO,HELDER SALOMÃO,80000626736,ES,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
RUBENS OTONI GOMIDE,RUBENS OTONI,90000619112,GO,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
JOSE CARLOS NUNES JUNIOR,ZE CARLOS,100000616293,MA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
JOSÉ LEONARDO COSTA MONTEIRO,LEONARDO MONTEIRO,130000626962,MG,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
MARIA MARGARIDA MARTINS SALOMÃO,MARGARIDA SALOMÃO,130000626964,MG,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
ODAIR JOSÉ DA CUNHA,ODAIR CUNHA,130000626966,MG,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
PATRUS ANANIAS DE SOUZA,PATRUS ANANIAS,130000626967,MG,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
PAULO JOSÉ CARLOS GUEDES,PAULO GUEDES,130000626968,MG,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
REGINALDO LAZARO DE OLIVEIRA LOPES,REGINALDO LOPES,130000626978,MG,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
ROGERIO CORREIA DE MOURA BAPTISTA,ROGÉRIO CORREIA,130000626980,MG,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JOÃO CARLOS SIQUEIRA,PADRE JOÃO,130000626982,MG,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
VANDER LUIZ DOS SANTOS LOUBET,VANDER LOUBET,120000620272,MS,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
ROSA NEIDE SANDES DE ALMEIDA,PROFESSORA ROSA NEIDE,110000611610,MT,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
AIRTON LUIZ FALEIRO,AIRTON FALEIRO,140000627194,PA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
JOSE ROBERTO OLIVEIRA FARO,BETO FARO,140000627198,PA,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
ANTONIO RIBEIRO,FREI ANASTACIO,150000608803,PB,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JOSÉ CARLOS VERAS DOS SANTOS,CARLOS VERAS,170000621474,PE,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,MARÍLIA ARRAES,170000621500,PE,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
FRANCISCO DE ASSIS CARVALHO GONÇALVES,ASSIS CARVALHO,180000613941,PI,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
REJANE RIBEIRO SOUSA DIAS,REJANE DIAS,180000613945,PI,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
JOSE CARLOS BECKER DE OLIVEIRA E SILVA,ZECA DIRCEU,160000623017,PR,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
ENIO JOSÉ VERRI,ENIO VERRI,160000623066,PR,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
GLEISI HELENA HOFFMANN,GLEISI LULA,160000623070,PR,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
BENEDITA SOUZA DA SILVA SAMPAIO,BENEDITA DA SILVA,190000613602,RJ,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
NATALIA BASTOS BONAVIDES,NATALIA BONAVIDES,200000606739,RN,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
ELVINO JOSÉ BOHN GASS,BOHN GASS,210000611343,RS,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
MARIA DO ROSÁRIO NUNES,MARIA DO ROSÁRIO,210000611346,RS,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,56,56,false
DIONILSO MATEUS MARCON,MARCON,210000611372,RS,PT,PT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,56,56,false
